,who,designed,the,turner,and,vernon,galleries,that,were,built,in,1858-9,?
its,0.1326070874929428,0.21289053559303284,0.559237003326416,0.10910332947969437,0.3841775357723236,0.10744865238666534,0.17456434667110443,0.416561484336853,0.20452921092510223,0.26613008975982666,0.3793783485889435,-0.24426721036434174,0.15103481709957123
architect,0.23530325293540955,0.553325355052948,0.13209693133831024,0.17336037755012512,0.20191539824008942,0.26360830664634705,0.2899712026119232,0.12840107083320618,0.14267852902412415,0.4416904151439667,0.18696801364421844,-0.10445789247751236,0.11996878683567047
was,0.3318818509578705,0.28384989500045776,0.48711544275283813,0.22898077964782715,0.3740963041782379,0.2773248255252838,0.14833402633666992,0.33670201897621155,0.590133786201477,0.3424932360649109,0.45514053106307983,-0.20579837262630463,0.18412111699581146
civil,0.14972704648971558,0.1447324901819229,0.2477465271949768,0.136262908577919,0.25259146094322205,0.21490658819675446,0.1371336281299591,0.16867391765117645,0.2641898989677429,0.1641865223646164,0.26466667652130127,-0.045407459139823914,0.1494513899087906
engineer,0.24997320771217346,0.3622184097766876,0.16607177257537842,0.1602678894996643,0.21382363140583038,0.24053286015987396,0.12649522721767426,0.16361986100673676,0.15804266929626465,0.27956563234329224,0.18560759723186493,-0.05541392043232918,0.12995383143424988
captain,0.34573128819465637,0.1200966015458107,0.2267821580171585,0.21339298784732819,0.23773212730884552,0.2877022922039032,0.14538227021694183,0.19029371440410614,0.17193366587162018,0.14672662317752838,0.18942669034004211,-0.17517518997192383,0.12160754203796387
francis,0.26085689663887024,0.1518094539642334,0.25598275661468506,0.25415343046188354,0.23813240230083466,0.2543545961380005,0.1695369929075241,0.2038167119026184,0.2040957808494568,0.20319901406764984,0.23151563107967377,-0.11467677354812622,0.11903949081897736
fowke,0.26284706592559814,0.20548295974731445,0.3325461149215698,0.35885101556777954,0.33272498846054077,0.29934027791023254,0.2630530595779419,0.24945993721485138,0.24143844842910767,0.222318634390831,0.3228529095649719,-0.12526348233222961,0.16964034736156464
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.242920383810997,0.6633074283599854,0.3114392161369324,0.2487238645553589,0.4137537479400635,0.36755475401878357,0.22658206522464752,0.5201468467712402,-0.18751171231269836,0.31091248989105225
royal,0.16729144752025604,0.17006607353687286,0.2997032403945923,0.2335449606180191,0.24934640526771545,0.23689061403274536,0.24964596331119537,0.13512937724590302,0.23605313897132874,0.15800219774246216,0.22172321379184723,-0.05755991488695145,0.11453001946210861
engineers,0.24476072192192078,0.4249597191810608,0.25282254815101624,0.14020054042339325,0.23259219527244568,0.1896500587463379,0.23316648602485657,0.27220419049263,0.3026007413864136,0.3155274987220764,0.20390598475933075,-0.06664826720952988,0.18139411509037018
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.242920383810997,0.6633074283599854,0.3114392161369324,0.2487238645553589,0.4137537479400635,0.36755475401878357,0.22658206522464752,0.5201468467712402,-0.18751171231269836,0.31091248989105225
who,0.9999998807907104,0.21097040176391602,0.3733934462070465,0.24899595975875854,0.41279885172843933,0.23392164707183838,0.16204048693180084,0.45444270968437195,0.3188014328479767,0.2059558480978012,0.2792111933231354,-0.17598918080329895,0.26220351457595825
was,0.3318818509578705,0.28384989500045776,0.48711544275283813,0.22898077964782715,0.3740963041782379,0.2773248255252838,0.14833402633666992,0.33670201897621155,0.590133786201477,0.3424932360649109,0.45514053106307983,-0.20579837262630463,0.18412111699581146
appointed,0.3215055465698242,0.25409257411956787,0.2626524269580841,0.09134280681610107,0.2608291208744049,0.2624289393424988,0.16083721816539764,0.15360014140605927,0.19441884756088257,0.21640266478061676,0.23088723421096802,-0.10889158397912979,0.13895352184772491
by,0.39727845788002014,0.29250532388687134,0.4408751428127289,0.2595326006412506,0.4289871156215668,0.18289904296398163,0.18073885142803192,0.37496164441108704,0.4406847059726715,0.22056880593299866,0.370934396982193,-0.19828110933303833,0.17966607213020325
cole,0.20352035760879517,0.13137182593345642,0.1850816011428833,0.39792242646217346,0.23855477571487427,0.2156074047088623,0.11994438618421555,0.16605746746063232,0.20575666427612305,0.0951744094491005,0.16279925405979156,-0.11324810236692429,0.1507469266653061
.,0.3541337847709656,0.24422594904899597,0.5934505462646484,0.24323633313179016,0.588965117931366,0.25266343355178833,0.2919006645679474,0.4460422694683075,0.3378238379955292,0.2374027520418167,0.5591574311256409,-0.16650818288326263,0.4130953550338745
