,what,is,the,chinese,name,for,the,yuan,dynasty,?
the,0.42745697498321533,0.5823672413825989,1.0,0.2785343527793884,0.3171212375164032,0.4739971458911896,1.0,0.2548272907733917,0.26267939805984497,0.22068053483963013
yuan,0.13503028452396393,0.1437031477689743,0.2548272907733917,0.5665212273597717,0.06442316621541977,0.12319284677505493,0.2548272907733917,1.0,0.49336904287338257,0.12871281802654266
dynasty,0.17240095138549805,0.16410371661186218,0.26267939805984497,0.39861640334129333,0.217737078666687,0.1219317764043808,0.26267939805984497,0.49336904287338257,1.0,0.15884074568748474
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.22324293851852417,0.2706909477710724,0.3357032239437103,0.33289089798927307,0.18021149933338165,0.15119072794914246,0.40561532974243164
chinese,0.11643128097057343,0.1841094046831131,0.2785343527793884,1.0000001192092896,0.14820076525211334,0.20530261099338531,0.2785343527793884,0.5665212273597717,0.39861640334129333,0.20843194425106049
:,-0.12022944539785385,-0.07222653180360794,-0.03403344005346298,0.049648020416498184,-0.0774015560746193,-0.02522280067205429,-0.03403344005346298,-0.000654889561701566,-0.028215795755386353,-0.07156077772378922
元朝,-0.0009572158451192081,-0.0954107791185379,-0.03571220859885216,0.01620715856552124,-0.0481889471411705,0.014542202465236187,-0.03571220859885216,0.029995527118444443,0.015147162601351738,0.08522719144821167
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,-0.0291140116751194,0.01776505447924137,0.0293948445469141,0.09152708947658539,-0.06296640634536743,-0.01120092160999775,0.10349778085947037
pinyin,0.14042533934116364,0.2858012616634369,0.22656001150608063,0.6237426400184631,0.246196448802948,0.20350190997123718,0.22656001150608063,0.4228459298610687,0.2617582380771637,0.22529643774032593
:,-0.12022944539785385,-0.07222653180360794,-0.03403344005346298,0.049648020416498184,-0.0774015560746193,-0.02522280067205429,-0.03403344005346298,-0.000654889561701566,-0.028215795755386353,-0.07156077772378922
yuán,0.22776071727275848,0.20495593547821045,0.26569807529449463,0.3320523500442505,0.17869900166988373,0.18480610847473145,0.26569807529449463,0.41060131788253784,0.2954367697238922,0.20375649631023407
cháo,0.2856947183609009,0.24609099328517914,0.360204815864563,0.3634425401687622,0.26269111037254333,0.2899329662322998,0.360204815864563,0.38290393352508545,0.30799683928489685,0.28107210993766785
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.24107980728149414,0.2638341188430786,0.3639558255672455,0.3456730246543884,0.17912885546684265,0.17090870440006256,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2697280943393707,0.28145334124565125,0.4464869201183319,0.4933079481124878,0.20958951115608215,0.1976536363363266,0.31091248989105225
officially,0.17107035219669342,0.2830421030521393,0.36343514919281006,0.1701785922050476,0.25676780939102173,0.23829282820224762,0.36343514919281006,0.14713934063911438,0.2019241899251938,0.15603435039520264
the,0.42745697498321533,0.5823672413825989,1.0,0.2785343527793884,0.3171212375164032,0.4739971458911896,1.0,0.2548272907733917,0.26267939805984497,0.22068053483963013
great,0.2562883198261261,0.1345067322254181,0.2822027802467346,0.1727498471736908,0.16152743995189667,0.19302397966384888,0.2822027802467346,0.1734679937362671,0.18592259287834167,0.13135133683681488
yuan,0.13503028452396393,0.1437031477689743,0.2548272907733917,0.5665212273597717,0.06442316621541977,0.12319284677505493,0.2548272907733917,1.0,0.49336904287338257,0.12871281802654266
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.22324293851852417,0.2706909477710724,0.3357032239437103,0.33289089798927307,0.18021149933338165,0.15119072794914246,0.40561532974243164
