,what,issue,plagues,the,literature,about,civil,disobedience,?
in,0.30808621644973755,0.1525554060935974,0.25189393758773804,0.6662389636039734,0.2844732105731964,0.39797019958496094,0.26466667652130127,0.3054615259170532,0.20430970191955566
reviewing,0.3887392282485962,0.39982137084007263,0.1710413098335266,0.26682180166244507,0.1870569884777069,0.31111273169517517,0.1717546284198761,0.25977087020874023,0.3273172676563263
the,0.42745697498321533,0.22164808213710785,0.24431635439395905,1.0,0.2611817419528961,0.37995871901512146,0.2477465271949768,0.30963727831840515,0.22068053483963013
voluminous,0.16241927444934845,0.22460249066352844,0.23155497014522552,0.21931228041648865,0.195949986577034,0.22503957152366638,0.03302191197872162,0.1361241191625595,0.15027756989002228
literature,0.22505109012126923,0.20353354513645172,0.21907298266887665,0.2611817419528961,0.9999998807907104,0.19650962948799133,0.18741151690483093,0.265071839094162,0.2043706774711609
on,0.34226128458976746,0.24553778767585754,0.16606304049491882,0.5107308030128479,0.14272986352443695,0.322975218296051,0.17390455305576324,0.2194652408361435,0.2714994251728058
the,0.42745697498321533,0.22164808213710785,0.24431635439395905,1.0,0.2611817419528961,0.37995871901512146,0.2477465271949768,0.30963727831840515,0.22068053483963013
subject,0.3828662037849426,0.33691710233688354,0.2309892326593399,0.2387523651123047,0.32240942120552063,0.35519614815711975,0.16258680820465088,0.2669045627117157,0.33952999114990234
",",0.3087472915649414,0.22797159850597382,0.2308453917503357,0.4933079481124878,0.2802010178565979,0.3877100944519043,0.24795588850975037,0.2878543734550476,0.31091248989105225
the,0.42745697498321533,0.22164808213710785,0.24431635439395905,1.0,0.2611817419528961,0.37995871901512146,0.2477465271949768,0.30963727831840515,0.22068053483963013
student,0.20548318326473236,0.16083498299121857,0.09817090630531311,0.21259291470050812,0.28437861800193787,0.2126065045595169,0.21464088559150696,0.31496354937553406,0.13282090425491333
of,0.33290785551071167,0.2598971724510193,0.27870044112205505,0.733189046382904,0.25150051712989807,0.40939709544181824,0.24698495864868164,0.31932318210601807,0.1826142966747284
civil,0.15091551840305328,0.12044859677553177,0.14855748414993286,0.2477465271949768,0.18741151690483093,0.1744583249092102,1.0,0.5442691445350647,0.1494513899087906
disobedience,0.3298627436161041,0.19916902482509613,0.26391544938087463,0.30963727831840515,0.265071839094162,0.20206157863140106,0.5442691445350647,1.0,0.19890835881233215
rapidly,0.20276354253292084,0.13273310661315918,0.19786733388900757,0.26927268505096436,0.1549677550792694,0.20476190745830536,0.09590968489646912,0.19090677797794342,0.11245343834161758
finds,0.22031353414058685,0.1418328732252121,0.20681944489479065,0.2711417078971863,0.19111740589141846,0.2762046456336975,0.1259610503911972,0.19202083349227905,0.13760407269001007
himself,0.2431095689535141,0.11072304099798203,0.17233450710773468,0.24642214179039001,0.11921427398920059,0.1872244030237198,0.06587618589401245,0.2925838828086853,0.10407622903585434
surrounded,0.1255793571472168,0.11415302753448486,0.21861480176448822,0.3510684669017792,0.1148802638053894,0.22597092390060425,0.08761738240718842,0.1805267035961151,-0.022393958643078804
by,0.2455483376979828,0.17309652268886566,0.21605351567268372,0.4408751428127289,0.18476204574108124,0.30091190338134766,0.15479567646980286,0.2563513219356537,0.17966607213020325
a,0.3320399522781372,0.24249422550201416,0.1910380870103836,0.5829201340675354,0.20094743371009827,0.34171196818351746,0.21693918108940125,0.25352153182029724,0.23916715383529663
maze,0.19732685387134552,0.10438472032546997,0.16751262545585632,0.21629445254802704,0.1279037594795227,0.1721923053264618,0.1218901053071022,0.21758432686328888,0.13890138268470764
of,0.33290785551071167,0.2598971724510193,0.27870044112205505,0.733189046382904,0.25150051712989807,0.40939709544181824,0.24698495864868164,0.31932318210601807,0.1826142966747284
semantical,0.2903294861316681,0.18762925267219543,0.04540650546550751,0.2000320851802826,0.3033496141433716,0.19258320331573486,0.2656407356262207,0.30156266689300537,0.27969902753829956
problems,0.3306994140148163,0.43698248267173767,0.30603331327438354,0.2659202516078949,0.13558927178382874,0.2563410997390747,0.14842122793197632,0.23424182832241058,0.2638136148452759
and,0.31309178471565247,0.19899961352348328,0.20658132433891296,0.5171257257461548,0.24233996868133545,0.3875081241130829,0.25259146094322205,0.3041999638080597,0.20544172823429108
grammatical,0.3215447962284088,0.2030927538871765,0.24607741832733154,0.2809280753135681,0.36692574620246887,0.22987911105155945,0.17943920195102692,0.27613112330436707,0.28053078055381775
niceties,0.2879844605922699,0.21440277993679047,0.32717210054397583,0.2643581032752991,0.22356128692626953,0.22501803934574127,0.18273217976093292,0.3200194537639618,0.2907831370830536
.,0.3567904531955719,0.2539304792881012,0.22538675367832184,0.5934505462646484,0.24930934607982635,0.42038556933403015,0.2541380822658539,0.2603943943977356,0.4130953550338745
