,by,august,2010,how,many,public,schools,did,victoria,have,?
as,0.3815547823905945,0.26662537455558777,0.27911683917045593,0.33782753348350525,0.4070141911506653,0.2423635572195053,0.21233005821704865,0.3596470057964325,0.19515912234783173,0.37788212299346924,0.27043893933296204
of,0.3646814823150635,0.1712995171546936,0.26419875025749207,0.2480744868516922,0.37253960967063904,0.2391265481710434,0.265506386756897,0.2513895630836487,0.2505437433719635,0.3802283704280853,0.1826142966747284
august,0.19738127291202545,1.0,0.10039520263671875,0.13369344174861908,0.14742273092269897,0.17194847762584686,0.12107320129871368,0.26378265023231506,0.15377067029476166,0.1368933469057083,0.3006744682788849
2010,0.20458245277404785,0.10039520263671875,1.0000001192092896,0.17927342653274536,0.33878764510154724,0.16032980382442474,0.26901668310165405,0.29398393630981445,0.25237712264060974,0.31863707304000854,0.21232788264751434
",",0.3680937886238098,0.4532424807548523,0.24006164073944092,0.22659391164779663,0.40610817074775696,0.2588968276977539,0.2760516405105591,0.3015086054801941,0.2279360294342041,0.3541618287563324,0.31091248989105225
victoria,0.17471559345722198,0.15377067029476166,0.25237712264060974,0.09004101157188416,0.1926158368587494,0.19629675149917603,0.11402804404497147,0.15437227487564087,1.0,0.16480252146720886,0.12246892601251602
had,0.37294110655784607,0.23181746900081635,0.28968116641044617,0.2549138069152832,0.40130746364593506,0.21493521332740784,0.2195458710193634,0.540525496006012,0.1992126703262329,0.6263401508331299,0.20728366076946259
"1,548",0.02839386835694313,0.1715204119682312,0.15444013476371765,-0.11143426597118378,-0.023218782618641853,0.1525253802537918,0.09314671158790588,0.026275387033820152,0.14309662580490112,-0.14270903170108795,-0.1017208844423294
public,0.23323717713356018,0.17194847762584686,0.16032980382442474,0.15624697506427765,0.25114959478378296,1.0000001192092896,0.4260808527469635,0.19092120230197906,0.19629675149917603,0.20625129342079163,0.19872993230819702
schools,0.1415957361459732,0.12107320129871368,0.26901668310165405,0.12874440848827362,0.3108086585998535,0.4260808527469635,1.0,0.20622693002223969,0.11402804404497147,0.26828762888908386,0.18349280953407288
",",0.3680937886238098,0.4532424807548523,0.24006164073944092,0.22659391164779663,0.40610817074775696,0.2588968276977539,0.2760516405105591,0.3015086054801941,0.2279360294342041,0.3541618287563324,0.31091248989105225
489,0.023899681866168976,-0.07501768320798874,0.049753133207559586,0.06244602054357529,0.08793044835329056,0.007279061246663332,0.09250660985708237,-0.001145808957517147,0.047028373926877975,-0.023639386519789696,0.03536924719810486
catholic,0.17329150438308716,0.18928579986095428,0.2679084837436676,0.11491761356592178,0.18935972452163696,0.2732763886451721,0.3252324163913727,0.16203826665878296,0.2138010412454605,0.16801156103610992,0.16609853506088257
schools,0.1415957361459732,0.12107320129871368,0.26901668310165405,0.12874440848827362,0.3108086585998535,0.4260808527469635,1.0,0.20622693002223969,0.11402804404497147,0.26828762888908386,0.18349280953407288
and,0.4289871156215668,0.2596009075641632,0.27321958541870117,0.33647966384887695,0.5296266674995422,0.3227643668651581,0.29319998621940613,0.34479495882987976,0.24507255852222443,0.4711785912513733,0.20544172823429108
214,0.0893062874674797,0.07492952048778534,0.013986272737383842,0.13736467063426971,-0.02094149775803089,-0.06308434903621674,-0.06996174901723862,0.03753948211669922,-0.0705813616514206,0.00746891601011157,0.07447335124015808
independent,0.20215941965579987,0.19152136147022247,0.13890600204467773,0.1741381734609604,0.20261110365390778,0.18384557962417603,0.22231550514698029,0.22794869542121887,0.13802865147590637,0.20922285318374634,0.11902587860822678
schools,0.1415957361459732,0.12107320129871368,0.26901668310165405,0.12874440848827362,0.3108086585998535,0.4260808527469635,1.0,0.20622693002223969,0.11402804404497147,0.26828762888908386,0.18349280953407288
.,0.3936232924461365,0.3784620463848114,0.26320725679397583,0.3287222981452942,0.3974229395389557,0.21888655424118042,0.2752705216407776,0.35288307070732117,0.23069117963314056,0.41614407300949097,0.4130953550338745
