,during,which,eon,did,free,oxygen,begin,appearing,in,quantity,?
free,0.14036475121974945,0.25454452633857727,0.037007808685302734,0.1839899867773056,1.0,0.24067462980747223,0.1331995129585266,0.05367441102862358,0.25575435161590576,0.18926571309566498,0.1278279572725296
oxygen,0.18351154029369354,0.3166238069534302,0.3218136429786682,0.15723921358585358,0.24067462980747223,0.9999999403953552,0.10920078307390213,0.11979781836271286,0.1672476977109909,0.24444220960140228,0.16786395013332367
first,0.45377472043037415,0.3828166127204895,0.253729909658432,0.33691170811653137,0.182578906416893,0.17370176315307617,0.2771400213241577,0.3776516318321228,0.4127444326877594,0.13981933891773224,0.18701928853988647
appeared,0.3297010362148285,0.21686145663261414,0.2727632224559784,0.2999138832092285,0.08876126259565353,0.14380203187465668,0.18667936325073242,0.6887895464897156,0.31264984607696533,0.12418101727962494,0.1384376585483551
in,0.4627237319946289,0.4840516746044159,0.11006995290517807,0.2593238651752472,0.25575435161590576,0.1672476977109909,0.2903634011745453,0.3466743528842926,1.0,0.18578919768333435,0.20430970191955566
significant,0.2689974904060364,0.3548031151294708,0.20457400381565094,0.25824496150016785,0.07120569050312042,0.16878898441791534,0.22407422959804535,0.2506033182144165,0.3551969528198242,0.3210068643093109,0.18679562211036682
quantities,0.1814633011817932,0.37817665934562683,0.2206496149301529,0.19388529658317566,0.17124275863170624,0.30358952283859253,0.11649884283542633,0.19157058000564575,0.22513185441493988,0.8127679824829102,0.18230070173740387
during,1.0,0.3590145409107208,0.24188528954982758,0.30679523944854736,0.14036475121974945,0.18351154029369354,0.36029958724975586,0.3174654245376587,0.4627237319946289,0.13479886949062347,0.1325719803571701
the,0.4838213622570038,0.6521818041801453,0.23409166932106018,0.34736719727516174,0.22231732308864594,0.20428593456745148,0.34293439984321594,0.31202155351638794,0.6662389636039734,0.21664854884147644,0.22068053483963013
paleoproterozoic,0.3135014772415161,0.2947999835014343,0.5887078046798706,0.10401894152164459,0.11665172874927521,0.44288066029548645,0.13685286045074463,0.21671652793884277,0.19656412303447723,0.22960494458675385,0.17966775596141815
eon,0.24188528954982758,0.28317829966545105,0.9999999403953552,0.11052698642015457,0.037007808685302734,0.3218136429786682,0.10762190818786621,0.26445239782333374,0.11006995290517807,0.22128915786743164,0.2931651175022125
(,0.2139192670583725,0.2589828372001648,0.19755704700946808,0.18979617953300476,0.17066511511802673,0.189798504114151,0.12756820023059845,0.19284465909004211,0.3087427020072937,0.1455468386411667,0.40561532974243164
between,0.36201924085617065,0.395174115896225,0.16492195427417755,0.16542956233024597,0.1874106526374817,0.1443812996149063,0.21310754120349884,0.194685697555542,0.41100412607192993,0.191779226064682,0.12887074053287506
3.0,0.10771908611059189,-0.03235157951712608,-0.11400029808282852,-0.018942516297101974,-0.04205412045121193,-0.11266020685434341,0.01841951347887516,-0.04211848974227905,0.1603601723909378,-0.15686455368995667,-0.23646211624145508
and,0.36462149024009705,0.506277859210968,0.1920711100101471,0.34479495882987976,0.29029855132102966,0.22261030972003937,0.2599445581436157,0.2922978103160858,0.4954058527946472,0.22203390300273895,0.20544172823429108
2.3,0.08467712998390198,0.2121107429265976,0.10710731148719788,0.1389734447002411,0.2296038419008255,0.208648681640625,0.1357305496931076,0.12765134871006012,0.2604501247406006,0.20187285542488098,0.17593172192573547
billion,0.1809951364994049,0.25934481620788574,0.397726446390152,0.1482735127210617,0.1582813262939453,0.2597910165786743,0.1285371035337448,0.16748222708702087,0.18475750088691711,0.20858867466449738,0.25791820883750916
years,0.39110565185546875,0.23232990503311157,0.37138062715530396,0.2695724070072174,0.14387445151805878,0.19261223077774048,0.23470360040664673,0.2873550355434418,0.33554986119270325,0.1252952516078949,0.1914375126361847
ago,0.2538875341415405,0.2886715829372406,0.3983810245990753,0.19972491264343262,0.14088688790798187,0.2424188107252121,0.12227606028318405,0.2138187140226364,0.2414315938949585,0.224523663520813,0.2202194780111313
),0.23182427883148193,0.2758678197860718,0.20595332980155945,0.18584993481636047,0.2045097053050995,0.19541971385478973,0.13078060746192932,0.20658335089683533,0.3326910734176636,0.1714654117822647,0.42300865054130554
.,0.3485563397407532,0.45942068099975586,0.21437907218933105,0.35288307070732117,0.238864928483963,0.2554275095462799,0.24827922880649567,0.28510475158691406,0.5591574311256409,0.23215700685977936,0.4130953550338745
