,when,did,the,second,edition,of,gasquet,'s,book,come,out,?
he,0.39115971326828003,0.3292143940925598,0.4571082592010498,0.2751937806606293,0.13930734992027283,0.38706058263778687,0.2467859387397766,0.024063590914011,0.2191331684589386,0.25002989172935486,0.29240235686302185,0.2089974731206894
was,0.37326499819755554,0.41399896144866943,0.48711544275283813,0.3858029544353485,0.21901999413967133,0.4069072902202606,0.23586979508399963,0.008974763564765453,0.24848085641860962,0.1758924275636673,0.28168347477912903,0.18412111699581146
able,0.35277876257896423,0.43777281045913696,0.3435857892036438,0.20944969356060028,0.15273962914943695,0.23883962631225586,0.1522759050130844,0.04899895191192627,0.15404579043388367,0.33532604575157166,0.31663835048675537,0.260649710893631
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.3098561465740204,0.11511959135532379,0.41548454761505127,0.23918284475803375,0.03782717138528824,0.20275522768497467,0.4297197163105011,0.42386990785598755,0.29463258385658264
adopt,0.23024049401283264,0.19038312137126923,0.215359166264534,0.12196454405784607,0.056105900555849075,0.23068659007549286,0.02004244551062584,0.021430108696222305,0.11872272938489914,0.28278881311416626,0.1610204428434372,0.26708900928497314
the,0.5091903209686279,0.34736719727516174,1.0,0.4620301127433777,0.24227465689182281,0.733189046382904,0.25759053230285645,-0.01540423184633255,0.2652374505996704,0.36020293831825256,0.39404502511024475,0.22068053483963013
epidemiology,0.24960732460021973,0.19291067123413086,0.23254536092281342,0.1346941888332367,0.26585349440574646,0.3100084960460663,0.19135227799415588,-0.019124677404761314,0.28963977098464966,0.10373805463314056,0.200062096118927,0.19894206523895264
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.353416383266449,0.20911648869514465,1.0,0.18507303297519684,-0.03817026689648628,0.22602593898773193,0.3194141983985901,0.34176841378211975,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,1.0,0.4620301127433777,0.24227465689182281,0.733189046382904,0.25759053230285645,-0.01540423184633255,0.2652374505996704,0.36020293831825256,0.39404502511024475,0.22068053483963013
bubonic,0.30528461933135986,0.24302518367767334,0.3366847634315491,0.15241467952728271,0.1071648895740509,0.30323511362075806,0.2583576440811157,-0.02581542730331421,0.18028220534324646,0.2591908276081085,0.2512734532356262,0.21706949174404144
plague,0.25819700956344604,0.1901843398809433,0.2537761330604553,0.17621594667434692,0.20661021769046783,0.27455615997314453,0.20662063360214233,-0.0006555641302838922,0.22759290039539337,0.23167473077774048,0.20795615017414093,0.11872942000627518
for,0.43402108550071716,0.318512886762619,0.4739971458911896,0.25438159704208374,0.15267090499401093,0.4185989499092102,0.17591653764247894,-0.07241261005401611,0.22091296315193176,0.2792086601257324,0.3312093913555145,0.264628142118454
the,0.5091903209686279,0.34736719727516174,1.0,0.4620301127433777,0.24227465689182281,0.733189046382904,0.25759053230285645,-0.01540423184633255,0.2652374505996704,0.36020293831825256,0.39404502511024475,0.22068053483963013
black,0.1860525906085968,0.14310608804225922,0.28466513752937317,0.1528017222881317,0.1034141480922699,0.23966942727565765,0.23447678983211517,0.07187972962856293,0.12125842273235321,0.17896617949008942,0.12750746309757233,0.15159966051578522
death,0.21254116296768188,0.2252790331840515,0.21438048779964447,0.1861574500799179,0.07857216149568558,0.23778599500656128,0.17832721769809723,0.07207932323217392,0.20592626929283142,0.12778449058532715,0.15523947775363922,0.21149799227714539
for,0.43402108550071716,0.318512886762619,0.4739971458911896,0.25438159704208374,0.15267090499401093,0.4185989499092102,0.17591653764247894,-0.07241261005401611,0.22091296315193176,0.2792086601257324,0.3312093913555145,0.264628142118454
the,0.5091903209686279,0.34736719727516174,1.0,0.4620301127433777,0.24227465689182281,0.733189046382904,0.25759053230285645,-0.01540423184633255,0.2652374505996704,0.36020293831825256,0.39404502511024475,0.22068053483963013
second,0.28561660647392273,0.20727969706058502,0.4620301127433777,1.0,0.2677958011627197,0.353416383266449,0.18959851562976837,-0.060212843120098114,0.24171818792819977,0.11876574158668518,0.20356178283691406,0.17239587008953094
edition,0.11860613524913788,0.1429024487733841,0.24227465689182281,0.2677958011627197,0.9999999403953552,0.20911648869514465,0.21759270131587982,-0.06360995024442673,0.39649155735969543,0.09084524214267731,0.1539069414138794,0.20261122286319733
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.34510284662246704,0.23735995590686798,0.5696388483047485,0.19707681238651276,-0.037580832839012146,0.2527170181274414,0.26272067427635193,0.3576207756996155,0.20430970191955566
1908,-0.06803780049085617,-0.09672622382640839,-0.02364869974553585,-0.036320965737104416,-0.02519981563091278,-0.06792239099740982,0.007462732028216124,-0.015910997986793518,0.07725840061903,-0.015048391185700893,-0.023756014183163643,-0.15027135610580444
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.29927265644073486,0.2742067873477936,0.4946078956127167,0.3387126624584198,-0.0016132977325469255,0.23644568026065826,0.350309282541275,0.3161109685897827,0.31091248989105225
implicating,0.26982441544532776,0.20333127677440643,0.22469739615917206,0.06843488663434982,0.12564125657081604,0.27847689390182495,0.019705988466739655,-0.0284737516194582,0.24195560812950134,0.25980332493782043,0.248325377702713,0.23570503294467926
rats,0.19472657144069672,0.17853616178035736,0.216946080327034,0.05592625215649605,0.00043253402691334486,0.1879846304655075,0.14147228002548218,0.15621259808540344,0.1609659492969513,0.17161531746387482,0.1848829984664917,0.08418426662683487
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.2743909955024719,0.2238008677959442,0.5116966962814331,0.2900671362876892,0.06895173341035843,0.28024056553840637,0.3412281572818756,0.3881998062133789,0.20544172823429108
fleas,0.30870211124420166,0.24303287267684937,0.25670117139816284,0.11334200948476791,0.09045220166444778,0.19070258736610413,0.24122756719589233,0.03219211846590042,0.10376379638910294,0.33246588706970215,0.3247167468070984,0.25398749113082886
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.34510284662246704,0.23735995590686798,0.5696388483047485,0.19707681238651276,-0.037580832839012146,0.2527170181274414,0.26272067427635193,0.3576207756996155,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,1.0,0.4620301127433777,0.24227465689182281,0.733189046382904,0.25759053230285645,-0.01540423184633255,0.2652374505996704,0.36020293831825256,0.39404502511024475,0.22068053483963013
process,0.31665828824043274,0.1973760724067688,0.264274537563324,0.163679301738739,0.1580468714237213,0.23962904512882233,0.05688004195690155,-0.12054654210805893,0.15047934651374817,0.21747499704360962,0.2292652726173401,0.2460896074771881
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.29927265644073486,0.2742067873477936,0.4946078956127167,0.3387126624584198,-0.0016132977325469255,0.23644568026065826,0.350309282541275,0.3161109685897827,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.2743909955024719,0.2238008677959442,0.5116966962814331,0.2900671362876892,0.06895173341035843,0.28024056553840637,0.3412281572818756,0.3881998062133789,0.20544172823429108
his,0.37120407819747925,0.3546801507472992,0.4394008219242096,0.29419460892677307,0.1763988435268402,0.38364991545677185,0.2853398025035858,0.047556519508361816,0.2672714293003082,0.22726254165172577,0.3022425174713135,0.18075084686279297
interpretation,0.20736420154571533,0.2418224960565567,0.2766321003437042,0.1497272104024887,0.23530679941177368,0.25918829441070557,0.10825629532337189,-0.023114735260605812,0.3193003833293915,0.25178003311157227,0.1938229203224182,0.2162649929523468
was,0.37326499819755554,0.41399896144866943,0.48711544275283813,0.3858029544353485,0.21901999413967133,0.4069072902202606,0.23586979508399963,0.008974763564765453,0.24848085641860962,0.1758924275636673,0.28168347477912903,0.18412111699581146
widely,0.21910633146762848,0.1830587387084961,0.29394426941871643,0.24864047765731812,0.17393405735492706,0.22028475999832153,0.20390082895755768,-0.0028757310938090086,0.2099209874868393,0.22517986595630646,0.17749866843223572,0.10354958474636078
accepted,0.24707747995853424,0.3967616856098175,0.2999902665615082,0.18097753822803497,0.17770788073539734,0.2863047122955322,0.12117157876491547,0.001701323315501213,0.21344833076000214,0.27504295110702515,0.18748795986175537,0.19665466248989105
for,0.43402108550071716,0.318512886762619,0.4739971458911896,0.25438159704208374,0.15267090499401093,0.4185989499092102,0.17591653764247894,-0.07241261005401611,0.22091296315193176,0.2792086601257324,0.3312093913555145,0.264628142118454
other,0.34102705121040344,0.31707024574279785,0.44152235984802246,0.18458862602710724,0.13634441792964935,0.38583824038505554,0.14703066647052765,0.04445967823266983,0.20864468812942505,0.4107358753681183,0.2891615033149719,0.24682199954986572
ancient,0.2308567613363266,0.14945527911186218,0.28808021545410156,0.15725922584533691,0.13943512737751007,0.3361112177371979,0.14021983742713928,0.09360567480325699,0.21807418763637543,0.24366070330142975,0.15889807045459747,0.12938068807125092
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.2743909955024719,0.2238008677959442,0.5116966962814331,0.2900671362876892,0.06895173341035843,0.28024056553840637,0.3412281572818756,0.3881998062133789,0.20544172823429108
medieval,0.19109046459197998,0.1563311666250229,0.28617456555366516,0.10204818099737167,0.18951672315597534,0.31686919927597046,0.18787534534931183,0.026681648567318916,0.21531333029270172,0.20553548634052277,0.16514530777931213,0.15571735799312592
epidemics,0.30807751417160034,0.2626070976257324,0.2566956579685211,0.1456318199634552,0.1956467479467392,0.28011301159858704,0.1985773742198944,0.03243706375360489,0.23468048870563507,0.17669197916984558,0.22459733486175537,0.19384340941905975
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.29927265644073486,0.2742067873477936,0.4946078956127167,0.3387126624584198,-0.0016132977325469255,0.23644568026065826,0.350309282541275,0.3161109685897827,0.31091248989105225
such,0.27679547667503357,0.24497397243976593,0.3575236201286316,0.058383647352457047,0.12891614437103271,0.3209529519081116,0.13736672699451447,0.05073437839746475,0.1546224057674408,0.2829435169696808,0.2411147654056549,0.17851735651493073
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.25569814443588257,0.1985940933227539,0.3886612355709076,0.22398366034030914,-0.05775856226682663,0.23037776350975037,0.192745640873909,0.3124499022960663,0.27043893933296204
the,0.5091903209686279,0.34736719727516174,1.0,0.4620301127433777,0.24227465689182281,0.733189046382904,0.25759053230285645,-0.01540423184633255,0.2652374505996704,0.36020293831825256,0.39404502511024475,0.22068053483963013
justinian,0.1766270399093628,0.13657891750335693,0.26448550820350647,0.17152591049671173,0.14681385457515717,0.24675074219703674,0.2527262270450592,-0.006880696397274733,0.17387522757053375,0.13685134053230286,0.15798524022102356,0.20392505824565887
plague,0.25819700956344604,0.1901843398809433,0.2537761330604553,0.17621594667434692,0.20661021769046783,0.27455615997314453,0.20662063360214233,-0.0006555641302838922,0.22759290039539337,0.23167473077774048,0.20795615017414093,0.11872942000627518
that,0.5860282182693481,0.47518548369407654,0.5473989248275757,0.25411489605903625,0.14756149053573608,0.41498205065727234,0.157001793384552,0.04397977516055107,0.31481462717056274,0.41515251994132996,0.43996092677116394,0.32716336846351624
was,0.37326499819755554,0.41399896144866943,0.48711544275283813,0.3858029544353485,0.21901999413967133,0.4069072902202606,0.23586979508399963,0.008974763564765453,0.24848085641860962,0.1758924275636673,0.28168347477912903,0.18412111699581146
prevalent,0.2687489688396454,0.14811711013317108,0.30129262804985046,0.19810546934604645,0.12749440968036652,0.3301556408405304,0.14744886755943298,0.04358157888054848,0.11444100737571716,0.24634544551372528,0.21793019771575928,0.20158211886882782
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.34510284662246704,0.23735995590686798,0.5696388483047485,0.19707681238651276,-0.037580832839012146,0.2527170181274414,0.26272067427635193,0.3576207756996155,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,1.0,0.4620301127433777,0.24227465689182281,0.733189046382904,0.25759053230285645,-0.01540423184633255,0.2652374505996704,0.36020293831825256,0.39404502511024475,0.22068053483963013
eastern,0.22923262417316437,0.13009013235569,0.3928247392177582,0.21141982078552246,0.12095251679420471,0.33281487226486206,0.18676526844501495,0.02632785774767399,0.17111621797084808,0.20926938951015472,0.11568519473075867,0.20060817897319794
roman,0.1767279952764511,0.1483525037765503,0.2862859070301056,0.17359766364097595,0.13140015304088593,0.31028008460998535,0.2878223955631256,0.11189179122447968,0.16169115900993347,0.1406412273645401,0.13943523168563843,0.1663191318511963
empire,0.18422111868858337,0.18850058317184448,0.32532164454460144,0.22846785187721252,0.17556132376194,0.30522286891937256,0.1955765187740326,-0.011798231862485409,0.13865822553634644,0.11612109839916229,0.16471144556999207,0.14909450709819794
from,0.405669629573822,0.20248863101005554,0.40150508284568787,0.222062349319458,0.1665499061346054,0.4249346852302551,0.2303706854581833,-0.01936490088701248,0.1578967273235321,0.32651904225349426,0.3196950852870941,0.19969791173934937
541,-0.06692046672105789,-0.09632238000631332,0.1981414407491684,0.1266913264989853,-0.04489528387784958,0.23313213884830475,0.0881655216217041,-0.022059816867113113,-0.07612232863903046,-0.04628237709403038,-0.01042158342897892,-0.08035929501056671
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.3098561465740204,0.11511959135532379,0.41548454761505127,0.23918284475803375,0.03782717138528824,0.20275522768497467,0.4297197163105011,0.42386990785598755,0.29463258385658264
