,who,did,mueller,recruit,to,be,a,manager,for,nasa,projects,on,a,loaned,situation,?
based,0.20479141175746918,0.15722841024398804,0.17657338082790375,0.1250087320804596,0.19629007577896118,0.24377326667308807,0.2977409064769745,0.1121884286403656,0.2761107087135315,0.14683611690998077,0.18303824961185455,0.36055147647857666,0.2977409064769745,0.19203625619411469,0.17259308695793152,0.134929820895195
on,0.2340552806854248,0.2670976221561432,0.20331783592700958,0.15711532533168793,0.41031414270401,0.37900757789611816,0.3848365545272827,0.11953892558813095,0.36199691891670227,0.18220403790473938,0.2934565842151642,0.9999999403953552,0.3848365545272827,0.16225560009479523,0.26678118109703064,0.2714994251728058
his,0.44966956973075867,0.3546801507472992,0.28225281834602356,0.2770959734916687,0.3715193271636963,0.21738691627979279,0.3497250974178314,0.23657651245594025,0.39312878251075745,0.15133658051490784,0.24206286668777466,0.32064297795295715,0.3497250974178314,0.24050888419151306,0.2513238489627838,0.18075084686279297
industry,0.1234421357512474,0.16876111924648285,0.09537315368652344,0.20141753554344177,0.24876736104488373,0.18855157494544983,0.27788880467414856,0.21231745183467865,0.29360833764076233,0.16028086841106415,0.23315437138080597,0.18630321323871613,0.27788880467414856,0.1826510727405548,0.1628483682870865,0.11813290417194366
experience,0.33711883425712585,0.2411177009344101,0.12061355262994766,0.3285350501537323,0.25535836815834045,0.2967037260532379,0.2513456344604492,0.1793186515569687,0.29364609718322754,0.13239742815494537,0.35303646326065063,0.26401418447494507,0.2513456344604492,0.1392853707075119,0.4614965617656708,0.25203612446784973
on,0.2340552806854248,0.2670976221561432,0.20331783592700958,0.15711532533168793,0.41031414270401,0.37900757789611816,0.3848365545272827,0.11953892558813095,0.36199691891670227,0.18220403790473938,0.2934565842151642,0.9999999403953552,0.3848365545272827,0.16225560009479523,0.26678118109703064,0.2714994251728058
air,0.05050304904580116,0.12297173589468002,0.13454017043113708,0.13632817566394806,0.24103909730911255,0.16170021891593933,0.23199330270290375,0.09588605910539627,0.15818573534488678,0.2555576264858246,0.1673002690076828,0.20020021498203278,0.23199330270290375,0.12923012673854828,0.1870252788066864,0.1491677612066269
force,0.19492056965827942,0.1680130809545517,0.10867122560739517,0.32729536294937134,0.24496492743492126,0.16664405167102814,0.2451154738664627,0.11386608332395554,0.15857845544815063,0.24611252546310425,0.1645471453666687,0.1764998733997345,0.2451154738664627,0.1360069066286087,0.2271081656217575,0.1650998443365097
missile,0.15486027300357819,0.09514358639717102,0.17018204927444458,0.2093510925769806,0.20164655148983002,0.17170658707618713,0.22268469631671906,0.13820688426494598,0.14732277393341064,0.3145322799682617,0.24484963715076447,0.16742679476737976,0.22268469631671906,0.14726969599723816,0.17606280744075775,0.20229725539684296
projects,0.2510550618171692,0.21255384385585785,0.13647149503231049,0.34676995873451233,0.3065624237060547,0.2728806436061859,0.21870890259742737,0.16993658244609833,0.3048563301563263,0.27512285113334656,1.0,0.2934565842151642,0.21870890259742737,0.1647949516773224,0.28152990341186523,0.3193145990371704
",",0.3365725874900818,0.3015086054801941,0.3152562379837036,0.16720660030841827,0.44245919585227966,0.39254459738731384,0.427140474319458,0.26230543851852417,0.4464869201183319,0.18665438890457153,0.2649989724159241,0.49057599902153015,0.427140474319458,0.20844165980815887,0.20005939900875092,0.31091248989105225
mueller,0.25541362166404724,0.1419845074415207,1.0,0.16030026972293854,0.08670014888048172,0.1597851663827896,0.22967667877674103,0.2628002464771271,0.16679444909095764,0.19932889938354492,0.13647149503231049,0.20331783592700958,0.22967667877674103,0.16578583419322968,0.11586451530456543,0.1575169712305069
realized,0.34042346477508545,0.45471322536468506,0.184273824095726,0.2815943658351898,0.2838866412639618,0.3228655755519867,0.2289418876171112,0.18107156455516815,0.21789492666721344,0.198297381401062,0.2306411862373352,0.2146655023097992,0.2289418876171112,0.23787692189216614,0.31300708651542664,0.15594157576560974
some,0.3978389501571655,0.42553430795669556,0.13700339198112488,0.26868531107902527,0.4636894166469574,0.49956634640693665,0.34539633989334106,0.11542295664548874,0.4257155656814575,0.15966634452342987,0.30619850754737854,0.31474894285202026,0.34539633989334106,0.17404796183109283,0.3106168210506439,0.2562315762042999
skilled,0.44055676460266113,0.30580031871795654,0.1720658838748932,0.3725299835205078,0.22250553965568542,0.27552786469459534,0.2723686993122101,0.13992062211036682,0.28267210721969604,0.08430588245391846,0.23411080241203308,0.12663190066814423,0.2723686993122101,0.22467897832393646,0.2379138022661209,0.1555546671152115
managers,0.2875884473323822,0.1977260410785675,0.1673269122838974,0.27072739601135254,0.24998657405376434,0.22627601027488708,0.23490948975086212,0.7792856097221375,0.2905394732952118,0.21239878237247467,0.2632860541343689,0.13608333468437195,0.23490948975086212,0.2868447005748749,0.2539256513118744,0.16984312236309052
could,0.33540013432502747,0.6308382749557495,0.11314952373504639,0.2553940415382385,0.5461788773536682,0.4791525900363922,0.3736826181411743,0.11188896745443344,0.3405117690563202,0.18649157881736755,0.2700268030166626,0.2953716814517975,0.3736826181411743,0.22169312834739685,0.382815420627594,0.3411986827850342
be,0.3371641933917999,0.22657383978366852,0.1597851663827896,0.21054138243198395,0.4972836375236511,1.0,0.39883795380592346,0.131512850522995,0.3801851272583008,0.22388871014118195,0.2728806436061859,0.37900757789611816,0.39883795380592346,0.16029523313045502,0.36314764618873596,0.3324260413646698
found,0.17055200040340424,0.15878844261169434,0.09882061183452606,0.16014795005321503,0.25225648283958435,0.23313552141189575,0.2869448959827423,0.05642533302307129,0.19707661867141724,0.16927900910377502,0.10352843999862671,0.2337699830532074,0.2869448959827423,0.16409434378147125,0.13878878951072693,0.16790300607681274
among,0.32480236887931824,0.2415449470281601,0.17983318865299225,0.2312983125448227,0.26594701409339905,0.21499858796596527,0.1789381206035614,0.07883401215076447,0.2832789719104767,0.09090603142976761,0.21204796433448792,0.2041729986667633,0.1789381206035614,0.13410356640815735,0.20691828429698944,0.14343059062957764
high-ranking,0.2680000364780426,0.27524662017822266,0.22986969351768494,0.20726245641708374,0.3263349235057831,0.3463195562362671,0.27772703766822815,0.14614762365818024,0.32182013988494873,0.21373645961284637,0.3130020499229431,0.36323028802871704,0.27772703766822815,0.19121693074703217,0.309665709733963,0.3423651158809662
officers,0.3077370822429657,0.2679651379585266,0.172170028090477,0.39748573303222656,0.3041703402996063,0.24194008111953735,0.23043878376483917,0.23080246150493622,0.18508780002593994,0.14490658044815063,0.1948513239622116,0.20821189880371094,0.23043878376483917,0.21823139488697052,0.2604900598526001,0.14072641730308533
in,0.2792111933231354,0.2593238651752472,0.24005226790905,0.16612009704113007,0.45010748505592346,0.3481820821762085,0.539380669593811,0.22855541110038757,0.4322226941585541,0.15705716609954834,0.19637514650821686,0.46853652596473694,0.539380669593811,0.2491564303636551,0.2606582045555115,0.20430970191955566
