,name,two,series,that,have,been,reboots,rather,than,plot,continuations,.
this,0.30142447352409363,0.33004114031791687,0.23312100768089294,0.6909449696540833,0.4660032093524933,0.3736515939235687,0.31554245948791504,0.4823509454727173,0.42539164423942566,0.26858213543891907,0.36876043677330017,0.500583827495575
is,0.3359788954257965,0.2315155267715454,0.20355552434921265,0.3995479643344879,0.3613572418689728,0.39566612243652344,0.24436956644058228,0.2886356711387634,0.2839990258216858,0.1588977873325348,0.2641429007053375,0.4569662809371948
similar,0.2384333312511444,0.3184029757976532,0.18414618074893951,0.4232555329799652,0.42367541790008545,0.3168905973434448,0.2636879086494446,0.43315279483795166,0.3455866575241089,0.16398479044437408,0.2534891963005066,0.306670606136322
to,0.27806994318962097,0.3343428373336792,0.19879554212093353,0.5436353087425232,0.4544740617275238,0.34945759177207947,0.2783767282962799,0.4052407741546631,0.3192550539970398,0.2934653162956238,0.29012343287467957,0.4645031690597534
the,0.3171212375164032,0.43858039379119873,0.31376904249191284,0.5473989248275757,0.40389683842658997,0.3563927710056305,0.2702387869358063,0.31983619928359985,0.3227543234825134,0.22070206701755524,0.39139029383659363,0.5934505462646484
1988,0.09384620189666748,0.009696456603705883,0.03937606140971184,-0.1416141390800476,-0.05261006951332092,0.006000429391860962,0.013064888305962086,-0.09137586504220963,-0.03560966998338699,-0.06392621994018555,-0.06468295305967331,0.09279745072126389
continuation,0.22180430591106415,0.27947568893432617,0.3341316282749176,0.35532787442207336,0.19175611436367035,0.27670928835868835,0.22211162745952606,0.2748405337333679,0.1828063279390335,0.20854485034942627,0.9129549860954285,0.26805564761161804
of,0.24075818061828613,0.37726253271102905,0.22268271446228027,0.41498205065727234,0.3802283704280853,0.31685134768486023,0.1806401014328003,0.3045461177825928,0.33036211133003235,0.2079721987247467,0.31335756182670593,0.5352458953857422
mission,0.11881495267152786,0.12611405551433563,0.22185610234737396,0.1697317510843277,0.13836875557899475,0.16451847553253174,0.2550453543663025,0.12539635598659515,0.10606750100851059,0.18637411296367645,0.24225711822509766,0.2227463275194168
impossible,0.05528081953525543,0.18504410982131958,0.17659524083137512,0.4126266539096832,0.26849788427352905,0.1299874484539032,0.3103160858154297,0.3454941213130951,0.24027326703071594,0.26040512323379517,0.24005451798439026,0.23643213510513306
",",0.28145334124565125,0.35859420895576477,0.24060699343681335,0.4137537479400635,0.3541618287563324,0.34873589873313904,0.26961228251457214,0.276650071144104,0.3371901512145996,0.20161598920822144,0.27986443042755127,0.6812511086463928
but,0.268699049949646,0.39381086826324463,0.22529686987400055,0.7244205474853516,0.5920813083648682,0.4365503787994385,0.30077624320983887,0.528715193271637,0.5279248356819153,0.26358506083488464,0.34139710664749146,0.46573564410209656
differs,0.19343066215515137,0.3010996878147125,0.140762060880661,0.29727235436439514,0.3516947329044342,0.23707929253578186,0.24191629886627197,0.34656792879104614,0.3206462562084198,0.1114952564239502,0.29496049880981445,0.16250881552696228
from,0.2635002136230469,0.25732070207595825,0.20279763638973236,0.3477667272090912,0.30702701210975647,0.27624839544296265,0.15652941167354584,0.23058800399303436,0.2633618414402008,0.11954223364591599,0.2006203532218933,0.41536515951156616
most,0.19063733518123627,0.3709908723831177,0.20793810486793518,0.4497850239276886,0.44364631175994873,0.33751797676086426,0.24732351303100586,0.33057838678359985,0.42108985781669617,0.17812205851078033,0.2735242247581482,0.35404038429260254
other,0.20388714969158173,0.46609029173851013,0.2292959988117218,0.5570666193962097,0.559082567691803,0.34575363993644714,0.2892356812953949,0.3909560441970825,0.5105555653572083,0.16085995733737946,0.34261777997016907,0.41511186957359314
series,0.1536245048046112,0.27629992365837097,1.0000001192092896,0.24595457315444946,0.20911821722984314,0.24386771023273468,0.311408132314682,0.15744170546531677,0.15647675096988678,0.2674110233783722,0.37006792426109314,0.3121925890445709
