,who,did,the,broncos,beat,tp,become,the,afc,champions,?
they,0.47879111766815186,0.4879390597343445,0.49925389885902405,0.25937581062316895,0.23725149035453796,0.15907986462116241,0.346346378326416,0.49925389885902405,0.21711619198322296,0.19084474444389343,0.2753053903579712
then,0.29952746629714966,0.303744375705719,0.4297412931919098,0.2251315861940384,0.23747502267360687,0.21406713128089905,0.3367471992969513,0.4297412931919098,0.1339207887649536,0.17444603145122528,0.2884598970413208
beat,0.19657617807388306,0.2632322311401367,0.24951939284801483,0.299129456281662,0.9999998807907104,0.1066003069281578,0.22699342668056488,0.24951939284801483,0.27999043464660645,0.3805712163448334,0.19461682438850403
the,0.3733934462070465,0.34736719727516174,1.0,0.25985947251319885,0.24951939284801483,0.1369723528623581,0.31731709837913513,1.0,0.25863510370254517,0.26727694272994995,0.22068053483963013
defending,0.29095518589019775,0.20435893535614014,0.3322177529335022,0.2980053424835205,0.39665478467941284,0.17574624717235565,0.16437311470508575,0.3322177529335022,0.31483370065689087,0.435209184885025,0.19775530695915222
super,0.1819351613521576,0.16038043797016144,0.21959073841571808,0.36141330003738403,0.2586536407470703,0.16606579720973969,0.1830577254295349,0.21959073841571808,0.37206512689590454,0.31014660000801086,0.166326642036438
bowl,0.09189514070749283,0.18569406867027283,0.21576224267482758,0.4351775348186493,0.2160097360610962,0.09684626013040543,0.1793743520975113,0.21576224267482758,0.41199249029159546,0.34639331698417664,0.21118052303791046
xlix,0.14243003726005554,0.16809937357902527,0.28379157185554504,0.4259836971759796,0.28198039531707764,0.2280627191066742,0.1708070933818817,0.28379157185554504,0.40457528829574585,0.40310177206993103,0.2639070451259613
champion,0.17719091475009918,0.15843114256858826,0.23575055599212646,0.3800205886363983,0.39511585235595703,0.1305186003446579,0.16160622239112854,0.23575055599212646,0.40495696663856506,0.814301073551178,0.14080514013767242
new,0.2378052920103073,0.227974995970726,0.3845241069793701,0.2461613565683365,0.18388453125953674,0.18450304865837097,0.26596391201019287,0.3845241069793701,0.21401186287403107,0.1562984138727188,0.14782847464084625
england,0.23733465373516083,0.22023706138134003,0.28280043601989746,0.24413880705833435,0.21674250066280365,0.13141706585884094,0.1915140450000763,0.28280043601989746,0.28026673197746277,0.194716215133667,0.13436897099018097
patriots,0.19197839498519897,0.16307975351810455,0.2345433384180069,0.4857134521007538,0.2671665847301483,0.18280133605003357,0.08730829507112503,0.2345433384180069,0.3464110493659973,0.2705903947353363,0.11474817991256714
in,0.2792111933231354,0.2593238651752472,0.6662389636039734,0.20316283404827118,0.16871558129787445,0.12160173058509827,0.23238378763198853,0.6662389636039734,0.20746317505836487,0.20398108661174774,0.20430970191955566
the,0.3733934462070465,0.34736719727516174,1.0,0.25985947251319885,0.24951939284801483,0.1369723528623581,0.31731709837913513,1.0,0.25863510370254517,0.26727694272994995,0.22068053483963013
afc,0.13655321300029755,0.10836294293403625,0.25863510370254517,0.4436691403388977,0.27999043464660645,0.24152207374572754,0.13229213654994965,0.25863510370254517,1.0,0.5145875811576843,0.2026895433664322
championship,0.15638136863708496,0.18663130700588226,0.2540402412414551,0.38168099522590637,0.3523143529891968,0.19305840134620667,0.13296358287334442,0.2540402412414551,0.41897451877593994,0.7962618470191956,0.1390383541584015
game,0.2523840069770813,0.19789010286331177,0.285271555185318,0.32325026392936707,0.30160796642303467,0.10532192885875702,0.1564927101135254,0.285271555185318,0.2785787284374237,0.24219827353954315,0.1829071193933487
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.2558487057685852,0.2718006372451782,0.25433820486068726,0.29676204919815063,0.4933079481124878,0.30482783913612366,0.29835984110832214,0.31091248989105225
20–18,0.20716576278209686,0.3043725788593292,0.07738925516605377,-0.010921397246420383,0.08824467658996582,-0.005442996509373188,0.18458591401576996,0.07738925516605377,-0.008962220512330532,0.02458929270505905,0.10603919625282288
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.2558487057685852,0.2718006372451782,0.25433820486068726,0.29676204919815063,0.4933079481124878,0.30482783913612366,0.29835984110832214,0.31091248989105225
by,0.39727845788002014,0.18574509024620056,0.4408751428127289,0.11333504319190979,0.19276173412799835,0.12509219348430634,0.1663227528333664,0.4408751428127289,0.0871235653758049,0.18373651802539825,0.17966607213020325
intercepting,0.18401621282100677,0.22163081169128418,0.23398640751838684,0.4570372998714447,0.2941318452358246,0.22592085599899292,0.14430733025074005,0.23398640751838684,0.33752667903900146,0.32110995054244995,0.1177937239408493
a,0.36608949303627014,0.2552328109741211,0.5829201340675354,0.19771797955036163,0.17927181720733643,0.12831653654575348,0.3215816617012024,0.5829201340675354,0.13271647691726685,0.15248949825763702,0.23916715383529663
pass,0.12504667043685913,0.1339150071144104,0.25961899757385254,0.21609735488891602,0.1829172521829605,0.17008785903453827,0.19697725772857666,0.25961899757385254,0.21053078770637512,0.18367353081703186,0.09478675574064255
on,0.2340552806854248,0.2670976221561432,0.5107308030128479,0.17311601340770721,0.13981136679649353,0.212922140955925,0.17756444215774536,0.5107308030128479,0.17265000939369202,0.19950753450393677,0.2714994251728058
new,0.2378052920103073,0.227974995970726,0.3845241069793701,0.2461613565683365,0.18388453125953674,0.18450304865837097,0.26596391201019287,0.3845241069793701,0.21401186287403107,0.1562984138727188,0.14782847464084625
england,0.23733465373516083,0.22023706138134003,0.28280043601989746,0.24413880705833435,0.21674250066280365,0.13141706585884094,0.1915140450000763,0.28280043601989746,0.28026673197746277,0.194716215133667,0.13436897099018097
's,0.05599616840481758,0.05069678649306297,-0.01540423184633255,-0.037254199385643005,-0.08228883147239685,0.04146716743707657,-0.06629510223865509,-0.01540423184633255,-0.07818128913640976,0.02437441423535347,-0.023395681753754616
2-point,0.19019058346748352,0.2404889464378357,0.2521202266216278,0.13956120610237122,0.053314317017793655,0.2810920476913452,0.15982863306999207,0.2521202266216278,0.18501506745815277,0.13742415606975555,0.3058913052082062
conversion,0.1042092815041542,0.14528439939022064,0.2308437079191208,0.12009718269109726,0.11290816217660904,0.18856216967105865,0.12533417344093323,0.2308437079191208,0.1120326817035675,0.14049531519412994,0.1924358606338501
attempt,0.2894035577774048,0.3181029260158539,0.2614527940750122,0.1423623412847519,0.176233172416687,0.10473477095365524,0.1953243911266327,0.2614527940750122,0.10011870414018631,0.19773979485034943,0.16559520363807678
with,0.3282766342163086,0.25472134351730347,0.4223487675189972,0.2245701551437378,0.23032191395759583,0.17560145258903503,0.2542296051979065,0.4223487675189972,0.1709529012441635,0.23339363932609558,0.2433311939239502
17,0.05025482177734375,0.07127774506807327,0.10537172853946686,0.12987062335014343,0.07825663685798645,0.2699013948440552,0.04375521093606949,0.10537172853946686,0.18683677911758423,0.2290194183588028,0.17603135108947754
