,what,feature,of,the,shah,'s,army,enable,the,weary,mongol,forces,easy,early,victories,?
this,0.5489566326141357,0.32200345396995544,0.45148900151252747,0.6274310946464539,0.16165891289710999,0.02106832154095173,0.2333749532699585,0.37521806359291077,0.6274310946464539,0.22855891287326813,0.19343864917755127,0.24922366440296173,0.3771483600139618,0.32812264561653137,0.16752947866916656,0.3155723512172699
fragmentation,0.2853212356567383,0.24449138343334198,0.2826305031776428,0.3008522391319275,0.08139215409755707,-0.026189129799604416,0.10314018279314041,0.29175886511802673,0.3008522391319275,0.02619909681379795,0.18330121040344238,0.17668457329273224,0.242267444729805,0.25386494398117065,0.08600190281867981,0.1369558870792389
was,0.22111038863658905,0.2405846118927002,0.4069072902202606,0.48711544275283813,0.20792485773563385,0.008974763564765453,0.30177709460258484,0.12107384949922562,0.48711544275283813,0.27426302433013916,0.17204789817333221,0.22620010375976562,0.17690497636795044,0.4148794412612915,0.2978966236114502,0.18412111699581146
decisive,0.2539401054382324,0.07367794215679169,0.3097182810306549,0.35583993792533875,0.20022015273571014,0.053525570780038834,0.4036187529563904,0.23836058378219604,0.35583993792533875,0.17884720861911774,0.2917238473892212,0.42982232570648193,0.19857366383075714,0.14053919911384583,0.42789265513420105,0.22683534026145935
in,0.30808621644973755,0.24296961724758148,0.5696388483047485,0.6662389636039734,0.13658541440963745,-0.037580832839012146,0.25258398056030273,0.17007185518741608,0.6662389636039734,0.21702119708061218,0.16958336532115936,0.2565164566040039,0.19810330867767334,0.34672921895980835,0.24191150069236755,0.20430970191955566
khwarezmia,0.29272910952568054,0.2672126889228821,0.30564188957214355,0.3111512362957001,0.5850329399108887,0.03389061242341995,0.274380624294281,0.21799765527248383,0.3111512362957001,0.22989894449710846,0.4831540286540985,0.23866724967956543,0.21401572227478027,0.3231673240661621,0.20926226675510406,0.2672078311443329
's,0.02692362666130066,-0.016047948971390724,-0.03817026689648628,-0.01540423184633255,0.025959691032767296,0.9999999403953552,0.03417222201824188,0.061433758586645126,-0.01540423184633255,0.07543894648551941,-0.05976467952132225,0.011176351457834244,0.07740691304206848,0.03384959325194359,0.10570130497217178,-0.023395681753754616
defeats,0.15390469133853912,0.10529349744319916,0.23302143812179565,0.26858824491500854,0.189423605799675,-0.013366281054913998,0.38755056262016296,0.14847791194915771,0.26858824491500854,0.16894391179084778,0.35467880964279175,0.4790353775024414,0.09029527753591537,0.0872766375541687,0.42917826771736145,0.14861717820167542
",",0.3087472915649414,0.22241170704364777,0.4946078956127167,0.4933079481124878,0.17213307321071625,-0.0016132977325469255,0.230897456407547,0.2326114922761917,0.4933079481124878,0.29281744360923767,0.2229510098695755,0.2544684410095215,0.2381514310836792,0.3022546172142029,0.23791050910949707,0.31091248989105225
as,0.31749409437179565,0.26915058493614197,0.3886612355709076,0.48381632566452026,0.1878422647714615,-0.05775856226682663,0.2064976841211319,0.19633030891418457,0.48381632566452026,0.29361289739608765,0.17740172147750854,0.1724308878183365,0.21416182816028595,0.2809016704559326,0.22535891830921173,0.27043893933296204
it,0.45803478360176086,0.25966158509254456,0.38761502504348755,0.6251175999641418,0.1564241498708725,0.06608816236257553,0.21058140695095062,0.24157658219337463,0.6251175999641418,0.22808754444122314,0.17263510823249817,0.19774912297725677,0.3631514012813568,0.24063703417778015,0.2131216824054718,0.25732165575027466
allowed,0.2693612575531006,0.17451991140842438,0.2699741721153259,0.2985120713710785,0.13129965960979462,0.024586396291851997,0.1654345691204071,0.365985631942749,0.2985120713710785,0.16471722722053528,0.1115831658244133,0.23840101063251495,0.3602083921432495,0.21496057510375977,0.19179992377758026,0.2309964895248413
the,0.42745697498321533,0.3053930699825287,0.733189046382904,1.0,0.19914765655994415,-0.01540423184633255,0.31011611223220825,0.284074991941452,1.0,0.23976022005081177,0.2924198508262634,0.3134811818599701,0.23633639514446259,0.34442198276519775,0.2910241186618805,0.22068053483963013
mongols,0.171964630484581,0.15850526094436646,0.23517343401908875,0.310281366109848,0.40168359875679016,-0.027451662346720695,0.31691253185272217,0.11314582079648972,0.310281366109848,0.15785638988018036,0.905461847782135,0.35463985800743103,0.14416693150997162,0.25045034289360046,0.2879711091518402,0.11517509818077087
",",0.3087472915649414,0.22241170704364777,0.4946078956127167,0.4933079481124878,0.17213307321071625,-0.0016132977325469255,0.230897456407547,0.2326114922761917,0.4933079481124878,0.29281744360923767,0.2229510098695755,0.2544684410095215,0.2381514310836792,0.3022546172142029,0.23791050910949707,0.31091248989105225
although,0.24844598770141602,0.17878977954387665,0.3024747669696808,0.3265823423862457,0.19210299849510193,0.06846998631954193,0.19282324612140656,0.24049970507621765,0.3265823423862457,0.26715904474258423,0.13727089762687683,0.2073616236448288,0.28152137994766235,0.3090175688266754,0.20493517816066742,0.15541206300258636
exhausted,0.240117609500885,0.0929647907614708,0.23691128194332123,0.27920055389404297,0.23333457112312317,-0.02381465770304203,0.2771880626678467,0.3031197488307953,0.27920055389404297,0.30714812874794006,0.1884600669145584,0.27570459246635437,0.2506082057952881,0.22075805068016052,0.27777281403541565,0.17498844861984253
from,0.2737620174884796,0.16614282131195068,0.4249346852302551,0.40150508284568787,0.11284686625003815,-0.01936490088701248,0.2187274545431137,0.16635215282440186,0.40150508284568787,0.1705036759376526,0.2123146951198578,0.15575696527957916,0.1391422152519226,0.2746177613735199,0.1459549367427826,0.19969791173934937
the,0.42745697498321533,0.3053930699825287,0.733189046382904,1.0,0.19914765655994415,-0.01540423184633255,0.31011611223220825,0.284074991941452,1.0,0.23976022005081177,0.2924198508262634,0.3134811818599701,0.23633639514446259,0.34442198276519775,0.2910241186618805,0.22068053483963013
long,0.28276848793029785,0.18158258497714996,0.2567519545555115,0.3075225353240967,0.17172840237617493,-0.021484635770320892,0.1556992381811142,0.24831636250019073,0.3075225353240967,0.18858997523784637,0.10503730922937393,0.12284071743488312,0.27945172786712646,0.2295939028263092,0.1459062248468399,0.19699987769126892
journey,0.1740729808807373,0.13968366384506226,0.19444577395915985,0.24944555759429932,0.14724427461624146,0.0539570115506649,0.21360380947589874,0.14330893754959106,0.24944555759429932,0.29452940821647644,0.2108481079339981,0.1574387103319168,0.1469445675611496,0.2428414523601532,0.197044238448143,0.06391996890306473
",",0.3087472915649414,0.22241170704364777,0.4946078956127167,0.4933079481124878,0.17213307321071625,-0.0016132977325469255,0.230897456407547,0.2326114922761917,0.4933079481124878,0.29281744360923767,0.2229510098695755,0.2544684410095215,0.2381514310836792,0.3022546172142029,0.23791050910949707,0.31091248989105225
to,0.455847829580307,0.25759002566337585,0.41548454761505127,0.535392165184021,0.13290750980377197,0.03782717138528824,0.22938482463359833,0.41969531774520874,0.535392165184021,0.3193013668060303,0.2125127911567688,0.2581802308559418,0.4077415466308594,0.24557004868984222,0.1946772038936615,0.29463258385658264
immediately,0.3574325740337372,0.19162514805793762,0.27121785283088684,0.39876270294189453,0.17081068456172943,-0.04081517830491066,0.1774081587791443,0.2836299538612366,0.39876270294189453,0.2373247891664505,0.15886305272579193,0.23690584301948547,0.19371089339256287,0.17866140604019165,0.16928352415561676,0.21004259586334229
set,0.28954121470451355,0.26379790902137756,0.20671486854553223,0.2927955985069275,0.045144081115722656,0.05998389050364494,0.10049887746572495,0.3008895516395569,0.2927955985069275,0.10427936166524887,0.08088522404432297,0.15061122179031372,0.1479901224374771,0.19324234127998352,0.12750212848186493,0.1698019951581955
about,0.47976887226104736,0.24886251986026764,0.40939709544181824,0.37995871901512146,0.13821500539779663,-0.020936643704771996,0.16166627407073975,0.1233089342713356,0.37995871901512146,0.16924330592155457,0.12473125755786896,0.10254624485969543,0.26934829354286194,0.24888624250888824,0.0684250071644783,0.302409827709198
defeating,0.1266573965549469,0.07446607947349548,0.2601509094238281,0.31832075119018555,0.21454060077667236,-0.043503522872924805,0.2976829707622528,0.09748810529708862,0.31832075119018555,0.19997312128543854,0.29998376965522766,0.33454611897468567,0.05231235921382904,0.16083592176437378,0.4903000295162201,0.15296590328216553
small,0.2504110634326935,0.21222391724586487,0.353353351354599,0.39655908942222595,0.13552162051200867,0.08369652181863785,0.1819477379322052,0.2045186161994934,0.39655908942222595,0.1837593913078308,0.16956058144569397,0.1905958205461502,0.31588587164878845,0.2720402479171753,0.08188912272453308,0.13914890587329865
fractions,0.2606630027294159,0.20998899638652802,0.20123480260372162,0.1917506605386734,0.14866895973682404,-4.744452962768264e-05,0.010831328108906746,0.17510280013084412,0.1917506605386734,0.08807862550020218,0.138314351439476,0.1816798597574234,0.27802494168281555,0.1293727457523346,0.17382703721523285,0.18368640542030334
