,what,kind,of,chloroplasts,do,diatoms,have,?
for,0.3017193675041199,0.28053680062294006,0.4185989499092102,0.22036349773406982,0.29510271549224854,0.24835851788520813,0.41175219416618347,0.264628142118454
example,0.3456268310546875,0.4014129340648651,0.3570667505264282,0.23376847803592682,0.3745654821395874,0.3124704957008362,0.39606785774230957,0.30374911427497864
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.20794041454792023,0.3283645510673523,0.2926155626773834,0.3541618287563324,0.31091248989105225
while,0.35511791706085205,0.18236218392848969,0.3366928696632385,0.23798267543315887,0.3032379448413849,0.1660158485174179,0.3577405512332916,0.21076419949531555
diatoms,0.25374510884284973,0.3258446156978607,0.2996651530265808,0.6391115784645081,0.28190141916275024,0.9999998807907104,0.35881370306015015,0.15538664162158966
(,0.2411840260028839,0.16271455585956573,0.35032153129577637,0.17324984073638916,0.24216170608997345,0.23927704989910126,0.23072676360607147,0.40561532974243164
a,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.24622295796871185,0.26237669587135315,0.2829292118549347,0.338716596364975,0.23916715383529663
heterokontophyte,0.3120196759700775,0.3810321092605591,0.2993703782558441,0.6717708706855774,0.29709190130233765,0.5920122265815735,0.379293829202652,0.23591239750385284
),0.26259949803352356,0.17504733800888062,0.3680361211299896,0.16103236377239227,0.24460165202617645,0.23397085070610046,0.22866283357143402,0.42300865054130554
now,0.4903225302696228,0.23160012066364288,0.29182544350624084,0.2407236248254776,0.2690879702568054,0.24621069431304932,0.3471246361732483,0.29641881585121155
have,0.39808809757232666,0.31829583644866943,0.3802283704280853,0.29091566801071167,0.49831271171569824,0.35881370306015015,0.9999999403953552,0.32991164922714233
a,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.24622295796871185,0.26237669587135315,0.2829292118549347,0.338716596364975,0.23916715383529663
red,0.16784515976905823,0.12747153639793396,0.22367064654827118,0.26118144392967224,0.19410714507102966,0.23675888776779175,0.2217920422554016,0.1495664119720459
algal,0.19235531985759735,0.2345457822084427,0.2226642668247223,0.5980126261711121,0.28390660881996155,0.5540652871131897,0.31350716948509216,0.18147486448287964
derived,0.20143714547157288,0.2652199864387512,0.28474852442741394,0.27001258730888367,0.13417978584766388,0.3057977259159088,0.20085886120796204,0.1241099163889885
chloroplast,0.23505516350269318,0.2457917332649231,0.2069506198167801,0.9777651429176331,0.2310386300086975,0.6237541437149048,0.26476383209228516,0.12532055377960205
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.20794041454792023,0.3283645510673523,0.2926155626773834,0.3541618287563324,0.31091248989105225
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.23062430322170258,0.30239659547805786,0.3100396394729614,0.40389683842658997,0.22068053483963013
presence,0.24428647756576538,0.23542112112045288,0.2917717397212982,0.30548998713493347,0.18552735447883606,0.3416372239589691,0.3258243203163147,0.08592845499515533
of,0.33290785551071167,0.2285657674074173,1.0,0.23179760575294495,0.26150479912757874,0.2996651530265808,0.3802283704280853,0.1826142966747284
many,0.36131182312965393,0.3219348192214966,0.37253960967063904,0.25650450587272644,0.38738366961479187,0.2955271899700165,0.5841760635375977,0.2124512493610382
green,0.16762696206569672,0.15850861370563507,0.2225196659564972,0.32718849182128906,0.15925562381744385,0.2178889811038971,0.21818293631076813,0.11409882456064224
algal,0.19235531985759735,0.2345457822084427,0.2226642668247223,0.5980126261711121,0.28390660881996155,0.5540652871131897,0.31350716948509216,0.18147486448287964
genes,0.2555708885192871,0.1854126751422882,0.20000982284545898,0.5287688374519348,0.20058055222034454,0.3861384093761444,0.302103191614151,0.19798170030117035
in,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.21141497790813446,0.23402775824069977,0.282918244600296,0.36843645572662354,0.20430970191955566
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.23062430322170258,0.30239659547805786,0.3100396394729614,0.40389683842658997,0.22068053483963013
diatom,0.2625027894973755,0.34576788544654846,0.2747762203216553,0.6031897068023682,0.25773072242736816,0.9037997126579285,0.32897597551345825,0.1628018021583557
nucleus,0.2337055206298828,0.22464650869369507,0.20514483749866486,0.5944722890853882,0.21864192187786102,0.5370663404464722,0.29158270359039307,0.1512926071882248
provide,0.27049049735069275,0.3260391354560852,0.27198103070259094,0.26443833112716675,0.36434707045555115,0.260003924369812,0.4755615293979645,0.22704634070396423
evidence,0.33425694704055786,0.27638113498687744,0.2471507489681244,0.3081165850162506,0.22195710241794586,0.32456523180007935,0.39647525548934937,0.24151235818862915
that,0.6297725439071655,0.38161981105804443,0.41498205065727234,0.3177454173564911,0.44533252716064453,0.3323519825935364,0.6182622313499451,0.32716336846351624
