,rather,than,roman,numerals,",",what,did,the,nfl,decide,to,use,?
on,0.2960607409477234,0.2864885926246643,0.15509356558322906,0.1492345631122589,0.49057599902153015,0.34226128458976746,0.2670976221561432,0.5107308030128479,0.18523651361465454,0.26825201511383057,0.41031414270401,0.2776605486869812,0.2714994251728058
june,0.11089055240154266,0.1368272751569748,0.11824105679988861,0.1070602759718895,0.45453834533691406,0.2171148657798767,0.26244688034057617,0.24568822979927063,0.20633910596370697,0.23168107867240906,0.22441016137599945,0.11329296231269836,0.31416764855384827
4,-0.025080760940909386,-0.07253728806972504,0.16189806163311005,0.03203694894909859,0.15652385354042053,-0.04324747622013092,0.0646207332611084,0.15499350428581238,0.03529456630349159,-0.034538064152002335,0.059323787689208984,-0.006586939096450806,0.010515431873500347
",",0.276650071144104,0.3371901512145996,0.26863154768943787,0.23818567395210266,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.4933079481124878,0.18939071893692017,0.24334396421909332,0.44245919585227966,0.3276674151420593,0.31091248989105225
2014,0.04867248237133026,0.03076634742319584,0.10688325762748718,0.050574127584695816,0.19350162148475647,0.041483160108327866,-0.002547524170950055,0.059490643441677094,0.10824394971132278,0.07999876886606216,0.016496146097779274,-0.04346330091357231,0.058127544820308685
",",0.276650071144104,0.3371901512145996,0.26863154768943787,0.23818567395210266,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.4933079481124878,0.18939071893692017,0.24334396421909332,0.44245919585227966,0.3276674151420593,0.31091248989105225
the,0.31983619928359985,0.3227543234825134,0.2862859070301056,0.25819507241249084,0.4933079481124878,0.42745697498321533,0.34736719727516174,1.0,0.15305201709270477,0.35331496596336365,0.535392165184021,0.34342584013938904,0.22068053483963013
nfl,0.13934244215488434,0.08047439157962799,0.12639591097831726,0.2016570121049881,0.18939071893692017,0.12579965591430664,0.16524574160575867,0.15305201709270477,1.0,0.19775283336639404,0.1526731252670288,0.12984168529510498,0.10610254108905792
announced,0.1763448864221573,0.1410175859928131,0.13161100447177887,0.118888258934021,0.23036719858646393,0.09249057620763779,0.2690480351448059,0.2277132272720337,0.2523188889026642,0.2468952238559723,0.20247882604599,0.14619585871696472,0.17416009306907654
that,0.4945213496685028,0.4891277849674225,0.20374512672424316,0.2481309473514557,0.4137537479400635,0.6297725439071655,0.47518548369407654,0.5473989248275757,0.15213505923748016,0.42361801862716675,0.5436353087425232,0.3939064145088196,0.32716336846351624
the,0.31983619928359985,0.3227543234825134,0.2862859070301056,0.25819507241249084,0.4933079481124878,0.42745697498321533,0.34736719727516174,1.0,0.15305201709270477,0.35331496596336365,0.535392165184021,0.34342584013938904,0.22068053483963013
practice,0.22468359768390656,0.1682395190000534,0.2321038544178009,0.26670295000076294,0.2838936448097229,0.2749895751476288,0.256716251373291,0.27333036065101624,0.12826721370220184,0.2500651776790619,0.289366751909256,0.375469446182251,0.21386858820915222
