,what,element,is,found,in,most,organic,organisms,?
many,0.36131182312965393,0.14844711124897003,0.2649032473564148,0.27700337767601013,0.41474202275276184,0.6236066222190857,0.2381705641746521,0.3024185299873352,0.2124512493610382
major,0.21026742458343506,0.11222601681947708,0.19079607725143433,0.15146303176879883,0.3249945342540741,0.28731590509414673,0.10780415683984756,0.08382701128721237,0.19788557291030884
classes,0.20746955275535583,0.27959877252578735,0.13611210882663727,0.07686563581228256,0.20728561282157898,0.21616819500923157,0.15971645712852478,0.24425065517425537,0.14397528767585754
of,0.33290785551071167,0.21102571487426758,0.4854315221309662,0.2982911467552185,0.5696388483047485,0.4178851246833801,0.25553563237190247,0.23870134353637695,0.1826142966747284
organic,0.2020787000656128,0.35408738255500793,0.18208640813827515,0.22938477993011475,0.23921318352222443,0.21660977602005005,1.0000001192092896,0.6489745378494263,0.18969349563121796
molecules,0.2143162339925766,0.36058488488197327,0.20481984317302704,0.1582992672920227,0.2197362184524536,0.18401938676834106,0.5948951244354248,0.566336452960968,0.17409995198249817
in,0.30808621644973755,0.16983667016029358,0.5394441485404968,0.39141854643821716,1.0,0.41416558623313904,0.23921318352222443,0.21345661580562592,0.20430970191955566
living,0.22245320677757263,0.12801893055438995,0.2306187003850937,0.2608191668987274,0.3253810405731201,0.23991571366786957,0.24230368435382843,0.3568808436393738,0.18362653255462646
organisms,0.22214920818805695,0.25401386618614197,0.1773757040500641,0.24145568907260895,0.21345661580562592,0.2556702792644501,0.6489745378494263,1.0,0.22621455788612366
",",0.3087472915649414,0.20181523263454437,0.4691906273365021,0.27385151386260986,0.5201468467712402,0.3636029064655304,0.18750765919685364,0.20150232315063477,0.31091248989105225
such,0.23989605903625488,0.21334904432296753,0.23545363545417786,0.22653555870056152,0.2704046070575714,0.38148126006126404,0.2533319294452667,0.30792275071144104,0.17851735651493073
as,0.31749409437179565,0.24363625049591064,0.43216490745544434,0.20543651282787323,0.3887844979763031,0.3548237979412079,0.23104797303676605,0.2541891038417816,0.27043893933296204
proteins,0.21361225843429565,0.3080287575721741,0.2132607400417328,0.21026688814163208,0.23363234102725983,0.17282433807849884,0.48515060544013977,0.5703305602073669,0.18469302356243134
",",0.3087472915649414,0.20181523263454437,0.4691906273365021,0.27385151386260986,0.5201468467712402,0.3636029064655304,0.18750765919685364,0.20150232315063477,0.31091248989105225
nucleic,0.23240579664707184,0.4284442365169525,0.26199081540107727,0.22550378739833832,0.25965645909309387,0.19582104682922363,0.5404712557792664,0.5546399354934692,0.2030368447303772
acids,0.16600719094276428,0.3425242602825165,0.2333872765302658,0.22821654379367828,0.19412952661514282,0.21130357682704926,0.5559310913085938,0.45948556065559387,0.179454505443573
",",0.3087472915649414,0.20181523263454437,0.4691906273365021,0.27385151386260986,0.5201468467712402,0.3636029064655304,0.18750765919685364,0.20150232315063477,0.31091248989105225
carbohydrates,0.2502624988555908,0.28359946608543396,0.269989550113678,0.24811920523643494,0.24139738082885742,0.23738375306129456,0.5751745700836182,0.535022497177124,0.23708048462867737
",",0.3087472915649414,0.20181523263454437,0.4691906273365021,0.27385151386260986,0.5201468467712402,0.3636029064655304,0.18750765919685364,0.20150232315063477,0.31091248989105225
and,0.31309178471565247,0.16833719611167908,0.3859752118587494,0.27978911995887756,0.4954058527946472,0.4309377074241638,0.1979406476020813,0.2444908618927002,0.20544172823429108
fats,0.21993222832679749,0.18027688562870026,0.2100929617881775,0.20664449036121368,0.19893178343772888,0.23808075487613678,0.3869871199131012,0.356138676404953,0.18616339564323425
",",0.3087472915649414,0.20181523263454437,0.4691906273365021,0.27385151386260986,0.5201468467712402,0.3636029064655304,0.18750765919685364,0.20150232315063477,0.31091248989105225
contain,0.1832355558872223,0.2967531979084015,0.31030410528182983,0.29978108406066895,0.23975171148777008,0.31204837560653687,0.322679728269577,0.31315043568611145,0.18853069841861725
oxygen,0.16781960427761078,0.35867807269096375,0.21825239062309265,0.1673429310321808,0.1672476977109909,0.21728017926216125,0.44130775332450867,0.42718103528022766,0.16786395013332367
",",0.3087472915649414,0.20181523263454437,0.4691906273365021,0.27385151386260986,0.5201468467712402,0.3636029064655304,0.18750765919685364,0.20150232315063477,0.31091248989105225
as,0.31749409437179565,0.24363625049591064,0.43216490745544434,0.20543651282787323,0.3887844979763031,0.3548237979412079,0.23104797303676605,0.2541891038417816,0.27043893933296204
do,0.4609605669975281,0.1582539975643158,0.30895981192588806,0.19611693918704987,0.23402775824069977,0.31522849202156067,0.23581776022911072,0.2771075963973999,0.4093979299068451
the,0.42745697498321533,0.2041647583246231,0.5823672413825989,0.3452354073524475,0.6662389636039734,0.47635307908058167,0.18354187905788422,0.22463196516036987,0.22068053483963013
major,0.21026742458343506,0.11222601681947708,0.19079607725143433,0.15146303176879883,0.3249945342540741,0.28731590509414673,0.10780415683984756,0.08382701128721237,0.19788557291030884
inorganic,0.2002774178981781,0.41175469756126404,0.2051759511232376,0.21535399556159973,0.23837918043136597,0.2365877777338028,0.8944302201271057,0.5954160094261169,0.1978432983160019
compounds,0.19472219049930573,0.4678945541381836,0.2659003734588623,0.24332791566848755,0.21471646428108215,0.28228920698165894,0.6684058308601379,0.4705633521080017,0.2057836651802063
that,0.6297725439071655,0.29008960723876953,0.3995479643344879,0.29063743352890015,0.435920387506485,0.4497850239276886,0.27067801356315613,0.2768743634223938,0.32716336846351624
are,0.29724663496017456,0.18915845453739166,0.5330929756164551,0.2740558087825775,0.3841303884983063,0.48698675632476807,0.2387801855802536,0.3114190697669983,0.24591213464736938
constituents,0.2237626016139984,0.3369562327861786,0.23307473957538605,0.19786237180233002,0.2542717456817627,0.27306318283081055,0.38929593563079834,0.35858651995658875,0.06210951879620552
of,0.33290785551071167,0.21102571487426758,0.4854315221309662,0.2982911467552185,0.5696388483047485,0.4178851246833801,0.25553563237190247,0.23870134353637695,0.1826142966747284
animal,0.2420092225074768,0.18059901893138885,0.22882415354251862,0.16729415953159332,0.21829302608966827,0.1560644656419754,0.2834903597831726,0.42678380012512207,0.13991324603557587
shells,0.21712204813957214,0.2207055538892746,0.1587716042995453,0.23530814051628113,0.21573378145694733,0.26473069190979004,0.3065534830093384,0.4250865876674652,0.12549249827861786
",",0.3087472915649414,0.20181523263454437,0.4691906273365021,0.27385151386260986,0.5201468467712402,0.3636029064655304,0.18750765919685364,0.20150232315063477,0.31091248989105225
teeth,0.22073125839233398,0.1977388858795166,0.16420140862464905,0.24848589301109314,0.1853443831205368,0.16124671697616577,0.23137812316417694,0.28303855657577515,0.1356803923845291
",",0.3087472915649414,0.20181523263454437,0.4691906273365021,0.27385151386260986,0.5201468467712402,0.3636029064655304,0.18750765919685364,0.20150232315063477,0.31091248989105225
and,0.31309178471565247,0.16833719611167908,0.3859752118587494,0.27978911995887756,0.4954058527946472,0.4309377074241638,0.1979406476020813,0.2444908618927002,0.20544172823429108
bone,0.16975541412830353,0.17609448730945587,0.18693919479846954,0.20105427503585815,0.20268701016902924,0.13038457930088043,0.2185727208852768,0.26091158390045166,0.14841477572917938
.,0.3567904531955719,0.24230757355690002,0.4569662809371948,0.3618174195289612,0.5591574311256409,0.35404038429260254,0.2612488567829132,0.2715383470058441,0.4130953550338745
,what,element,is,found,in,most,organic,organisms,?
most,0.3219912350177765,0.1972019523382187,0.41165053844451904,0.2697452902793884,0.41416558623313904,1.0,0.21660977602005005,0.2556702792644501,0.2107497900724411
of,0.33290785551071167,0.21102571487426758,0.4854315221309662,0.2982911467552185,0.5696388483047485,0.4178851246833801,0.25553563237190247,0.23870134353637695,0.1826142966747284
the,0.42745697498321533,0.2041647583246231,0.5823672413825989,0.3452354073524475,0.6662389636039734,0.47635307908058167,0.18354187905788422,0.22463196516036987,0.22068053483963013
mass,0.23905135691165924,0.3031277060508728,0.21063528954982758,0.17981718480587006,0.1766357719898224,0.15011264383792877,0.25490808486938477,0.21800871193408966,0.2076406031847
of,0.33290785551071167,0.21102571487426758,0.4854315221309662,0.2982911467552185,0.5696388483047485,0.4178851246833801,0.25553563237190247,0.23870134353637695,0.1826142966747284
living,0.22245320677757263,0.12801893055438995,0.2306187003850937,0.2608191668987274,0.3253810405731201,0.23991571366786957,0.24230368435382843,0.3568808436393738,0.18362653255462646
organisms,0.22214920818805695,0.25401386618614197,0.1773757040500641,0.24145568907260895,0.21345661580562592,0.2556702792644501,0.6489745378494263,1.0,0.22621455788612366
is,0.28837618231773376,0.3385811448097229,1.0,0.3526395261287689,0.5394441485404968,0.41165053844451904,0.18208640813827515,0.1773757040500641,0.22961433231830597
oxygen,0.16781960427761078,0.35867807269096375,0.21825239062309265,0.1673429310321808,0.1672476977109909,0.21728017926216125,0.44130775332450867,0.42718103528022766,0.16786395013332367
