,in,schools,using,popularly,based,authority,",",what,is,public,order,like,?
they,0.4330179989337921,0.2753114104270935,0.31864410638809204,0.18327262997627258,0.23292332887649536,0.1672353446483612,0.390799880027771,0.4431931674480438,0.330102801322937,0.2280491590499878,0.30929040908813477,0.4550771117210388,0.2753053903579712
also,0.5073733329772949,0.3129073679447174,0.35933059453964233,0.3484140634536743,0.2596239149570465,0.24675336480140686,0.4717654287815094,0.42747777700424194,0.5012649297714233,0.3308127224445343,0.2635660767555237,0.5112997889518738,0.21848613023757935
claim,0.16881313920021057,0.18817530572414398,0.18650831282138824,0.15394873917102814,0.16197338700294495,0.3516048789024353,0.2664267122745514,0.30214840173721313,0.15920500457286835,0.17000392079353333,0.1460529863834381,0.20649701356887817,0.2665664851665497
that,0.435920387506485,0.2649109661579132,0.4372335970401764,0.16974857449531555,0.31403544545173645,0.29481130838394165,0.4137537479400635,0.6297725439071655,0.3995479643344879,0.2622828185558319,0.2761181890964508,0.5397313237190247,0.32716336846351624
in,1.0,0.2632134258747101,0.2717311978340149,0.3129775822162628,0.3070422410964966,0.214982271194458,0.5201468467712402,0.30808621644973755,0.5394441485404968,0.29074716567993164,0.24184700846672058,0.31010183691978455,0.20430970191955566
these,0.3791837692260742,0.3167678117752075,0.3853776454925537,0.21865053474903107,0.29120802879333496,0.17397822439670563,0.37613096833229065,0.4164220690727234,0.2498808652162552,0.22433283925056458,0.2744444012641907,0.51362144947052,0.2571668326854706
schools,0.2632134258747101,1.0,0.14544157683849335,0.14855119585990906,0.20668327808380127,0.2875272333621979,0.2760516405105591,0.1820785105228424,0.2022145688533783,0.4260808527469635,0.17616014182567596,0.17845091223716736,0.18349280953407288
the,0.6662389636039734,0.22905772924423218,0.28364112973213196,0.2381468266248703,0.29860720038414,0.2645063102245331,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.22857438027858734,0.3284194767475128,0.32912567257881165,0.22068053483963013
preservation,0.27344372868537903,0.2059171050786972,0.18349477648735046,0.1791386604309082,0.21188631653785706,0.2227872610092163,0.19550389051437378,0.19366027414798737,0.27155834436416626,0.31526482105255127,0.14815756678581238,0.19076481461524963,0.1127895936369896
of,0.5696388483047485,0.265506386756897,0.24298200011253357,0.22144168615341187,0.3033197224140167,0.28063252568244934,0.4946078956127167,0.33290785551071167,0.4854315221309662,0.2391265481710434,0.31287699937820435,0.3244853615760803,0.1826142966747284
public,0.29074716567993164,0.4260808527469635,0.18710318207740784,0.228994220495224,0.13805143535137177,0.35493937134742737,0.2588968276977539,0.1729622185230255,0.1980048567056656,1.0000001192092896,0.18037565052509308,0.16980288922786713,0.19872993230819702
order,0.24184700846672058,0.17616014182567596,0.22196760773658752,0.12961345911026,0.1603444367647171,0.1806820034980774,0.22478096187114716,0.16634008288383484,0.19403748214244843,0.18037565052509308,1.0000001192092896,0.2076227366924286,0.13725648820400238
is,0.5394441485404968,0.2022145688533783,0.26543745398521423,0.31121397018432617,0.3248139023780823,0.20664075016975403,0.4691906273365021,0.28837618231773376,1.0,0.1980048567056656,0.19403748214244843,0.29710376262664795,0.22961433231830597
easier,0.19433645904064178,0.19194771349430084,0.47779810428619385,0.09366663545370102,0.24190664291381836,0.15523351728916168,0.2665357291698456,0.33438804745674133,0.23865748941898346,0.19528420269489288,0.26918527483940125,0.4326874911785126,0.2642807960510254
and,0.4954058527946472,0.29319998621940613,0.33157408237457275,0.2876293361186981,0.2660958170890808,0.22905389964580536,0.6633074283599854,0.31309178471565247,0.3859752118587494,0.3227643668651581,0.2671266496181488,0.46997135877609253,0.20544172823429108
more,0.32563260197639465,0.16193780303001404,0.3065866529941559,0.2067456841468811,0.21096299588680267,0.18959912657737732,0.3696524500846863,0.3484537899494171,0.2946030795574188,0.17057493329048157,0.17112839221954346,0.4001360535621643,0.27894994616508484
efficient,0.1738889366388321,0.1854480803012848,0.363608717918396,0.18813025951385498,0.19694311916828156,0.2865828275680542,0.19394852221012115,0.22662539780139923,0.19970080256462097,0.21198827028274536,0.26950106024742126,0.2860378324985504,0.18034493923187256
than,0.3270052373409271,0.16902634501457214,0.3075134754180908,0.1684545874595642,0.23088355362415314,0.19159960746765137,0.3371901512145996,0.29388150572776794,0.2839990258216858,0.15035578608512878,0.18704485893249512,0.39146819710731506,0.24917294085025787
anywhere,0.27275100350379944,0.19563108682632446,0.312851220369339,0.10163714736700058,0.22578008472919464,0.1798192709684372,0.24254342913627625,0.36734724044799805,0.272064208984375,0.2703727185726166,0.13327473402023315,0.32841187715530396,0.3225122392177582
else,0.22759012877941132,0.1358921378850937,0.26867496967315674,0.04645368084311485,0.15819284319877625,0.16792787611484528,0.2643522322177887,0.4444292485713959,0.22724738717079163,0.20647618174552917,0.16543477773666382,0.37706974148750305,0.47029805183410645
.,0.5591574311256409,0.2752705216407776,0.3629456162452698,0.2654256820678711,0.29699069261550903,0.19641262292861938,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.21888655424118042,0.20712141692638397,0.393751323223114,0.4130953550338745
