,what,was,the,domain,name,of,the,site,that,streamed,the,super,bowl,50,game,?
cbs,0.1950361132621765,0.26256829500198364,0.2283918708562851,0.12020248174667358,0.16377106308937073,0.16151919960975647,0.2283918708562851,0.1903250813484192,0.19930922985076904,0.3422028124332428,0.2283918708562851,0.23111854493618011,0.2528696060180664,-0.030295440927147865,0.3367152214050293,0.14594407379627228
provided,0.2206064909696579,0.2404836267232895,0.304488867521286,0.22480128705501556,0.14322355389595032,0.272808313369751,0.304488867521286,0.15971872210502625,0.3600626289844513,0.30923497676849365,0.304488867521286,0.09278950095176697,0.11037559062242508,-0.038702115416526794,0.16750991344451904,0.16893617808818817
digital,0.1757969856262207,0.14947694540023804,0.18361380696296692,0.27781790494918823,0.07755120098590851,0.20011478662490845,0.18361380696296692,0.08793026208877563,0.17645800113677979,0.38144218921661377,0.18361380696296692,0.16536913812160492,0.1176709309220314,-0.005269418004900217,0.24347911775112152,0.12982943654060364
streams,0.12328469753265381,0.10391582548618317,0.260405570268631,0.15452907979488373,0.17381468415260315,0.24870352447032928,0.260405570268631,0.17397937178611755,0.21131066977977753,0.6980668902397156,0.260405570268631,0.17685462534427643,0.20358839631080627,-0.06141979247331619,0.19654138386249542,0.1508319228887558
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.2035585194826126,0.24075818061828613,1.0,0.733189046382904,0.24291633069515228,0.41498205065727234,0.1716987043619156,0.733189046382904,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.2298848181962967,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.22479304671287537,0.3171212375164032,0.733189046382904,1.0,0.288954496383667,0.5473989248275757,0.2699103057384491,1.0,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.285271555185318,0.22068053483963013
game,0.2246788740158081,0.2568269371986389,0.285271555185318,0.13361701369285583,0.17639878392219543,0.2298848181962967,0.285271555185318,0.17918790876865387,0.27499276399612427,0.30569541454315186,0.285271555185318,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.9999998807907104,0.1829071193933487
via,0.16736915707588196,0.1762484461069107,0.23979412019252777,0.20533569157123566,0.13969911634922028,0.1293322592973709,0.23979412019252777,0.18796716630458832,0.24751818180084229,0.381108820438385,0.23979412019252777,0.15354342758655548,0.11781672388315201,-0.06380389630794525,0.11397305876016617,0.19443516433238983
cbssports.com,0.23111073672771454,0.26654860377311707,0.23132777214050293,0.2890894412994385,0.23554405570030212,0.21857066452503204,0.23132777214050293,0.22995802760124207,0.23163534700870514,0.31445449590682983,0.23132777214050293,0.2597278356552124,0.2080201506614685,-0.06788251549005508,0.3767992854118347,0.24396127462387085
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.19022232294082642,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2036259025335312,0.4137537479400635,0.29382985830307007,0.4933079481124878,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2653886377811432,0.31091248989105225
