,what,is,the,animal,that,the,rhine,'s,islands,are,named,after,?
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.21829302608966827,0.435920387506485,0.6662389636039734,0.24648422002792358,-0.037580832839012146,0.2010209858417511,0.3841303884983063,0.28130269050598145,0.44050168991088867,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.2502762973308563,0.5473989248275757,1.0,0.30735138058662415,-0.01540423184633255,0.27959951758384705,0.40399202704429626,0.3521348536014557,0.4565047025680542,0.22068053483963013
local,0.18981902301311493,0.13173899054527283,0.2130540907382965,0.12344192713499069,0.22915975749492645,0.2130540907382965,0.14312678575515747,0.027985693886876106,0.1932269185781479,0.19665704667568207,0.1550004631280899,0.18020685017108917,0.15022775530815125
alemannic,0.2311769276857376,0.25289711356163025,0.2998456358909607,0.033861368894577026,0.2516748607158661,0.2998456358909607,0.4241665005683899,-0.014046922326087952,0.170619934797287,0.19349588453769684,0.1944853514432907,0.2220984548330307,0.25152501463890076
dialect,0.22094208002090454,0.19101184606552124,0.18307873606681824,0.08459098637104034,0.18050973117351532,0.18307873606681824,0.2035110741853714,0.046195581555366516,0.24996894598007202,0.18661119043827057,0.10814854502677917,0.12735453248023987,0.11663753539323807
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.18390819430351257,0.4137537479400635,0.4933079481124878,0.167837992310524,-0.0016132977325469255,0.2641065716743469,0.4062570035457611,0.2530003488063812,0.38860568404197693,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.2502762973308563,0.5473989248275757,1.0,0.30735138058662415,-0.01540423184633255,0.27959951758384705,0.40399202704429626,0.3521348536014557,0.4565047025680542,0.22068053483963013
singular,0.2832280993461609,0.23253826797008514,0.2641136050224304,0.1718285232782364,0.28192368149757385,0.2641136050224304,0.15559189021587372,0.029594913125038147,0.20554551482200623,0.31954002380371094,0.1507617086172104,0.15119731426239014,0.17302146553993225
is,0.28837618231773376,1.0,0.5823672413825989,0.22882415354251862,0.3995479643344879,0.5823672413825989,0.15617261826992035,0.02396530658006668,0.18837878108024597,0.5330929756164551,0.28335005044937134,0.2835143506526947,0.22961433231830597
pronounced,0.167657732963562,0.25434353947639465,0.15958891808986664,0.08693120628595352,0.1550760269165039,0.15958891808986664,0.134031742811203,0.09315091371536255,0.12773354351520538,0.14500601589679718,0.167280912399292,0.13865454494953156,0.18877464532852173
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.028536971658468246,0.05285148695111275,0.029072100296616554,0.031863048672676086,-0.03416389226913452,0.11553576588630676,0.12624181807041168,-0.019022341817617416,0.040442656725645065,0.0685480609536171
isel,0.1875467151403427,0.19271071255207062,0.26559481024742126,0.12878058850765228,0.1735648363828659,0.26559481024742126,0.34662163257598877,-0.1004234179854393,0.21733205020427704,0.14390166103839874,0.1677815169095993,0.1935584843158722,0.17985066771507263
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.058736685663461685,0.007880004122853279,0.041273195296525955,-0.003653771709650755,-0.04859459400177002,0.009309993125498295,0.0263817198574543,-0.021026458591222763,-0.08605624735355377,0.018684765323996544
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.28363606333732605,0.4731321930885315,0.5171257257461548,0.22029656171798706,0.06895173341035843,0.2816464602947235,0.48576638102531433,0.23097854852676392,0.3765919506549835,0.20544172823429108
this,0.5489566326141357,0.480927973985672,0.6274310946464539,0.22004614770412445,0.6909449696540833,0.6274310946464539,0.16867555677890778,0.02106832154095173,0.1938164383172989,0.35762670636177063,0.2266731709241867,0.3357301354408264,0.3155723512172699
