,what,did,aristotle,refer,to,forced,motion,as,?
he,0.3114890456199646,0.3292143940925598,0.23843912780284882,0.08047956228256226,0.385390967130661,0.2622094750404358,0.17289388179779053,0.33787044882774353,0.2089974731206894
distinguished,0.1610289216041565,0.09719182550907135,0.18878504633903503,0.2973361015319824,0.17559397220611572,0.13030129671096802,0.16241537034511566,0.20290976762771606,0.08062640577554703
between,0.2462156116962433,0.16542956233024597,0.13838310539722443,0.19101335108280182,0.3639189600944519,0.19724659621715546,0.1447683721780777,0.22009976208209991,0.12887074053287506
the,0.42745697498321533,0.34736719727516174,0.1415858268737793,0.22268381714820862,0.535392165184021,0.2571122944355011,0.30530840158462524,0.48381632566452026,0.22068053483963013
innate,0.2683543860912323,0.18994300067424774,0.28973817825317383,0.22528076171875,0.21057011187076569,0.06916964054107666,0.17110846936702728,0.21250401437282562,0.16386382281780243
tendency,0.27676689624786377,0.2430156171321869,0.20507894456386566,0.20634135603904724,0.3589240312576294,0.23837882280349731,0.245098277926445,0.2571268379688263,0.15298421680927277
of,0.33290785551071167,0.2513895630836487,0.22867590188980103,0.2576347291469574,0.41548454761505127,0.27082350850105286,0.24864931404590607,0.3886612355709076,0.1826142966747284
objects,0.24020016193389893,0.16254889965057373,0.277997761964798,0.17019100487232208,0.2695634961128235,0.1915174424648285,0.3248368203639984,0.2573409080505371,0.15479016304016113
to,0.455847829580307,0.4452643394470215,0.21497178077697754,0.24100381135940552,1.0,0.3537954092025757,0.26277783513069153,0.42092081904411316,0.29463258385658264
find,0.3539876639842987,0.2662524878978729,0.14150746166706085,0.18127445876598358,0.42702093720436096,0.22501657903194427,0.17161105573177338,0.2992802858352661,0.30313602089881897
their,0.35142919421195984,0.38078752160072327,0.16659769415855408,0.15361414849758148,0.44619059562683105,0.32794085144996643,0.21278102695941925,0.29218852519989014,0.1898253709077835
``,0.008517155423760414,-0.029888948425650597,0.09367437660694122,0.009699580259621143,0.06720756739377975,-0.0009061553282663226,-0.03826106712222099,0.03910288214683533,0.0685480609536171
natural,0.15666867792606354,0.08853514492511749,0.20537060499191284,0.12985652685165405,0.21663954854011536,0.15866051614284515,0.23679743707180023,0.2089606076478958,0.16155436635017395
