,what,was,the,name,of,the,single,that,coldplay,and,beyoncé,collaborated,on,?
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.17627742886543274,0.3966929316520691,0.5107308030128479,0.28480544686317444,0.42569106817245483,0.328664094209671,0.4077630043029785,0.2736927270889282,0.2856511175632477,0.9999999403953552,0.2714994251728058
january,0.19257698953151703,0.3933098316192627,0.2467057853937149,0.11276278644800186,0.19923388957977295,0.2467057853937149,0.08942655473947525,0.2010406255722046,0.1838347464799881,0.24588775634765625,0.18084724247455597,0.2723672688007355,0.3576357066631317,0.28608936071395874
7,-0.1699475795030594,0.002381215337663889,-0.1142377033829689,-0.11391636729240417,-0.04983885586261749,-0.1142377033829689,-0.10965019464492798,-0.24410472810268402,-0.20110511779785156,-0.012642918154597282,-0.09410170465707779,-0.11217284202575684,-0.10819486528635025,-0.15092156827449799
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.21322597563266754,0.4137537479400635,0.27876466512680054,0.6633074283599854,0.2718474268913269,0.3016852140426636,0.49057599902153015,0.31091248989105225
2016,0.10915659368038177,-0.009529631584882736,0.11571308970451355,0.14717449247837067,0.1386374831199646,0.11571308970451355,-0.0606730654835701,0.19183695316314697,-0.025646686553955078,-0.004591997247189283,-0.058302827179431915,-0.06703626364469528,-0.03417709469795227,-0.12147852033376694
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.21322597563266754,0.4137537479400635,0.27876466512680054,0.6633074283599854,0.2718474268913269,0.3016852140426636,0.49057599902153015,0.31091248989105225
pepsi,0.16833798587322235,0.1975443810224533,0.18690350651741028,0.17523251473903656,0.12924253940582275,0.18690350651741028,0.23051875829696655,0.1439032405614853,0.278208464384079,0.13560044765472412,0.2724451720714569,0.12001712620258331,0.1770431101322174,0.09204287827014923
confirmed,0.1880883276462555,0.29274246096611023,0.2951974868774414,0.11481764912605286,0.24135258793830872,0.2951974868774414,0.200642392039299,0.3167957365512848,0.20357553660869598,0.20325973629951477,0.16656257212162018,0.2306797057390213,0.2786523103713989,0.20580808818340302
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.2593121826648712,0.5436353087425232,0.3219316899776459,0.48971283435821533,0.1861352026462555,0.1317332237958908,0.41031414270401,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.29338565468788147,0.5473989248275757,0.2809646725654602,0.5171257257461548,0.2099055051803589,0.16492803394794464,0.5107308030128479,0.22068053483963013
associated,0.15836219489574432,0.16673633456230164,0.2742886245250702,0.24702918529510498,0.3077163100242615,0.2742886245250702,0.1619964987039566,0.2675568461418152,0.20813310146331787,0.30157923698425293,0.1391141265630722,0.2958086431026459,0.17161807417869568,0.1453326791524887
press,0.183354914188385,0.20932909846305847,0.2519533634185791,0.09217752516269684,0.2328261137008667,0.2519533634185791,0.08718863129615784,0.20627392828464508,0.2511794865131378,0.21916458010673523,0.1393391489982605,0.20920878648757935,0.21994465589523315,0.14048311114311218
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.27224332094192505,0.41498205065727234,0.5473989248275757,0.2703927755355835,1.0,0.25482890009880066,0.4731321930885315,0.1907527595758438,0.1907569319009781,0.42569106817245483,0.32716336846351624
beyoncé,0.2106333076953888,0.20747771859169006,0.2099055051803589,0.11470223218202591,0.2009456306695938,0.2099055051803589,0.4442112445831299,0.1907527595758438,0.5033506155014038,0.2252984493970871,1.0,0.30063509941101074,0.2736927270889282,0.25188755989074707
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.21322597563266754,0.4137537479400635,0.27876466512680054,0.6633074283599854,0.2718474268913269,0.3016852140426636,0.49057599902153015,0.31091248989105225
who,0.40942975878715515,0.3318818509578705,0.3733934462070465,0.2027527540922165,0.2827862501144409,0.3733934462070465,0.15813320875167847,0.45444270968437195,0.21639695763587952,0.41279885172843933,0.23366473615169525,0.20120970904827118,0.2340552806854248,0.26220351457595825
headlined,0.20502004027366638,0.22705139219760895,0.2894550859928131,0.15880565345287323,0.17921726405620575,0.2894550859928131,0.22630378603935242,0.25257185101509094,0.3842167556285858,0.22864364087581635,0.37132003903388977,0.2783033847808838,0.32002466917037964,0.26601076126098633
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.29338565468788147,0.5473989248275757,0.2809646725654602,0.5171257257461548,0.2099055051803589,0.16492803394794464,0.5107308030128479,0.22068053483963013
super,0.13651713728904724,0.21420986950397491,0.21959073841571808,0.15042594075202942,0.14718765020370483,0.21959073841571808,0.22201479971408844,0.18258553743362427,0.1792786419391632,0.18368244171142578,0.24138446152210236,0.1291065216064453,0.1569211632013321,0.166326642036438
bowl,0.15942467749118805,0.21915455162525177,0.21576224267482758,0.10893726348876953,0.2243070751428604,0.21576224267482758,0.15296460688114166,0.10987387597560883,0.2318706214427948,0.1698254644870758,0.12174837291240692,0.09078611433506012,0.1334993690252304,0.21118052303791046
xlvii,0.16788068413734436,0.3066164255142212,0.2988950312137604,0.16246335208415985,0.24718672037124634,0.2988950312137604,0.17806629836559296,0.20321029424667358,0.2444736659526825,0.1989569365978241,0.1944548487663269,0.12625977396965027,0.1790473908185959,0.19350703060626984
halftime,0.18945850431919098,0.3564006984233856,0.31780552864074707,0.1687411069869995,0.2234645038843155,0.31780552864074707,0.324224591255188,0.255509614944458,0.5025559067726135,0.34601953625679016,0.4306446313858032,0.2866460978984833,0.3158947825431824,0.21138669550418854
show,0.29653704166412354,0.20142383873462677,0.319829523563385,0.18636876344680786,0.21383242309093475,0.319829523563385,0.24212293326854706,0.3486354649066925,0.28030601143836975,0.3455478549003601,0.2562267482280731,0.1867842823266983,0.3708709180355072,0.2520138621330261
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.21896247565746307,0.4731321930885315,0.25966835021972656,1.0,0.2252984493970871,0.2934834361076355,0.4077630043029785,0.20544172823429108
collaborated,0.19130897521972656,0.28790363669395447,0.16492803394794464,0.14926494657993317,0.16470572352409363,0.16492803394794464,0.175639346241951,0.1907569319009781,0.38578665256500244,0.2934834361076355,0.30063509941101074,0.9999999403953552,0.2856511175632477,0.17153695225715637
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.17897967994213104,0.41827285289764404,0.4223487675189972,0.24549491703510284,0.4154358208179474,0.2788647711277008,0.5477725267410278,0.20463798940181732,0.3113773465156555,0.40749499201774597,0.2433311939239502
coldplay,0.23672455549240112,0.2899988889694214,0.2809646725654602,0.20716360211372375,0.163177028298378,0.2809646725654602,0.39245250821113586,0.25482890009880066,0.9999998807907104,0.25966835021972656,0.5033506155014038,0.38578665256500244,0.328664094209671,0.2499987930059433
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.17627742886543274,0.3966929316520691,0.5107308030128479,0.28480544686317444,0.42569106817245483,0.328664094209671,0.4077630043029785,0.2736927270889282,0.2856511175632477,0.9999999403953552,0.2714994251728058
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.29338565468788147,0.5473989248275757,0.2809646725654602,0.5171257257461548,0.2099055051803589,0.16492803394794464,0.5107308030128479,0.22068053483963013
single,0.24458327889442444,0.22785933315753937,0.29338565468788147,0.14425750076770782,0.22455744445323944,0.29338565468788147,0.9999998807907104,0.2703927755355835,0.39245250821113586,0.21896247565746307,0.4442112445831299,0.175639346241951,0.28480544686317444,0.2151121199131012
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.1001104861497879,0.06780257821083069,0.029072100296616554,0.03589877486228943,0.05285148695111275,-0.043688900768756866,0.036644238978624344,-0.09872347861528397,-0.005656195338815451,-0.03274054825305939,0.0685480609536171
hymn,0.17087575793266296,0.21226729452610016,0.22713270783424377,0.16228751838207245,0.27317509055137634,0.22713270783424377,0.1241140067577362,0.15097936987876892,0.20288200676441193,0.1816401183605194,0.2162579447031021,0.18679195642471313,0.15253622829914093,0.15131041407585144
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.25737348198890686,0.4185989499092102,0.4739971458911896,0.247688427567482,0.4137635827064514,0.2923817038536072,0.5064792633056641,0.1585460603237152,0.19627490639686584,0.36199691891670227,0.264628142118454
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.29338565468788147,0.5473989248275757,0.2809646725654602,0.5171257257461548,0.2099055051803589,0.16492803394794464,0.5107308030128479,0.22068053483963013
weekend,0.19973790645599365,0.17549192905426025,0.19240649044513702,0.1324453204870224,0.08190958946943283,0.19240649044513702,0.14956359565258026,0.20707367360591888,0.3233741521835327,0.19469299912452698,0.22543977200984955,0.17812709510326385,0.31891369819641113,0.29261621832847595
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.003883055876940489,0.13035868108272552,0.041273195296525955,0.05933864414691925,0.007880004122853279,-0.0542275607585907,0.021612688899040222,-0.009797428734600544,-0.016866091638803482,0.04238596186041832,0.018684765323996544
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.21322597563266754,0.4137537479400635,0.27876466512680054,0.6633074283599854,0.2718474268913269,0.3016852140426636,0.49057599902153015,0.31091248989105225
would,0.45766422152519226,0.41663143038749695,0.4133751392364502,0.196122407913208,0.3353942930698395,0.4133751392364502,0.2524743378162384,0.5895259380340576,0.25914010405540466,0.34921059012413025,0.20711424946784973,0.16530737280845642,0.35589995980262756,0.37178951501846313
be,0.3929833769798279,0.42228707671165466,0.4248143136501312,0.19639723002910614,0.33904364705085754,0.4248143136501312,0.2603433430194855,0.6036020517349243,0.24400204420089722,0.41766801476478577,0.18968576192855835,0.126371830701828,0.37900757789611816,0.3324260413646698
making,0.30777570605278015,0.28285154700279236,0.35185980796813965,0.12650924921035767,0.3250596821308136,0.35185980796813965,0.2408839762210846,0.4043114185333252,0.18984241783618927,0.38677045702934265,0.23582889139652252,0.1533193290233612,0.3108430504798889,0.2539324164390564
