,who,was,the,war,of,currents,waged,between,?
tesla,0.1520961970090866,0.16455206274986267,0.1324402391910553,0.15806899964809418,0.18837453424930573,0.197353333234787,0.07441390305757523,0.13727053999900818,0.10250775516033173
's,0.05599616840481758,0.008974763564765453,-0.01540423184633255,0.06856801360845566,-0.03817026689648628,0.03830553591251373,0.005850477609783411,0.006096371449530125,-0.023395681753754616
demonstration,0.17708902060985565,0.22351692616939545,0.2881111800670624,0.2361913025379181,0.24823273718357086,0.19074995815753937,0.23558788001537323,0.2241966873407364,0.13217706978321075
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.31680163741111755,1.0,0.2825077772140503,0.22404660284519196,0.3737983703613281,0.1826142966747284
his,0.44966956973075867,0.4405253231525421,0.4394008219242096,0.2932312488555908,0.38364991545677185,0.15251556038856506,0.31560224294662476,0.15603972971439362,0.18075084686279297
induction,0.1360868364572525,0.1620527058839798,0.26266005635261536,0.15425440669059753,0.273759663105011,0.33733057975769043,0.08116349577903748,0.14623384177684784,0.1510571390390396
motor,0.1466689109802246,0.20476558804512024,0.26024484634399414,0.1343272179365158,0.20839329063892365,0.3072836399078369,0.15018999576568604,0.16788926720619202,0.0637441948056221
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.29695844650268555,0.5116966962814331,0.32871830463409424,0.24619238078594208,0.40645647048950195,0.20544172823429108
westinghouse,0.23585543036460876,0.30702054500579834,0.3101098835468292,0.2965333163738251,0.28119996190071106,0.23990438878536224,0.15750916302204132,0.18826159834861755,0.17307911813259125
's,0.05599616840481758,0.008974763564765453,-0.01540423184633255,0.06856801360845566,-0.03817026689648628,0.03830553591251373,0.005850477609783411,0.006096371449530125,-0.023395681753754616
subsequent,0.17192286252975464,0.20916680991649628,0.2562725245952606,0.18222329020500183,0.1740972250699997,0.27476394176483154,0.22159473598003387,0.1401686817407608,0.13111010193824768
licensing,0.21822284162044525,0.144392192363739,0.24331648647785187,0.11553305387496948,0.1692100167274475,0.19356605410575867,0.17271584272384644,0.18699465692043304,0.23048727214336395
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.31680163741111755,1.0,0.2825077772140503,0.22404660284519196,0.3737983703613281,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,1.0,0.366199791431427,0.733189046382904,0.30279916524887085,0.23674006760120392,0.39067012071609497,0.22068053483963013
patent,0.21797259151935577,0.13812966644763947,0.1728275567293167,0.18719600141048431,0.1616990715265274,0.14472417533397675,0.07621446251869202,0.0911935493350029,0.13298413157463074
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2671184241771698,0.4946078956127167,0.2791174352169037,0.24654468894004822,0.27714940905570984,0.31091248989105225
both,0.31663915514945984,0.2990766167640686,0.4931981563568115,0.2750868797302246,0.3565710783004761,0.2230323702096939,0.26143109798431396,0.40283381938934326,0.19455738365650177
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.29904094338417053,0.5696388483047485,0.22216472029685974,0.2683168947696686,0.41100412607192993,0.20430970191955566
1888,0.13229268789291382,0.1682576835155487,0.2002750039100647,0.11695430427789688,0.16667240858078003,0.2851009666919708,0.1284181773662567,0.24324312806129456,0.07625395059585571
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2671184241771698,0.4946078956127167,0.2791174352169037,0.24654468894004822,0.27714940905570984,0.31091248989105225
put,0.25223246216773987,0.24684612452983856,0.34150463342666626,0.20108385384082794,0.3247257471084595,0.21217502653598785,0.23859675228595734,0.13922375440597534,0.2993032932281494
tesla,0.1520961970090866,0.16455206274986267,0.1324402391910553,0.15806899964809418,0.18837453424930573,0.197353333234787,0.07441390305757523,0.13727053999900818,0.10250775516033173
firmly,0.288626492023468,0.2981466054916382,0.3476297855377197,0.21236370503902435,0.24022097885608673,0.17811855673789978,0.26394033432006836,0.15998171269893646,0.23320716619491577
on,0.2340552806854248,0.3909217119216919,0.5107308030128479,0.23017507791519165,0.3966929316520691,0.25429627299308777,0.2065087854862213,0.3335416913032532,0.2714994251728058
the,0.3733934462070465,0.48711544275283813,1.0,0.366199791431427,0.733189046382904,0.30279916524887085,0.23674006760120392,0.39067012071609497,0.22068053483963013
``,0.02397952415049076,-0.012679691426455975,0.029072100296616554,0.02770489826798439,0.06780257821083069,0.04562021419405937,0.03768756985664368,0.08136986941099167,0.0685480609536171
ac,0.12106219679117203,0.16263911128044128,0.11894276738166809,0.02549605630338192,0.09591341018676758,0.16843503713607788,0.09735651314258575,0.10406319051980972,0.19071458280086517
'',0.024401003494858742,0.04456103965640068,0.041273195296525955,-0.04993505775928497,0.13035868108272552,-0.04695454239845276,0.013121508061885834,0.060806289315223694,0.018684765323996544
side,0.18683703243732452,0.16857531666755676,0.37146830558776855,0.25143054127693176,0.2452700436115265,0.2609163820743561,0.19150540232658386,0.2642476260662079,0.07831130921840668
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.31680163741111755,1.0,0.2825077772140503,0.22404660284519196,0.3737983703613281,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,1.0,0.366199791431427,0.733189046382904,0.30279916524887085,0.23674006760120392,0.39067012071609497,0.22068053483963013
so-called,0.3589174747467041,0.41175779700279236,0.48567995429039,0.27956512570381165,0.4146992564201355,0.3303980529308319,0.43028950691223145,0.33498695492744446,0.28986620903015137
``,0.02397952415049076,-0.012679691426455975,0.029072100296616554,0.02770489826798439,0.06780257821083069,0.04562021419405937,0.03768756985664368,0.08136986941099167,0.0685480609536171
war,0.24286115169525146,0.3560331463813782,0.366199791431427,1.0000001192092896,0.31680163741111755,0.20728318393230438,0.3770478367805481,0.2612598240375519,0.15510529279708862
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.31680163741111755,1.0,0.2825077772140503,0.22404660284519196,0.3737983703613281,0.1826142966747284
currents,0.15649443864822388,0.1596861630678177,0.30279916524887085,0.20728318393230438,0.2825077772140503,0.9999998807907104,0.1547633409500122,0.28129222989082336,0.07452256232500076
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2671184241771698,0.4946078956127167,0.2791174352169037,0.24654468894004822,0.27714940905570984,0.31091248989105225
'',0.024401003494858742,0.04456103965640068,0.041273195296525955,-0.04993505775928497,0.13035868108272552,-0.04695454239845276,0.013121508061885834,0.060806289315223694,0.018684765323996544
an,0.2848317325115204,0.3694365322589874,0.4207492768764496,0.15861496329307556,0.32280945777893066,0.19265808165073395,0.13973204791545868,0.18003802001476288,0.19793890416622162
electrical,0.16470956802368164,0.2032313495874405,0.2523402273654938,0.17334403097629547,0.23057208955287933,0.4396917223930359,0.11823635548353195,0.2447495460510254,0.10923371464014053
distribution,0.07938589155673981,0.14958971738815308,0.27569329738616943,0.12695811688899994,0.254255473613739,0.24754947423934937,0.1377544105052948,0.1488397717475891,0.0929616317152977
battle,0.16377700865268707,0.23319749534130096,0.2820790410041809,0.5131220817565918,0.2291749268770218,0.15425966680049896,0.22971175611019135,0.20428906381130219,0.1680624783039093
being,0.44037187099456787,0.5201660394668579,0.419739305973053,0.26798877120018005,0.34885138273239136,0.1811324506998062,0.26784124970436096,0.21762578189373016,0.26743772625923157
waged,0.3001551032066345,0.33793094754219055,0.23674006760120392,0.3770478367805481,0.22404660284519196,0.1547633409500122,1.0000001192092896,0.2991425693035126,0.19169075787067413
between,0.20718061923980713,0.24048170447349548,0.39067012071609497,0.2612598240375519,0.3737983703613281,0.28129222989082336,0.2991425693035126,0.9999999403953552,0.12887074053287506
thomas,0.26103657484054565,0.26629963517189026,0.23505409061908722,0.18517480790615082,0.18699592351913452,0.06307293474674225,0.10867723822593689,0.13746844232082367,0.16133050620555878
edison,0.19920577108860016,0.2864142954349518,0.25419825315475464,0.1373220980167389,0.221283957362175,0.18213865160942078,0.04942082241177559,0.1190464049577713,0.10244420915842056
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.29695844650268555,0.5116966962814331,0.32871830463409424,0.24619238078594208,0.40645647048950195,0.20544172823429108
george,0.25805044174194336,0.2601471245288849,0.2510760426521301,0.24409236013889313,0.22097964584827423,0.08922189474105835,0.14103499054908752,0.08159974962472916,0.1479024887084961
westinghouse,0.23585543036460876,0.30702054500579834,0.3101098835468292,0.2965333163738251,0.28119996190071106,0.23990438878536224,0.15750916302204132,0.18826159834861755,0.17307911813259125
that,0.45444270968437195,0.33670201897621155,0.5473989248275757,0.22443464398384094,0.41498205065727234,0.27902016043663025,0.23882992565631866,0.299440860748291,0.32716336846351624
had,0.36173108220100403,0.5927209258079529,0.3875846862792969,0.29970744252204895,0.37755560874938965,0.1706344485282898,0.41180700063705444,0.28245165944099426,0.20728366076946259
been,0.3295723795890808,0.518218457698822,0.3563927710056305,0.18175610899925232,0.31685134768486023,0.19305825233459473,0.2639482617378235,0.16697090864181519,0.24354910850524902
simmering,0.09808196127414703,0.18124818801879883,0.31828629970550537,0.239201158285141,0.32498300075531006,0.2643195688724518,0.1773722618818283,0.2034338265657425,0.09312979131937027
since,0.27765995264053345,0.4384658932685852,0.4054957628250122,0.22571629285812378,0.35513219237327576,0.226762592792511,0.2390735149383545,0.25121670961380005,0.2876587212085724
westinghouse,0.23585543036460876,0.30702054500579834,0.3101098835468292,0.2965333163738251,0.28119996190071106,0.23990438878536224,0.15750916302204132,0.18826159834861755,0.17307911813259125
's,0.05599616840481758,0.008974763564765453,-0.01540423184633255,0.06856801360845566,-0.03817026689648628,0.03830553591251373,0.005850477609783411,0.006096371449530125,-0.023395681753754616
first,0.39065709710121155,0.5022147297859192,0.49448907375335693,0.3144489526748657,0.3536086082458496,0.14976921677589417,0.27099332213401794,0.2911831736564636,0.18701928853988647
ac,0.12106219679117203,0.16263911128044128,0.11894276738166809,0.02549605630338192,0.09591341018676758,0.16843503713607788,0.09735651314258575,0.10406319051980972,0.19071458280086517
system,0.1550477296113968,0.2147521674633026,0.3233085572719574,0.1310918927192688,0.25597915053367615,0.22964249551296234,0.11629447340965271,0.1696578860282898,0.15556083619594574
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.29904094338417053,0.5696388483047485,0.22216472029685974,0.2683168947696686,0.41100412607192993,0.20430970191955566
