,who,did,jochi,reportedly,enlist,to,help,him,stop,his,father,'s,massacres,?
i,0.33545589447021484,0.32301032543182373,0.15346261858940125,0.22077202796936035,0.2369023561477661,0.3140375316143036,0.30168721079826355,0.33029890060424805,0.26912498474121094,0.2764712870121002,0.2623448669910431,0.09143294394016266,0.19194628298282623,0.4695145785808563
would,0.3632977604866028,0.6268245577812195,0.1397014707326889,0.2823098599910736,0.23492510616779327,0.5965728163719177,0.429985910654068,0.4009282886981964,0.283230185508728,0.292866975069046,0.23147040605545044,0.036968596279621124,0.1557914912700653,0.37178951501846313
be,0.3371641933917999,0.22657383978366852,0.13556966185569763,0.21097016334533691,0.1628914475440979,0.4972836375236511,0.3613757789134979,0.2850542664527893,0.27210015058517456,0.21738691627979279,0.15117910504341125,0.025217169895768166,0.11825276166200638,0.3324260413646698
doing,0.34141549468040466,0.43122872710227966,0.1801917999982834,0.23696011304855347,0.20520251989364624,0.3272162973880768,0.4328690767288208,0.37958216667175293,0.36891797184944153,0.2957729995250702,0.1988697350025177,-0.003558715106919408,0.21126677095890045,0.4119948446750641
a,0.36608949303627014,0.2552328109741211,0.22165173292160034,0.23474867641925812,0.2044757753610611,0.45503583550453186,0.23381464183330536,0.32137390971183777,0.21033835411071777,0.3497250974178314,0.22525158524513245,0.04866964742541313,0.1712389588356018,0.23916715383529663
service,0.21098247170448303,0.14130860567092896,0.0866234228014946,0.18142451345920563,0.28855499625205994,0.24411341547966003,0.16607175767421722,0.18639594316482544,0.17814134061336517,0.20076239109039307,0.14192286133766174,0.017307469621300697,0.09781410545110703,0.1676298975944519
if,0.3758285641670227,0.3197491765022278,0.15072423219680786,0.17871010303497314,0.21294473111629486,0.4559597074985504,0.35667678713798523,0.30997923016548157,0.31366050243377686,0.19270896911621094,0.1279524564743042,-0.0015437148977071047,0.10712236911058426,0.4441644251346588
i,0.33545589447021484,0.32301032543182373,0.15346261858940125,0.22077202796936035,0.2369023561477661,0.3140375316143036,0.30168721079826355,0.33029890060424805,0.26912498474121094,0.2764712870121002,0.2623448669910431,0.09143294394016266,0.19194628298282623,0.4695145785808563
killed,0.3541788160800934,0.24296797811985016,0.19558016955852509,0.38446760177612305,0.2746715843677521,0.1682852953672409,0.22798539698123932,0.26090359687805176,0.2262478470802307,0.24431633949279785,0.30976566672325134,-0.004342961125075817,0.48722004890441895,0.17928971350193024
my,0.2353120893239975,0.2537900507450104,0.12307887524366379,0.17548659443855286,0.2236974835395813,0.27499768137931824,0.22916938364505768,0.31396451592445374,0.1747947633266449,0.467661589384079,0.19590196013450623,0.11324785649776459,0.19852836430072784,0.4195883572101593
father,0.4164644777774811,0.3227277100086212,0.2501698136329651,0.20880672335624695,0.2702486515045166,0.2544635832309723,0.19892042875289917,0.47097480297088623,0.10753659904003143,0.5241755247116089,1.0,0.029256420210003853,0.1671951860189438,0.14826634526252747
when,0.48282691836357117,0.3228907287120819,0.13130958378314972,0.3283364176750183,0.24051357805728912,0.5423505902290344,0.3472992777824402,0.4087010324001312,0.3669990599155426,0.37120407819747925,0.32460665702819824,-0.03368149697780609,0.13722936809062958,0.22841128706932068
he,0.5500732064247131,0.3292143940925598,0.2489604353904724,0.3332363963127136,0.33100730180740356,0.385390967130661,0.23159287869930267,0.6241704225540161,0.2347853034734726,0.7171558737754822,0.4997532367706299,0.024063590914011,0.16630880534648895,0.2089974731206894
is,0.24293622374534607,0.19247472286224365,0.1545657068490982,0.12339548021554947,0.06134570389986038,0.42745086550712585,0.152378648519516,0.21291719377040863,0.18207861483097076,0.24372583627700806,0.21280217170715332,0.02396530658006668,0.16344381868839264,0.22961433231830597
hunting,0.26352766156196594,0.2233138531446457,0.06342363357543945,0.1978580355644226,0.17781199514865875,0.26126816868782043,0.2100880891084671,0.2648017406463623,0.1674378663301468,0.2976457476615906,0.19247764348983765,0.06653569638729095,0.22325530648231506,0.1138605922460556
",",0.3365725874900818,0.3015086054801941,0.2696787714958191,0.22147077322006226,0.2125173658132553,0.44245919585227966,0.2855570912361145,0.31121695041656494,0.24759207665920258,0.3378419280052185,0.30597206950187683,-0.0016132977325469255,0.2181587964296341,0.31091248989105225
made,0.2576322853565216,0.3068731725215912,0.15523695945739746,0.16382497549057007,0.049420930445194244,0.3377571105957031,0.2667408585548401,0.22442960739135742,0.2385341078042984,0.29201897978782654,0.13667955994606018,0.08483956009149551,0.17364159226417542,0.17218779027462006
an,0.2848317325115204,0.22598257660865784,0.1256030946969986,0.18832705914974213,0.17496952414512634,0.3138085603713989,0.18658781051635742,0.2095802277326584,0.20477499067783356,0.24025635421276093,0.14175958931446075,0.025255560874938965,0.16718940436840057,0.19793890416622162
alliance,0.2444635033607483,0.16193479299545288,0.03946826606988907,0.20026858150959015,0.21313327550888062,0.1834360659122467,0.24161012470722198,0.196049764752388,0.1976906806230545,0.16836421191692352,0.2123403549194336,0.030921565368771553,0.17474912106990814,0.09356802701950073
with,0.3282766342163086,0.25472134351730347,0.15449680387973785,0.299943208694458,0.1668241173028946,0.4239959120750427,0.32894450426101685,0.30843743681907654,0.2378961592912674,0.33836179971694946,0.17124000191688538,-0.04624466598033905,0.08805637806653976,0.2433311939239502
sultan,0.192390576004982,0.11990440636873245,0.30814328789711,0.25377485156059265,0.17653529345989227,0.1962377279996872,0.13622638583183289,0.2945023477077484,0.1543148010969162,0.2656569182872772,0.2455812394618988,-0.0010919607011601329,0.24609550833702087,0.11157335340976715
