,what,attribute,of,humans,interfered,with,nature,'s,ruthlessness,in,tesla,'s,opinion,?
his,0.26976513862609863,0.17344863712787628,0.38364991545677185,0.19663292169570923,0.2664152979850769,0.33836179971694946,0.1647808998823166,0.047556519508361816,0.30901896953582764,0.3598145842552185,0.1580733060836792,0.047556519508361816,0.26037362217903137,0.18075084686279297
opinion,0.41087794303894043,0.3252132534980774,0.20495454967021942,0.14174100756645203,0.1901090145111084,0.1565420925617218,0.23944678902626038,0.048765089362859726,0.3300871253013611,0.21849191188812256,0.20110169053077698,0.048765089362859726,1.0000001192092896,0.38472914695739746
stemmed,0.22896930575370789,0.2190445363521576,0.294642835855484,0.1887117624282837,0.3563326597213745,0.28195828199386597,0.1794612854719162,-0.07630538940429688,0.24001681804656982,0.2423953264951706,0.15833760797977448,-0.07630538940429688,0.26847580075263977,0.14464761316776276
from,0.2737620174884796,0.21497555077075958,0.4249346852302551,0.15765094757080078,0.15415526926517487,0.26272761821746826,0.10150755941867828,-0.01936490088701248,0.16496630012989044,0.4274188280105591,0.10324860364198685,-0.01936490088701248,0.1647053211927414,0.19969791173934937
the,0.42745697498321533,0.20785148441791534,0.733189046382904,0.29565489292144775,0.2683941125869751,0.4223487675189972,0.19596898555755615,-0.01540423184633255,0.27602890133857727,0.6662389636039734,0.1324402391910553,-0.01540423184633255,0.22474613785743713,0.22068053483963013
belief,0.3523470163345337,0.2666287422180176,0.2605385482311249,0.32564568519592285,0.27068081498146057,0.16671405732631683,0.3781110346317291,0.08499399572610855,0.43497157096862793,0.21588771045207977,0.19071856141090393,0.08499399572610855,0.39641812443733215,0.20175790786743164
that,0.6297725439071655,0.3227261006832123,0.41498205065727234,0.3810921907424927,0.2903279960155487,0.4154358208179474,0.3041963577270508,0.04397977516055107,0.40610814094543457,0.435920387506485,0.22102725505828857,0.04397977516055107,0.36596253514289856,0.32716336846351624
humans,0.28355827927589417,0.1690475195646286,0.24560637772083282,1.0,0.17427927255630493,0.23189020156860352,0.38393691182136536,0.0546761229634285,0.33617356419563293,0.23748517036437988,0.16552986204624176,0.0546761229634285,0.14174100756645203,0.20141740143299103
',0.3245812654495239,0.263271689414978,0.39136970043182373,0.12535740435123444,0.11735611408948898,0.2546919286251068,0.13049769401550293,0.07651367038488388,0.1776684671640396,0.4158826768398285,0.12168006598949432,0.07651367038488388,0.26402440667152405,0.330942302942276
``,0.008517155423760414,0.12067566066980362,0.06780257821083069,0.08947746455669403,0.008387246169149876,0.08974023163318634,-0.029082365334033966,-0.03416389226913452,0.004277555271983147,0.04765888676047325,0.04274534806609154,-0.03416389226913452,0.07155584543943405,0.0685480609536171
pity,0.33851879835128784,0.260161429643631,0.18758055567741394,0.3015899062156677,0.23249551653862,0.20571796596050262,0.36257871985435486,0.029498420655727386,0.4821332097053528,0.19091078639030457,0.09732144325971603,0.029498420655727386,0.4048221707344055,0.3059987425804138
'',0.08143015950918198,0.05920028313994408,0.13035868108272552,-0.02388404682278633,0.055133648216724396,0.07907696813344955,0.015975749120116234,-0.04859459400177002,0.04806181415915489,0.07432962208986282,0.048713020980358124,-0.04859459400177002,-0.04883082956075668,0.018684765323996544
had,0.23849567770957947,0.13237550854682922,0.37755560874938965,0.2187611311674118,0.33734676241874695,0.4739086329936981,0.11308379471302032,-0.004401352722197771,0.24277500808238983,0.385026752948761,0.12050733715295792,-0.004401352722197771,0.2045588195323944,0.20728366076946259
interfered,0.21119457483291626,0.18130971491336823,0.20549851655960083,0.17427927255630493,1.0000001192092896,0.32280659675598145,0.17645421624183655,-0.12109725922346115,0.22753137350082397,0.2169494926929474,0.13838182389736176,-0.12109725922346115,0.1901090145111084,0.09498755633831024
with,0.2464839518070221,0.17767593264579773,0.41827285289764404,0.23189020156860352,0.32280659675598145,0.9999999403953552,0.17157115042209625,-0.04624466598033905,0.2310694009065628,0.4080928862094879,0.16424812376499176,-0.04624466598033905,0.1565420925617218,0.2433311939239502
the,0.42745697498321533,0.20785148441791534,0.733189046382904,0.29565489292144775,0.2683941125869751,0.4223487675189972,0.19596898555755615,-0.01540423184633255,0.27602890133857727,0.6662389636039734,0.1324402391910553,-0.01540423184633255,0.22474613785743713,0.22068053483963013
natural,0.15666867792606354,0.1225467249751091,0.2963479459285736,0.3479568064212799,0.1141139566898346,0.09072273224592209,0.5232142806053162,-0.049410052597522736,0.24247576296329498,0.32136213779449463,0.16401347517967224,-0.049410052597522736,0.11848437786102295,0.16155436635017395
``,0.008517155423760414,0.12067566066980362,0.06780257821083069,0.08947746455669403,0.008387246169149876,0.08974023163318634,-0.029082365334033966,-0.03416389226913452,0.004277555271983147,0.04765888676047325,0.04274534806609154,-0.03416389226913452,0.07155584543943405,0.0685480609536171
ruthless,0.30738598108291626,0.18649254739284515,0.24591562151908875,0.184414803981781,0.2457984834909439,0.2043422907590866,0.2145472913980484,0.047378797084093094,0.7654264569282532,0.15145646035671234,0.11217796802520752,0.047378797084093094,0.2777344584465027,0.20988626778125763
workings,0.36357954144477844,0.24570655822753906,0.23900514841079712,0.3161289095878601,0.2441358119249344,0.33828452229499817,0.24670088291168213,-0.06108899414539337,0.3050495684146881,0.2637024223804474,0.21876977384090424,-0.06108899414539337,0.30167850852012634,0.21490055322647095
of,0.33290785551071167,0.23041263222694397,1.0,0.24560637772083282,0.20549851655960083,0.41827285289764404,0.22892364859580994,-0.03817026689648628,0.29697608947753906,0.5696388483047485,0.18837453424930573,-0.03817026689648628,0.20495454967021942,0.1826142966747284
nature,0.2566179633140564,0.22439515590667725,0.22892364859580994,0.38393691182136536,0.17645421624183655,0.17157115042209625,1.0,0.04408526420593262,0.34037646651268005,0.22229793667793274,0.15766632556915283,0.04408526420593262,0.23944678902626038,0.17397694289684296
",",0.3087472915649414,0.1828274130821228,0.4946078956127167,0.2653752565383911,0.21519212424755096,0.4120737314224243,0.24335457384586334,-0.0016132977325469255,0.2766823470592499,0.5201468467712402,0.20599327981472015,-0.0016132977325469255,0.30441099405288696,0.31091248989105225
'',0.08143015950918198,0.05920028313994408,0.13035868108272552,-0.02388404682278633,0.055133648216724396,0.07907696813344955,0.015975749120116234,-0.04859459400177002,0.04806181415915489,0.07432962208986282,0.048713020980358124,-0.04859459400177002,-0.04883082956075668,0.018684765323996544
rather,0.3923804461956024,0.30659204721450806,0.3045461177825928,0.3166799247264862,0.24369508028030396,0.30638226866722107,0.3426573872566223,0.08959644287824631,0.36940255761146545,0.26646825671195984,0.13832758367061615,0.08959644287824631,0.38845542073249817,0.3053998053073883
than,0.29388150572776794,0.190965935587883,0.33036211133003235,0.28200674057006836,0.14687439799308777,0.3028803765773773,0.19381605088710785,0.0585811510682106,0.32559797167778015,0.3270052373409271,0.16368234157562256,0.0585811510682106,0.2249370664358139,0.24917294085025787
from,0.2737620174884796,0.21497555077075958,0.4249346852302551,0.15765094757080078,0.15415526926517487,0.26272761821746826,0.10150755941867828,-0.01936490088701248,0.16496630012989044,0.4274188280105591,0.10324860364198685,-0.01936490088701248,0.1647053211927414,0.19969791173934937
conceptions,0.27815672755241394,0.2657952904701233,0.27620941400527954,0.30260998010635376,0.23688633739948273,0.25737613439559937,0.37485361099243164,0.010825245641171932,0.43332892656326294,0.2673695683479309,0.1708623170852661,0.010825245641171932,0.35252895951271057,0.15790770947933197
of,0.33290785551071167,0.23041263222694397,1.0,0.24560637772083282,0.20549851655960083,0.41827285289764404,0.22892364859580994,-0.03817026689648628,0.29697608947753906,0.5696388483047485,0.18837453424930573,-0.03817026689648628,0.20495454967021942,0.1826142966747284
a,0.3320399522781372,0.20865508913993835,0.5052502155303955,0.22366313636302948,0.21802693605422974,0.3783375024795532,0.22402097284793854,0.04866964742541313,0.23319464921951294,0.539380669593811,0.2211925983428955,0.04866964742541313,0.270957887172699,0.23916715383529663
``,0.008517155423760414,0.12067566066980362,0.06780257821083069,0.08947746455669403,0.008387246169149876,0.08974023163318634,-0.029082365334033966,-0.03416389226913452,0.004277555271983147,0.04765888676047325,0.04274534806609154,-0.03416389226913452,0.07155584543943405,0.0685480609536171
master,0.16430073976516724,0.13191916048526764,0.17072871327400208,0.18466195464134216,0.18559078872203827,0.14622679352760315,0.07698395103216171,0.025999123230576515,0.17574486136436462,0.17882928252220154,0.1737508922815323,0.025999123230576515,0.1636473685503006,0.11915034055709839
race,0.1748659759759903,0.09397725015878677,0.22476476430892944,0.24483677744865417,0.15935087203979492,0.17766134440898895,0.18413051962852478,0.035402730107307434,0.17859891057014465,0.2270909547805786,0.16028013825416565,0.035402730107307434,0.21699191629886627,0.1390368491411209
'',0.08143015950918198,0.05920028313994408,0.13035868108272552,-0.02388404682278633,0.055133648216724396,0.07907696813344955,0.015975749120116234,-0.04859459400177002,0.04806181415915489,0.07432962208986282,0.048713020980358124,-0.04859459400177002,-0.04883082956075668,0.018684765323996544
or,0.33867141604423523,0.25061047077178955,0.3792596757411957,0.33373522758483887,0.24462491273880005,0.38158315420150757,0.2063603550195694,0.06871571391820908,0.3092290461063385,0.3586423695087433,0.1529218554496765,0.06871571391820908,0.23707254230976105,0.32389625906944275
inherent,0.36534133553504944,0.3482411503791809,0.2979840934276581,0.3210510015487671,0.23414312303066254,0.1985962986946106,0.31930699944496155,-0.08987970650196075,0.4441060423851013,0.23580007255077362,0.200477734208107,-0.08987970650196075,0.3683492839336395,0.3217507004737854
superiority,0.30062198638916016,0.27998363971710205,0.29289692640304565,0.24317942559719086,0.29621630907058716,0.19822733104228973,0.3378120958805084,0.013219781219959259,0.4450241029262543,0.18867790699005127,0.1791626662015915,0.013219781219959259,0.3404373824596405,0.2002149522304535
of,0.33290785551071167,0.23041263222694397,1.0,0.24560637772083282,0.20549851655960083,0.41827285289764404,0.22892364859580994,-0.03817026689648628,0.29697608947753906,0.5696388483047485,0.18837453424930573,-0.03817026689648628,0.20495454967021942,0.1826142966747284
one,0.376489520072937,0.23503872752189636,0.4999135136604309,0.2713455557823181,0.19428643584251404,0.3855307400226593,0.2254805713891983,0.06913424283266068,0.2381448894739151,0.4129433035850525,0.2218162566423416,0.06913424283266068,0.26820582151412964,0.2673267424106598
person,0.41527870297431946,0.26279959082603455,0.27674683928489685,0.35367414355278015,0.15851615369319916,0.22800223529338837,0.18886798620224,-0.016232607886195183,0.33793705701828003,0.23876774311065674,0.16382183134555817,-0.016232607886195183,0.30437102913856506,0.324093222618103
over,0.28007611632347107,0.13606320321559906,0.36136594414711,0.1847763955593109,0.2127983421087265,0.34885337948799133,0.12097242474555969,0.016215575858950615,0.225178524851799,0.3605569899082184,0.16356024146080017,0.016215575858950615,0.26076459884643555,0.25742942094802856
another,0.4190070629119873,0.2652401328086853,0.38147079944610596,0.2272433638572693,0.26546385884284973,0.359900563955307,0.19691789150238037,0.026405371725559235,0.2342076599597931,0.3397690951824188,0.1668986827135086,0.026405371725559235,0.2968079745769501,0.295511931180954
.,0.3567904531955719,0.22956767678260803,0.5352458953857422,0.2638982832431793,0.15047922730445862,0.4446153938770294,0.25127893686294556,-0.003708066651597619,0.1983371078968048,0.5591574311256409,0.17949827015399933,-0.003708066651597619,0.2801741659641266,0.4130953550338745
