,which,company,won,a,contest,to,have,their,ad,shown,for,free,during,super,bowl,50,?
quickbooks,0.3840883672237396,0.2871352434158325,0.19560450315475464,0.3290599584579468,0.15614621341228485,0.388448566198349,0.37039220333099365,0.29396769404411316,0.22234424948692322,0.25664326548576355,0.33893218636512756,0.3495238125324249,0.2099398970603943,0.2533237636089325,0.24517272412776947,-0.06812900304794312,0.33220136165618896
sponsored,0.22965051233768463,0.3296874463558197,0.307773232460022,0.18844401836395264,0.24587011337280273,0.1753130853176117,0.15059465169906616,0.16712595522403717,0.08418706804513931,0.2699713110923767,0.26302003860473633,0.20167304575443268,0.19366081058979034,0.1619618982076645,0.15806248784065247,0.05286955460906029,0.12262218445539474
a,0.56894451379776,0.22037413716316223,0.22534137964248657,1.0,0.229091614484787,0.45503583550453186,0.338716596364975,0.29698723554611206,0.1853104531764984,0.2581788897514343,0.44038116931915283,0.23877057433128357,0.30341604351997375,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.23916715383529663
``,0.05178012326359749,-0.11237407475709915,0.03902672603726387,0.07272057235240936,0.04525066912174225,0.06720756739377975,0.1022237241268158,0.05465886741876602,0.09079055488109589,-0.016919268295168877,0.01270448137074709,-0.03257644176483154,0.007871326059103012,0.012585706077516079,-0.004176590591669083,0.05617367848753929,0.0685480609536171
small,0.42979657649993896,0.12259259819984436,0.09573879092931747,0.41262131929397583,0.1103823333978653,0.3054737150669098,0.3501087725162506,0.2815926969051361,0.09967673569917679,0.21245530247688293,0.20376276969909668,0.2059100866317749,0.18978966772556305,0.18981891870498657,0.1552436202764511,0.07003994286060333,0.13914890587329865
business,0.2152334302663803,0.4683041572570801,0.13081887364387512,0.2670866549015045,0.16115210950374603,0.28079214692115784,0.18765702843666077,0.24445350468158722,0.10086900740861893,0.1139167994260788,0.2736336290836334,0.16774776577949524,0.21658463776111603,0.09769033640623093,0.08380642533302307,0.01499195210635662,0.1545659303665161
big,0.3132573664188385,0.1937519758939743,0.1538180261850357,0.29998910427093506,0.1867656260728836,0.25193607807159424,0.27445417642593384,0.2157711684703827,0.12760773301124573,0.1626817286014557,0.16949701309204102,0.15658064186573029,0.1945527344942093,0.21466001868247986,0.25230276584625244,0.0960930809378624,0.20497842133045197
game,0.23652023077011108,0.19029217958450317,0.23046883940696716,0.23211604356765747,0.24918979406356812,0.2540906071662903,0.2211744487285614,0.2491205334663391,0.08543296158313751,0.1953601986169815,0.2608485519886017,0.12691602110862732,0.23073366284370422,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.1829071193933487
'',-0.03332270681858063,0.04412749409675598,0.01372323464602232,0.04890415817499161,0.07599218189716339,-0.009905828163027763,0.0312618687748909,0.011550518684089184,-0.0062270802445709705,0.08044599741697311,-0.04479556903243065,-0.018491532653570175,-0.08359146863222122,-0.02655862085521221,-0.008809788152575493,0.08711730688810349,0.018684765323996544
contest,0.18239639699459076,0.18119753897190094,0.4077208638191223,0.229091614484787,1.0000001192092896,0.20070356130599976,0.14304040372371674,0.18711251020431519,0.11895788460969925,0.286882221698761,0.2538227438926697,0.15106257796287537,0.2021019011735916,0.16601161658763885,0.20366907119750977,0.08154749870300293,0.18081821501255035
",",0.3658004403114319,0.2697763442993164,0.35968565940856934,0.427140474319458,0.26351213455200195,0.44245919585227966,0.3541618287563324,0.3045167922973633,0.21154692769050598,0.25911012291908264,0.4464869201183319,0.2434854805469513,0.3225448727607727,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
in,0.4840516746044159,0.22141718864440918,0.3280489146709442,0.539380669593811,0.3096996545791626,0.45010748505592346,0.36843645572662354,0.34976133704185486,0.1957923024892807,0.2988935708999634,0.4322226941585541,0.25575435161590576,0.4627237319946289,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.20430970191955566
which,1.0,0.25990763306617737,0.15727952122688293,0.56894451379776,0.18239639699459076,0.5345056653022766,0.49652695655822754,0.4582767188549042,0.17960327863693237,0.3214279115200043,0.44095608592033386,0.25454452633857727,0.3590145409107208,0.25759580731391907,0.23468568921089172,0.022181637585163116,0.25814583897590637
death,0.17868493497371674,0.1059088408946991,0.1303234100341797,0.16249743103981018,0.10098680108785629,0.19568277895450592,0.15326929092407227,0.19749301671981812,0.1494632214307785,0.10623057186603546,0.19869662821292877,0.12239740043878555,0.1739807277917862,0.03774981200695038,0.15333175659179688,0.017343228682875633,0.21149799227714539
wish,0.2899854779243469,0.20549477636814117,0.21930664777755737,0.2952733337879181,0.16978420317173004,0.4275972843170166,0.36908790469169617,0.3169248402118683,0.18190309405326843,0.1978454440832138,0.2881307899951935,0.24624298512935638,0.1263597458600998,0.15227778255939484,0.12229014933109283,0.010687654837965965,0.35864195227622986
coffee,0.1997203826904297,0.23402269184589386,0.11501673609018326,0.2200593799352646,0.17565950751304626,0.1756085306406021,0.17152056097984314,0.17226789891719818,0.1574263572692871,0.09345464408397675,0.22831618785858154,0.14819340407848358,0.10764498263597488,0.07279377430677414,0.24137148261070251,-0.04245529696345329,0.1695348024368286
had,0.3188965916633606,0.19269630312919617,0.3003121316432953,0.34897568821907043,0.17754459381103516,0.37984350323677063,0.6263401508331299,0.4145275354385376,0.18414147198200226,0.20259423553943634,0.3270139992237091,0.10895809531211853,0.39748913049697876,0.17216899991035461,0.1661457121372223,0.09219186753034592,0.20728366076946259
a,0.56894451379776,0.22037413716316223,0.22534137964248657,1.0,0.229091614484787,0.45503583550453186,0.338716596364975,0.29698723554611206,0.1853104531764984,0.2581788897514343,0.44038116931915283,0.23877057433128357,0.30341604351997375,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.23916715383529663
30-second,0.2968699634075165,0.05657489225268364,0.259460985660553,0.3324473798274994,0.1457606554031372,0.265219122171402,0.2154703140258789,0.18453337252140045,0.1701144427061081,0.21300069987773895,0.20732535421848297,0.17601285874843597,0.32848256826400757,0.2004479467868805,0.19167320430278778,0.033071182668209076,0.18454498052597046
commercial,0.28039100766181946,0.2870384752750397,0.14020659029483795,0.2696971893310547,0.1535993218421936,0.2572329044342041,0.1735086292028427,0.23722012341022491,0.1564321517944336,0.2529275417327881,0.25690725445747375,0.22110521793365479,0.13566018640995026,0.20105868577957153,0.16026756167411804,0.04720782861113548,0.04216946288943291
aired,0.2307283580303192,0.1785302758216858,0.21412378549575806,0.1767585724592209,0.23271557688713074,0.18075093626976013,0.16423636674880981,0.18560785055160522,0.132039874792099,0.4520854651927948,0.14468124508857727,0.13047800958156586,0.2747999131679535,0.22168377041816711,0.1768631637096405,0.025258932262659073,0.22283338010311127
free,0.25454452633857727,0.16017454862594604,0.11954578012228012,0.23877057433128357,0.15106257796287537,0.2913753390312195,0.18823827803134918,0.19708186388015747,0.14953143894672394,0.15095704793930054,0.2585347890853882,1.0,0.14036475121974945,0.08672431856393814,0.09584306180477142,-0.1088908240199089,0.1278279572725296
of,0.5011631846427917,0.20467796921730042,0.20832067728042603,0.5052502155303955,0.2265491932630539,0.41548454761505127,0.3802283704280853,0.4329940676689148,0.1761893332004547,0.24332952499389648,0.4185989499092102,0.2430545836687088,0.3869180977344513,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.1826142966747284
charge,0.24471032619476318,0.20915955305099487,0.13928905129432678,0.2415132075548172,0.1310151219367981,0.22747951745986938,0.207025945186615,0.2545078694820404,0.12834545969963074,0.12872515618801117,0.24153433740139008,0.22856684029102325,0.23127871751785278,0.08463805913925171,0.09958714991807938,0.07088417559862137,0.0958876758813858
courtesy,0.1625784933567047,0.1326783150434494,0.14671337604522705,0.22637400031089783,0.24623355269432068,0.26306912302970886,0.2725989520549774,0.2017882615327835,0.1690596342086792,0.14277033507823944,0.2852654457092285,0.15509194135665894,0.1461486965417862,0.11121920496225357,0.12175236642360687,-0.012485760264098644,0.34395626187324524
of,0.5011631846427917,0.20467796921730042,0.20832067728042603,0.5052502155303955,0.2265491932630539,0.41548454761505127,0.3802283704280853,0.4329940676689148,0.1761893332004547,0.24332952499389648,0.4185989499092102,0.2430545836687088,0.3869180977344513,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.1826142966747284
quickbooks,0.3840883672237396,0.2871352434158325,0.19560450315475464,0.3290599584579468,0.15614621341228485,0.388448566198349,0.37039220333099365,0.29396769404411316,0.22234424948692322,0.25664326548576355,0.33893218636512756,0.3495238125324249,0.2099398970603943,0.2533237636089325,0.24517272412776947,-0.06812900304794312,0.33220136165618896
.,0.45942068099975586,0.266353577375412,0.3011801838874817,0.50484299659729,0.20280277729034424,0.4645031690597534,0.41614407300949097,0.34427863359451294,0.2654629051685333,0.3143177330493927,0.4726039469242096,0.238864928483963,0.3485563397407532,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
