,how,many,forced,fumbles,did,thomas,davis,have,?
the,0.33890387415885925,0.4335206151008606,0.2571122944355011,0.21007823944091797,0.34736719727516174,0.23505409061908722,0.25552070140838623,0.40389683842658997,0.22068053483963013
panthers,0.1117783859372139,0.14744015038013458,0.13718506693840027,0.350493848323822,0.189295694231987,0.17461064457893372,0.19226649403572083,0.2049359530210495,0.16608978807926178
defense,0.14550013840198517,0.1536635160446167,0.14892327785491943,0.2712445855140686,0.14361093938350677,0.11851422488689423,0.15139654278755188,0.252090722322464,0.21935760974884033
gave,0.19802825152873993,0.21511444449424744,0.23178550601005554,0.19390960037708282,0.4154756963253021,0.20981544256210327,0.2119097113609314,0.25077977776527405,0.1910865753889084
up,0.2819872200489044,0.2688518464565277,0.20755474269390106,0.2758091986179352,0.21613863110542297,0.21035240590572357,0.15174630284309387,0.34569859504699707,0.1819818764925003
just,0.41178324818611145,0.3534678518772125,0.21217107772827148,0.22812679409980774,0.38283270597457886,0.18804623186588287,0.2201673984527588,0.45864632725715637,0.4144178032875061
308,0.20550771057605743,0.3341686427593231,0.12318409979343414,0.12362836301326752,0.11333061009645462,0.05835394933819771,0.1144515872001648,0.297671914100647,0.2011851817369461
points,0.22446410357952118,0.17477619647979736,0.10094138979911804,0.28954246640205383,0.2069225311279297,0.08522869646549225,0.12175514549016953,0.25485432147979736,0.11006313562393188
",",0.22659391164779663,0.40610817074775696,0.2527396082878113,0.3138982951641083,0.3015086054801941,0.25079426169395447,0.31438660621643066,0.3541618287563324,0.31091248989105225
ranking,0.21406538784503937,0.24067576229572296,0.12141358852386475,0.2559777498245239,0.23125748336315155,0.13335078954696655,0.17307926714420319,0.21002238988876343,0.18589437007904053
sixth,0.08715979754924774,0.10471410304307938,0.09711246937513351,0.18736425042152405,0.16302378475666046,0.1976182907819748,0.1534488946199417,0.13978883624076843,0.11620894819498062
in,0.2601168751716614,0.41474202275276184,0.2043643444776535,0.1527000367641449,0.2593238651752472,0.21133768558502197,0.20000724494457245,0.36843645572662354,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.2571122944355011,0.21007823944091797,0.34736719727516174,0.23505409061908722,0.25552070140838623,0.40389683842658997,0.22068053483963013
league,0.04579940438270569,0.15746146440505981,0.15015053749084473,0.27546098828315735,0.17557655274868011,0.13170233368873596,0.18219783902168274,0.19458895921707153,0.15941482782363892
",",0.22659391164779663,0.40610817074775696,0.2527396082878113,0.3138982951641083,0.3015086054801941,0.25079426169395447,0.31438660621643066,0.3541618287563324,0.31091248989105225
while,0.2918691337108612,0.3748262822628021,0.33776578307151794,0.31082460284233093,0.3330625295639038,0.16585712134838104,0.188859224319458,0.3577405512332916,0.21076419949531555
also,0.43506327271461487,0.6258217096328735,0.20560882985591888,0.19762612879276276,0.39334940910339355,0.1750018447637558,0.21051938831806183,0.5252172946929932,0.21848613023757935
leading,0.18543758988380432,0.2955435812473297,0.24184104800224304,0.3169481158256531,0.20311816036701202,0.19678406417369843,0.18607328832149506,0.16850294172763824,0.1360926628112793
the,0.33890387415885925,0.4335206151008606,0.2571122944355011,0.21007823944091797,0.34736719727516174,0.23505409061908722,0.25552070140838623,0.40389683842658997,0.22068053483963013
nfl,0.09207417815923691,0.09887322783470154,0.16936424374580383,0.42652708292007446,0.16524574160575867,0.19426441192626953,0.22286294400691986,0.18029768764972687,0.10610254108905792
in,0.2601168751716614,0.41474202275276184,0.2043643444776535,0.1527000367641449,0.2593238651752472,0.21133768558502197,0.20000724494457245,0.36843645572662354,0.20430970191955566
interceptions,0.2084771692752838,0.21864065527915955,0.2509732246398926,0.5761364698410034,0.21840861439704895,0.1871076077222824,0.2182946801185608,0.23448514938354492,0.10945115238428116
with,0.3525622487068176,0.35744401812553406,0.20199844241142273,0.21032394468784332,0.25472134351730347,0.1763175129890442,0.2030765265226364,0.48046383261680603,0.2433311939239502
24,-0.016954585909843445,-0.047841135412454605,0.013247206807136536,0.023246487602591515,-0.04566230997443199,-0.023030849173665047,0.00283488049171865,-0.052807487547397614,0.016154835000634193
and,0.33647966384887695,0.5296266674995422,0.28385210037231445,0.27952373027801514,0.34479495882987976,0.20946627855300903,0.2661881148815155,0.4711785912513733,0.20544172823429108
boasting,0.3074793219566345,0.3160076439380646,0.15321341156959534,0.19821545481681824,0.18090026080608368,0.1094357892870903,0.16854602098464966,0.3273068368434906,0.24996808171272278
four,0.1955733299255371,0.4139232039451599,0.13886989653110504,0.1544954925775528,0.20222175121307373,0.13370166718959808,0.17915694415569305,0.3544043302536011,0.14532537758350372
pro,0.18713277578353882,0.13571034371852875,0.23435278236865997,0.22162920236587524,0.14497412741184235,0.0934324860572815,0.17279212176799774,0.16766418516635895,0.17645101249217987
bowl,0.1720007210969925,0.17932994663715363,0.1976994276046753,0.38857853412628174,0.18569406867027283,0.14911524951457977,0.221586212515831,0.19536113739013672,0.21118052303791046
selections,0.29313933849334717,0.2996109426021576,0.16114652156829834,0.22713322937488556,0.20442557334899902,0.13079050183296204,0.1401914358139038,0.29340502619743347,0.25070586800575256
.,0.3287222981452942,0.3974229395389557,0.23676170408725739,0.26300492882728577,0.35288307070732117,0.2580391466617584,0.27705830335617065,0.41614407300949097,0.4130953550338745
,how,many,forced,fumbles,did,thomas,davis,have,?
davis,0.18671093881130219,0.17346549034118652,0.13540703058242798,0.3688019812107086,0.17277368903160095,0.35804271697998047,0.9999999403953552,0.19272664189338684,0.17094263434410095
compiled,0.23062913119792938,0.20331193506717682,0.1136249303817749,0.17910251021385193,0.2518605589866638,0.1440596878528595,0.17934149503707886,0.1720070093870163,0.1853211224079132
5½,0.05485886335372925,-0.025201501324772835,0.0047539277002215385,0.020490232855081558,-0.004989197477698326,0.04188178852200508,0.07241974771022797,-0.05805052071809769,0.02049519307911396
sacks,0.1041552722454071,0.16596581041812897,0.2543655037879944,0.4642697870731354,0.1250401884317398,0.2001982033252716,0.21952810883522034,0.18270085752010345,0.0761517658829689
",",0.22659391164779663,0.40610817074775696,0.2527396082878113,0.3138982951641083,0.3015086054801941,0.25079426169395447,0.31438660621643066,0.3541618287563324,0.31091248989105225
four,0.1955733299255371,0.4139232039451599,0.13886989653110504,0.1544954925775528,0.20222175121307373,0.13370166718959808,0.17915694415569305,0.3544043302536011,0.14532537758350372
forced,0.23831938207149506,0.2377408891916275,1.0,0.3908575773239136,0.36753809452056885,0.09485699981451035,0.13540703058242798,0.20227037370204926,0.17547516524791718
fumbles,0.17731307446956635,0.1469249129295349,0.3908575773239136,1.0,0.16302171349525452,0.2653747498989105,0.3688019812107086,0.21062949299812317,0.1826416552066803
",",0.22659391164779663,0.40610817074775696,0.2527396082878113,0.3138982951641083,0.3015086054801941,0.25079426169395447,0.31438660621643066,0.3541618287563324,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.28385210037231445,0.27952373027801514,0.34479495882987976,0.20946627855300903,0.2661881148815155,0.4711785912513733,0.20544172823429108
four,0.1955733299255371,0.4139232039451599,0.13886989653110504,0.1544954925775528,0.20222175121307373,0.13370166718959808,0.17915694415569305,0.3544043302536011,0.14532537758350372
interceptions,0.2084771692752838,0.21864065527915955,0.2509732246398926,0.5761364698410034,0.21840861439704895,0.1871076077222824,0.2182946801185608,0.23448514938354492,0.10945115238428116
",",0.22659391164779663,0.40610817074775696,0.2527396082878113,0.3138982951641083,0.3015086054801941,0.25079426169395447,0.31438660621643066,0.3541618287563324,0.31091248989105225
while,0.2918691337108612,0.3748262822628021,0.33776578307151794,0.31082460284233093,0.3330625295639038,0.16585712134838104,0.188859224319458,0.3577405512332916,0.21076419949531555
kuechly,0.3296191096305847,0.32336726784706116,0.20938821136951447,0.2273598313331604,0.23794062435626984,0.246662899851799,0.2808487117290497,0.2900685966014862,0.28055086731910706
led,0.15437260270118713,0.2798413932323456,0.39619919657707214,0.2139880210161209,0.3213953971862793,0.12460912764072418,0.20987354218959808,0.23052383959293365,0.09273858368396759
the,0.33890387415885925,0.4335206151008606,0.2571122944355011,0.21007823944091797,0.34736719727516174,0.23505409061908722,0.25552070140838623,0.40389683842658997,0.22068053483963013
team,0.0986802950501442,0.09326329827308655,0.16960181295871735,0.29259487986564636,0.1497787982225418,0.10321155935525894,0.18413829803466797,0.16041462123394012,0.11243411153554916
in,0.2601168751716614,0.41474202275276184,0.2043643444776535,0.1527000367641449,0.2593238651752472,0.21133768558502197,0.20000724494457245,0.36843645572662354,0.20430970191955566
tackles,0.20144808292388916,0.14041443169116974,0.262871116399765,0.5880454778671265,0.2027961164712906,0.27076810598373413,0.35084402561187744,0.24016723036766052,0.20188532769680023
(,0.1676948219537735,0.1455259770154953,0.15457509458065033,0.1980789452791214,0.18979617953300476,0.20615462958812714,0.1940179318189621,0.23072676360607147,0.40561532974243164
118,0.04636121541261673,0.13620632886886597,0.0005680140457116067,0.032641224563121796,0.0757497251033783,0.05709174647927284,0.05024713650345802,0.051877766847610474,-0.043735772371292114
),0.17939934134483337,0.16602720320224762,0.16351638734340668,0.20628806948661804,0.18584993481636047,0.23000352084636688,0.1769411563873291,0.22866283357143402,0.42300865054130554
forced,0.23831938207149506,0.2377408891916275,1.0,0.3908575773239136,0.36753809452056885,0.09485699981451035,0.13540703058242798,0.20227037370204926,0.17547516524791718
two,0.2499001920223236,0.5147606730461121,0.18830540776252747,0.1853245198726654,0.2755576968193054,0.1530531942844391,0.19884546101093292,0.4498785734176636,0.19645625352859497
fumbles,0.17731307446956635,0.1469249129295349,0.3908575773239136,1.0,0.16302171349525452,0.2653747498989105,0.3688019812107086,0.21062949299812317,0.1826416552066803
",",0.22659391164779663,0.40610817074775696,0.2527396082878113,0.3138982951641083,0.3015086054801941,0.25079426169395447,0.31438660621643066,0.3541618287563324,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.28385210037231445,0.27952373027801514,0.34479495882987976,0.20946627855300903,0.2661881148815155,0.4711785912513733,0.20544172823429108
intercepted,0.1828654557466507,0.13441960513591766,0.3019281029701233,0.5078967809677124,0.2508208155632019,0.1623084545135498,0.21856990456581116,0.1683504581451416,0.10366860032081604
four,0.1955733299255371,0.4139232039451599,0.13886989653110504,0.1544954925775528,0.20222175121307373,0.13370166718959808,0.17915694415569305,0.3544043302536011,0.14532537758350372
passes,0.2305745780467987,0.09871689230203629,0.1821225881576538,0.3293900787830353,0.11102328449487686,0.12465035170316696,0.17798155546188354,0.21408922970294952,0.09716983139514923
of,0.2480744868516922,0.37253960967063904,0.27082350850105286,0.19014200568199158,0.2513895630836487,0.18699592351913452,0.18173569440841675,0.3802283704280853,0.1826142966747284
his,0.24614305794239044,0.3188176155090332,0.3238677382469177,0.3403880298137665,0.3546801507472992,0.20028819143772125,0.2677081823348999,0.25689181685447693,0.18075084686279297
own,0.3035697042942047,0.36230841279029846,0.21377409994602203,0.13410238921642303,0.34475913643836975,0.1525033563375473,0.14069998264312744,0.3685062825679779,0.1937696635723114
.,0.3287222981452942,0.3974229395389557,0.23676170408725739,0.26300492882728577,0.35288307070732117,0.2580391466617584,0.27705830335617065,0.41614407300949097,0.4130953550338745
