,what,does,the,nederrijn,change,it,'s,name,to,?
however,0.4480680823326111,0.4463717043399811,0.49814513325691223,0.11174764484167099,0.4208816587924957,0.467002272605896,0.011690815910696983,0.22817681729793549,0.5474119186401367,0.2152075469493866
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.3337106704711914,0.2752361297607422,0.48329564929008484,-0.0016132977325469255,0.28145334124565125,0.44245919585227966,0.31091248989105225
at,0.2838611304759979,0.17465277016162872,0.457212895154953,0.22287343442440033,0.1873948872089386,0.36473900079727173,-0.08481216430664062,0.11450952291488647,0.36524343490600586,0.21978627145290375
wijk,0.09544714540243149,0.11680645495653152,0.1787835955619812,0.6574561595916748,0.04414444789290428,0.09559518843889236,0.0159349013119936,0.14134083688259125,0.14438174664974213,0.15687686204910278
bij,0.16130058467388153,0.11680877953767776,0.1396031379699707,0.5650624632835388,0.0527801476418972,0.1455136090517044,0.04803113639354706,0.22644013166427612,0.10275791585445404,0.18858683109283447
duurstede,0.134284108877182,0.08950493484735489,0.19626659154891968,0.6569596529006958,0.10054738819599152,0.13430140912532806,0.024223314598202705,0.1457720696926117,0.14032970368862152,0.18678875267505646
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.3337106704711914,0.2752361297607422,0.48329564929008484,-0.0016132977325469255,0.28145334124565125,0.44245919585227966,0.31091248989105225
the,0.42745697498321533,0.35928019881248474,1.0,0.1956699937582016,0.3641999065876007,0.6251175999641418,-0.01540423184633255,0.3171212375164032,0.535392165184021,0.22068053483963013
nederrijn,0.17190618813037872,0.11752732843160629,0.1956699937582016,1.0,0.1241900771856308,0.11911197751760483,-0.02624940127134323,0.20149925351142883,0.13228623569011688,0.254536509513855
changes,0.2740466892719269,0.29364344477653503,0.3427845537662506,0.14810706675052643,0.7008803486824036,0.29838016629219055,0.006762445904314518,0.1939401477575302,0.32918253540992737,0.21264225244522095
its,0.30393704771995544,0.33437713980674744,0.559237003326416,0.12737999856472015,0.2739183306694031,0.5786119699478149,0.03202139586210251,0.317160964012146,0.3691340684890747,0.15103481709957123
name,0.18623162806034088,0.21063627302646637,0.3171212375164032,0.20149925351142883,0.1832984834909439,0.2910972535610199,0.08507627248764038,1.0,0.27806994318962097,0.15381577610969543
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.2645431458950043,0.2438346892595291,0.40957894921302795,0.06895173341035843,0.21235932409763336,0.48971283435821533,0.20544172823429108
becomes,0.15717560052871704,0.24333611130714417,0.2601490020751953,0.14326611161231995,0.11449210345745087,0.21611115336418152,-0.04490043967962265,0.18366219103336334,0.22548897564411163,0.1751440465450287
the,0.42745697498321533,0.35928019881248474,1.0,0.1956699937582016,0.3641999065876007,0.6251175999641418,-0.01540423184633255,0.3171212375164032,0.535392165184021,0.22068053483963013
lek,0.05934940651059151,0.07555647194385529,0.17809559404850006,0.4172360897064209,0.07935895025730133,0.0920485258102417,0.05543556809425354,0.1382184624671936,0.15606339275836945,0.12949015200138092
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.3120037615299225,0.3244723975658417,0.5593622326850891,-0.003708066651597619,0.24737101793289185,0.4645031690597534,0.4130953550338745
