,what,has,given,the,american,economy,a,tendency,to,go,``,from,bubble,to,bubble,'',?
to,0.455847829580307,0.3619994819164276,0.3428947925567627,0.535392165184021,0.16338081657886505,0.2613506615161896,0.45503583550453186,0.3589240312576294,1.0,0.384844571352005,0.06720756739377975,0.4069952368736267,0.17398522794246674,1.0,0.17398522794246674,-0.009905828163027763,0.29463258385658264
compensate,0.3213008940219879,0.12566713988780975,0.2561511993408203,0.2269025444984436,0.12997497618198395,0.25371283292770386,0.18354620039463043,0.27691349387168884,0.3709917664527893,0.25942862033843994,0.02446111850440502,0.19893695414066315,0.29431793093681335,0.3709917664527893,0.29431793093681335,-0.03173156455159187,0.20590907335281372
for,0.3017193675041199,0.450642853975296,0.44294488430023193,0.4739971458911896,0.2306184321641922,0.2269710749387741,0.44038116931915283,0.2027241438627243,0.4451248347759247,0.2588973641395569,0.01270448137074709,0.314039945602417,0.1654168963432312,0.4451248347759247,0.1654168963432312,-0.04479556903243065,0.264628142118454
stagnating,0.26749905943870544,0.30927664041519165,0.2535683214664459,0.39206936955451965,0.14956778287887573,0.3057043254375458,0.3691576421260834,0.29908931255340576,0.3086450695991516,0.230022594332695,0.20344297587871552,0.28776150941848755,0.2510766386985779,0.3086450695991516,0.2510766386985779,-0.0667540654540062,0.23587624728679657
and,0.31309178471565247,0.43716782331466675,0.30185943841934204,0.5171257257461548,0.32290002703666687,0.26484790444374084,0.3739250600337982,0.30110910534858704,0.48971283435821533,0.35260969400405884,0.036644238978624344,0.3601827025413513,0.1628083884716034,0.48971283435821533,0.1628083884716034,0.021612688899040222,0.20544172823429108
declining,0.2580306828022003,0.2265462875366211,0.26935067772865295,0.3269357681274414,0.1545828878879547,0.34152543544769287,0.2245260328054428,0.3004009425640106,0.30182603001594543,0.19068798422813416,0.06655506789684296,0.18874123692512512,0.13578861951828003,0.30182603001594543,0.13578861951828003,0.010997283272445202,0.1608004868030548
purchasing,0.23366789519786835,0.2223646342754364,0.22060199081897736,0.2221633493900299,0.21535806357860565,0.37552252411842346,0.23267069458961487,0.22352813184261322,0.2600758969783783,0.1578448861837387,-0.04102456942200661,0.23211821913719177,0.2684115171432495,0.2600758969783783,0.2684115171432495,0.07172475010156631,0.13069698214530945
power,0.22216427326202393,0.1779095083475113,0.19449229538440704,0.2647338807582855,0.12346797436475754,0.3115519881248474,0.21580491960048676,0.2026287466287613,0.27001675963401794,0.16111746430397034,0.02305009216070175,0.21385204792022705,0.13824297487735748,0.27001675963401794,0.13824297487735748,0.03610771894454956,0.15304024517536163
",",0.3087472915649414,0.3734780251979828,0.2843315005302429,0.4933079481124878,0.3048616647720337,0.2521176040172577,0.427140474319458,0.2100195437669754,0.44245919585227966,0.3043581247329712,0.09681109338998795,0.39760664105415344,0.2105218470096588,0.44245919585227966,0.2105218470096588,-0.037358131259679794,0.31091248989105225
political,0.21846716105937958,0.1945810467004776,0.17285726964473724,0.20477235317230225,0.2370757758617401,0.39603617787361145,0.21418654918670654,0.23789766430854797,0.2065112292766571,0.11342685669660568,0.13712286949157715,0.20812924206256866,0.1450621783733368,0.2065112292766571,0.1450621783733368,0.030319077894091606,0.17130474746227264
pressure,0.2625555694103241,0.14868444204330444,0.18662820756435394,0.28285476565361023,0.12731237709522247,0.19031859934329987,0.23459996283054352,0.2717205584049225,0.30812981724739075,0.146192267537117,0.07613925635814667,0.16618163883686066,0.3403291404247284,0.30812981724739075,0.3403291404247284,-0.029363375157117844,0.142023503780365
has,0.20338068902492523,1.0,0.28702312707901,0.4177538752555847,0.15494826436042786,0.22682175040245056,0.4670248031616211,0.1991642862558365,0.3619994819164276,0.17295274138450623,0.06254398077726364,0.2621968984603882,0.12539224326610565,0.3619994819164276,0.12539224326610565,0.004576915875077248,0.15994466841220856
developed,0.15555569529533386,0.2396264225244522,0.20260778069496155,0.24490751326084137,0.1717585176229477,0.18640434741973877,0.286296546459198,0.135530486702919,0.19491806626319885,0.11724293977022171,0.007079461123794317,0.1734662652015686,0.1468835473060608,0.19491806626319885,0.1468835473060608,-0.01097940281033516,0.10763012617826462
to,0.455847829580307,0.3619994819164276,0.3428947925567627,0.535392165184021,0.16338081657886505,0.2613506615161896,0.45503583550453186,0.3589240312576294,1.0,0.384844571352005,0.06720756739377975,0.4069952368736267,0.17398522794246674,1.0,0.17398522794246674,-0.009905828163027763,0.29463258385658264
extend,0.30407145619392395,0.22394561767578125,0.19058339297771454,0.29680711030960083,0.053713761270046234,0.1642567664384842,0.21946638822555542,0.2992974519729614,0.3343263864517212,0.27136507630348206,0.16852663457393646,0.23901566863059998,0.10675325989723206,0.3343263864517212,0.10675325989723206,-0.012306081131100655,0.2181791514158249
easier,0.33438804745674133,0.20441141724586487,0.196881502866745,0.26447010040283203,0.14747755229473114,0.23695160448551178,0.2903635501861572,0.3282919228076935,0.42273572087287903,0.23638980090618134,0.1421305239200592,0.2089059054851532,0.25728657841682434,0.42273572087287903,0.25728657841682434,-0.045023925602436066,0.2642807960510254
credit,0.24852240085601807,0.10506293922662735,0.2640017867088318,0.20452284812927246,0.14605720341205597,0.19770725071430206,0.1721770018339157,0.18621985614299774,0.20738251507282257,0.11103513836860657,-0.010982112027704716,0.1949848085641861,0.17552223801612854,0.20738251507282257,0.17552223801612854,0.021128393709659576,0.13371090590953827
to,0.455847829580307,0.3619994819164276,0.3428947925567627,0.535392165184021,0.16338081657886505,0.2613506615161896,0.45503583550453186,0.3589240312576294,1.0,0.384844571352005,0.06720756739377975,0.4069952368736267,0.17398522794246674,1.0,0.17398522794246674,-0.009905828163027763,0.29463258385658264
the,0.42745697498321533,0.4177538752555847,0.37508252263069153,1.0,0.24562937021255493,0.24644890427589417,0.5829201340675354,0.20812319219112396,0.535392165184021,0.29801803827285767,0.029072100296616554,0.40150508284568787,0.2252790778875351,0.535392165184021,0.2252790778875351,0.041273195296525955,0.22068053483963013
lower,0.20079238712787628,0.18122337758541107,0.1400371938943863,0.3463275134563446,0.0344884879887104,0.19457294046878815,0.2221667766571045,0.179620623588562,0.233318492770195,0.1769716888666153,0.15785254538059235,0.2286408692598343,0.1891486495733261,0.233318492770195,0.1891486495733261,-0.08320248872041702,0.08471795171499252
and,0.31309178471565247,0.43716782331466675,0.30185943841934204,0.5171257257461548,0.32290002703666687,0.26484790444374084,0.3739250600337982,0.30110910534858704,0.48971283435821533,0.35260969400405884,0.036644238978624344,0.3601827025413513,0.1628083884716034,0.48971283435821533,0.1628083884716034,0.021612688899040222,0.20544172823429108
middle,0.18312302231788635,0.21790438890457153,0.1668901890516281,0.3405749201774597,0.18199525773525238,0.252384215593338,0.23820361495018005,0.15070751309394836,0.2015334814786911,0.15274599194526672,0.07438047230243683,0.26505398750305176,0.1807691901922226,0.2015334814786911,0.1807691901922226,-0.02367579936981201,0.13139553368091583
income,0.21837803721427917,0.20378613471984863,0.19130927324295044,0.23699946701526642,0.1413542628288269,0.4612882733345032,0.2084353119134903,0.22199523448944092,0.27188464999198914,0.1578993797302246,0.05631798505783081,0.17458222806453705,0.14793193340301514,0.27188464999198914,0.14793193340301514,-0.01438893098384142,0.14935168623924255
earners,0.23694711923599243,0.21055515110492706,0.26396286487579346,0.2193494290113449,0.18947145342826843,0.31408777832984924,0.2701561450958252,0.22200551629066467,0.22879493236541748,0.2366616427898407,0.05681292712688446,0.16083820164203644,0.19028158485889435,0.22879493236541748,0.19028158485889435,0.03618297353386879,0.25306665897369385
–,0.13008765876293182,0.06639378517866135,0.13144516944885254,0.2607575058937073,0.3820154368877411,0.09060721099376678,0.1997407078742981,0.10474751144647598,0.19410304725170135,0.15815135836601257,-0.004037678707391024,0.1996118724346161,0.10540784150362015,0.19410304725170135,0.10540784150362015,-0.07393307238817215,0.2714554965496063
particularly,0.33027681708335876,0.27153345942497253,0.2512865662574768,0.32132959365844727,0.20081286132335663,0.2711493968963623,0.307696133852005,0.3334906995296478,0.33588847517967224,0.10435270518064499,0.0989505872130394,0.25527527928352356,0.17675749957561493,0.33588847517967224,0.17675749957561493,-0.04785323888063431,0.2644225060939789
to,0.455847829580307,0.3619994819164276,0.3428947925567627,0.535392165184021,0.16338081657886505,0.2613506615161896,0.45503583550453186,0.3589240312576294,1.0,0.384844571352005,0.06720756739377975,0.4069952368736267,0.17398522794246674,1.0,0.17398522794246674,-0.009905828163027763,0.29463258385658264
buy,0.27250197529792786,0.16643758118152618,0.2558751404285431,0.19276557862758636,0.16686923801898956,0.24156096577644348,0.2433425337076187,0.14534127712249756,0.3550134301185608,0.31640881299972534,-0.11920056492090225,0.18860575556755066,0.2117813527584076,0.3550134301185608,0.2117813527584076,0.060792118310928345,0.19142918288707733
homes,0.1709814965724945,0.1647036075592041,0.1419653445482254,0.22941356897354126,0.1678621470928192,0.27291804552078247,0.1711449772119522,0.1222560927271843,0.2634379267692566,0.23919039964675903,-0.09119720757007599,0.18221589922904968,0.16847069561481476,0.2634379267692566,0.16847069561481476,-0.06281936168670654,0.12707971036434174
