,who,did,noble,acquire,the,rights,to,the,american,broadcasting,company,name,from,?
noble,0.20064976811408997,0.1576092541217804,1.0,0.1082959696650505,0.2295120358467102,0.12874075770378113,0.18826298415660858,0.2295120358467102,0.13568325340747833,0.11255649477243423,0.09502840787172318,0.18453916907310486,0.13967736065387726,0.11942308396100998
subsequently,0.23549991846084595,0.24780967831611633,0.05150165036320686,0.14867714047431946,0.2886511981487274,0.13406822085380554,0.29023027420043945,0.2886511981487274,0.1367620825767517,0.2050919234752655,0.14953728020191193,0.08445461839437485,0.19482029974460602,0.005594457965344191
acquired,0.167435422539711,0.13529880344867706,0.11120925843715668,0.8669742345809937,0.22202405333518982,0.23636984825134277,0.1683000773191452,0.22202405333518982,0.10073783248662949,0.2339058369398117,0.36101943254470825,0.18881307542324066,0.21448072791099548,0.09366346150636673
the,0.3733934462070465,0.34736719727516174,0.2295120358467102,0.19284681975841522,1.0,0.2579100430011749,0.535392165184021,1.0,0.24562937021255493,0.29916465282440186,0.26591673493385315,0.3171212375164032,0.40150508284568787,0.22068053483963013
rights,0.3146883249282837,0.2525300085544586,0.12874075770378113,0.204771488904953,0.2579100430011749,0.9999999403953552,0.2570022940635681,0.2579100430011749,0.22882525622844696,0.24217469990253448,0.175696462392807,0.16826649010181427,0.159982830286026,0.21814769506454468
to,0.42656609416007996,0.4452643394470215,0.18826298415660858,0.19960732758045197,0.535392165184021,0.2570022940635681,1.0,0.535392165184021,0.16338081657886505,0.23729375004768372,0.24903783202171326,0.27806994318962097,0.4069952368736267,0.29463258385658264
the,0.3733934462070465,0.34736719727516174,0.2295120358467102,0.19284681975841522,1.0,0.2579100430011749,0.535392165184021,1.0,0.24562937021255493,0.29916465282440186,0.26591673493385315,0.3171212375164032,0.40150508284568787,0.22068053483963013
``,0.02397952415049076,-0.029888948425650597,0.07176711410284042,-0.0716860294342041,0.029072100296616554,-0.0018663033843040466,0.06720756739377975,0.029072100296616554,-0.08810009062290192,-0.051995109766721725,-0.11237407475709915,0.1001104861497879,0.02677825279533863,0.0685480609536171
american,0.3093835413455963,0.21486236155033112,0.13568325340747833,0.1098877489566803,0.24562937021255493,0.22882525622844696,0.16338081657886505,0.24562937021255493,1.0000001192092896,0.26785901188850403,0.1761145144701004,0.14227524399757385,0.20110583305358887,0.18877598643302917
broadcasting,0.16948257386684418,0.12097854167222977,0.11255649477243423,0.21984879672527313,0.29916465282440186,0.24217469990253448,0.23729375004768372,0.29916465282440186,0.26785901188850403,1.0,0.3277682960033417,0.16204847395420074,0.19793446362018585,0.10870421677827835
company,0.2383776307106018,0.16800642013549805,0.09502840787172318,0.3454020023345947,0.26591673493385315,0.175696462392807,0.24903783202171326,0.26591673493385315,0.1761145144701004,0.3277682960033417,1.0,0.21465471386909485,0.1728876233100891,0.12195809185504913
'',0.024401003494858742,0.01978493109345436,0.12015358358621597,0.11047709733247757,0.041273195296525955,-0.021743718534708023,-0.009905828163027763,0.041273195296525955,0.0032750738319009542,-0.024218859151005745,0.04412749409675598,0.003883055876940489,-0.011389154009521008,0.018684765323996544
name,0.2027527540922165,0.17557460069656372,0.18453916907310486,0.14350943267345428,0.3171212375164032,0.16826649010181427,0.27806994318962097,0.3171212375164032,0.14227524399757385,0.16204847395420074,0.21465471386909485,1.0,0.2635002136230469,0.15381577610969543
from,0.27839982509613037,0.20248863101005554,0.13967736065387726,0.2194083333015442,0.40150508284568787,0.159982830286026,0.4069952368736267,0.40150508284568787,0.20110583305358887,0.19793446362018585,0.1728876233100891,0.2635002136230469,1.0,0.19969791173934937
george,0.25805044174194336,0.238631471991539,0.18551824986934662,0.10554817318916321,0.2510760426521301,0.16380682587623596,0.17226167023181915,0.2510760426521301,0.2840450704097748,0.1768721640110016,0.16877350211143494,0.06950693577528,0.11345229297876358,0.1479024887084961
b.,-0.04261862486600876,0.05412197485566139,0.03062617778778076,-0.09643293172121048,-0.008502916432917118,-0.004266754258424044,-0.025171726942062378,-0.008502916432917118,-0.027466805651783943,-0.06596312671899796,0.03698784485459328,0.06722312420606613,-0.043322592973709106,-0.032647255808115005
storer,0.2533278167247772,0.13313589990139008,0.11286439746618271,0.22271691262722015,0.22649691998958588,0.1948455572128296,0.20282943546772003,0.22649691998958588,0.22185717523097992,0.19824489951133728,0.3251515030860901,0.19616134464740753,0.17428706586360931,0.1530807912349701
in,0.2792111933231354,0.2593238651752472,0.21956220269203186,0.16787947714328766,0.6662389636039734,0.17772755026817322,0.45010748505592346,0.6662389636039734,0.22871561348438263,0.27609771490097046,0.22141718864440918,0.2459065467119217,0.4274188280105591,0.20430970191955566
1944,0.15944549441337585,0.09948921203613281,0.08510582894086838,0.12237337976694107,0.12787654995918274,0.05523101985454559,0.07950630784034729,0.12787654995918274,0.10004817694425583,0.07185570150613785,0.030603129416704178,0.1580316424369812,0.12721697986125946,0.21799609065055847
;,0.007937713526189327,0.10727239400148392,0.07941370457410812,0.09889573603868484,0.09152708947658539,0.071989044547081,0.0979827418923378,0.09152708947658539,0.07995785772800446,0.0032542117405682802,0.0690227821469307,0.01776505447924137,0.07524215430021286,0.10349778085947037
