,how,were,british,able,to,cut,supplies,to,louisbourg,?
to,0.44169697165489197,0.31913647055625916,0.22690963745117188,0.529755175113678,1.0,0.27572008967399597,0.2983745038509369,1.0,0.1780962496995926,0.29463258385658264
cut,0.270995169878006,0.24844026565551758,0.15200164914131165,0.26187801361083984,0.27572008967399597,0.9999998807907104,0.2528204321861267,0.27572008967399597,0.11695635318756104,0.1403924524784088
vital,0.2688857913017273,0.10510039329528809,0.11836864054203033,0.2878502309322357,0.24823282659053802,0.19766908884048462,0.26574206352233887,0.24823282659053802,0.13175322115421295,0.21898242831230164
supplies,0.167075514793396,0.3136036694049835,0.22382618486881256,0.3025197982788086,0.2983745038509369,0.2528204321861267,1.0,0.2983745038509369,0.17147117853164673,0.08799431473016739
to,0.44169697165489197,0.31913647055625916,0.22690963745117188,0.529755175113678,1.0,0.27572008967399597,0.2983745038509369,1.0,0.1780962496995926,0.29463258385658264
louisbourg,0.11149901896715164,0.20157289505004883,0.3082667589187622,0.1722376048564911,0.1780962496995926,0.11695635318756104,0.17147117853164673,0.1780962496995926,1.0,0.09875453263521194
",",0.22659391164779663,0.36755475401878357,0.25734075903892517,0.28725793957710266,0.44245919585227966,0.23439376056194305,0.25665605068206787,0.44245919585227966,0.30257532000541687,0.31091248989105225
nova,0.05422375723719597,0.15327711403369904,0.22182250022888184,0.07439755648374557,0.10374868661165237,0.045412901788949966,0.09951995313167572,0.10374868661165237,0.29132387042045593,0.11942808330059052
scotia,0.07249331474304199,0.20001846551895142,0.2812920808792114,0.1105869710445404,0.1393740475177765,0.12044340372085571,0.21335431933403015,0.1393740475177765,0.3453424572944641,0.10058031976222992
's,-0.026164190843701363,0.007088581565767527,0.06352180242538452,0.04899895191192627,0.03782717138528824,-0.049489881843328476,0.08554226160049438,0.03782717138528824,0.0804426297545433,-0.023395681753754616
governor,0.09762346744537354,0.16447146236896515,0.2543089985847473,0.10632544010877609,0.15556925535202026,0.08058253675699234,0.18229933083057404,0.15556925535202026,0.24495096504688263,0.135940283536911
charles,0.18120063841342926,0.1862054467201233,0.21354958415031433,0.12956495583057404,0.1563960611820221,0.13607172667980194,0.18142856657505035,0.1563960611820221,0.38921040296554565,0.17366734147071838
lawrence,0.1495920866727829,0.16789938509464264,0.2520275115966797,0.1249251514673233,0.11845449358224869,0.04099239036440849,0.17577886581420898,0.11845449358224869,0.2936913073062897,0.1681434065103531
ordered,0.2164156138896942,0.3200675845146179,0.17937681078910828,0.36953601241111755,0.3161680996417999,0.266308456659317,0.3533675968647003,0.3161680996417999,0.17582327127456665,0.11423391848802567
the,0.33890387415885925,0.3906462490558624,0.28973397612571716,0.3435857892036438,0.535392165184021,0.29221418499946594,0.31027752161026,0.535392165184021,0.2785874009132385,0.22068053483963013
deportation,0.18444260954856873,0.23432879149913788,0.11423361301422119,0.11102448403835297,0.26281479001045227,0.05136435851454735,0.26035767793655396,0.26281479001045227,0.28402966260910034,0.18810054659843445
of,0.2480744868516922,0.34038281440734863,0.23701532185077667,0.23883962631225586,0.41548454761505127,0.26061776280403137,0.24392101168632507,0.41548454761505127,0.2736597955226898,0.1826142966747284
the,0.33890387415885925,0.3906462490558624,0.28973397612571716,0.3435857892036438,0.535392165184021,0.29221418499946594,0.31027752161026,0.535392165184021,0.2785874009132385,0.22068053483963013
french-speaking,0.20857155323028564,0.3130190968513489,0.37717169523239136,0.23035767674446106,0.28204506635665894,0.17710773646831512,0.22747208178043365,0.28204506635665894,0.45136067271232605,0.21797619760036469
acadian,0.1563776135444641,0.16064061224460602,0.40680190920829773,0.10756893455982208,0.194606214761734,0.12113337218761444,0.24309048056602478,0.194606214761734,0.327006459236145,0.0758456215262413
population,0.1651063710451126,0.17721828818321228,0.13639649748802185,0.14484044909477234,0.19776633381843567,0.10353460162878036,0.20835529267787933,0.19776633381843567,0.23970581591129303,0.14449454843997955
from,0.22939439117908478,0.29991888999938965,0.21991202235221863,0.2139057070016861,0.4069952368736267,0.2308090329170227,0.21651031076908112,0.4069952368736267,0.20376363396644592,0.19969791173934937
the,0.33890387415885925,0.3906462490558624,0.28973397612571716,0.3435857892036438,0.535392165184021,0.29221418499946594,0.31027752161026,0.535392165184021,0.2785874009132385,0.22068053483963013
area,0.17030490934848785,0.2544567286968231,0.12087655067443848,0.12674573063850403,0.2797197997570038,0.11344914883375168,0.256533145904541,0.2797197997570038,0.204685240983963,0.12640461325645447
.,0.3287222981452942,0.3378238379955292,0.23159366846084595,0.34544092416763306,0.4645031690597534,0.2298540472984314,0.20565925538539886,0.4645031690597534,0.2679981291294098,0.4130953550338745
,how,were,british,able,to,cut,supplies,to,louisbourg,?
colonel,0.12795457243919373,0.2233365923166275,0.2785169780254364,0.12568041682243347,0.14162787795066833,0.1624472290277481,0.26764926314353943,0.14162787795066833,0.24606868624687195,0.14849194884300232
monckton,0.2781429588794708,0.16953076422214508,0.24473005533218384,0.2360127568244934,0.30421677231788635,0.2279330939054489,0.20145449042320251,0.30421677231788635,0.45379894971847534,0.23794463276863098
",",0.22659391164779663,0.36755475401878357,0.25734075903892517,0.28725793957710266,0.44245919585227966,0.23439376056194305,0.25665605068206787,0.44245919585227966,0.30257532000541687,0.31091248989105225
in,0.2601168751716614,0.3815755248069763,0.23084034025669098,0.23456627130508423,0.45010748505592346,0.1650969684123993,0.260343074798584,0.45010748505592346,0.2623232305049896,0.20430970191955566
the,0.33890387415885925,0.3906462490558624,0.28973397612571716,0.3435857892036438,0.535392165184021,0.29221418499946594,0.31027752161026,0.535392165184021,0.2785874009132385,0.22068053483963013
sole,0.06581216305494308,0.11448848247528076,0.11156022548675537,0.17865975201129913,0.22221137583255768,0.13931161165237427,0.08407644927501678,0.22221137583255768,0.09293410181999207,0.16971178352832794
british,0.17564475536346436,0.27742838859558105,1.0,0.20578287541866302,0.22690963745117188,0.15200164914131165,0.22382618486881256,0.22690963745117188,0.3082667589187622,0.09711728990077972
success,0.24049155414104462,0.2159206122159958,0.23158317804336548,0.2078212946653366,0.20929217338562012,0.1851852685213089,0.2708335518836975,0.20929217338562012,0.16637887060642242,0.1216118186712265
that,0.557814359664917,0.35517072677612305,0.19530552625656128,0.4536534547805786,0.5436353087425232,0.28329476714134216,0.2626754939556122,0.5436353087425232,0.15253214538097382,0.32716336846351624
year,0.19631797075271606,0.23735305666923523,0.16501371562480927,0.17978797852993011,0.23523004353046417,0.14535969495773315,0.18419159948825836,0.23523004353046417,0.2448156177997589,0.18315006792545319
",",0.22659391164779663,0.36755475401878357,0.25734075903892517,0.28725793957710266,0.44245919585227966,0.23439376056194305,0.25665605068206787,0.44245919585227966,0.30257532000541687,0.31091248989105225
captured,0.07852903008460999,0.29422783851623535,0.20852810144424438,0.28506267070770264,0.22367680072784424,0.20153261721134186,0.37623289227485657,0.22367680072784424,0.3044818043708801,0.11851847916841507
fort,0.03157204017043114,0.2120113968849182,0.2695907950401306,0.11040926724672318,0.16577591001987457,0.14837588369846344,0.24570660293102264,0.16577591001987457,0.4294848144054413,0.15686731040477753
beauséjour,0.17290878295898438,0.17497354745864868,0.21487471461296082,0.16326475143432617,0.2150716930627823,0.18560104072093964,0.16624121367931366,0.2150716930627823,0.5510768294334412,0.24166728556156158
in,0.2601168751716614,0.3815755248069763,0.23084034025669098,0.23456627130508423,0.45010748505592346,0.1650969684123993,0.260343074798584,0.45010748505592346,0.2623232305049896,0.20430970191955566
june,0.1188528835773468,0.1965353786945343,0.22651922702789307,0.17427365481853485,0.22441016137599945,0.13431905210018158,0.12751810252666473,0.22441016137599945,0.2722228765487671,0.31416764855384827
1755,0.05787770822644234,0.1936688870191574,0.09661883115768433,0.04665327072143555,0.07433923333883286,0.06703706085681915,0.06253044307231903,0.07433923333883286,0.43306031823158264,0.1890246421098709
",",0.22659391164779663,0.36755475401878357,0.25734075903892517,0.28725793957710266,0.44245919585227966,0.23439376056194305,0.25665605068206787,0.44245919585227966,0.30257532000541687,0.31091248989105225
cutting,0.2312716394662857,0.21747282147407532,0.09238779544830322,0.18081414699554443,0.20910726487636566,0.6199386715888977,0.21731942892074585,0.20910726487636566,0.11963208764791489,0.07885761559009552
the,0.33890387415885925,0.3906462490558624,0.28973397612571716,0.3435857892036438,0.535392165184021,0.29221418499946594,0.31027752161026,0.535392165184021,0.2785874009132385,0.22068053483963013
french,0.14884154498577118,0.22002479434013367,0.43574923276901245,0.1365334391593933,0.1713797152042389,0.18295730650424957,0.1460494101047516,0.1713797152042389,0.48792701959609985,0.1386883556842804
fortress,0.09108439087867737,0.19842107594013214,0.13940946757793427,0.171213299036026,0.19380688667297363,0.1053256094455719,0.22953298687934875,0.19380688667297363,0.3287915885448456,0.11211185157299042
at,0.2154216170310974,0.2947486639022827,0.21751968562602997,0.24194130301475525,0.36524343490600586,0.1915629804134369,0.162851944565773,0.36524343490600586,0.24850644171237946,0.21978627145290375
louisbourg,0.11149901896715164,0.20157289505004883,0.3082667589187622,0.1722376048564911,0.1780962496995926,0.11695635318756104,0.17147117853164673,0.1780962496995926,1.0,0.09875453263521194
off,0.22701384127140045,0.21087022125720978,0.19461147487163544,0.27241387963294983,0.3533020317554474,0.3888742923736572,0.2695977985858917,0.3533020317554474,0.17338930070400238,0.12937544286251068
from,0.22939439117908478,0.29991888999938965,0.21991202235221863,0.2139057070016861,0.4069952368736267,0.2308090329170227,0.21651031076908112,0.4069952368736267,0.20376363396644592,0.19969791173934937
land-based,0.23715415596961975,0.33676132559776306,0.24965108931064606,0.23878972232341766,0.2856474816799164,0.18133872747421265,0.3068007230758667,0.2856474816799164,0.3498522937297821,0.2360498607158661
reinforcements,0.20767834782600403,0.26645493507385254,0.1730644404888153,0.19375288486480713,0.2864703834056854,0.1752624809741974,0.4152173399925232,0.2864703834056854,0.2311573028564453,0.13907551765441895
.,0.3287222981452942,0.3378238379955292,0.23159366846084595,0.34544092416763306,0.4645031690597534,0.2298540472984314,0.20565925538539886,0.4645031690597534,0.2679981291294098,0.4130953550338745
