,focus,on,what,is,to,ameliorate,the,many,problems,that,arise,from,the,often,highly,competitive,and,adversarial,practices,within,the,construction,industry,.
the,0.25318023562431335,0.5107308030128479,0.42745697498321533,0.5823672413825989,0.535392165184021,0.3048914968967438,1.0,0.4335206151008606,0.2659202516078949,0.5473989248275757,0.2816307544708252,0.40150508284568787,1.0,0.38004449009895325,0.2051282376050949,0.19843463599681854,0.5171257257461548,0.28322261571884155,0.24007414281368256,0.39827480912208557,1.0,0.2671978175640106,0.26942890882492065,0.5934505462646484
focus,1.0,0.3158062696456909,0.32940709590911865,0.25106388330459595,0.33288413286209106,0.2780950665473938,0.25318023562431335,0.30768030881881714,0.30527275800704956,0.3169008791446686,0.24522128701210022,0.22077937424182892,0.25318023562431335,0.2582515478134155,0.26403898000717163,0.26087814569473267,0.2707323133945465,0.2522222697734833,0.3072330057621002,0.20305724442005157,0.25318023562431335,0.210307776927948,0.2048845738172531,0.21183714270591736
on,0.3158062696456909,0.9999999403953552,0.34226128458976746,0.3635730445384979,0.41031414270401,0.2191634178161621,0.5107308030128479,0.32520127296447754,0.22423362731933594,0.42569106817245483,0.1320507973432541,0.36926645040512085,0.5107308030128479,0.24822035431861877,0.18572857975959778,0.15305939316749573,0.4077630043029785,0.29934144020080566,0.19873403012752533,0.2702226936817169,0.5107308030128479,0.23722872138023376,0.18630321323871613,0.49257001280784607
co-operation,0.2608218193054199,0.26281803846359253,0.28049197793006897,0.23529432713985443,0.31467705965042114,0.3203568160533905,0.33149653673171997,0.1851731240749359,0.28781136870384216,0.2801421880722046,0.22350244224071503,0.13143621385097504,0.33149653673171997,0.2118024379014969,0.14495357871055603,0.20101387798786163,0.29295453429222107,0.35866591334342957,0.2743644416332245,0.22169232368469238,0.33149653673171997,0.35661977529525757,0.23023241758346558,0.2789955139160156
is,0.25106388330459595,0.3635730445384979,0.28837618231773376,1.0,0.42745086550712585,0.18719948828220367,0.5823672413825989,0.2649032473564148,0.16985496878623962,0.3995479643344879,0.20284327864646912,0.27355384826660156,0.5823672413825989,0.3856629431247711,0.2753744423389435,0.2052372246980667,0.3859752118587494,0.2422187328338623,0.20705504715442657,0.30135563015937805,0.5823672413825989,0.2135658711194992,0.25796735286712646,0.4569662809371948
to,0.33288413286209106,0.41031414270401,0.455847829580307,0.42745086550712585,1.0,0.3773215115070343,0.535392165184021,0.40243685245513916,0.28989166021347046,0.5436353087425232,0.28073951601982117,0.4069952368736267,0.535392165184021,0.4351843297481537,0.24264846742153168,0.21389712393283844,0.48971283435821533,0.2586369216442108,0.28297853469848633,0.34980177879333496,0.535392165184021,0.24810278415679932,0.24876736104488373,0.4645031690597534
ameliorate,0.2780950665473938,0.2191634178161621,0.2997296452522278,0.18719948828220367,0.3773215115070343,1.0,0.3048914968967438,0.21864062547683716,0.2724771201610565,0.3362066447734833,0.2654487192630768,0.195336252450943,0.3048914968967438,0.28098148107528687,0.22225378453731537,0.11724642664194107,0.336578369140625,0.3282753825187683,0.2750595808029175,0.1840251088142395,0.3048914968967438,0.19023700058460236,0.14271801710128784,0.2716059684753418
the,0.25318023562431335,0.5107308030128479,0.42745697498321533,0.5823672413825989,0.535392165184021,0.3048914968967438,1.0,0.4335206151008606,0.2659202516078949,0.5473989248275757,0.2816307544708252,0.40150508284568787,1.0,0.38004449009895325,0.2051282376050949,0.19843463599681854,0.5171257257461548,0.28322261571884155,0.24007414281368256,0.39827480912208557,1.0,0.2671978175640106,0.26942890882492065,0.5934505462646484
many,0.30768030881881714,0.32520127296447754,0.36131182312965393,0.2649032473564148,0.40243685245513916,0.21864062547683716,0.4335206151008606,0.9999999403953552,0.33828115463256836,0.5391656160354614,0.24863043427467346,0.33099696040153503,0.4335206151008606,0.5640480518341064,0.3362792730331421,0.2966544032096863,0.5296266674995422,0.2911036014556885,0.3299838900566101,0.2613624930381775,0.4335206151008606,0.19303908944129944,0.3370702266693115,0.3974229395389557
problems,0.30527275800704956,0.22423362731933594,0.3306994140148163,0.16985496878623962,0.28989166021347046,0.2724771201610565,0.2659202516078949,0.33828115463256836,1.0,0.3758413791656494,0.32188093662261963,0.21618343889713287,0.2659202516078949,0.3157464265823364,0.10352317243814468,0.2506522834300995,0.285793662071228,0.27527916431427,0.28847602009773254,0.15260569751262665,0.2659202516078949,0.20460668206214905,0.19064576923847198,0.2602308988571167
that,0.3169008791446686,0.42569106817245483,0.6297725439071655,0.3995479643344879,0.5436353087425232,0.3362066447734833,0.5473989248275757,0.5391656160354614,0.3758413791656494,1.0,0.32574599981307983,0.3477667272090912,0.5473989248275757,0.43873903155326843,0.33355817198753357,0.3184283673763275,0.4731321930885315,0.32209327816963196,0.34443169832229614,0.33798906207084656,0.5473989248275757,0.2251325249671936,0.1976613849401474,0.4460422694683075
arise,0.24522128701210022,0.1320507973432541,0.35422998666763306,0.20284327864646912,0.28073951601982117,0.2654487192630768,0.2816307544708252,0.24863043427467346,0.32188093662261963,0.32574599981307983,1.0,0.17189837992191315,0.2816307544708252,0.24510668218135834,0.12933392822742462,0.18505588173866272,0.215842142701149,0.3171232044696808,0.268599271774292,0.2964031398296356,0.2816307544708252,0.1258830726146698,0.061910051852464676,0.18450507521629333
from,0.22077937424182892,0.36926645040512085,0.2737620174884796,0.27355384826660156,0.4069952368736267,0.195336252450943,0.40150508284568787,0.33099696040153503,0.21618343889713287,0.3477667272090912,0.17189837992191315,1.0,0.40150508284568787,0.2687282860279083,0.11790557950735092,0.11406507343053818,0.3601827025413513,0.07897169888019562,0.132551908493042,0.31641101837158203,0.40150508284568787,0.15699175000190735,0.17414061725139618,0.41536515951156616
the,0.25318023562431335,0.5107308030128479,0.42745697498321533,0.5823672413825989,0.535392165184021,0.3048914968967438,1.0,0.4335206151008606,0.2659202516078949,0.5473989248275757,0.2816307544708252,0.40150508284568787,1.0,0.38004449009895325,0.2051282376050949,0.19843463599681854,0.5171257257461548,0.28322261571884155,0.24007414281368256,0.39827480912208557,1.0,0.2671978175640106,0.26942890882492065,0.5934505462646484
often,0.2582515478134155,0.24822035431861877,0.3849453330039978,0.3856629431247711,0.4351843297481537,0.28098148107528687,0.38004449009895325,0.5640480518341064,0.3157464265823364,0.43873903155326843,0.24510668218135834,0.2687282860279083,0.38004449009895325,1.0000001192092896,0.3219549059867859,0.29276975989341736,0.42465832829475403,0.29059094190597534,0.3522851765155792,0.26243165135383606,0.38004449009895325,0.21097835898399353,0.2576743960380554,0.30710849165916443
highly,0.26403898000717163,0.18572857975959778,0.22724121809005737,0.2753744423389435,0.24264846742153168,0.22225378453731537,0.2051282376050949,0.3362792730331421,0.10352317243814468,0.33355817198753357,0.12933392822742462,0.11790557950735092,0.2051282376050949,0.3219549059867859,1.0,0.28856152296066284,0.25759628415107727,0.3009927570819855,0.20369720458984375,0.2279045581817627,0.2051282376050949,0.14409327507019043,0.24060754477977753,0.2621603310108185
competitive,0.26087814569473267,0.15305939316749573,0.16954506933689117,0.2052372246980667,0.21389712393283844,0.11724642664194107,0.19843463599681854,0.2966544032096863,0.2506522834300995,0.3184283673763275,0.18505588173866272,0.11406507343053818,0.19843463599681854,0.29276975989341736,0.28856152296066284,0.9999998807907104,0.279744952917099,0.26124560832977295,0.3160276412963867,0.19489681720733643,0.19843463599681854,0.18296627700328827,0.2957935929298401,0.17478349804878235
and,0.2707323133945465,0.4077630043029785,0.31309178471565247,0.3859752118587494,0.48971283435821533,0.336578369140625,0.5171257257461548,0.5296266674995422,0.285793662071228,0.4731321930885315,0.215842142701149,0.3601827025413513,0.5171257257461548,0.42465832829475403,0.25759628415107727,0.279744952917099,1.0,0.21654674410820007,0.2842017412185669,0.35049548745155334,0.5171257257461548,0.22762417793273926,0.2615980803966522,0.588965117931366
adversarial,0.2522222697734833,0.29934144020080566,0.2663746178150177,0.2422187328338623,0.2586369216442108,0.3282753825187683,0.28322261571884155,0.2911036014556885,0.27527916431427,0.32209327816963196,0.3171232044696808,0.07897169888019562,0.28322261571884155,0.29059094190597534,0.3009927570819855,0.26124560832977295,0.21654674410820007,1.0,0.32146692276000977,0.29569780826568604,0.28322261571884155,0.18846634030342102,0.14880193769931793,0.2772514224052429
practices,0.3072330057621002,0.19873403012752533,0.30286267399787903,0.20705504715442657,0.28297853469848633,0.2750595808029175,0.24007414281368256,0.3299838900566101,0.28847602009773254,0.34443169832229614,0.268599271774292,0.132551908493042,0.24007414281368256,0.3522851765155792,0.20369720458984375,0.3160276412963867,0.2842017412185669,0.32146692276000977,1.0,0.27023229002952576,0.24007414281368256,0.2340427190065384,0.24314619600772858,0.20493070781230927
within,0.20305724442005157,0.2702226936817169,0.2498195916414261,0.30135563015937805,0.34980177879333496,0.1840251088142395,0.39827480912208557,0.2613624930381775,0.15260569751262665,0.33798906207084656,0.2964031398296356,0.31641101837158203,0.39827480912208557,0.26243165135383606,0.2279045581817627,0.19489681720733643,0.35049548745155334,0.29569780826568604,0.27023229002952576,1.0,0.39827480912208557,0.1980656385421753,0.15018010139465332,0.2984525263309479
the,0.25318023562431335,0.5107308030128479,0.42745697498321533,0.5823672413825989,0.535392165184021,0.3048914968967438,1.0,0.4335206151008606,0.2659202516078949,0.5473989248275757,0.2816307544708252,0.40150508284568787,1.0,0.38004449009895325,0.2051282376050949,0.19843463599681854,0.5171257257461548,0.28322261571884155,0.24007414281368256,0.39827480912208557,1.0,0.2671978175640106,0.26942890882492065,0.5934505462646484
construction,0.210307776927948,0.23722872138023376,0.20329850912094116,0.2135658711194992,0.24810278415679932,0.19023700058460236,0.2671978175640106,0.19303908944129944,0.20460668206214905,0.2251325249671936,0.1258830726146698,0.15699175000190735,0.2671978175640106,0.21097835898399353,0.14409327507019043,0.18296627700328827,0.22762417793273926,0.18846634030342102,0.2340427190065384,0.1980656385421753,0.2671978175640106,1.0,0.3407537043094635,0.23682771623134613
industry,0.2048845738172531,0.18630321323871613,0.1966298520565033,0.25796735286712646,0.24876736104488373,0.14271801710128784,0.26942890882492065,0.3370702266693115,0.19064576923847198,0.1976613849401474,0.061910051852464676,0.17414061725139618,0.26942890882492065,0.2576743960380554,0.24060754477977753,0.2957935929298401,0.2615980803966522,0.14880193769931793,0.24314619600772858,0.15018010139465332,0.26942890882492065,0.3407537043094635,1.0000001192092896,0.24857841432094574
