,stretched,rocks,that,pinch,into,lenses,are,known,by,what,word,?
these,0.2539426386356354,0.3329205811023712,0.5512621402740479,0.2150534838438034,0.3533816933631897,0.31858640909194946,0.7107698917388916,0.2789614498615265,0.33332425355911255,0.4164220690727234,0.20504172146320343,0.2571668326854706
stretched,1.0,0.2562556564807892,0.32287323474884033,0.2210281938314438,0.29926058650016785,0.25351482629776,0.18924883008003235,0.13036052882671356,0.22338855266571045,0.2521561086177826,0.23479115962982178,0.13039647042751312
rocks,0.2562556564807892,0.9999999403953552,0.2636556923389435,0.2890290915966034,0.24171914160251617,0.29550132155418396,0.33511796593666077,0.22049996256828308,0.18714307248592377,0.24802041053771973,0.15204620361328125,0.17394492030143738
can,0.24251677095890045,0.26992547512054443,0.4522190988063812,0.3195539116859436,0.301788330078125,0.38075491786003113,0.5408529043197632,0.18300224840641022,0.29642900824546814,0.34502777457237244,0.2806529402732849,0.3226337134838104
also,0.2154332846403122,0.21192148327827454,0.6005857586860657,0.28362318873405457,0.2882355749607086,0.22256657481193542,0.4565894305706024,0.4766203761100769,0.3824189305305481,0.42747777700424194,0.30856046080589294,0.21848613023757935
pinch,0.2210281938314438,0.2890290915966034,0.24249225854873657,1.0000001192092896,0.20793092250823975,0.30989012122154236,0.2470654398202896,0.18304848670959473,0.15225978195667267,0.211196169257164,0.12066411972045898,0.2200046181678772
into,0.29926058650016785,0.24171914160251617,0.3239944875240326,0.20793092250823975,1.0,0.19220635294914246,0.2930682599544525,0.1555754393339157,0.30473223328590393,0.2180619090795517,0.21055036783218384,0.15662476420402527
lenses,0.25351482629776,0.29550132155418396,0.26336410641670227,0.30989012122154236,0.19220635294914246,1.0,0.2857622504234314,0.11664828658103943,0.13970528542995453,0.2283296287059784,0.2230561524629593,0.162011057138443
",",0.2627030313014984,0.30537211894989014,0.4137537479400635,0.2556890845298767,0.2826121151447296,0.19176547229290009,0.4062570035457611,0.3604377806186676,0.3680937886238098,0.3087472915649414,0.24605005979537964,0.31091248989105225
known,0.13036052882671356,0.22049996256828308,0.20813259482383728,0.18304848670959473,0.1555754393339157,0.11664828658103943,0.26720109581947327,1.0,0.24461808800697327,0.20381177961826324,0.1969900131225586,0.18314571678638458
as,0.17740373313426971,0.18145407736301422,0.4735107421875,0.2586623728275299,0.24094121158123016,0.13574865460395813,0.3826591968536377,0.4815765619277954,0.3815547823905945,0.31749409437179565,0.2052028775215149,0.27043893933296204
boudins,0.16743524372577667,0.2966073751449585,0.23980750143527985,0.3104865849018097,0.24208155274391174,0.2838531732559204,0.2741468846797943,0.1808902472257614,0.25887060165405273,0.16235585510730743,0.1191694587469101,0.15668782591819763
",",0.2627030313014984,0.30537211894989014,0.4137537479400635,0.2556890845298767,0.2826121151447296,0.19176547229290009,0.4062570035457611,0.3604377806186676,0.3680937886238098,0.3087472915649414,0.24605005979537964,0.31091248989105225
after,0.25290733575820923,0.17666438221931458,0.373811811208725,0.18977832794189453,0.36954155564308167,0.10958611965179443,0.19438853859901428,0.19016911089420319,0.41259682178497314,0.21973377466201782,0.17874576151371002,0.16608688235282898
the,0.3302689790725708,0.24413059651851654,0.5473989248275757,0.25743362307548523,0.39493247866630554,0.18884456157684326,0.40399202704429626,0.3624623417854309,0.4408751428127289,0.42745697498321533,0.2835540175437927,0.22068053483963013
french,0.08723842352628708,0.10209745913743973,0.17619380354881287,0.16184215247631073,0.1669895350933075,0.18674924969673157,0.15086305141448975,0.16354896128177643,0.23343317210674286,0.17393042147159576,0.24176479876041412,0.1386883556842804
word,0.23479115962982178,0.15204620361328125,0.31071701645851135,0.12066411972045898,0.21055036783218384,0.2230561524629593,0.2003016620874405,0.1969900131225586,0.10335100442171097,0.30982115864753723,1.0,0.19046713411808014
