,when,rich,countries,trade,with,poor,countries,",",whose,wages,increase,?
when,0.9999999403953552,0.2535072863101959,0.26415354013442993,0.1979909986257553,0.5075214505195618,0.28178977966308594,0.26415354013442993,0.36674630641937256,0.36561164259910583,0.16232061386108398,0.2808166742324829,0.22841128706932068
rich,0.2535072863101959,0.9999998807907104,0.22983206808567047,0.19784407317638397,0.256880521774292,0.450641930103302,0.22983206808567047,0.272274911403656,0.19773982465267181,0.26064684987068176,0.1959231048822403,0.13849185407161713
countries,0.26415354013442993,0.22983206808567047,0.9999999403953552,0.3294757902622223,0.33792537450790405,0.25384774804115295,0.9999999403953552,0.2966555655002594,0.20530857145786285,0.3763856589794159,0.22213183343410492,0.15128466486930847
trade,0.1979909986257553,0.19784407317638397,0.3294757902622223,0.9999999403953552,0.2465960830450058,0.15740612149238586,0.3294757902622223,0.1945054978132248,0.10558093339204788,0.3403221070766449,0.2407197505235672,0.09336511790752411
with,0.5075214505195618,0.256880521774292,0.33792537450790405,0.2465960830450058,0.9999999403953552,0.22900480031967163,0.33792537450790405,0.4120737314224243,0.3480498492717743,0.14361517131328583,0.2471977174282074,0.2433311939239502
poor,0.28178977966308594,0.450641930103302,0.25384774804115295,0.15740612149238586,0.22900480031967163,1.0,0.25384774804115295,0.24018602073192596,0.18399706482887268,0.4074896574020386,0.254914253950119,0.12937016785144806
countries,0.26415354013442993,0.22983206808567047,0.9999999403953552,0.3294757902622223,0.33792537450790405,0.25384774804115295,0.9999999403953552,0.2966555655002594,0.20530857145786285,0.3763856589794159,0.22213183343410492,0.15128466486930847
",",0.36674630641937256,0.272274911403656,0.2966555655002594,0.1945054978132248,0.4120737314224243,0.24018602073192596,0.2966555655002594,1.0000001192092896,0.25601375102996826,0.2121202051639557,0.20005576312541962,0.31091248989105225
the,0.5091903209686279,0.2007024586200714,0.33290645480155945,0.2681608200073242,0.4223487675189972,0.21093174815177917,0.33290645480155945,0.4933079481124878,0.38253846764564514,0.15546856820583344,0.32049667835235596,0.22068053483963013
low-skilled,0.313993364572525,0.2940269112586975,0.23896387219429016,0.3147948086261749,0.30512088537216187,0.3749789297580719,0.23896387219429016,0.38412943482398987,0.2820771336555481,0.42981740832328796,0.3446212112903595,0.19992585480213165
workers,0.17852024734020233,0.2396405041217804,0.3400564193725586,0.3264685571193695,0.17668847739696503,0.3230462372303009,0.3400564193725586,0.17716385424137115,0.1102287694811821,0.5291796326637268,0.22989360988140106,0.1706571877002716
in,0.4431333839893341,0.21139568090438843,0.3027990758419037,0.23862801492214203,0.4080928862094879,0.23408232629299164,0.3027990758419037,0.5201468467712402,0.23496666550636292,0.16484716534614563,0.25893163681030273,0.20430970191955566
the,0.5091903209686279,0.2007024586200714,0.33290645480155945,0.2681608200073242,0.4223487675189972,0.21093174815177917,0.33290645480155945,0.4933079481124878,0.38253846764564514,0.15546856820583344,0.32049667835235596,0.22068053483963013
rich,0.2535072863101959,0.9999998807907104,0.22983206808567047,0.19784407317638397,0.256880521774292,0.450641930103302,0.22983206808567047,0.272274911403656,0.19773982465267181,0.26064684987068176,0.1959231048822403,0.13849185407161713
countries,0.26415354013442993,0.22983206808567047,0.9999999403953552,0.3294757902622223,0.33792537450790405,0.25384774804115295,0.9999999403953552,0.2966555655002594,0.20530857145786285,0.3763856589794159,0.22213183343410492,0.15128466486930847
may,0.3167054355144501,0.13196004927158356,0.27083462476730347,0.16913652420043945,0.23512546718120575,0.14876201748847961,0.27083462476730347,0.5007920861244202,0.2556193172931671,0.24035106599330902,0.20830674469470978,0.2768254578113556
see,0.32646310329437256,0.21767516434192657,0.22841650247573853,0.16394908726215363,0.27642667293548584,0.24427610635757446,0.22841650247573853,0.35306161642074585,0.16226936876773834,0.19118179380893707,0.2668411135673523,0.42005208134651184
reduced,0.2605900168418884,0.1339421421289444,0.25780922174453735,0.2071295827627182,0.2744283378124237,0.2675062417984009,0.25780922174453735,0.19148744642734528,0.18135178089141846,0.28916728496551514,0.5360147356987,0.10234767943620682
