,what,company,was,chosen,to,build,a,two-phase,ac,generating,system,at,niagara,falls,?
based,0.274813175201416,0.26747408509254456,0.2870393395423889,0.19553826749324799,0.19629007577896118,0.21690703928470612,0.2977409064769745,0.14004379510879517,0.0943051427602768,0.2388872653245926,0.21904397010803223,0.17453226447105408,0.058182958513498306,0.10185535252094269,0.134929820895195
on,0.34226128458976746,0.23664942383766174,0.3909217119216919,0.19324959814548492,0.41031414270401,0.21995799243450165,0.3848365545272827,0.23529230058193207,0.13194037973880768,0.19269216060638428,0.21675898134708405,0.4806317389011383,0.24953512847423553,0.2028466761112213,0.2714994251728058
tesla,0.23221199214458466,0.23045730590820312,0.16455206274986267,0.09661933779716492,0.17548894882202148,0.21614734828472137,0.2211925983428955,0.16256971657276154,0.31766265630722046,0.3189135193824768,0.18243813514709473,0.16552478075027466,0.21620036661624908,0.07821866124868393,0.10250775516033173
's,0.02692362666130066,0.003266559913754463,0.008974763564765453,-0.02459627017378807,0.03782717138528824,0.08569536358118057,0.04866964742541313,-0.009084400720894337,0.040544040501117706,-0.13796380162239075,0.04329425096511841,-0.08481216430664062,-0.03234507888555527,-0.060951314866542816,-0.023395681753754616
advice,0.28473421931266785,0.17203088104724884,0.19147352874279022,0.18805453181266785,0.29231828451156616,0.1751100718975067,0.19756147265434265,0.1200190931558609,0.08683950453996658,0.05565697327256203,0.14225605130195618,0.1417199969291687,0.14087234437465668,0.04237210378050804,0.17199933528900146
and,0.31309178471565247,0.23788511753082275,0.3740963041782379,0.1962766945362091,0.48971283435821533,0.27539998292922974,0.3739250600337982,0.25887131690979004,0.08613406121730804,0.22314487397670746,0.231138214468956,0.3571503460407257,0.24463236331939697,0.23301942646503448,0.20544172823429108
westinghouse,0.16126319766044617,0.35389670729637146,0.30702054500579834,0.14452262222766876,0.22176946699619293,0.19859160482883453,0.25513118505477905,0.21308307349681854,0.2760004699230194,0.34928980469703674,0.22073955833911896,0.24553091824054718,0.3050299286842346,0.129167839884758,0.17307911813259125
's,0.02692362666130066,0.003266559913754463,0.008974763564765453,-0.02459627017378807,0.03782717138528824,0.08569536358118057,0.04866964742541313,-0.009084400720894337,0.040544040501117706,-0.13796380162239075,0.04329425096511841,-0.08481216430664062,-0.03234507888555527,-0.060951314866542816,-0.023395681753754616
demonstration,0.19416043162345886,0.18063054978847504,0.22351692616939545,0.08814357221126556,0.23557595908641815,0.1811492145061493,0.26581549644470215,0.2815488576889038,0.18789300322532654,0.16113869845867157,0.22504253685474396,0.2638597786426544,0.13944126665592194,0.09918821603059769,0.13217706978321075
that,0.6297725439071655,0.22723333537578583,0.33670201897621155,0.2642596662044525,0.5436353087425232,0.3118564784526825,0.47537946701049805,0.3168998658657074,0.10693444311618805,0.28237712383270264,0.3088737428188324,0.3183255195617676,0.14027491211891174,0.17870967090129852,0.32716336846351624
