,what,played,during,the,closing,credits,of,the,doctor,who,episodes,?
for,0.3017193675041199,0.31373727321624756,0.3448435664176941,0.4739971458911896,0.2750873267650604,0.2572024464607239,0.4185989499092102,0.4739971458911896,0.1556548923254013,0.37110671401023865,0.16166263818740845,0.264628142118454
the,0.42745697498321533,0.2603478729724884,0.4838213622570038,1.0,0.29856032133102417,0.2230195701122284,0.733189046382904,1.0,0.2820442318916321,0.3733934462070465,0.1889590173959732,0.22068053483963013
canadian,0.14819227159023285,0.17531287670135498,0.14831425249576569,0.2549104690551758,0.14373058080673218,0.1724657267332077,0.1776692122220993,0.2549104690551758,0.17624035477638245,0.24018310010433197,0.12195105850696564,0.10011322796344757
broadcast,0.17857211828231812,0.2580784261226654,0.24461494386196136,0.2713715434074402,0.15898117423057556,0.2548610270023346,0.20155203342437744,0.2713715434074402,0.18613839149475098,0.18632595241069794,0.4185161590576172,0.15760008990764618
",",0.3087472915649414,0.2987361550331116,0.3225448727607727,0.4933079481124878,0.27284765243530273,0.19072526693344116,0.4946078956127167,0.4933079481124878,0.20407600700855255,0.3365725874900818,0.2131132036447525,0.31091248989105225
christopher,0.20198525488376617,0.18939127027988434,0.17393918335437775,0.22499394416809082,0.07614442706108093,0.18979227542877197,0.1470939815044403,0.22499394416809082,0.2194787561893463,0.28159621357917786,0.16225236654281616,0.09195942431688309
eccleston,0.21222199499607086,0.1749487817287445,0.1582496613264084,0.2835124135017395,0.220732182264328,0.20750552415847778,0.2204989790916443,0.2835124135017395,0.2983407974243164,0.2467091828584671,0.24821750819683075,0.18846043944358826
recorded,0.17687608301639557,0.32021233439445496,0.2836875021457672,0.2759207487106323,0.11808457970619202,0.23651140928268433,0.21896186470985413,0.2759207487106323,0.16028553247451782,0.18934021890163422,0.24852430820465088,0.19213420152664185
special,0.24134232103824615,0.1065249815583229,0.18424199521541595,0.3027077615261078,0.18826785683631897,0.19203537702560425,0.27998968958854675,0.3027077615261078,0.16843044757843018,0.21519862115383148,0.17448042333126068,0.29623302817344666
video,0.1880173683166504,0.18177849054336548,0.19947148859500885,0.2506899833679199,0.1351253241300583,0.2724756598472595,0.20452004671096802,0.2506899833679199,0.22010014951229095,0.24429279565811157,0.2961154878139496,0.22771678864955902
introductions,0.2435779720544815,0.20212726294994354,0.20126210153102875,0.2942705750465393,0.22516997158527374,0.30111655592918396,0.24993228912353516,0.2942705750465393,0.13727039098739624,0.20845051109790802,0.30754268169403076,0.2720862627029419
for,0.3017193675041199,0.31373727321624756,0.3448435664176941,0.4739971458911896,0.2750873267650604,0.2572024464607239,0.4185989499092102,0.4739971458911896,0.1556548923254013,0.37110671401023865,0.16166263818740845,0.264628142118454
each,0.3353266417980194,0.18017806112766266,0.24262699484825134,0.470844566822052,0.24812473356723785,0.21159124374389648,0.38460010290145874,0.470844566822052,0.1160493865609169,0.27337536215782166,0.23675084114074707,0.21173812448978424
episode,0.1919318586587906,0.21416600048542023,0.24695932865142822,0.25342556834220886,0.1667512208223343,0.3028217852115631,0.17369085550308228,0.25342556834220886,0.2940889000892639,0.2015407234430313,0.8163357973098755,0.23978739976882935
(,0.2411840260028839,0.2336844950914383,0.2139192670583725,0.33289089798927307,0.1802709996700287,0.18569661676883698,0.35032153129577637,0.33289089798927307,0.1570640504360199,0.2443375140428543,0.17736345529556274,0.40561532974243164
including,0.18328791856765747,0.19572339951992035,0.31485527753829956,0.3738902807235718,0.15649013221263885,0.2258438915014267,0.44195112586021423,0.3738902807235718,0.104278564453125,0.2835840582847595,0.20003919303417206,0.1633303165435791
a,0.3320399522781372,0.2472371906042099,0.30341604351997375,0.5829201340675354,0.22376655042171478,0.19052836298942566,0.5052502155303955,0.5829201340675354,0.22883038222789764,0.36608949303627014,0.18881215155124664,0.23916715383529663
trivia,0.3546607196331024,0.17556262016296387,0.04451087862253189,0.20522788166999817,0.2799158990383148,0.24310703575611115,0.18973468244075775,0.20522788166999817,0.16633012890815735,0.11818741261959076,0.25803759694099426,0.3107433319091797
question,0.5285786390304565,0.11319984495639801,0.15260885655879974,0.28031662106513977,0.26207613945007324,0.23060277104377747,0.2222393900156021,0.28031662106513977,0.14861667156219482,0.3076270818710327,0.18036937713623047,0.48000848293304443
as,0.31749409437179565,0.27623358368873596,0.29671990871429443,0.48381632566452026,0.22467800974845886,0.24854709208011627,0.3886612355709076,0.48381632566452026,0.17422905564308167,0.3923053741455078,0.2649470269680023,0.27043893933296204
part,0.3476244807243347,0.20158123970031738,0.36428889632225037,0.527681291103363,0.2606155574321747,0.14408518373966217,0.452393114566803,0.527681291103363,0.19045589864253998,0.19576206803321838,0.1547844260931015,0.08557961881160736
of,0.33290785551071167,0.21120788156986237,0.3869180977344513,0.733189046382904,0.18359942734241486,0.17005175352096558,1.0,0.733189046382904,0.16895952820777893,0.2827862501144409,0.19166667759418488,0.1826142966747284
a,0.3320399522781372,0.2472371906042099,0.30341604351997375,0.5829201340675354,0.22376655042171478,0.19052836298942566,0.5052502155303955,0.5829201340675354,0.22883038222789764,0.36608949303627014,0.18881215155124664,0.23916715383529663
viewer,0.31429988145828247,0.04273904114961624,0.10006501525640488,0.28629904985427856,0.23889106512069702,0.18491481244564056,0.19753116369247437,0.28629904985427856,0.1812290996313095,0.17100732028484344,0.27039435505867004,0.23006463050842285
contest,0.23279163241386414,0.19320610165596008,0.2021019011735916,0.25173527002334595,0.21707327663898468,0.18521344661712646,0.2265491932630539,0.25173527002334595,0.11459020525217056,0.22248178720474243,0.1900893747806549,0.18081821501255035
),0.26259949803352356,0.23871895670890808,0.23182427883148193,0.3456730246543884,0.19595469534397125,0.15572094917297363,0.3680361211299896,0.3456730246543884,0.1509941965341568,0.2457384318113327,0.1691657453775406,0.42300865054130554
and,0.31309178471565247,0.268975168466568,0.36462149024009705,0.5171257257461548,0.2008093148469925,0.2414616048336029,0.5116966962814331,0.5171257257461548,0.21673844754695892,0.41279885172843933,0.246442511677742,0.20544172823429108
excerpts,0.18168824911117554,0.16833314299583435,0.16713213920593262,0.2258518636226654,0.15825258195400238,0.29627156257629395,0.2266622632741928,0.2258518636226654,0.06369281560182571,0.11823350936174393,0.25594010949134827,0.20234771072864532
from,0.2737620174884796,0.15411217510700226,0.3186885714530945,0.40150508284568787,0.16283760964870453,0.24854986369609833,0.4249346852302551,0.40150508284568787,0.15658842027187347,0.27839982509613037,0.22955967485904694,0.19969791173934937
the,0.42745697498321533,0.2603478729724884,0.4838213622570038,1.0,0.29856032133102417,0.2230195701122284,0.733189046382904,1.0,0.2820442318916321,0.3733934462070465,0.1889590173959732,0.22068053483963013
doctor,0.20870667695999146,0.20600740611553192,0.19493472576141357,0.2820442318916321,0.1331569254398346,0.1733127385377884,0.16895952820777893,0.2820442318916321,0.9999999403953552,0.3504868149757385,0.2920081615447998,0.1462511420249939
who,0.40942975878715515,0.26104769110679626,0.30551859736442566,0.3733934462070465,0.18148626387119293,0.21117490530014038,0.2827862501144409,0.3733934462070465,0.3504868149757385,0.9999998807907104,0.20461446046829224,0.26220351457595825
confidential,0.21973590552806854,0.03964437544345856,0.17833031713962555,0.18747393786907196,0.2768048048019409,0.2226620465517044,0.18445253372192383,0.18747393786907196,0.14699724316596985,0.2481212466955185,0.24551017582416534,0.21575473248958588
documentary,0.24060073494911194,0.16231246292591095,0.25855201482772827,0.26381126046180725,0.05853870511054993,0.23661576211452484,0.2168540358543396,0.26381126046180725,0.1871531903743744,0.18639856576919556,0.3337234854698181,0.20526576042175293
were,0.22298263013362885,0.23924671113491058,0.4064035415649414,0.3906462490558624,0.18809272348880768,0.1500196009874344,0.34038281440734863,0.3906462490558624,0.11412792652845383,0.3188014328479767,0.17896170914173126,0.17890112102031708
played,0.14831039309501648,1.0,0.2763521671295166,0.2603478729724884,0.1983204036951065,0.2210961878299713,0.21120788156986237,0.2603478729724884,0.20600740611553192,0.26104769110679626,0.2595805823802948,0.14096300303936005
over,0.28007611632347107,0.1576818823814392,0.3472751975059509,0.39856547117233276,0.2394612431526184,0.21034465730190277,0.36136594414711,0.39856547117233276,0.12253336608409882,0.316001296043396,0.18363283574581146,0.25742942094802856
the,0.42745697498321533,0.2603478729724884,0.4838213622570038,1.0,0.29856032133102417,0.2230195701122284,0.733189046382904,1.0,0.2820442318916321,0.3733934462070465,0.1889590173959732,0.22068053483963013
closing,0.30367225408554077,0.1983204036951065,0.24784746766090393,0.29856032133102417,1.0,0.20727786421775818,0.18359942734241486,0.29856032133102417,0.1331569254398346,0.18148626387119293,0.14463374018669128,0.20759470760822296
credits,0.22962838411331177,0.2210961878299713,0.17914487421512604,0.2230195701122284,0.20727786421775818,1.0,0.17005175352096558,0.2230195701122284,0.1733127385377884,0.21117490530014038,0.34582701325416565,0.14918746054172516
;,0.10986888408660889,0.10119567811489105,0.04684014990925789,0.09152708947658539,-0.040340084582567215,-0.03733796626329422,0.054534342139959335,0.09152708947658539,0.03465403988957405,0.007937713526189327,-0.04091021046042442,0.10349778085947037
for,0.3017193675041199,0.31373727321624756,0.3448435664176941,0.4739971458911896,0.2750873267650604,0.2572024464607239,0.4185989499092102,0.4739971458911896,0.1556548923254013,0.37110671401023865,0.16166263818740845,0.264628142118454
the,0.42745697498321533,0.2603478729724884,0.4838213622570038,1.0,0.29856032133102417,0.2230195701122284,0.733189046382904,1.0,0.2820442318916321,0.3733934462070465,0.1889590173959732,0.22068053483963013
broadcast,0.17857211828231812,0.2580784261226654,0.24461494386196136,0.2713715434074402,0.15898117423057556,0.2548610270023346,0.20155203342437744,0.2713715434074402,0.18613839149475098,0.18632595241069794,0.4185161590576172,0.15760008990764618
