,when,had,the,plague,reached,alexandria,?
by,0.4376842677593231,0.37294110655784607,0.4408751428127289,0.22066086530685425,0.1761910319328308,0.16482917964458466,0.17966607213020325
autumn,0.3020752966403961,0.1634240299463272,0.28377342224121094,0.30410757660865784,0.20356595516204834,0.18201285600662231,0.11069142818450928
1347,0.009000875987112522,-0.06168585270643234,0.11885491758584976,0.02025306411087513,0.12216699868440628,0.08906085044145584,-0.038942355662584305
",",0.36674630641937256,0.35487717390060425,0.4933079481124878,0.2630122900009155,0.26771560311317444,0.26247361302375793,0.31091248989105225
the,0.5091903209686279,0.3875846862792969,1.0,0.2537761330604553,0.29860952496528625,0.2427685707807541,0.22068053483963013
plague,0.25819700956344604,0.23648957908153534,0.2537761330604553,0.9999999403953552,0.19667384028434753,0.3213769793510437,0.11872942000627518
reached,0.22692134976387024,0.3475937843322754,0.29860952496528625,0.19667384028434753,0.9999998807907104,0.029433371499180794,0.1518019139766693
alexandria,0.2178705483675003,0.194001704454422,0.2427685707807541,0.3213769793510437,0.029433371499180794,0.9999999403953552,0.16482815146446228
in,0.4431333839893341,0.385026752948761,0.6662389636039734,0.2488756626844406,0.24389809370040894,0.22816869616508484,0.20430970191955566
egypt,0.2453436702489853,0.21527095139026642,0.2536296546459198,0.27196529507637024,0.1274445354938507,0.4744740128517151,0.17769601941108704
",",0.36674630641937256,0.35487717390060425,0.4933079481124878,0.2630122900009155,0.26771560311317444,0.26247361302375793,0.31091248989105225
probably,0.3694952726364136,0.31982794404029846,0.3722526729106903,0.28538596630096436,0.15570014715194702,0.1783972829580307,0.3524723947048187
through,0.34666842222213745,0.24049615859985352,0.44071322679519653,0.17900392413139343,0.22242580354213715,0.13044863939285278,0.16913433372974396
the,0.5091903209686279,0.3875846862792969,1.0,0.2537761330604553,0.29860952496528625,0.2427685707807541,0.22068053483963013
port,0.19527626037597656,0.19563284516334534,0.2648184895515442,0.24707429111003876,0.19570760428905487,0.2518656551837921,0.06519711017608643
's,-0.03368149697780609,-0.004401352722197771,-0.01540423184633255,-0.0006555641302838922,0.0023906826972961426,0.021674619987607002,-0.023395681753754616
trade,0.1979909986257553,0.18249842524528503,0.2681608200073242,0.19434992969036102,0.18014280498027802,0.041653867810964584,0.09336511790752411
with,0.5075214505195618,0.4739086329936981,0.4223487675189972,0.1677253097295761,0.20852181315422058,0.11562755703926086,0.2433311939239502
constantinople,0.18726098537445068,0.19743239879608154,0.22278720140457153,0.3938733637332916,0.19585971534252167,0.5316591858863831,0.14398078620433807
",",0.36674630641937256,0.35487717390060425,0.4933079481124878,0.2630122900009155,0.26771560311317444,0.26247361302375793,0.31091248989105225
and,0.4716290831565857,0.3872550129890442,0.5171257257461548,0.2229994833469391,0.19567863643169403,0.17293280363082886,0.20544172823429108
ports,0.21014288067817688,0.1941651850938797,0.3049439787864685,0.24513639509677887,0.2072412222623825,0.21362429857254028,0.038480158895254135
on,0.37706470489501953,0.36692994832992554,0.5107308030128479,0.16606301069259644,0.321969211101532,0.1861899048089981,0.2714994251728058
the,0.5091903209686279,0.3875846862792969,1.0,0.2537761330604553,0.29860952496528625,0.2427685707807541,0.22068053483963013
black,0.1860525906085968,0.1832539439201355,0.28466513752937317,0.2843790054321289,0.10633911937475204,0.07154840230941772,0.15159966051578522
sea,0.20553374290466309,0.1869262456893921,0.30363768339157104,0.24285711348056793,0.21822792291641235,0.16866794228553772,0.15551945567131042
.,0.475719153881073,0.37348684668540955,0.5934505462646484,0.2547653317451477,0.2790040373802185,0.23380713164806366,0.4130953550338745
