,what,city,",",along,with,hamilton,",",wellington,and,christchurch,",",is,one,of,the,largest,in,new,zealand,?
as,0.31749409437179565,0.21195319294929504,0.48816442489624023,0.31813573837280273,0.40387406945228577,0.13055506348609924,0.48816442489624023,0.1959810107946396,0.49487000703811646,0.16354842483997345,0.48816442489624023,0.43216490745544434,0.3954789340496063,0.3886612355709076,0.48381632566452026,0.1819920688867569,0.3887844979763031,0.24585270881652832,0.18826773762702942,0.27043893933296204
a,0.3320399522781372,0.2349124401807785,0.427140474319458,0.24426962435245514,0.3783375024795532,0.2237759679555893,0.427140474319458,0.19728834927082062,0.3739250600337982,0.23681366443634033,0.427140474319458,0.658733606338501,0.4910551905632019,0.5052502155303955,0.5829201340675354,0.24042341113090515,0.539380669593811,0.3214259147644043,0.22108711302280426,0.23916715383529663
result,0.19945499300956726,0.12442740052938461,0.23341737687587738,0.12337244302034378,0.21787862479686737,0.21566331386566162,0.23341737687587738,0.14829184114933014,0.27436327934265137,0.21953830122947693,0.23341737687587738,0.19420543313026428,0.2606547176837921,0.231380432844162,0.27778977155685425,0.06958483159542084,0.25670310854911804,0.1395891159772873,0.1331939399242401,0.17218433320522308
",",0.3087472915649414,0.35839709639549255,1.0000001192092896,0.29824912548065186,0.4120737314224243,0.2913999855518341,1.0000001192092896,0.28021010756492615,0.6633074283599854,0.27713438868522644,1.0000001192092896,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.26626327633857727,0.5201468467712402,0.36073189973831177,0.25323209166526794,0.31091248989105225
private,0.16778090596199036,0.2093900442123413,0.1899166703224182,0.13822825253009796,0.20792533457279205,0.12638692557811737,0.1899166703224182,0.15950238704681396,0.2557651102542877,0.17791889607906342,0.1899166703224182,0.1420905888080597,0.24056240916252136,0.18706899881362915,0.18291357159614563,0.2097262591123581,0.21135757863521576,0.15541495382785797,0.1425226330757141,0.14389030635356903
schools,0.1820785105228424,0.22731362283229828,0.2760516405105591,0.19221381843090057,0.13740696012973785,0.14643020927906036,0.2760516405105591,0.18177418410778046,0.29319998621940613,0.285625696182251,0.2760516405105591,0.2022145688533783,0.26161569356918335,0.265506386756897,0.22905772924423218,0.19201259315013885,0.2632134258747101,0.13635335862636566,0.1286637783050537,0.18349280953407288
in,0.30808621644973755,0.3911624252796173,0.5201468467712402,0.3603311777114868,0.4080928862094879,0.2069321870803833,0.5201468467712402,0.25662562251091003,0.4954058527946472,0.2651437222957611,0.5201468467712402,0.5394441485404968,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.3017216920852661,1.0,0.3758552670478821,0.2644186019897461,0.20430970191955566
new,0.2130378633737564,0.3555362820625305,0.36073189973831177,0.23185831308364868,0.24325589835643768,0.24561557173728943,0.36073189973831177,0.35201457142829895,0.31402453780174255,0.36236658692359924,0.36073189973831177,0.2208656519651413,0.264311820268631,0.343457967042923,0.3845241069793701,0.19267795979976654,0.3758552670478821,0.9999999403953552,0.5071729421615601,0.14782847464084625
zealand,0.09457359462976456,0.1818351000547409,0.25323209166526794,0.1229403018951416,0.21310117840766907,0.21261104941368103,0.25323209166526794,0.4435681104660034,0.29318365454673767,0.4792059659957886,0.25323209166526794,0.18299613893032074,0.19533611834049225,0.1794917732477188,0.18368712067604065,0.14106562733650208,0.2644186019897461,0.5071729421615601,0.9999999403953552,0.07086749374866486
are,0.29724663496017456,0.19493703544139862,0.4062570035457611,0.28655800223350525,0.38996943831443787,0.1360357701778412,0.4062570035457611,0.12212169915437698,0.48576638102531433,0.1466883271932602,0.4062570035457611,0.5330929756164551,0.42537835240364075,0.39081433415412903,0.40399202704429626,0.23992078006267548,0.3841303884983063,0.1899496167898178,0.15959401428699493,0.24591213464736938
