,when,did,ribault,first,establish,a,settlement,in,south,carolina,?
in,0.4431333839893341,0.2593238651752472,0.23977957665920258,0.4127444326877594,0.25682297348976135,0.539380669593811,0.26083990931510925,1.0,0.33642083406448364,0.2380082756280899,0.20430970191955566
1562,-0.0303362850099802,0.006709015928208828,0.11886440962553024,0.050217628479003906,-0.04632679745554924,0.08879490941762924,0.025528306141495705,0.0846833735704422,0.1264927238225937,0.11860735714435577,0.018519774079322815
",",0.36674630641937256,0.3015086054801941,0.34355199337005615,0.34503069519996643,0.19669954478740692,0.427140474319458,0.25103551149368286,0.5201468467712402,0.3256652057170868,0.2566046118736267,0.31091248989105225
naval,0.21309620141983032,0.18841907382011414,0.31612566113471985,0.2393709272146225,0.24066536128520966,0.17352589964866638,0.24719099700450897,0.2151644080877304,0.18638381361961365,0.22572650015354156,0.12642952799797058
officer,0.22735248506069183,0.18415500223636627,0.2790873944759369,0.2502792775630951,0.20775525271892548,0.241327702999115,0.16551893949508667,0.24015754461288452,0.1789996474981308,0.16212990880012512,0.119948610663414
jean,0.11667072772979736,0.11140255630016327,0.4620858430862427,0.21532060205936432,0.09947242587804794,0.19298788905143738,0.06102326139807701,0.19998259842395782,0.17479421198368073,0.10986382514238358,0.1531364470720291
ribault,0.2408909648656845,0.20181918144226074,1.0,0.27004316449165344,0.08630277216434479,0.2987509071826935,0.13022302091121674,0.23977957665920258,0.2356320321559906,0.23511019349098206,0.18847298622131348
led,0.2072276622056961,0.3213953971862793,0.1771666407585144,0.29928895831108093,0.2674533426761627,0.19072435796260834,0.17315731942653656,0.2990247309207916,0.20228448510169983,0.1589251011610031,0.09273858368396759
an,0.33026179671287537,0.22598257660865784,0.2149740606546402,0.29757723212242126,0.16808341443538666,0.44552403688430786,0.18905887007713318,0.2605783939361572,0.2024267613887787,0.1042201966047287,0.19793890416622162
expedition,0.18555386364459991,0.21760712563991547,0.3162066638469696,0.2865070104598999,0.22480516135692596,0.15557065606117249,0.3231826424598694,0.19481515884399414,0.29572582244873047,0.18282702565193176,0.10355690121650696
that,0.5860282182693481,0.47518548369407654,0.20263046026229858,0.3482176661491394,0.3038421869277954,0.47537946701049805,0.22092460095882416,0.435920387506485,0.1571199595928192,0.131194606423378,0.32716336846351624
explored,0.21142643690109253,0.2389964908361435,0.25979191064834595,0.2753499448299408,0.2544480860233307,0.161062553524971,0.31899991631507874,0.2683154344558716,0.26935654878616333,0.16725902259349823,0.08649857342243195
florida,0.18923655152320862,0.16857092082500458,0.2524162828922272,0.17244821786880493,0.09761551767587662,0.22540530562400818,0.17341943085193634,0.2330404818058014,0.26513609290122986,0.5134581923484802,0.13469882309436798
and,0.4716290831565857,0.34479495882987976,0.27064043283462524,0.3167642652988434,0.2462419867515564,0.3739250600337982,0.24081379175186157,0.4954058527946472,0.3140619993209839,0.22423055768013,0.20544172823429108
the,0.5091903209686279,0.34736719727516174,0.2843990921974182,0.49448907375335693,0.31343501806259155,0.5829201340675354,0.2599570155143738,0.6662389636039734,0.3129390776157379,0.24749229848384857,0.22068053483963013
present-day,0.24245044589042664,0.20096364617347717,0.20337364077568054,0.32695430517196655,0.19657699763774872,0.28938913345336914,0.24924656748771667,0.3419967591762543,0.1722121387720108,0.15487909317016602,0.24972984194755554
southeastern,0.2233302891254425,0.12453693151473999,0.2151690125465393,0.19939498603343964,0.1258169561624527,0.27139317989349365,0.26092925667762756,0.3610875606536865,0.5580486059188843,0.40702104568481445,0.1729537695646286
u.s.,0.1045418381690979,0.11472565680742264,0.03220033645629883,0.07239635288715363,0.006311514414846897,0.0347411222755909,0.08045513182878494,-0.003064807504415512,-0.018413471058011055,0.08665967732667923,0.07886100560426712
",",0.36674630641937256,0.3015086054801941,0.34355199337005615,0.34503069519996643,0.19669954478740692,0.427140474319458,0.25103551149368286,0.5201468467712402,0.3256652057170868,0.2566046118736267,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.27064043283462524,0.3167642652988434,0.2462419867515564,0.3739250600337982,0.24081379175186157,0.4954058527946472,0.3140619993209839,0.22423055768013,0.20544172823429108
founded,0.16657374799251556,0.15014135837554932,0.1765414923429489,0.29694172739982605,0.36944401264190674,0.1686933934688568,0.22711652517318726,0.24877111613750458,0.20712271332740784,0.14978715777397156,0.09119737893342972
the,0.5091903209686279,0.34736719727516174,0.2843990921974182,0.49448907375335693,0.31343501806259155,0.5829201340675354,0.2599570155143738,0.6662389636039734,0.3129390776157379,0.24749229848384857,0.22068053483963013
outpost,0.22318924963474274,0.16031433641910553,0.23695603013038635,0.2813604772090912,0.3277741074562073,0.20392313599586487,0.40315040946006775,0.300446093082428,0.36434468626976013,0.19424192607402802,0.1001662090420723
of,0.3757161796092987,0.2513895630836487,0.21211431920528412,0.3536086082458496,0.210533007979393,0.5052502155303955,0.25982165336608887,0.5696388483047485,0.33382371068000793,0.26946863532066345,0.1826142966747284
charlesfort,0.22894379496574402,0.1408919394016266,0.3667928874492645,0.24280953407287598,0.1522718071937561,0.310774564743042,0.3256841003894806,0.33249932527542114,0.3638584315776825,0.3951014280319214,0.21091435849666595
on,0.37706470489501953,0.2670976221561432,0.27969393134117126,0.3120559751987457,0.1519933044910431,0.3848365545272827,0.18260528147220612,0.46853652596473694,0.22021299600601196,0.19547675549983978,0.2714994251728058
parris,0.2646493911743164,0.19935108721256256,0.3319252133369446,0.2029847800731659,0.13920757174491882,0.25184887647628784,0.17194238305091858,0.22646857798099518,0.23241859674453735,0.3024347126483917,0.19006304442882538
island,0.15868309140205383,0.11249405890703201,0.2645775079727173,0.19841675460338593,0.15294262766838074,0.2505504786968231,0.37637007236480713,0.24730545282363892,0.3168698847293854,0.2696024477481842,0.0887429490685463
",",0.36674630641937256,0.3015086054801941,0.34355199337005615,0.34503069519996643,0.19669954478740692,0.427140474319458,0.25103551149368286,0.5201468467712402,0.3256652057170868,0.2566046118736267,0.31091248989105225
south,0.18115942180156708,0.1510593444108963,0.2356320321559906,0.21650062501430511,0.13880489766597748,0.23680485785007477,0.19810427725315094,0.33642083406448364,1.0000001192092896,0.4606103301048279,0.12336621433496475
carolina,0.16545826196670532,0.18489903211593628,0.23511019349098206,0.15716660022735596,0.0517282709479332,0.1979188621044159,0.13485251367092133,0.2380082756280899,0.4606103301048279,1.0000001192092896,0.11847445368766785
