,who,succeeded,thomas,murphy,as,president,in,1990,?
in,0.2792111933231354,0.1560104489326477,0.21133768558502197,0.2727879285812378,0.3887844979763031,0.18811661005020142,1.0,-0.012069408781826496,0.20430970191955566
1990,0.17690111696720123,0.11108424514532089,0.031116120517253876,-0.04414961859583855,-0.1149316057562828,0.1049930602312088,-0.012069408781826496,0.9999999403953552,0.07789827883243561
",",0.3365725874900818,0.263449490070343,0.25079426169395447,0.2993151843547821,0.48816442489624023,0.26552814245224,0.5201468467712402,0.0030314233154058456,0.31091248989105225
thomas,0.26103657484054565,0.1249036192893982,1.0000001192092896,0.24473543465137482,0.19479404389858246,0.22410279512405396,0.21133768558502197,0.031116120517253876,0.16133050620555878
s.,0.05014374107122421,0.015404713340103626,-0.04167528823018074,-0.01850704848766327,-0.020032282918691635,-0.11523573100566864,-0.11448613554239273,-0.010963589884340763,0.07581593841314316
murphy,0.2694018483161926,0.09859448671340942,0.24473543465137482,1.0,0.26997292041778564,0.10970347374677658,0.2727879285812378,-0.04414961859583855,0.1981727033853531
delegated,0.28058645129203796,0.32129642367362976,0.14086857438087463,0.11322814971208572,0.23376356065273285,0.4508150517940521,0.22077558934688568,0.024751797318458557,0.136549174785614
his,0.44966956973075867,0.35966598987579346,0.20028819143772125,0.2367129772901535,0.3146366477012634,0.25683027505874634,0.3598145842552185,0.12425289303064346,0.18075084686279297
position,0.2597297430038452,0.2768562436103821,0.10777643322944641,0.12053784728050232,0.2407573163509369,0.19582977890968323,0.20453733205795288,-0.0795249342918396,0.15529610216617584
as,0.3923053741455078,0.30863767862319946,0.19479404389858246,0.26997292041778564,1.0,0.2031671553850174,0.3887844979763031,-0.1149316057562828,0.27043893933296204
president,0.22565458714962006,0.40577614307403564,0.22410279512405396,0.10970347374677658,0.2031671553850174,1.0000001192092896,0.18811661005020142,0.1049930602312088,0.14148259162902832
to,0.42656609416007996,0.18760520219802856,0.1928519904613495,0.23132163286209106,0.42092081904411316,0.21247753500938416,0.45010748505592346,-0.06767388433218002,0.29463258385658264
daniel,0.2651176154613495,0.1301393359899521,0.2566600441932678,0.29233986139297485,0.15492023527622223,0.17979766428470612,0.1751832365989685,0.019737806171178818,0.1540297418832779
b.,-0.04261862486600876,0.038763534277677536,-0.004345292691141367,-0.008997066877782345,0.04194670170545578,-0.08066215366125107,-0.03819156438112259,-0.10459035634994507,-0.032647255808115005
burke,0.24957938492298126,0.1476142853498459,0.30722668766975403,0.3857452869415283,0.12856978178024292,0.16731171309947968,0.16090454161167145,-0.0035160158295184374,0.12550751864910126
while,0.4068111777305603,0.23807261884212494,0.16585712134838104,0.22447732090950012,0.4165958762168884,0.17505937814712524,0.3399278521537781,-0.0092173395678401,0.21076419949531555
remaining,0.2595963180065155,0.16974714398384094,0.11039047688245773,0.10572754591703415,0.26056531071662903,0.1300738900899887,0.3161192238330841,-0.13486547768115997,0.16961920261383057
abc,0.14673753082752228,0.07758044451475143,0.21790172159671783,0.2258860468864441,0.2286096066236496,0.20593604445457458,0.1697147786617279,-0.11151333153247833,0.19065172970294952
's,0.05599616840481758,-0.1342489868402481,0.0326034352183342,0.0140488650649786,-0.05775856226682663,-0.08566092699766159,-0.037580832839012146,0.06237616762518883,-0.023395681753754616
chairman,0.17702560126781464,0.35251641273498535,0.1558430790901184,0.19266213476657867,0.22366109490394592,0.5072928071022034,0.19268719851970673,0.04283454641699791,0.08324678242206573
and,0.41279885172843933,0.2175402045249939,0.20946627855300903,0.2506687343120575,0.49487000703811646,0.23286236822605133,0.4954058527946472,-0.038070183247327805,0.20544172823429108
ceo,0.18829603493213654,0.3393121659755707,0.2243909239768982,0.2257373034954071,0.23039278388023376,0.4603186249732971,0.13535729050636292,-0.0378587581217289,0.13378572463989258
.,0.3541337847709656,0.2289835661649704,0.2580391466617584,0.28817734122276306,0.515582263469696,0.26255303621292114,0.5591574311256409,0.011693721637129784,0.4130953550338745
