,what,paleontologists,are,currently,on,the,university,'s,faculty,?
current,0.18294453620910645,0.0979936271905899,0.1799115389585495,0.5213339328765869,0.27069616317749023,0.3314409554004669,0.18160270154476166,0.004145179875195026,0.14183376729488373,0.12074550241231918
faculty,0.17261409759521484,0.25580230355262756,0.1803768277168274,0.18929000198841095,0.1844133585691452,0.19605974853038788,0.6468125581741333,-0.007807043846696615,1.0,0.04951627925038338
include,0.1535889357328415,0.14643095433712006,0.5140694975852966,0.22678527235984802,0.2332274466753006,0.2951717972755432,0.09942364692687988,-0.07849370688199997,0.14791926741600037,0.14925788342952728
the,0.42745697498321533,0.24533379077911377,0.40399202704429626,0.2945235073566437,0.5107308030128479,1.0,0.263973206281662,-0.01540423184633255,0.19605974853038788,0.22068053483963013
anthropologist,0.24547387659549713,0.5786033272743225,0.09827011078596115,0.1540001481771469,0.15306949615478516,0.16061320900917053,0.37364935874938965,0.06477395445108414,0.3372592628002167,0.17604398727416992
marshall,0.17371580004692078,0.11695650964975357,0.17144383490085602,0.191278874874115,0.15066194534301758,0.22928133606910706,0.2478753626346588,0.014617709442973137,0.16911830008029938,0.18167579174041748
sahlins,0.11124920845031738,0.26891079545021057,0.19778236746788025,0.26322850584983826,0.268532931804657,0.29118847846984863,0.33104413747787476,0.08288310468196869,0.2839464843273163,0.1920129954814911
",",0.3087472915649414,0.19921116530895233,0.4062570035457611,0.33041635155677795,0.49057599902153015,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.24666790664196014,0.31091248989105225
historian,0.21019703149795532,0.34491637349128723,0.050226498395204544,0.08263007551431656,0.1466064304113388,0.17690813541412354,0.25014713406562805,0.022088583558797836,0.2776077091693878,0.14715451002120972
dipesh,0.23176486790180206,0.22375376522541046,0.2551456391811371,0.11482888460159302,0.15472976863384247,0.26763924956321716,0.1721453219652176,0.04483676329255104,0.15239353477954865,0.18075904250144958
chakrabarty,0.27810317277908325,0.10905661433935165,0.21869421005249023,0.1360922008752823,0.3125034272670746,0.3633680045604706,0.19077914953231812,0.0047697885893285275,0.19385895133018494,0.23590245842933655
",",0.3087472915649414,0.19921116530895233,0.4062570035457611,0.33041635155677795,0.49057599902153015,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.24666790664196014,0.31091248989105225
