,what,are,more,common,in,other,plastids,than,chloroplasts,?
the,0.42745697498321533,0.40399202704429626,0.39758381247520447,0.2705984115600586,0.6662389636039734,0.44152235984802246,0.2242976725101471,0.3227543234825134,0.23062430322170258,0.22068053483963013
chloroplast,0.23505516350269318,0.26561424136161804,0.22333800792694092,0.20586439967155457,0.19207799434661865,0.24334003031253815,0.7458702325820923,0.17002522945404053,0.9777651429176331,0.12532055377960205
membranes,0.18834297358989716,0.36286166310310364,0.24761071801185608,0.23060829937458038,0.21022982895374298,0.2620484530925751,0.6430405974388123,0.20113353431224823,0.6635266542434692,0.20524227619171143
sometimes,0.34229418635368347,0.47411349415779114,0.315399169921875,0.3963818848133087,0.31462913751602173,0.4085802435874939,0.26552414894104004,0.34453392028808594,0.256771057844162,0.1751544177532196
protrude,0.24417410790920258,0.3234240710735321,0.2823570668697357,0.2519857585430145,0.1786091923713684,0.2575409412384033,0.4710962176322937,0.22925178706645966,0.4746822416782379,0.1717037856578827
out,0.3633197546005249,0.31390950083732605,0.3380376398563385,0.15054967999458313,0.3576207756996155,0.2891615033149719,0.2570975720882416,0.26693058013916016,0.21616721153259277,0.22020699083805084
into,0.2180619090795517,0.2930682599544525,0.26544561982154846,0.11616966128349304,0.38021373748779297,0.25933539867401123,0.21374310553073883,0.19508914649486542,0.18454523384571075,0.15662476420402527
the,0.42745697498321533,0.40399202704429626,0.39758381247520447,0.2705984115600586,0.6662389636039734,0.44152235984802246,0.2242976725101471,0.3227543234825134,0.23062430322170258,0.22068053483963013
cytoplasm,0.2066272348165512,0.2906707227230072,0.2078644335269928,0.2050405740737915,0.2115907520055771,0.21151435375213623,0.6653447151184082,0.15407295525074005,0.7543765306472778,0.1524042785167694
",",0.3087472915649414,0.4062570035457611,0.3696524500846863,0.2497023195028305,0.5201468467712402,0.4446498453617096,0.22896312177181244,0.3371901512145996,0.20794041454792023,0.31091248989105225
forming,0.18138349056243896,0.29073548316955566,0.20786114037036896,0.18750552833080292,0.3025292158126831,0.25295403599739075,0.3027864694595337,0.20609556138515472,0.32840949296951294,0.11404796689748764
a,0.3320399522781372,0.265255331993103,0.3452818691730499,0.29638534784317017,0.539380669593811,0.2806335389614105,0.22994738817214966,0.3126874566078186,0.24622295796871185,0.23916715383529663
stromule,0.19566774368286133,0.23308402299880981,0.20185783505439758,0.13448667526245117,0.28121399879455566,0.21463444828987122,0.2917659282684326,0.19228699803352356,0.33541974425315857,0.1509704738855362
",",0.3087472915649414,0.4062570035457611,0.3696524500846863,0.2497023195028305,0.5201468467712402,0.4446498453617096,0.22896312177181244,0.3371901512145996,0.20794041454792023,0.31091248989105225
or,0.33867141604423523,0.5374364256858826,0.41612157225608826,0.39668911695480347,0.3586423695087433,0.5325124859809875,0.3362680673599243,0.5002588033676147,0.3088610768318176,0.32389625906944275
stroma-containing,0.18733839690685272,0.4193013608455658,0.32711759209632874,0.28867587447166443,0.35843363404273987,0.3546045422554016,0.4247680604457855,0.3193657398223877,0.49086296558380127,0.22908230125904083
tubule,0.12311094999313354,0.2751859426498413,0.20447640120983124,0.17879348993301392,0.17350122332572937,0.2144877016544342,0.5607136487960815,0.16177015006542206,0.5917066931724548,0.10841904580593109
.,0.3567904531955719,0.3452940285205841,0.4070230722427368,0.21817955374717712,0.5591574311256409,0.41511186957359314,0.2641328275203705,0.3594527542591095,0.23868323862552643,0.4130953550338745
