,what,is,another,name,for,exoteric,?
in,0.30808621644973755,0.5394441485404968,0.3397690951824188,0.2459065467119217,0.4322226941585541,0.28564438223838806,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.3171212375164032,0.4739971458911896,0.29770368337631226,0.22068053483963013
more,0.3484537899494171,0.2946030795574188,0.4338461756706238,0.15184196829795837,0.3891189992427826,0.23740485310554504,0.27894994616508484
spiritual,0.2431802898645401,0.1757679283618927,0.22945798933506012,0.08161307871341705,0.19519944489002228,0.30537548661231995,0.1801415979862213
or,0.33867141604423523,0.41870999336242676,0.4401204288005829,0.19621294736862183,0.4111599624156952,0.34751471877098083,0.32389625906944275
mystical,0.32192039489746094,0.18828941881656647,0.184113010764122,0.11016478389501572,0.18354110419750214,0.2899206876754761,0.19277913868427277
islamic,0.2204568088054657,0.17644661664962769,0.17483314871788025,0.05511707812547684,0.13630835711956024,0.21552230417728424,0.1692383587360382
tradition,0.24046438932418823,0.2601749897003174,0.1712365448474884,0.19450701773166656,0.20650464296340942,0.2921503782272339,0.15717756748199463
of,0.33290785551071167,0.4854315221309662,0.38147079944610596,0.24075818061828613,0.4185989499092102,0.32897406816482544,0.1826142966747284
sufism,0.28989893198013306,0.1597481667995453,0.18757781386375427,0.06756824254989624,0.1097579374909401,0.29631975293159485,0.17693515121936798
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.28145334124565125,0.4464869201183319,0.2791244685649872,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.3171212375164032,0.4739971458911896,0.29770368337631226,0.22068053483963013
position,0.22031237185001373,0.19614431262016296,0.23708684742450714,0.1538318544626236,0.27123650908470154,0.19879083335399628,0.15529610216617584
of,0.33290785551071167,0.4854315221309662,0.38147079944610596,0.24075818061828613,0.4185989499092102,0.32897406816482544,0.1826142966747284
spiritual,0.2431802898645401,0.1757679283618927,0.22945798933506012,0.08161307871341705,0.19519944489002228,0.30537548661231995,0.1801415979862213
teacher,0.20492632687091827,0.2001669555902481,0.21179868280887604,0.12208614498376846,0.23373261094093323,0.2166869044303894,0.1797819435596466
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.21235932409763336,0.5064792633056641,0.31378281116485596,0.20544172823429108
an,0.2821882665157318,0.4654068350791931,0.47266486287117004,0.22033736109733582,0.3236706852912903,0.2660531997680664,0.19793890416622162
esoteric,0.3363439440727234,0.27693507075309753,0.20631498098373413,0.17673932015895844,0.25048983097076416,0.7515488862991333,0.26774701476097107
(,0.2411840260028839,0.35393038392066956,0.2500171959400177,0.2706909477710724,0.3357032239437103,0.3042834401130676,0.40561532974243164
as,0.31749409437179565,0.43216490745544434,0.3282026946544647,0.2851914167404175,0.44774648547172546,0.3011685609817505,0.27043893933296204
opposed,0.35573211312294006,0.18266244232654572,0.22390244901180267,0.12970028817653656,0.24677163362503052,0.22110682725906372,0.23428945243358612
to,0.455847829580307,0.42745086550712585,0.48769932985305786,0.27806994318962097,0.4451248347759247,0.27217626571655273,0.29463258385658264
exoteric,0.32859086990356445,0.2934204339981079,0.2795765697956085,0.15677142143249512,0.30347275733947754,0.9999999403953552,0.23133064806461334
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.28145334124565125,0.4464869201183319,0.2791244685649872,0.31091248989105225
or,0.33867141604423523,0.41870999336242676,0.4401204288005829,0.19621294736862183,0.4111599624156952,0.34751471877098083,0.32389625906944275
actions-oriented,0.3511205017566681,0.2686356008052826,0.29267585277557373,0.13423435389995575,0.2742973566055298,0.3608896732330322,0.2916887402534485
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.28145334124565125,0.4464869201183319,0.2791244685649872,0.31091248989105225
e.g,0.044121697545051575,0.02077377215027809,0.05952056497335434,0.05143572390079498,0.11492136120796204,0.044963110238313675,-0.03681480139493942
.,0.3567904531955719,0.4569662809371948,0.3817248046398163,0.24737101793289185,0.4726039469242096,0.29990631341934204,0.4130953550338745
