,who,was,the,karluk,kara-khanid,ruler,ranked,above,?
when,0.48282691836357117,0.37326499819755554,0.5091903209686279,0.13996070623397827,0.20045828819274902,0.2101009041070938,0.08116722106933594,0.22809481620788574,0.22841128706932068
the,0.3733934462070465,0.48711544275283813,1.0,0.27753403782844543,0.2745368778705597,0.23322275280952454,0.2711145281791687,0.33988961577415466,0.22068053483963013
mongols,0.2709572911262512,0.19519121944904327,0.310281366109848,0.3057321310043335,0.5537573099136353,0.3870810866355896,0.17161762714385986,0.09778913110494614,0.11517509818077087
placed,0.1622145026922226,0.23873765766620636,0.38702741265296936,0.11798804253339767,0.15853117406368256,0.16650383174419403,0.32185885310173035,0.2624523937702179,0.18964257836341858
the,0.3733934462070465,0.48711544275283813,1.0,0.27753403782844543,0.2745368778705597,0.23322275280952454,0.2711145281791687,0.33988961577415466,0.22068053483963013
uighurs,0.20429787039756775,0.20198987424373627,0.3033442199230194,0.3104875087738037,0.36973822116851807,0.21565866470336914,0.21454299986362457,0.20113010704517365,0.17329514026641846
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.23197144269943237,0.24797147512435913,0.28001952171325684,0.276383638381958,0.24890293180942535,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,1.0,0.27753403782844543,0.2745368778705597,0.23322275280952454,0.2711145281791687,0.33988961577415466,0.22068053483963013
kingdom,0.15265370905399323,0.27756404876708984,0.3143408000469208,0.18554817140102386,0.21897661685943604,0.2982479929924011,0.18840517103672028,0.13476581871509552,0.12927088141441345
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.23197144269943237,0.24797147512435913,0.28001952171325684,0.276383638381958,0.24890293180942535,0.1826142966747284
qocho,0.1683555245399475,0.2545815706253052,0.30962467193603516,0.3698015511035919,0.3110624849796295,0.21285825967788696,0.1404360830783844,0.17469963431358337,0.1867162138223648
over,0.316001296043396,0.24486446380615234,0.39856547117233276,0.22073321044445038,0.16225139796733856,0.16192373633384705,0.23310305178165436,0.2213282287120819,0.25742942094802856
the,0.3733934462070465,0.48711544275283813,1.0,0.27753403782844543,0.2745368778705597,0.23322275280952454,0.2711145281791687,0.33988961577415466,0.22068053483963013
koreans,0.30688464641571045,0.22738997638225555,0.2526109516620636,0.22829200327396393,0.29134780168533325,0.20416975021362305,0.16499793529510498,0.10447122156620026,0.22291037440299988
at,0.22096660733222961,0.36707764863967896,0.457212895154953,0.20144185423851013,0.13823583722114563,0.10843101888895035,0.1951880007982254,0.25034499168395996,0.21978627145290375
the,0.3733934462070465,0.48711544275283813,1.0,0.27753403782844543,0.2745368778705597,0.23322275280952454,0.2711145281791687,0.33988961577415466,0.22068053483963013
court,0.24532970786094666,0.2737988233566284,0.2812081575393677,0.18442559242248535,0.13138507306575775,0.248986154794693,0.15967829525470734,0.12044361233711243,0.17100423574447632
the,0.3733934462070465,0.48711544275283813,1.0,0.27753403782844543,0.2745368778705597,0.23322275280952454,0.2711145281791687,0.33988961577415466,0.22068053483963013
korean,0.19757816195487976,0.22204650938510895,0.2349277287721634,0.2587657868862152,0.2704145610332489,0.1421758532524109,0.14668162167072296,0.09135923534631729,0.1996629685163498
king,0.24555552005767822,0.27377256751060486,0.25887003540992737,0.18906834721565247,0.20901361107826233,0.4715099036693573,0.14068704843521118,0.12369357794523239,0.19130074977874756
objected,0.29762837290763855,0.27253714203834534,0.23751474916934967,0.13412794470787048,0.15024426579475403,0.08440270274877548,0.1480303257703781,0.23143403232097626,0.23257127404212952
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.35131725668907166,0.23882128298282623,0.24077121913433075,0.21935869753360748,0.2902800738811493,0.31091248989105225
then,0.29952746629714966,0.27044644951820374,0.4297412931919098,0.18353183567523956,0.19482609629631042,0.21785210072994232,0.04103130102157593,0.24946866929531097,0.2884598970413208
the,0.3733934462070465,0.48711544275283813,1.0,0.27753403782844543,0.2745368778705597,0.23322275280952454,0.2711145281791687,0.33988961577415466,0.22068053483963013
mongol,0.22505711019039154,0.17204789817333221,0.2924198508262634,0.31438034772872925,0.5624629259109497,0.4110923409461975,0.11330563575029373,0.08860798180103302,0.12849251925945282
emperor,0.19567297399044037,0.2147601991891861,0.2871226370334625,0.23785679042339325,0.2918848991394043,0.44371873140335083,0.09850406646728516,0.1426001340150833,0.19661661982536316
kublai,0.2874084413051605,0.3139400780200958,0.32886171340942383,0.42424094676971436,0.5810854434967041,0.4527418613433838,0.18437588214874268,0.11669296771287918,0.14562560617923737
khan,0.2616176903247833,0.23483267426490784,0.21067845821380615,0.3898046314716339,0.6659863591194153,0.37283483147621155,0.12042994797229767,0.1503915786743164,0.12862591445446014
rebuked,0.29127389192581177,0.42203986644744873,0.3760504722595215,0.15400654077529907,0.21662715077400208,0.2592150866985321,0.26752015948295593,0.20431353151798248,0.19616980850696564
the,0.3733934462070465,0.48711544275283813,1.0,0.27753403782844543,0.2745368778705597,0.23322275280952454,0.2711145281791687,0.33988961577415466,0.22068053483963013
