,how,much,money,has,been,raised,by,the,host,committee,?
the,0.33890387415885925,0.35023224353790283,0.2699695825576782,0.4177538752555847,0.3563927710056305,0.2089216411113739,0.4408751428127289,1.0,0.26909032464027405,0.24322165548801422,0.22068053483963013
host,0.15428608655929565,0.07799112051725388,0.14202766120433807,0.20938843488693237,0.2368236631155014,0.16368018090724945,0.17084096372127533,0.26909032464027405,1.0000001192092896,0.15074416995048523,0.1021634042263031
committee,0.14701566100120544,0.08676882088184357,0.20520848035812378,0.17535506188869476,0.27002742886543274,0.09630504995584488,0.18816545605659485,0.24322165548801422,0.15074416995048523,1.0,0.12144632637500763
has,0.26820555329322815,0.31650421023368835,0.19487136602401733,1.0,0.6162750124931335,0.2152225524187088,0.3254803419113159,0.4177538752555847,0.20938843488693237,0.17535506188869476,0.15994466841220856
already,0.3991519510746002,0.3883720338344574,0.18460872769355774,0.43795865774154663,0.5708072185516357,0.19587108492851257,0.35610949993133545,0.34582915902137756,0.1189398467540741,0.2377852201461792,0.3477933406829834
raised,0.08697471022605896,0.1935967355966568,0.2289493829011917,0.2152225524187088,0.2258751094341278,1.0000001192092896,0.12305940687656403,0.2089216411113739,0.16368018090724945,0.09630504995584488,0.1332261711359024
over,0.31446483731269836,0.3711091876029968,0.1928548663854599,0.370955228805542,0.36951375007629395,0.19123676419258118,0.29360154271125793,0.39856547117233276,0.16715843975543976,0.167977973818779,0.25742942094802856
$,0.18718640506267548,0.205519899725914,0.49513715505599976,0.18760783970355988,0.17536260187625885,0.17482425272464752,0.18890754878520966,0.23367542028427124,0.09766002744436264,0.11469446867704391,0.2786129117012024
40,0.03806556016206741,-0.001597423804923892,-0.08132423460483551,0.07547257840633392,0.03604418784379959,-0.05134470388293266,-0.052457746118307114,-0.09923846274614334,-0.04970922693610191,-0.017476335167884827,0.010195288807153702
million,0.21114659309387207,0.2792966067790985,0.30804139375686646,0.2611117959022522,0.2790238857269287,0.1770334094762802,0.20025373995304108,0.277012437582016,0.17941874265670776,0.1044168695807457,0.23092924058437347
through,0.2704794108867645,0.2705850303173065,0.1561250537633896,0.3215855658054352,0.25531598925590515,0.1126239225268364,0.3433202803134918,0.44071322679519653,0.15113236010074615,0.16984257102012634,0.16913433372974396
sponsors,0.09201506525278091,0.18569138646125793,0.3713279366493225,0.2002611607313156,0.2615889012813568,0.07389062643051147,0.1500338613986969,0.24524325132369995,0.2382320612668991,0.25502586364746094,0.11456003785133362
including,0.20270724594593048,0.25625187158584595,0.2431754469871521,0.36956900358200073,0.37380173802375793,0.14491505920886993,0.30155983567237854,0.3738902807235718,0.18043753504753113,0.15318942070007324,0.1633303165435791
apple,0.2165854573249817,0.09336904436349869,0.11252977699041367,0.20591652393341064,0.18510228395462036,0.10557388514280319,0.15861016511917114,0.19389043748378754,0.18903502821922302,0.10197454690933228,0.21977189183235168
",",0.22659391164779663,0.36182254552841187,0.24156853556632996,0.3734780251979828,0.34873589873313904,0.33604082465171814,0.3680937886238098,0.4933079481124878,0.26840344071388245,0.20982497930526733,0.31091248989105225
google,0.163117453455925,0.1831294149160385,0.19865632057189941,0.17431871592998505,0.11585018783807755,0.028685636818408966,0.16227492690086365,0.15672807395458221,0.09717975556850433,0.10254024714231491,0.33158186078071594
",",0.22659391164779663,0.36182254552841187,0.24156853556632996,0.3734780251979828,0.34873589873313904,0.33604082465171814,0.3680937886238098,0.4933079481124878,0.26840344071388245,0.20982497930526733,0.31091248989105225
yahoo,0.17910444736480713,0.1842806488275528,0.2425135225057602,0.18067003786563873,0.18379925191402435,0.08382987976074219,0.16815394163131714,0.1642497032880783,0.15211184322834015,0.1824936419725418,0.3211785852909088
!,0.24897439777851105,0.22685606777668,0.1663113832473755,0.17920763790607452,0.12274332344532013,0.12889768183231354,0.195795476436615,0.208593487739563,0.13930007815361023,0.0018133396515622735,0.45165371894836426
",",0.22659391164779663,0.36182254552841187,0.24156853556632996,0.3734780251979828,0.34873589873313904,0.33604082465171814,0.3680937886238098,0.4933079481124878,0.26840344071388245,0.20982497930526733,0.31091248989105225
intel,0.19713515043258667,0.21138259768486023,0.22693389654159546,0.20993611216545105,0.21001367270946503,0.09735224395990372,0.1451023668050766,0.16567718982696533,0.19311471283435822,0.21864186227321625,0.2351066768169403
