,what,did,johann,eck,call,luther,?
for,0.3017193675041199,0.318512886762619,0.09551481157541275,0.17780791223049164,0.272861123085022,0.12958186864852905,0.264628142118454
this,0.5489566326141357,0.3609912693500519,0.16754618287086487,0.13311181962490082,0.3195565938949585,0.17328955233097076,0.3155723512172699
",",0.3087472915649414,0.3015086054801941,0.23122678697109222,0.2767295837402344,0.2670435905456543,0.23255878686904907,0.31091248989105225
eck,0.20082831382751465,0.16970084607601166,0.41396206617355347,1.0000001192092896,0.12288358062505722,0.3661292493343353,0.17439329624176025
branded,0.15654347836971283,0.2106427252292633,0.15235386788845062,0.17862790822982788,0.09763574600219727,0.1662731021642685,0.13869881629943848
luther,0.2134782373905182,0.23667675256729126,0.3837730586528778,0.3661292493343353,0.0945192277431488,1.0,0.1732746809720993
a,0.3320399522781372,0.2552328109741211,0.16699613630771637,0.23196116089820862,0.2774817645549774,0.17967689037322998,0.23916715383529663
new,0.2130378633737564,0.227974995970726,0.23103107511997223,0.19050315022468567,0.23044374585151672,0.14555130898952484,0.14782847464084625
jan,0.049572642892599106,0.14893849194049835,0.3219859302043915,0.2500002980232239,0.03468487411737442,0.17867203056812286,0.14395545423030853
hus,0.1412891000509262,0.12434300035238266,0.30422282218933105,0.20629478991031647,0.07857931405305862,0.2678053081035614,0.12628300487995148
",",0.3087472915649414,0.3015086054801941,0.23122678697109222,0.2767295837402344,0.2670435905456543,0.23255878686904907,0.31091248989105225
referring,0.37071776390075684,0.2201811522245407,0.10888078063726425,0.1950080543756485,0.3300553262233734,0.09527315199375153,0.23602885007858276
to,0.455847829580307,0.4452643394470215,0.1611560434103012,0.1271955817937851,0.27641981840133667,0.18029534816741943,0.29463258385658264
the,0.42745697498321533,0.34736719727516174,0.1716882735490799,0.24178750813007355,0.26640447974205017,0.1759674996137619,0.22068053483963013
czech,0.14273232221603394,0.10599575191736221,0.25577905774116516,0.20377954840660095,0.1036231592297554,0.13945119082927704,0.2060156762599945
reformer,0.1662570685148239,0.1290028989315033,0.3472622036933899,0.3310646116733551,0.13020575046539307,0.4052896499633789,0.11289013922214508
and,0.31309178471565247,0.34479495882987976,0.22396446764469147,0.2995111048221588,0.237839937210083,0.20796556770801544,0.20544172823429108
heretic,0.21118874847888947,0.20290781557559967,0.25933173298835754,0.17206701636314392,0.1869482398033142,0.3025546967983246,0.1706521213054657
burned,0.1846838891506195,0.233504518866539,0.1750117689371109,0.1212332546710968,0.12321475893259048,0.2338620126247406,0.14875538647174835
at,0.2838611304759979,0.28390252590179443,0.11761213093996048,0.1898406445980072,0.10539821535348892,0.13834704458713531,0.21978627145290375
the,0.42745697498321533,0.34736719727516174,0.1716882735490799,0.24178750813007355,0.26640447974205017,0.1759674996137619,0.22068053483963013
stake,0.18326318264007568,0.19136126339435577,0.2118481695652008,0.1567535102367401,0.15205290913581848,0.21955375373363495,0.10940878093242645
in,0.30808621644973755,0.2593238651752472,0.1748005747795105,0.231940358877182,0.2520289719104767,0.20523880422115326,0.20430970191955566
1415,0.10429686307907104,0.022327041253447533,0.028779909014701843,0.11762240529060364,0.11502853780984879,-0.0003123849746771157,0.0367342047393322
.,0.3567904531955719,0.35288307070732117,0.2245039939880371,0.32152512669563293,0.2601918876171112,0.24907569587230682,0.4130953550338745
