,what,town,in,upstate,new,york,was,settled,by,huguenots,?
huguenot,0.1912020891904831,0.2066217064857483,0.26198551058769226,0.2029755413532257,0.20695649087429047,0.2514478862285614,0.24281072616577148,0.28613531589508057,0.1813904494047165,0.9459913372993469,0.1359742432832718
immigrants,0.16467894613742828,0.26323407888412476,0.28416502475738525,0.2748771607875824,0.2368268072605133,0.29730311036109924,0.2733493745326996,0.4245966374874115,0.18343545496463776,0.3791540563106537,0.13377895951271057
did,0.4259131848812103,0.13636906445026398,0.2593238651752472,0.18695494532585144,0.227974995970726,0.16606222093105316,0.41399896144866943,0.20065045356750488,0.18574509024620056,0.2420482039451599,0.3023456633090973
not,0.5449194312095642,0.16226911544799805,0.3403114080429077,0.20955295860767365,0.219951331615448,0.15336160361766815,0.2888734042644501,0.17479099333286285,0.291808545589447,0.2409917414188385,0.41942933201789856
disperse,0.2251095324754715,0.11167209595441818,0.18158376216888428,0.11517419666051865,0.13171042501926422,0.11340971291065216,0.09855088591575623,0.1909116953611374,0.17823050916194916,0.301900178194046,0.12607303261756897
or,0.33867141604423523,0.18150269985198975,0.3586423695087433,0.22106626629829407,0.1627417951822281,0.12770146131515503,0.2330796718597412,0.17006316781044006,0.30274316668510437,0.17725598812103271,0.32389625906944275
settle,0.3276752829551697,0.3094789385795593,0.2407265156507492,0.1740117222070694,0.26252198219299316,0.17356394231319427,0.20535625517368317,0.7608302235603333,0.11359427869319916,0.2901375889778137,0.19976577162742615
in,0.30808621644973755,0.34975525736808777,1.0,0.35467153787612915,0.3758552670478821,0.2961827218532562,0.45514053106307983,0.30584418773651123,0.370934396982193,0.25916293263435364,0.20430970191955566
different,0.39262300729751587,0.05020974576473236,0.29409363865852356,0.2265913039445877,0.29918134212493896,0.19617539644241333,0.16638538241386414,0.16669560968875885,0.2739490568637848,0.1569811999797821,0.24476227164268494
parts,0.3415631353855133,0.22011961042881012,0.3282690644264221,0.20009253919124603,0.20594656467437744,0.14006151258945465,0.239912748336792,0.16672134399414062,0.233709454536438,0.1760805994272232,0.12310896813869476
of,0.33290785551071167,0.26585668325424194,0.5696388483047485,0.3019787669181824,0.343457967042923,0.23040355741977692,0.4069072902202606,0.28296858072280884,0.3646814823150635,0.27577435970306396,0.1826142966747284
the,0.42745697498321533,0.2974243760108948,0.6662389636039734,0.3256218731403351,0.3845241069793701,0.3034006953239441,0.48711544275283813,0.29293251037597656,0.4408751428127289,0.30745792388916016,0.22068053483963013
country,0.22705033421516418,0.2939714789390564,0.3040012717247009,0.23828445374965668,0.17981185019016266,0.1448240578174591,0.24557247757911682,0.20143581926822662,0.24224938452243805,0.1987663209438324,0.12647280097007751
",",0.3087472915649414,0.27598801255226135,0.5201468467712402,0.2817562222480774,0.36073189973831177,0.2926291227340698,0.45456063747406006,0.32133597135543823,0.3680937886238098,0.23394492268562317,0.31091248989105225
but,0.5029441118240356,0.1831737756729126,0.48674455285072327,0.23185183107852936,0.2431885451078415,0.19829308986663818,0.36023372411727905,0.2712949216365814,0.3159136474132538,0.2780105471611023,0.27921953797340393
rather,0.3923804461956024,0.12722650170326233,0.26646825671195984,0.15777122974395752,0.21115677058696747,0.1805741786956787,0.23478160798549652,0.18910884857177734,0.2593236565589905,0.2268696129322052,0.3053998053073883
",",0.3087472915649414,0.27598801255226135,0.5201468467712402,0.2817562222480774,0.36073189973831177,0.2926291227340698,0.45456063747406006,0.32133597135543823,0.3680937886238098,0.23394492268562317,0.31091248989105225
formed,0.15451857447624207,0.20143817365169525,0.27325257658958435,0.15628236532211304,0.18156881630420685,0.10869426280260086,0.3009849190711975,0.32153165340423584,0.2924628257751465,0.1416454315185547,0.09686966985464096
three,0.24888746440410614,0.12976042926311493,0.34828072786331177,0.21508772671222687,0.22607795894145966,0.22678282856941223,0.2748996615409851,0.17018753290176392,0.28754812479019165,0.23349988460540771,0.20928427577018738
societies,0.21333153545856476,0.13028579950332642,0.18610723316669464,0.2702571153640747,0.18422465026378632,0.1522778421640396,0.16861869394779205,0.23119774460792542,0.1268259882926941,0.2749132812023163,0.19051554799079895
or,0.33867141604423523,0.18150269985198975,0.3586423695087433,0.22106626629829407,0.1627417951822281,0.12770146131515503,0.2330796718597412,0.17006316781044006,0.30274316668510437,0.17725598812103271,0.32389625906944275
congregations,0.15251578390598297,0.19592823088169098,0.23420320451259613,0.2783200442790985,0.1963282823562622,0.22282299399375916,0.18668952584266663,0.22635114192962646,0.15793432295322418,0.43240535259246826,0.18817296624183655
;,0.10986888408660889,0.09896329790353775,0.092739537358284,0.014326591975986958,0.021862374618649483,0.08256518095731735,0.0754367932677269,0.06369521468877792,0.10469875484704971,0.026343831792473793,0.10349778085947037
one,0.376489520072937,0.1844533234834671,0.4129433035850525,0.21454542875289917,0.264311820268631,0.1883089542388916,0.3752199709415436,0.14264613389968872,0.29445651173591614,0.19493170082569122,0.2673267424106598
in,0.30808621644973755,0.34975525736808777,1.0,0.35467153787612915,0.3758552670478821,0.2961827218532562,0.45514053106307983,0.30584418773651123,0.370934396982193,0.25916293263435364,0.20430970191955566
the,0.42745697498321533,0.2974243760108948,0.6662389636039734,0.3256218731403351,0.3845241069793701,0.3034006953239441,0.48711544275283813,0.29293251037597656,0.4408751428127289,0.30745792388916016,0.22068053483963013
city,0.17493832111358643,0.6289315819740295,0.3911624252796173,0.45110076665878296,0.3555362820625305,0.4437188506126404,0.3188765048980713,0.27204573154449463,0.21020644903182983,0.23380674421787262,0.13423943519592285
of,0.33290785551071167,0.26585668325424194,0.5696388483047485,0.3019787669181824,0.343457967042923,0.23040355741977692,0.4069072902202606,0.28296858072280884,0.3646814823150635,0.27577435970306396,0.1826142966747284
new,0.2130378633737564,0.18073749542236328,0.3758552670478821,0.37770962715148926,0.9999999403953552,0.7252664566040039,0.2748313844203949,0.20921730995178223,0.25394493341445923,0.22766715288162231,0.14782847464084625
york,0.15652963519096375,0.15735192596912384,0.2961827218532562,0.47981128096580505,0.7252664566040039,1.0,0.2746913433074951,0.1874338984489441,0.2363547831773758,0.26886633038520813,0.15262620151042938
",",0.3087472915649414,0.27598801255226135,0.5201468467712402,0.2817562222480774,0.36073189973831177,0.2926291227340698,0.45456063747406006,0.32133597135543823,0.3680937886238098,0.23394492268562317,0.31091248989105225
another,0.4190070629119873,0.15494482219219208,0.3397690951824188,0.14766044914722443,0.300199031829834,0.18417398631572723,0.34961897134780884,0.18605490028858185,0.36873918771743774,0.2517350912094116,0.295511931180954
21,-0.09070611000061035,0.2701084315776825,0.09147433191537857,0.09608912467956543,0.010437794029712677,0.04905246943235397,0.03990492597222328,0.04407918080687523,-0.09075417369604111,0.001848722924478352,-0.01186173316091299
miles,0.1893789917230606,0.383907675743103,0.22700901329517365,0.237282857298851,0.1357078105211258,0.18538150191307068,0.1818082183599472,0.2268344759941101,0.19836436212062836,0.22553189098834991,0.09363767504692078
north,0.18673177063465118,0.31614208221435547,0.39050599932670593,0.35037949681282043,0.24270093441009521,0.23026305437088013,0.29020047187805176,0.23616638779640198,0.22664140164852142,0.24482622742652893,0.11829731613397598
of,0.33290785551071167,0.26585668325424194,0.5696388483047485,0.3019787669181824,0.343457967042923,0.23040355741977692,0.4069072902202606,0.28296858072280884,0.3646814823150635,0.27577435970306396,0.1826142966747284
new,0.2130378633737564,0.18073749542236328,0.3758552670478821,0.37770962715148926,0.9999999403953552,0.7252664566040039,0.2748313844203949,0.20921730995178223,0.25394493341445923,0.22766715288162231,0.14782847464084625
york,0.15652963519096375,0.15735192596912384,0.2961827218532562,0.47981128096580505,0.7252664566040039,1.0,0.2746913433074951,0.1874338984489441,0.2363547831773758,0.26886633038520813,0.15262620151042938
in,0.30808621644973755,0.34975525736808777,1.0,0.35467153787612915,0.3758552670478821,0.2961827218532562,0.45514053106307983,0.30584418773651123,0.370934396982193,0.25916293263435364,0.20430970191955566
