,what,organization,'s,teaching,did,luther,reject,?
luther,0.2134782373905182,0.11800847202539444,-0.009990512393414974,0.2627531886100769,0.23667675256729126,1.0,0.18928870558738708,0.1732746809720993
came,0.2728535234928131,0.1333218365907669,0.03627123311161995,0.17124056816101074,0.4016856253147125,0.13847880065441132,0.22154486179351807,0.1739392727613449
to,0.455847829580307,0.26166829466819763,0.03782717138528824,0.2762126624584198,0.4452643394470215,0.18029534816741943,0.25308549404144287,0.29463258385658264
reject,0.2971072494983673,0.20102819800376892,0.07134635746479034,0.24863344430923462,0.29856154322624207,0.18928870558738708,1.0,0.21545763313770294
several,0.22446060180664062,0.2620496153831482,-0.012985157780349255,0.2031899392604828,0.24080568552017212,0.2095126509666443,0.13427835702896118,0.15595775842666626
teachings,0.3166578412055969,0.2590147852897644,-0.002960165496915579,0.8027529716491699,0.25051647424697876,0.36790409684181213,0.38041362166404724,0.2220720499753952
and,0.31309178471565247,0.21951423585414886,0.06895173341035843,0.2573738694190979,0.34479495882987976,0.20796556770801544,0.22020676732063293,0.20544172823429108
practices,0.30286267399787903,0.3437940180301666,0.07099831104278564,0.46469199657440186,0.21679148077964783,0.1420362889766693,0.37010523676872253,0.18974241614341736
of,0.33290785551071167,0.25438958406448364,-0.03817026689648628,0.2911611497402191,0.2513895630836487,0.1719115972518921,0.23291459679603577,0.1826142966747284
the,0.42745697498321533,0.311172217130661,-0.01540423184633255,0.2182690054178238,0.34736719727516174,0.1759674996137619,0.24960725009441376,0.22068053483963013
late,0.1576872020959854,0.09781946986913681,0.013811700977385044,0.14322422444820404,0.27609187364578247,0.14947126805782318,0.13758239150047302,0.11339222639799118
medieval,0.2230893075466156,0.09658610820770264,0.026681648567318916,0.19571658968925476,0.1563311666250229,0.1692645400762558,0.14818008244037628,0.15571735799312592
catholic,0.1882777214050293,0.2489410787820816,0.06979791074991226,0.324461966753006,0.16203826665878296,0.30848968029022217,0.2330898493528366,0.16609853506088257
church,0.1944202184677124,0.23529992997646332,0.023664841428399086,0.33404240012168884,0.16781097650527954,0.379041463136673,0.2569834291934967,0.18081501126289368
.,0.3567904531955719,0.20656518638134003,-0.003708066651597619,0.26479530334472656,0.35288307070732117,0.24907569587230682,0.2242186963558197,0.4130953550338745
