,how,many,seasons,did,the,love,boat,run,for,?
for,0.3308170735836029,0.40972793102264404,0.26410943269729614,0.318512886762619,0.4739971458911896,0.21999943256378174,0.16991357505321503,0.27206581830978394,0.9999999403953552,0.264628142118454
its,0.22449488937854767,0.3319723308086395,0.18675126135349274,0.19922670722007751,0.559237003326416,0.16419528424739838,0.12511000037193298,0.255632609128952,0.2992613911628723,0.15103481709957123
part,0.218691885471344,0.2827394902706146,0.16166000068187714,0.23558001220226288,0.527681291103363,0.13839273154735565,0.1417444944381714,0.19845442473888397,0.250704288482666,0.08557961881160736
",",0.22659391164779663,0.40610817074775696,0.2613678574562073,0.3015086054801941,0.4933079481124878,0.2663334012031555,0.21446914970874786,0.2309936285018921,0.4464869201183319,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.24226845800876617,0.34736719727516174,1.0,0.19631516933441162,0.2424127608537674,0.27883726358413696,0.4739971458911896,0.22068053483963013
television,0.20427560806274414,0.23433995246887207,0.30674463510513306,0.17055591940879822,0.24569597840309143,0.1656530499458313,0.1775071769952774,0.18875949084758759,0.27045196294784546,0.16825827956199646
network,0.22464405000209808,0.21386827528476715,0.22451117634773254,0.08572790026664734,0.27187061309814453,0.15259890258312225,0.1168074756860733,0.27554795145988464,0.253274142742157,0.17853789031505585
produced,0.17719948291778564,0.2355157881975174,0.21695159375667572,0.16971632838249207,0.22045251727104187,0.1863280087709427,0.13486036658287048,0.15911537408828735,0.16180217266082764,0.1623450517654419
a,0.29312583804130554,0.2872205972671509,0.17958885431289673,0.2552328109741211,0.5829201340675354,0.23674970865249634,0.26391369104385376,0.2607046067714691,0.44038116931915283,0.23916715383529663
few,0.2993465065956116,0.5883727073669434,0.19967597723007202,0.32311540842056274,0.34660017490386963,0.178742915391922,0.15968048572540283,0.2115841954946518,0.34910818934440613,0.2334265559911728
new,0.20832711458206177,0.2992318272590637,0.16501891613006592,0.227974995970726,0.3845241069793701,0.18471454083919525,0.11954476684331894,0.19794923067092896,0.2700757384300232,0.14782847464084625
hits,0.1233786791563034,0.17077508568763733,0.1618667095899582,0.19305354356765747,0.2569194734096527,0.21662603318691254,0.18253222107887268,0.23567470908164978,0.14230342209339142,0.18031644821166992
during,0.26830652356147766,0.3661181330680847,0.28287580609321594,0.30679523944854736,0.4838213622570038,0.12572363018989563,0.24480409920215607,0.22647301852703094,0.3448435664176941,0.1325719803571701
1977,-0.08239716291427612,0.0018902458250522614,0.07128839939832687,-0.017416397109627724,0.06613131612539291,-0.035814449191093445,-0.040400173515081406,0.008712567389011383,0.0591994971036911,-0.059247612953186035
:,-0.11215605586767197,-0.10786184668540955,0.07914583384990692,-0.05305134505033493,-0.03403344005346298,-0.06045963615179062,-0.04324568808078766,-0.037502460181713104,-0.02522280067205429,-0.07156077772378922
january,0.11096196621656418,0.11292167752981186,0.198564812541008,0.23508968949317932,0.2467057853937149,0.1521570384502411,0.12090233713388443,0.1579100787639618,0.27304044365882874,0.28608936071395874
saw,0.2513699233531952,0.2531667649745941,0.12479206174612045,0.4446955919265747,0.318278044462204,0.14433161914348602,0.15512575209140778,0.1920926421880722,0.2966398596763611,0.14690998196601868
the,0.33890387415885925,0.4335206151008606,0.24226845800876617,0.34736719727516174,1.0,0.19631516933441162,0.2424127608537674,0.27883726358413696,0.4739971458911896,0.22068053483963013
premiere,0.1276046484708786,0.15306289494037628,0.3099942207336426,0.15778833627700806,0.26663899421691895,0.20582754909992218,0.18220362067222595,0.19265547394752502,0.18896788358688354,0.1942042112350464
of,0.2480744868516922,0.37253960967063904,0.20746608078479767,0.2513895630836487,0.733189046382904,0.15893672406673431,0.15000644326210022,0.2272813767194748,0.4185989499092102,0.1826142966747284
roots,0.14538082480430603,0.3071766793727875,0.13500583171844482,0.1714051514863968,0.2583441734313965,0.1759352684020996,0.16861213743686676,0.15188893675804138,0.19278600811958313,0.09478887915611267
",",0.22659391164779663,0.40610817074775696,0.2613678574562073,0.3015086054801941,0.4933079481124878,0.2663334012031555,0.21446914970874786,0.2309936285018921,0.4464869201183319,0.31091248989105225
a,0.29312583804130554,0.2872205972671509,0.17958885431289673,0.2552328109741211,0.5829201340675354,0.23674970865249634,0.26391369104385376,0.2607046067714691,0.44038116931915283,0.23916715383529663
miniseries,0.1409299671649933,0.2388983517885208,0.30288729071617126,0.1953543871641159,0.2421441376209259,0.24715203046798706,0.22469477355480194,0.19745281338691711,0.31144559383392334,0.23264551162719727
based,0.29692843556404114,0.29395660758018494,0.1755896657705307,0.15722841024398804,0.29860720038414,0.0931091383099556,0.10870062559843063,0.20668958127498627,0.2761107087135315,0.134929820895195
on,0.32655060291290283,0.32520127296447754,0.21111313998699188,0.2670976221561432,0.5107308030128479,0.16623444855213165,0.22551585733890533,0.2348233312368393,0.36199691891670227,0.2714994251728058
