,what,is,the,name,given,to,the,district,that,is,associated,with,the,motion,picture,industry,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.37508252263069153,0.535392165184021,1.0,0.2690705955028534,0.5473989248275757,0.5823672413825989,0.2742886245250702,0.4223487675189972,1.0,0.30530840158462524,0.31755533814430237,0.26942890882492065,0.22068053483963013
motion,0.260096937417984,0.2224293351173401,0.30530840158462524,0.1278058886528015,0.16286012530326843,0.26277783513069153,0.30530840158462524,0.057408981025218964,0.2637788951396942,0.2224293351173401,0.12311290204524994,0.12502939999103546,0.30530840158462524,0.9999999403953552,0.5989224910736084,0.26741161942481995,0.20143945515155792
picture,0.306155264377594,0.2752813696861267,0.31755533814430237,0.24518343806266785,0.16600286960601807,0.21217896044254303,0.31755533814430237,0.09650439769029617,0.28874918818473816,0.2752813696861267,0.0925605446100235,0.17992547154426575,0.31755533814430237,0.5989224910736084,1.0,0.21100878715515137,0.24607865512371063
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.2843315005302429,0.44245919585227966,0.4933079481124878,0.25852543115615845,0.4137537479400635,0.4691906273365021,0.27184680104255676,0.4120737314224243,0.4933079481124878,0.18457698822021484,0.21603867411613464,0.24502649903297424,0.31091248989105225
television,0.19838058948516846,0.21374565362930298,0.24569597840309143,0.1647563874721527,0.15279138088226318,0.1933557242155075,0.24569597840309143,0.1273532509803772,0.21588699519634247,0.21374565362930298,0.12343385070562363,0.17469868063926697,0.24569597840309143,0.3063580393791199,0.2968578636646271,0.21945546567440033,0.16825827956199646
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.2843315005302429,0.44245919585227966,0.4933079481124878,0.25852543115615845,0.4137537479400635,0.4691906273365021,0.27184680104255676,0.4120737314224243,0.4933079481124878,0.18457698822021484,0.21603867411613464,0.24502649903297424,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.30185943841934204,0.48971283435821533,0.5171257257461548,0.23884956538677216,0.4731321930885315,0.3859752118587494,0.30157923698425293,0.5477725267410278,0.5171257257461548,0.2186078429222107,0.20889809727668762,0.2615980803966522,0.20544172823429108
music,0.23070453107357025,0.17702555656433105,0.2714049816131592,0.15871495008468628,0.20139871537685394,0.24181292951107025,0.2714049816131592,0.1159818172454834,0.2252691239118576,0.17702555656433105,0.10664325207471848,0.23035649955272675,0.2714049816131592,0.21679788827896118,0.25154492259025574,0.2865329384803772,0.18264494836330414
industry,0.1966298520565033,0.25796735286712646,0.26942890882492065,0.10536651313304901,0.12048199027776718,0.24876736104488373,0.26942890882492065,0.14186018705368042,0.1976613849401474,0.25796735286712646,0.21463952958583832,0.1887952834367752,0.26942890882492065,0.26741161942481995,0.21100878715515137,1.0000001192092896,0.11813290417194366
is,0.28837618231773376,1.0,0.5823672413825989,0.3359788954257965,0.249215230345726,0.42745086550712585,0.5823672413825989,0.2656395733356476,0.3995479643344879,1.0,0.2300606518983841,0.3250955045223236,0.5823672413825989,0.2224293351173401,0.2752813696861267,0.25796735286712646,0.22961433231830597
centered,0.24975672364234924,0.2504463791847229,0.346942275762558,0.14946992695331573,0.17988534271717072,0.1909271478652954,0.346942275762558,0.1486111730337143,0.3213004767894745,0.2504463791847229,0.23422221839427948,0.20639225840568542,0.346942275762558,0.18941932916641235,0.19720616936683655,0.213400200009346,0.17524833977222443
