,what,year,did,the,first,manned,apollo,flight,occur,?
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.49448907375335693,0.2392944097518921,0.2169172167778015,0.2498224973678589,0.26611819863319397,0.22068053483963013
first,0.28086137771606445,0.3099139928817749,0.33691170811653137,0.49448907375335693,1.0,0.3325497806072235,0.21067003905773163,0.23871742188930511,0.16797398030757904,0.18701928853988647
manned,0.16094419360160828,0.19970928132534027,0.21665696799755096,0.2392944097518921,0.3325497806072235,1.0000001192092896,0.5195745825767517,0.36177876591682434,0.18634888529777527,0.17514055967330933
flight,0.17794598639011383,0.06301704794168472,0.1307949423789978,0.2498224973678589,0.23871742188930511,0.36177876591682434,0.31322264671325684,0.9999999403953552,0.2141409069299698,0.20568472146987915
of,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.733189046382904,0.3536086082458496,0.17604194581508636,0.1786269098520279,0.2070007622241974,0.24223870038986206,0.1826142966747284
apollo,0.13561789691448212,0.18754246830940247,0.1976410299539566,0.2169172167778015,0.21067003905773163,0.5195745825767517,0.9999999403953552,0.31322264671325684,0.06707432121038437,0.191528782248497
was,0.22111038863658905,0.3209837079048157,0.41399896144866943,0.48711544275283813,0.5022147297859192,0.24339483678340912,0.2306441366672516,0.19139665365219116,0.0945671796798706,0.18412111699581146
in,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.4127444326877594,0.1528020054101944,0.1461767554283142,0.24918575584888458,0.26916563510894775,0.20430970191955566
1968,-0.07854823768138885,-0.06641988456249237,-0.016806963831186295,0.07431387901306152,-0.03741158917546272,-0.0651453286409378,0.011808952316641808,0.0020919572561979294,0.035110365599393845,-0.08543776720762253
.,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.4345304071903229,0.2219262570142746,0.22384987771511078,0.23302660882472992,0.21290622651576996,0.4130953550338745
,what,year,did,the,first,manned,apollo,flight,occur,?
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.49448907375335693,0.2392944097518921,0.2169172167778015,0.2498224973678589,0.26611819863319397,0.22068053483963013
apollo,0.13561789691448212,0.18754246830940247,0.1976410299539566,0.2169172167778015,0.21067003905773163,0.5195745825767517,0.9999999403953552,0.31322264671325684,0.06707432121038437,0.191528782248497
program,0.25047802925109863,0.17092710733413696,0.18915289640426636,0.22986935079097748,0.2659492492675781,0.34068769216537476,0.3344622850418091,0.2009536623954773,0.10121086984872818,0.1440187245607376
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.34503069519996643,0.1752677708864212,0.19808128476142883,0.23669111728668213,0.28566715121269226,0.31091248989105225
also,0.42747777700424194,0.24424028396606445,0.39334940910339355,0.6021018624305725,0.43768298625946045,0.18923711776733398,0.20789839327335358,0.18573123216629028,0.26017284393310547,0.21848613023757935
known,0.20381177961826324,0.20408862829208374,0.25943970680236816,0.3624623417854309,0.274125337600708,0.1928689181804657,0.10317128896713257,0.08368278294801712,0.2720722258090973,0.18314571678638458
as,0.31749409437179565,0.28440728783607483,0.3596470057964325,0.48381632566452026,0.33842000365257263,0.2077736258506775,0.15543952584266663,0.14144399762153625,0.21296989917755127,0.27043893933296204
project,0.27033838629722595,0.17025868594646454,0.18681181967258453,0.2027820199728012,0.2069343626499176,0.23101463913917542,0.27027878165245056,0.149009108543396,0.06183980405330658,0.30569031834602356
apollo,0.13561789691448212,0.18754246830940247,0.1976410299539566,0.2169172167778015,0.21067003905773163,0.5195745825767517,0.9999999403953552,0.31322264671325684,0.06707432121038437,0.191528782248497
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.34503069519996643,0.1752677708864212,0.19808128476142883,0.23669111728668213,0.28566715121269226,0.31091248989105225
was,0.22111038863658905,0.3209837079048157,0.41399896144866943,0.48711544275283813,0.5022147297859192,0.24339483678340912,0.2306441366672516,0.19139665365219116,0.0945671796798706,0.18412111699581146
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.49448907375335693,0.2392944097518921,0.2169172167778015,0.2498224973678589,0.26611819863319397,0.22068053483963013
third,0.2033906877040863,0.2643231749534607,0.19128914177417755,0.4229298532009125,0.6071826219558716,0.20095178484916687,0.11127259582281113,0.1423783302307129,0.17159418761730194,0.15394791960716248
united,0.20036718249320984,0.23911906778812408,0.21137088537216187,0.34367692470550537,0.37439173460006714,0.2131100296974182,0.19700810313224792,0.1780088245868683,0.15641939640045166,0.17266890406608582
states,0.21526020765304565,0.24276629090309143,0.21754568815231323,0.3463578522205353,0.3145790100097656,0.20757560431957245,0.1585935801267624,0.1515563279390335,0.1749168336391449,0.16272737085819244
human,0.24243313074111938,0.17039604485034943,0.15822581946849823,0.3103327453136444,0.23030491173267365,0.22058598697185516,0.23119772970676422,0.16305837035179138,0.26626139879226685,0.19748784601688385
spaceflight,0.26103535294532776,0.21533650159835815,0.17268840968608856,0.27614790201187134,0.3164094090461731,0.48257696628570557,0.4542699456214905,0.6373578906059265,0.20445452630519867,0.26453927159309387
program,0.25047802925109863,0.17092710733413696,0.18915289640426636,0.22986935079097748,0.2659492492675781,0.34068769216537476,0.3344622850418091,0.2009536623954773,0.10121086984872818,0.1440187245607376
carried,0.17649970948696136,0.13949798047542572,0.17487744987010956,0.31854987144470215,0.21272742748260498,0.3746725916862488,0.24767431616783142,0.19887711107730865,0.2609114348888397,0.1305524855852127
out,0.3633197546005249,0.2501937747001648,0.28413498401641846,0.39404502511024475,0.26133912801742554,0.14171677827835083,0.2091762274503708,0.115264393389225,0.1886170357465744,0.22020699083805084
by,0.2455483376979828,0.28805047273635864,0.18574509024620056,0.4408751428127289,0.3877052962779999,0.245781809091568,0.1803566962480545,0.0877089574933052,0.10774006694555283,0.17966607213020325
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.49448907375335693,0.2392944097518921,0.2169172167778015,0.2498224973678589,0.26611819863319397,0.22068053483963013
national,0.16882304847240448,0.20261619985103607,0.17743784189224243,0.32739606499671936,0.2272171974182129,0.1328028291463852,0.12054614722728729,0.16176211833953857,0.05944281443953514,0.15643028914928436
aeronautics,0.14055684208869934,0.2032947987318039,0.17991943657398224,0.2459552139043808,0.23736001551151276,0.394998162984848,0.3825884163379669,0.4302355945110321,0.029980745166540146,0.1427452564239502
and,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.5171257257461548,0.3167642652988434,0.21635916829109192,0.15251155197620392,0.1828005611896515,0.2570546269416809,0.20544172823429108
space,0.20525942742824554,0.1583017259836197,0.1488010138273239,0.24495907127857208,0.24688784778118134,0.4009856879711151,0.3076713979244232,0.281842440366745,0.10538256168365479,0.1885536164045334
administration,0.2483910471200943,0.15160246193408966,0.20127087831497192,0.3083578944206238,0.19003139436244965,0.24092113971710205,0.13648515939712524,0.2400178760290146,0.09136462956666946,0.14283715188503265
(,0.2411840260028839,0.2556702494621277,0.18979617953300476,0.33289089798927307,0.2450505793094635,0.11873165518045425,0.14281296730041504,0.17603589594364166,0.1883157342672348,0.40561532974243164
