,any,number,larger,than,1,can,be,represented,as,a,product,of,what,?
the,0.4525727927684784,0.35145696997642517,0.378620445728302,0.3227543234825134,-0.1554475575685501,0.312528520822525,0.4248143136501312,0.3256146013736725,0.48381632566452026,0.5829201340675354,0.23984220623970032,0.733189046382904,0.42745697498321533,0.22068053483963013
fundamental,0.36797618865966797,0.28797411918640137,0.18731220066547394,0.20159295201301575,-0.2121972292661667,0.21930468082427979,0.2736985981464386,0.2350694090127945,0.25208237767219543,0.2387043535709381,0.26420557498931885,0.35164782404899597,0.35305243730545044,0.2011919468641281
theorem,0.25708824396133423,0.2737624943256378,0.09122080355882645,0.15925689041614532,-0.19035573303699493,0.19914768636226654,0.18646985292434692,0.2036042958498001,0.16078700125217438,0.2234962433576584,0.3038735091686249,0.18068012595176697,0.27076783776283264,0.18729111552238464
of,0.3769088089466095,0.2778518795967102,0.32469573616981506,0.33036211133003235,-0.09473495930433273,0.2603091299533844,0.33904364705085754,0.3891753554344177,0.3886612355709076,0.5052502155303955,0.19526132941246033,1.0,0.33290785551071167,0.1826142966747284
arithmetic,0.29020485281944275,0.4071123003959656,0.16934899985790253,0.23502402007579803,-0.28733184933662415,0.31869223713874817,0.25647488236427307,0.1903867870569229,0.2138756364583969,0.24912910163402557,0.3536316752433777,0.22986853122711182,0.27624577283859253,0.24343055486679077
establishes,0.2038070410490036,0.13514581322669983,0.15813910961151123,0.16234172880649567,-0.17875970900058746,0.07097364962100983,0.09184999763965607,0.15679983794689178,0.23830658197402954,0.22002243995666504,0.13481050729751587,0.29613766074180603,0.16958053410053253,0.1790958195924759
the,0.4525727927684784,0.35145696997642517,0.378620445728302,0.3227543234825134,-0.1554475575685501,0.312528520822525,0.4248143136501312,0.3256146013736725,0.48381632566452026,0.5829201340675354,0.23984220623970032,0.733189046382904,0.42745697498321533,0.22068053483963013
central,0.17326581478118896,0.1423250138759613,0.26643478870391846,0.13638874888420105,-0.00980168953537941,0.131996750831604,0.12415618449449539,0.19353453814983368,0.1581166535615921,0.26925721764564514,0.14062882959842682,0.3415789008140564,0.17723965644836426,0.14787602424621582
role,0.17739206552505493,0.13331328332424164,0.08668044209480286,0.14310166239738464,-0.2448679357767105,0.11350167542695999,0.1769188493490219,0.12230866402387619,0.4036863148212433,0.22880133986473083,0.14388185739517212,0.1797693818807602,0.22614215314388275,0.18676944077014923
of,0.3769088089466095,0.2778518795967102,0.32469573616981506,0.33036211133003235,-0.09473495930433273,0.2603091299533844,0.33904364705085754,0.3891753554344177,0.3886612355709076,0.5052502155303955,0.19526132941246033,1.0,0.33290785551071167,0.1826142966747284
primes,0.23316331207752228,0.42379385232925415,0.21288448572158813,0.28400641679763794,-0.25417813658714294,0.2540391981601715,0.24869440495967865,0.2672630846500397,0.23833559453487396,0.21026647090911865,0.31614068150520325,0.22199293971061707,0.2505246102809906,0.18851876258850098
in,0.3135753571987152,0.3024539053440094,0.26689091324806213,0.3270052373409271,-0.10660158097743988,0.26527702808380127,0.3481820821762085,0.33309870958328247,0.3887844979763031,0.539380669593811,0.17412906885147095,0.5696388483047485,0.30808621644973755,0.20430970191955566
number,0.350625604391098,1.0,0.2661738395690918,0.2816639244556427,-0.20963284373283386,0.33886176347732544,0.28840136528015137,0.2556482255458832,0.26786008477211,0.2992287278175354,0.2793683707714081,0.2778518795967102,0.23046229779720306,0.19256845116615295
theory,0.24841320514678955,0.24102473258972168,0.16281761229038239,0.18195666372776031,-0.20586082339286804,0.18596251308918,0.2076098620891571,0.13868072628974915,0.18675357103347778,0.2233850657939911,0.2620365023612976,0.23506702482700348,0.297923743724823,0.1387292891740799
:,-0.057427823543548584,0.028673168271780014,-0.16575542092323303,-0.11965936422348022,-0.04604250565171242,-0.18125738203525543,-0.09417453408241272,0.1406276673078537,-0.11037297546863556,-0.0007584693375974894,-0.05599680542945862,-0.08807745575904846,-0.12022944539785385,-0.07156077772378922
any,1.0,0.350625604391098,0.2940545380115509,0.4801669418811798,-0.3230189085006714,0.5010802745819092,0.5107080936431885,0.2441990226507187,0.35746830701828003,0.45031747221946716,0.29901498556137085,0.3769088089466095,0.43670421838760376,0.4113408327102661
integer,0.304497092962265,0.46157369017601013,0.26109403371810913,0.2785238027572632,-0.18673858046531677,0.29095104336738586,0.2557193338871002,0.2184515744447708,0.18676306307315826,0.22195649147033691,0.4049971401691437,0.158325657248497,0.23293888568878174,0.2503974437713623
greater,0.3009572923183441,0.2183322310447693,0.4403572082519531,0.4072994291782379,-0.041464030742645264,0.17744551599025726,0.2287398725748062,0.23295949399471283,0.1750667840242386,0.20286329090595245,0.22970882058143616,0.34470728039741516,0.1946859508752823,0.09723397344350815
than,0.4801669418811798,0.2816639244556427,0.5064740180969238,1.0,-0.1783061921596527,0.3532506823539734,0.46516597270965576,0.21716128289699554,0.40532299876213074,0.3126874566078186,0.27195724844932556,0.33036211133003235,0.29388150572776794,0.24917294085025787
1,-0.3230189085006714,-0.20963284373283386,-0.10698997974395752,-0.1783061921596527,1.0,-0.2700748145580292,-0.2923636734485626,-0.15508829057216644,-0.2728762626647949,-0.20817746222019196,-0.18632787466049194,-0.09473495930433273,-0.21266892552375793,-0.249979168176651
can,0.5010802745819092,0.33886176347732544,0.31163960695266724,0.3532506823539734,-0.2700748145580292,1.0,0.5791122913360596,0.17607195675373077,0.3245031237602234,0.3915780484676361,0.30556124448776245,0.2603091299533844,0.34502777457237244,0.3226337134838104
be,0.5107080936431885,0.28840136528015137,0.319801926612854,0.46516597270965576,-0.2923636734485626,0.5791122913360596,1.0,0.2569103240966797,0.5230465531349182,0.39883795380592346,0.30949610471725464,0.33904364705085754,0.3929833769798279,0.3324260413646698
expressed,0.3105599582195282,0.2114528864622116,0.1270776391029358,0.22526338696479797,-0.2853805422782898,0.2116832584142685,0.25860801339149475,0.36569228768348694,0.2749443054199219,0.220966175198555,0.2667326331138611,0.2687252461910248,0.20227427780628204,0.17175263166427612
as,0.35746830701828003,0.26786008477211,0.2847188115119934,0.40532299876213074,-0.2728762626647949,0.3245031237602234,0.5230465531349182,0.2912856340408325,1.0,0.39550232887268066,0.24336670339107513,0.3886612355709076,0.31749409437179565,0.27043893933296204
a,0.45031747221946716,0.2992287278175354,0.2846074104309082,0.3126874566078186,-0.20817746222019196,0.3915780484676361,0.39883795380592346,0.3039659857749939,0.39550232887268066,1.0,0.26422351598739624,0.5052502155303955,0.3320399522781372,0.23916715383529663
product,0.29901498556137085,0.2793683707714081,0.17056097090244293,0.27195724844932556,-0.18632787466049194,0.30556124448776245,0.30949610471725464,0.18758681416511536,0.24336670339107513,0.26422351598739624,1.0,0.19526132941246033,0.2465333193540573,0.19651241600513458
of,0.3769088089466095,0.2778518795967102,0.32469573616981506,0.33036211133003235,-0.09473495930433273,0.2603091299533844,0.33904364705085754,0.3891753554344177,0.3886612355709076,0.5052502155303955,0.19526132941246033,1.0,0.33290785551071167,0.1826142966747284
