,other,than,the,1980s,",",in,which,decade,did,most,of,san,bernardino,and,riverside,counties,develop,?
while,0.34462770819664,0.3424217700958252,0.39804592728614807,-0.01941102184355259,0.38232675194740295,0.3399278521537781,0.38669952750205994,0.14033137261867523,0.3330625295639038,0.3330796957015991,0.3366928696632385,0.2556290626525879,0.17914249002933502,0.45699796080589294,0.1944793462753296,0.1528233140707016,0.2093065083026886,0.21076419949531555
many,0.6324484348297119,0.39069414138793945,0.4335206151008606,0.08609704673290253,0.40610817074775696,0.41474202275276184,0.5168171525001526,0.2173006236553192,0.375588983297348,0.6236066222190857,0.37253960967063904,0.20305834710597992,0.24235501885414124,0.5296266674995422,0.22203929722309113,0.17799876630306244,0.3297936022281647,0.2124512493610382
commute,0.21800830960273743,0.27783098816871643,0.19449758529663086,0.12409037351608276,0.1990114450454712,0.24151210486888885,0.204751119017601,0.1700591892004013,0.16180072724819183,0.15796123445034027,0.21581041812896729,0.19027821719646454,0.24534158408641815,0.1943574845790863,0.258318156003952,0.3161788880825043,0.15009911358356476,0.1411130577325821
to,0.4193183183670044,0.3192550539970398,0.535392165184021,-0.014551017433404922,0.44245919585227966,0.45010748505592346,0.5345056653022766,0.16759321093559265,0.4452643394470215,0.321603000164032,0.41548454761505127,0.21651452779769897,0.2179812788963318,0.48971283435821533,0.17074929177761078,0.19238705933094025,0.3375980854034424,0.29463258385658264
l.a.,-0.04252557456493378,-0.09893742948770523,-0.15086722373962402,-0.18190273642539978,-0.08913452923297882,-0.12773048877716064,-0.10952291637659073,-0.00810976605862379,0.020832916721701622,-0.10103963315486908,-0.1804092675447464,-0.1224493682384491,-0.2494499385356903,-0.11801228672266006,-0.14444082975387573,-0.05956065654754639,-0.06102640926837921,0.07199721038341522
and,0.5504306554794312,0.39361441135406494,0.5171257257461548,0.016964120790362358,0.6633074283599854,0.4954058527946472,0.506277859210968,0.14070798456668854,0.34479495882987976,0.4309377074241638,0.5116966962814331,0.23541347682476044,0.2651553452014923,1.0,0.2747021019458771,0.21969299018383026,0.25684353709220886,0.20544172823429108
orange,0.18665827810764313,0.16452312469482422,0.20814983546733856,0.14610329270362854,0.2978343665599823,0.20098833739757538,0.20850969851016998,0.11972667276859283,0.10191533714532852,0.1263180375099182,0.2509242296218872,0.15735919773578644,0.21889697015285492,0.2314995527267456,0.34056907892227173,0.2865590453147888,0.15611504018306732,0.1066059097647667
counties,0.23910102248191833,0.1535879522562027,0.23370873928070068,0.20304863154888153,0.2766191363334656,0.26787781715393066,0.20777370035648346,0.1284816861152649,0.18038558959960938,0.12402977794408798,0.2559657096862793,0.17207099497318268,0.25415217876434326,0.21969299018383026,0.3590361475944519,1.0,0.01344947051256895,0.09521792083978653
",",0.4446498453617096,0.3371901512145996,0.4933079481124878,0.012025163508951664,1.0000001192092896,0.5201468467712402,0.3658004403114319,0.18535472452640533,0.3015086054801941,0.3636029064655304,0.4946078956127167,0.25561806559562683,0.3134419322013855,0.6633074283599854,0.3184468746185303,0.2766191363334656,0.17652153968811035,0.31091248989105225
there,0.5342466235160828,0.4433900713920593,0.47025805711746216,0.10738909989595413,0.4587128460407257,0.5361666083335876,0.45256471633911133,0.17044931650161743,0.29736605286598206,0.34392625093460083,0.44397735595703125,0.15288279950618744,0.2066674530506134,0.4242868423461914,0.24604840576648712,0.254836767911911,0.2232317477464676,0.29405656456947327
are,0.5932393670082092,0.39206281304359436,0.40399202704429626,0.1412225067615509,0.4062570035457611,0.3841303884983063,0.42922598123550415,0.1653933823108673,0.2159031480550766,0.48698675632476807,0.39081433415412903,0.13921020925045013,0.17114126682281494,0.48576638102531433,0.16002298891544342,0.24759000539779663,0.2920362651348114,0.24591213464736938
some,0.6399164199829102,0.46446433663368225,0.4566698372364044,0.08221902698278427,0.42400437593460083,0.4010399878025055,0.5407140851020813,0.1513558328151703,0.42553430795669556,0.6355911493301392,0.4300730526447296,0.2117152065038681,0.23064833879470825,0.5337774157524109,0.15583381056785583,0.1714978665113449,0.37740758061408997,0.2562315762042999
differences,0.40258002281188965,0.3433174788951874,0.323578417301178,0.10313085466623306,0.29634585976600647,0.23158365488052368,0.3549289107322693,0.13416138291358948,0.2688239514827728,0.29924142360687256,0.3115874230861664,0.0939885824918747,0.11518702656030655,0.33465567231178284,0.14785011112689972,0.14619609713554382,0.3041464388370514,0.20399115979671478
