,what,did,this,statement,of,tetzel,'s,show,about,him,?
however,0.4480680823326111,0.5603718757629395,0.5548387765884399,0.3600865304470062,0.3800618350505829,0.20606817305088043,0.011690815910696983,0.29957813024520874,0.37023138999938965,0.3853355348110199,0.2152075469493866
",",0.3087472915649414,0.3015086054801941,0.4316047728061676,0.22861604392528534,0.4946078956127167,0.33824118971824646,-0.0016132977325469255,0.31928569078445435,0.3877100944519043,0.31121695041656494,0.31091248989105225
this,0.5489566326141357,0.3609912693500519,0.9999999403953552,0.3564000725746155,0.45148900151252747,0.21032388508319855,0.02106832154095173,0.30299413204193115,0.3886062204837799,0.3662141263484955,0.3155723512172699
oft-quoted,0.35609957575798035,0.3141550123691559,0.3202417492866516,0.4012330174446106,0.2937539517879486,0.18676435947418213,-0.046187691390514374,0.2460048347711563,0.26202574372291565,0.28520673513412476,0.2596018314361572
saying,0.5164517760276794,0.4131317138671875,0.3747868835926056,0.457936555147171,0.2578328251838684,0.18642519414424896,0.04965807870030403,0.267071932554245,0.36896374821662903,0.44937947392463684,0.36382168531417847
of,0.33290785551071167,0.2513895630836487,0.45148900151252747,0.1980573982000351,1.0,0.21687351167201996,-0.03817026689648628,0.21383242309093475,0.40939709544181824,0.2764812409877777,0.1826142966747284
tetzel,0.15273542702198029,0.11791906505823135,0.21032388508319855,0.13017751276493073,0.21687351167201996,0.9999999403953552,0.025626985356211662,0.1763879805803299,0.16985823214054108,0.15196597576141357,0.1545286476612091
was,0.22111038863658905,0.41399896144866943,0.3638818562030792,0.2362719178199768,0.4069072902202606,0.19295687973499298,0.008974763564765453,0.20142383873462677,0.2577359974384308,0.3675798773765564,0.18412111699581146
by,0.2455483376979828,0.18574509024620056,0.38438332080841064,0.19928686320781708,0.3646814823150635,0.19011451303958893,-0.010884488001465797,0.2779667377471924,0.30091190338134766,0.29878008365631104,0.17966607213020325
no,0.339326947927475,0.23735837638378143,0.47783583402633667,0.29270070791244507,0.24809792637825012,0.11945509165525436,0.04497740417718887,0.28496429324150085,0.21095076203346252,0.2619245946407318,0.32165053486824036
means,0.2553325295448303,0.16748420894145966,0.355641633272171,0.24576613306999207,0.29942914843559265,0.16513128578662872,0.047105882316827774,0.17148660123348236,0.2548586130142212,0.11811916530132294,0.21233566105365753
representative,0.19021190702915192,0.16563697159290314,0.17098651826381683,0.21987497806549072,0.31028270721435547,0.2910713255405426,-0.009114238433539867,0.2034684270620346,0.10298065841197968,0.11022648215293884,0.13044437766075134
of,0.33290785551071167,0.2513895630836487,0.45148900151252747,0.1980573982000351,1.0,0.21687351167201996,-0.03817026689648628,0.21383242309093475,0.40939709544181824,0.2764812409877777,0.1826142966747284
contemporary,0.20300830900669098,0.21341855823993683,0.23095183074474335,0.16177955269813538,0.2923402488231659,0.18053625524044037,0.08004789799451828,0.20258821547031403,0.20172736048698425,0.14759166538715363,0.09539991617202759
catholic,0.1882777214050293,0.16203826665878296,0.23315472900867462,0.2252437323331833,0.3452084958553314,0.10351230204105377,0.06979791074991226,0.08701730519533157,0.21042904257774353,0.22595317661762238,0.16609853506088257
teaching,0.27416905760765076,0.27443423867225647,0.23248428106307983,0.2575562298297882,0.2911611497402191,0.12118932604789734,-0.021572323516011238,0.15772393345832825,0.24752666056156158,0.28937992453575134,0.20424684882164001
on,0.34226128458976746,0.2670976221561432,0.4193967580795288,0.21737860143184662,0.3966929316520691,0.17138589918613434,0.0026888418942689896,0.3708709180355072,0.322975218296051,0.2697460651397705,0.2714994251728058
indulgences,0.28368377685546875,0.2802750766277313,0.28361818194389343,0.41505444049835205,0.28176620602607727,0.13006402552127838,0.009167968295514584,0.129837304353714,0.22327160835266113,0.2962513267993927,0.21964608132839203
