,the,v,&,a,owns,the,largest,collection,of,which,period,in,sculptural,art,history,?
the,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.19328729808330536,1.0,0.3757036626338959,0.25281965732574463,0.733189046382904,0.6521818041801453,0.3125074505805969,0.6662389636039734,0.24507123231887817,0.20297785103321075,0.33215048909187317,0.22068053483963013
museum,0.24861779808998108,0.07561434060335159,0.18110838532447815,0.14725451171398163,0.27097514271736145,0.24861779808998108,0.28500592708587646,0.4441815912723541,0.23314370214939117,0.22731433808803558,0.22638796269893646,0.2407650351524353,0.3999953866004944,0.5128974318504333,0.36523616313934326,0.14128351211547852
owns,0.19328729808330536,0.0695871040225029,0.1833547204732895,0.21769998967647552,1.0,0.19328729808330536,0.23439472913742065,0.20520402491092682,0.19865453243255615,0.27144646644592285,0.08775644749403,0.19753509759902954,0.2114880383014679,0.23672379553318024,0.14801809191703796,0.18703800439834595
the,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.19328729808330536,1.0,0.3757036626338959,0.25281965732574463,0.733189046382904,0.6521818041801453,0.3125074505805969,0.6662389636039734,0.24507123231887817,0.20297785103321075,0.33215048909187317,0.22068053483963013
world,0.33604270219802856,0.06254376471042633,0.15911176800727844,0.22239887714385986,0.16225239634513855,0.33604270219802856,0.344524085521698,0.1882934868335724,0.2828933000564575,0.29213306307792664,0.19790580868721008,0.3038199245929718,0.15999023616313934,0.16422805190086365,0.2758046090602875,0.17579582333564758
's,-0.01540423184633255,-0.008823617361485958,-0.02038128487765789,0.04866964742541313,-0.035577915608882904,-0.01540423184633255,-0.02050611935555935,0.003388406243175268,-0.03817026689648628,0.03856118768453598,-0.05741342157125473,-0.037580832839012146,0.04542795941233635,-0.0026162867434322834,-0.0466335192322731,-0.023395681753754616
largest,0.3757036626338959,0.06051240116357803,0.13004033267498016,0.24042341113090515,0.23439472913742065,0.3757036626338959,0.9999999403953552,0.22454601526260376,0.36650770902633667,0.29749369621276855,0.16435091197490692,0.3017216920852661,0.24188503623008728,0.14760227501392365,0.22753234207630157,0.12401245534420013
collection,0.25281965732574463,0.11078842729330063,0.18749947845935822,0.24716788530349731,0.20520402491092682,0.25281965732574463,0.22454601526260376,0.9999998807907104,0.2915455996990204,0.30199134349823,0.2219470590353012,0.23004686832427979,0.3198520541191101,0.3446033000946045,0.2772976756095886,0.20069393515586853
of,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.19865453243255615,0.733189046382904,0.36650770902633667,0.2915455996990204,1.0,0.5011631846427917,0.2698146104812622,0.5696388483047485,0.3040366470813751,0.22648051381111145,0.31014925241470337,0.1826142966747284
post-classical,0.22715076804161072,0.11419157683849335,0.1308680921792984,0.2571289837360382,0.11644729226827621,0.22715076804161072,0.13674460351467133,0.30178460478782654,0.2837629020214081,0.26852136850357056,0.3497323989868164,0.2796606123447418,0.37698864936828613,0.33769068121910095,0.2825298011302948,0.27501094341278076
sculpture,0.23690329492092133,0.10977459698915482,0.07646507024765015,0.19645118713378906,0.21030203998088837,0.23690329492092133,0.2256268858909607,0.3205874264240265,0.2746802270412445,0.2241707295179367,0.2683025896549225,0.23036405444145203,0.8986226916313171,0.4837363064289093,0.24438022077083588,0.1571214497089386
",",0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.22265474498271942,0.4933079481124878,0.26626327633857727,0.2277175933122635,0.4946078956127167,0.3658004403114319,0.25030651688575745,0.5201468467712402,0.25399050116539,0.2700960636138916,0.2728564441204071,0.31091248989105225
with,0.4223487675189972,0.14314915239810944,0.20013411343097687,0.3783375024795532,0.1999155580997467,0.4223487675189972,0.16282805800437927,0.16466663777828217,0.41827285289764404,0.46403205394744873,0.20673511922359467,0.4080928862094879,0.21154692769050598,0.13893495500087738,0.1947222352027893,0.2433311939239502
the,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.19328729808330536,1.0,0.3757036626338959,0.25281965732574463,0.733189046382904,0.6521818041801453,0.3125074505805969,0.6662389636039734,0.24507123231887817,0.20297785103321075,0.33215048909187317,0.22068053483963013
holdings,0.1920640915632248,0.11594464629888535,0.2507992684841156,0.20170313119888306,0.38869965076446533,0.1920640915632248,0.3068387806415558,0.34182992577552795,0.23571044206619263,0.2383178025484085,0.07505303621292114,0.22812411189079285,0.263779878616333,0.20391245186328888,0.2538233697414398,0.14412938058376312
of,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.19865453243255615,0.733189046382904,0.36650770902633667,0.2915455996990204,1.0,0.5011631846427917,0.2698146104812622,0.5696388483047485,0.3040366470813751,0.22648051381111145,0.31014925241470337,0.1826142966747284
italian,0.19855095446109772,0.09236983954906464,0.10051285475492477,0.2020866572856903,0.1496332883834839,0.19855095446109772,0.1176314428448677,0.15172773599624634,0.20819662511348724,0.19053605198860168,0.14925019443035126,0.1941935271024704,0.2157074213027954,0.15582555532455444,0.12228415161371231,0.1156633123755455
renaissance,0.2050212025642395,0.11165492981672287,0.1369248777627945,0.1908426582813263,0.14972612261772156,0.2050212025642395,0.09739717096090317,0.23197145760059357,0.21895526349544525,0.1855861097574234,0.36813437938690186,0.20993053913116455,0.3913017511367798,0.37710267305374146,0.30031198263168335,0.12260647863149643
items,0.23580949008464813,0.07684866338968277,0.07111205160617828,0.2916238307952881,0.25813359022140503,0.23580949008464813,0.14552421867847443,0.38827261328697205,0.21522082388401031,0.33137381076812744,0.15017929673194885,0.2189844399690628,0.26066115498542786,0.2506609559059143,0.2035655677318573,0.19807128608226776
being,0.419739305973053,0.11234191805124283,0.1321498304605484,0.3727131485939026,0.1696424037218094,0.419739305973053,0.18104127049446106,0.16773810982704163,0.34885138273239136,0.4268448054790497,0.2303570806980133,0.33162933588027954,0.2006268948316574,0.1493542343378067,0.19142818450927734,0.26743772625923157
the,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.19328729808330536,1.0,0.3757036626338959,0.25281965732574463,0.733189046382904,0.6521818041801453,0.3125074505805969,0.6662389636039734,0.24507123231887817,0.20297785103321075,0.33215048909187317,0.22068053483963013
largest,0.3757036626338959,0.06051240116357803,0.13004033267498016,0.24042341113090515,0.23439472913742065,0.3757036626338959,0.9999999403953552,0.22454601526260376,0.36650770902633667,0.29749369621276855,0.16435091197490692,0.3017216920852661,0.24188503623008728,0.14760227501392365,0.22753234207630157,0.12401245534420013
outside,0.3879719078540802,0.13446339964866638,0.05394068732857704,0.3113526403903961,0.17480772733688354,0.3879719078540802,0.2960847020149231,0.18456105887889862,0.2973117530345917,0.3882860839366913,0.17015191912651062,0.4191201329231262,0.304915189743042,0.20143447816371918,0.27099019289016724,0.14839068055152893
italy,0.2633645832538605,0.16059377789497375,0.08774009346961975,0.1983879655599594,0.13894879817962646,0.2633645832538605,0.1562909334897995,0.16158559918403625,0.2844046950340271,0.23020818829536438,0.22751985490322113,0.3334544897079468,0.1984373778104782,0.1863543689250946,0.2173374742269516,0.11567100137472153
.,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.22098858654499054,0.5934505462646484,0.18871670961380005,0.2516246736049652,0.5352458953857422,0.45942068099975586,0.2575049102306366,0.5591574311256409,0.23075121641159058,0.21795564889907837,0.30310705304145813,0.4130953550338745
