,what,are,plastoglobuli,attached,to,?
plastoglobuli,0.21423041820526123,0.39545711874961853,0.9999999403953552,0.3541686534881592,0.24701064825057983,0.205425426363945
were,0.22298263013362885,0.6489362716674805,0.25454646348953247,0.15346984565258026,0.31913647055625916,0.17890112102031708
once,0.38428619503974915,0.29372256994247437,0.26321864128112793,0.2704262435436249,0.41327327489852905,0.17750471830368042
thought,0.4469435214996338,0.28778257966041565,0.21572278439998627,0.12846137583255768,0.3858291208744049,0.2600135803222656
to,0.455847829580307,0.3504326641559601,0.24701064825057983,0.26221272349357605,1.0,0.29463258385658264
be,0.3929833769798279,0.5556803941726685,0.30443769693374634,0.2858293056488037,0.4972836375236511,0.3324260413646698
free-floating,0.28897103667259216,0.33326631784439087,0.329782098531723,0.3974367082118988,0.2925180196762085,0.22936536371707916
in,0.30808621644973755,0.3841303884983063,0.26680368185043335,0.19534023106098175,0.45010748505592346,0.20430970191955566
the,0.42745697498321533,0.40399202704429626,0.29747703671455383,0.30016979575157166,0.535392165184021,0.22068053483963013
stroma,0.17679446935653687,0.17636294662952423,0.40088462829589844,0.11832185089588165,0.13509149849414825,0.15478113293647766
",",0.3087472915649414,0.4062570035457611,0.2822408080101013,0.17186324298381805,0.44245919585227966,0.31091248989105225
but,0.5029441118240356,0.47990062832832336,0.2681211829185486,0.2512495815753937,0.5542377829551697,0.27921953797340393
it,0.45803478360176086,0.3617996573448181,0.2458065301179886,0.2853328287601471,0.513711154460907,0.25732165575027466
is,0.28837618231773376,0.5330929756164551,0.30912309885025024,0.21811984479427338,0.42745086550712585,0.22961433231830597
now,0.4903225302696228,0.3292219042778015,0.27691563963890076,0.17154830694198608,0.3925153911113739,0.29641881585121155
thought,0.4469435214996338,0.28778257966041565,0.21572278439998627,0.12846137583255768,0.3858291208744049,0.2600135803222656
that,0.6297725439071655,0.45265161991119385,0.2958715856075287,0.2738032937049866,0.5436353087425232,0.32716336846351624
they,0.4431931674480438,0.610666811466217,0.38366103172302246,0.27244308590888977,0.5452046394348145,0.2753053903579712
are,0.29724663496017456,1.0,0.39545711874961853,0.2273169308900833,0.3504326641559601,0.24591213464736938
permanently,0.28570064902305603,0.25681307911872864,0.30400317907333374,0.30242863297462463,0.4212384819984436,0.20149491727352142
attached,0.12891796231269836,0.2273169308900833,0.3541686534881592,1.0000001192092896,0.26221272349357605,0.10888541489839554
either,0.3851809501647949,0.4060882031917572,0.23775628209114075,0.3409010171890259,0.4178585708141327,0.31498292088508606
to,0.455847829580307,0.3504326641559601,0.24701064825057983,0.26221272349357605,1.0,0.29463258385658264
a,0.3320399522781372,0.265255331993103,0.30634811520576477,0.3358478546142578,0.45503583550453186,0.23916715383529663
thylakoid,0.20312407612800598,0.3156659007072449,0.6463375091552734,0.24882683157920837,0.20179182291030884,0.19202344119548798
or,0.33867141604423523,0.5374364256858826,0.34052184224128723,0.34890416264533997,0.38921234011650085,0.32389625906944275
to,0.455847829580307,0.3504326641559601,0.24701064825057983,0.26221272349357605,1.0,0.29463258385658264
another,0.4190070629119873,0.23159852623939514,0.26632168889045715,0.3196939527988434,0.48769932985305786,0.295511931180954
plastoglobulus,0.21077363193035126,0.32217612862586975,0.9273571968078613,0.32488712668418884,0.22175846993923187,0.1813764125108719
attached,0.12891796231269836,0.2273169308900833,0.3541686534881592,1.0000001192092896,0.26221272349357605,0.10888541489839554
to,0.455847829580307,0.3504326641559601,0.24701064825057983,0.26221272349357605,1.0,0.29463258385658264
a,0.3320399522781372,0.265255331993103,0.30634811520576477,0.3358478546142578,0.45503583550453186,0.23916715383529663
thylakoid,0.20312407612800598,0.3156659007072449,0.6463375091552734,0.24882683157920837,0.20179182291030884,0.19202344119548798
",",0.3087472915649414,0.4062570035457611,0.2822408080101013,0.17186324298381805,0.44245919585227966,0.31091248989105225
a,0.3320399522781372,0.265255331993103,0.30634811520576477,0.3358478546142578,0.45503583550453186,0.23916715383529663
configuration,0.258445680141449,0.2759503722190857,0.3668619394302368,0.3140064477920532,0.28325846791267395,0.23573997616767883
that,0.6297725439071655,0.45265161991119385,0.2958715856075287,0.2738032937049866,0.5436353087425232,0.32716336846351624
allows,0.1957017332315445,0.2980545163154602,0.2634669244289398,0.39757999777793884,0.4045441448688507,0.16094227135181427
a,0.3320399522781372,0.265255331993103,0.30634811520576477,0.3358478546142578,0.45503583550453186,0.23916715383529663
plastoglobulus,0.21077363193035126,0.32217612862586975,0.9273571968078613,0.32488712668418884,0.22175846993923187,0.1813764125108719
to,0.455847829580307,0.3504326641559601,0.24701064825057983,0.26221272349357605,1.0,0.29463258385658264
exchange,0.11323627829551697,0.18657633662223816,0.18983158469200134,0.1898997724056244,0.20507046580314636,0.048212938010692596
its,0.30393704771995544,0.30942749977111816,0.23364412784576416,0.2275344282388687,0.3691340684890747,0.15103481709957123
contents,0.33944907784461975,0.2825239896774292,0.32449695467948914,0.30496883392333984,0.2691158354282379,0.3202747702598572
with,0.2464839518070221,0.38996943831443787,0.25170445442199707,0.2813898026943207,0.4239959120750427,0.2433311939239502
the,0.42745697498321533,0.40399202704429626,0.29747703671455383,0.30016979575157166,0.535392165184021,0.22068053483963013
thylakoid,0.20312407612800598,0.3156659007072449,0.6463375091552734,0.24882683157920837,0.20179182291030884,0.19202344119548798
network,0.16917307674884796,0.2036537528038025,0.22908297181129456,0.20060797035694122,0.25940340757369995,0.17853789031505585
.,0.3567904531955719,0.3452940285205841,0.31105032563209534,0.257194846868515,0.4645031690597534,0.4130953550338745
