,where,was,the,espn,deportes,spanish,version,of,super,bowl,50,available,?
the,0.5003893971443176,0.48711544275283813,1.0,0.19345609843730927,0.19800831377506256,0.23213517665863037,0.27268242835998535,0.733189046382904,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.26723232865333557,0.22068053483963013
espn,0.13995733857154846,0.22374993562698364,0.19345609843730927,1.0000001192092896,0.32324373722076416,0.14475861191749573,0.20491710305213928,0.12878696620464325,0.2034922093153,0.3075534701347351,-0.04705412685871124,0.1992761194705963,0.1709517240524292
deportes,0.16268782317638397,0.23367711901664734,0.19800831377506256,0.32324373722076416,1.0,0.3305516541004181,0.014348051510751247,0.15270814299583435,0.1081145852804184,0.13978607952594757,0.025951029732823372,0.05204637348651886,0.14327947795391083
spanish,0.16513590514659882,0.2310291975736618,0.23213517665863037,0.14475861191749573,0.3305516541004181,1.0000001192092896,0.1612464338541031,0.1623179167509079,0.14278285205364227,0.13489693403244019,0.017075691372156143,0.13689024746418,0.14750491082668304
broadcast,0.169870987534523,0.24068336188793182,0.2713715434074402,0.442352294921875,0.21405574679374695,0.14674776792526245,0.2552143931388855,0.20155203342437744,0.1449931412935257,0.18237876892089844,-0.01586120016872883,0.24488548934459686,0.15760008990764618
was,0.20731619000434875,1.0000001192092896,0.48711544275283813,0.22374993562698364,0.23367711901664734,0.2310291975736618,0.297456830739975,0.4069072902202606,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.1657772958278656,0.18412111699581146
made,0.20431210100650787,0.3433256447315216,0.3885267674922943,0.09807686507701874,0.07218849658966064,0.13064630329608917,0.19617970287799835,0.33167365193367004,0.14032290875911713,0.206265389919281,0.04318181425333023,0.29420849680900574,0.17218779027462006
available,0.19956104457378387,0.1657772958278656,0.26723232865333557,0.1992761194705963,0.05204637348651886,0.13689024746418,0.35801950097084045,0.2416580766439438,0.17571210861206055,0.15117843449115753,-0.030726825818419456,1.0000001192092896,0.2501629889011383
through,0.331196665763855,0.21752823889255524,0.44071322679519653,0.12403621524572372,0.14880259335041046,0.1252845674753189,0.09608932584524155,0.3647414743900299,0.1291290819644928,0.156644806265831,0.008293643593788147,0.14645498991012573,0.16913433372974396
watchespn,0.24957071244716644,0.26355645060539246,0.2754616141319275,0.6189122200012207,0.27858591079711914,0.2059377133846283,0.19056826829910278,0.2005094438791275,0.23463451862335205,0.278862327337265,-0.041549935936927795,0.2959136664867401,0.2603048086166382
.,0.41390106081962585,0.40146201848983765,0.5934505462646484,0.19926497340202332,0.18397417664527893,0.18907511234283447,0.2754054665565491,0.5352458953857422,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.3383464217185974,0.4130953550338745
