,what,is,the,fastest,growing,area,in,the,pharmaceutical,industry,?
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.29317933320999146,0.33161869645118713,0.33632898330688477,1.0,0.6662389636039734,0.2240016907453537,0.2675124704837799,0.20430970191955566
addition,0.20643717050552368,0.2727152407169342,0.32955414056777954,0.1738518923521042,0.2554106116294861,0.16391140222549438,0.3033084571361542,0.32955414056777954,0.18275152146816254,0.18881182372570038,0.19187232851982117
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.22268714010715485,0.2752383351325989,0.2797197997570038,0.45010748505592346,0.535392165184021,0.17667266726493835,0.24876736104488373,0.29463258385658264
supplying,0.26363927125930786,0.22983354330062866,0.338356077671051,0.19463995099067688,0.31101956963539124,0.2446933537721634,0.27521073818206787,0.338356077671051,0.26578906178474426,0.2295585721731186,0.1387658268213272
these,0.4164220690727234,0.2498808652162552,0.49086877703666687,0.21340979635715485,0.2857224941253662,0.2632642686367035,0.3791837692260742,0.49086877703666687,0.20111164450645447,0.19120970368385315,0.2571668326854706
drugs,0.27091342210769653,0.13498282432556152,0.19485467672348022,0.1500169038772583,0.2614356577396393,0.16380678117275238,0.18405058979988098,0.19485467672348022,0.45699259638786316,0.17445503175258636,0.15436270833015442
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2145182490348816,0.2344273030757904,0.2664283812046051,0.5201468467712402,0.4933079481124878,0.19036078453063965,0.24502649903297424,0.31091248989105225
specialty,0.23895853757858276,0.23642583191394806,0.28149333596229553,0.23065297305583954,0.21993568539619446,0.21406343579292297,0.3128163814544678,0.28149333596229553,0.41036346554756165,0.28861701488494873,0.21990764141082764
pharmacies,0.21324466168880463,0.1820123940706253,0.2211688905954361,0.19949305057525635,0.2514569163322449,0.1857343316078186,0.23778970539569855,0.2211688905954361,0.7450329661369324,0.21446599066257477,0.13542459905147552
also,0.42747777700424194,0.5012649297714233,0.6021018624305725,0.25524771213531494,0.3150483965873718,0.3104795813560486,0.5073733329772949,0.6021018624305725,0.2826678454875946,0.3211158812046051,0.21848613023757935
provide,0.27049049735069275,0.23050084710121155,0.26373472809791565,0.12452518939971924,0.19620591402053833,0.15608195960521698,0.1910654902458191,0.26373472809791565,0.22865687310695648,0.2233860343694687,0.22704634070396423
lab,0.20529143512248993,0.17286741733551025,0.19908973574638367,0.10207290947437286,0.13938786089420319,0.10531802475452423,0.19344905018806458,0.19908973574638367,0.3329983353614807,0.18174873292446136,0.15959888696670532
monitoring,0.34662064909935,0.20767395198345184,0.2573389708995819,0.129309743642807,0.2499527782201767,0.2496294230222702,0.1830824762582779,0.2573389708995819,0.28115755319595337,0.27529263496398926,0.21475833654403687
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2145182490348816,0.2344273030757904,0.2664283812046051,0.5201468467712402,0.4933079481124878,0.19036078453063965,0.24502649903297424,0.31091248989105225
adherence,0.3367392420768738,0.25079619884490967,0.19479577243328094,0.1204385757446289,0.1439710557460785,0.13205964863300323,0.1572384238243103,0.19479577243328094,0.18415576219558716,0.15557223558425903,0.2935745418071747
counseling,0.28589415550231934,0.1632360816001892,0.22515732049942017,0.1681250035762787,0.24414382874965668,0.15399649739265442,0.1746482104063034,0.22515732049942017,0.35019683837890625,0.2089250534772873,0.189170241355896
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2145182490348816,0.2344273030757904,0.2664283812046051,0.5201468467712402,0.4933079481124878,0.19036078453063965,0.24502649903297424,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.20266969501972198,0.3007805347442627,0.3044000566005707,0.4954058527946472,0.5171257257461548,0.23055675625801086,0.2615980803966522,0.20544172823429108
assist,0.2079332321882248,0.12474734336137772,0.22201772034168243,0.18758051097393036,0.10060359537601471,0.1710500717163086,0.1882847547531128,0.22201772034168243,0.1816026270389557,0.13993032276630402,0.1584155559539795
patients,0.28700166940689087,0.16825053095817566,0.22047552466392517,0.12720483541488647,0.23826062679290771,0.2154785841703415,0.21461397409439087,0.22047552466392517,0.3348614573478699,0.16116879880428314,0.17145128548145294
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.1602989286184311,0.24962717294692993,0.2303420901298523,0.4080928862094879,0.4223487675189972,0.1665305495262146,0.1887952834367752,0.2433311939239502
cost-containment,0.19709014892578125,0.23856985569000244,0.2626402974128723,0.17869189381599426,0.15072642266750336,0.2123936265707016,0.2522221505641937,0.2626402974128723,0.2483709156513214,0.33458033204078674,0.1455158293247223
strategies,0.23100894689559937,0.16499464213848114,0.2511232793331146,0.17415158450603485,0.25180119276046753,0.17293569445610046,0.2235826700925827,0.2511232793331146,0.2473701685667038,0.24633105099201202,0.19405396282672882
needed,0.3631289601325989,0.21605761349201202,0.3064746856689453,0.20088869333267212,0.20433363318443298,0.18569666147232056,0.21117523312568665,0.3064746856689453,0.2181096076965332,0.19439385831356049,0.2863257825374603
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.22268714010715485,0.2752383351325989,0.2797197997570038,0.45010748505592346,0.535392165184021,0.17667266726493835,0.24876736104488373,0.29463258385658264
obtain,0.18337780237197876,0.18897517025470734,0.21407602727413177,0.08986808359622955,0.14568307995796204,0.1215105727314949,0.15285982191562653,0.21407602727413177,0.25462597608566284,0.18271563947200775,0.15655191242694855
their,0.35142919421195984,0.2101074606180191,0.516537070274353,0.20963089168071747,0.2897064685821533,0.20344668626785278,0.34976133704185486,0.516537070274353,0.16121211647987366,0.17948324978351593,0.1898253709077835
expensive,0.20366261899471283,0.2977083623409271,0.2281464785337448,0.25935879349708557,0.21077094972133636,0.1312883347272873,0.23840641975402832,0.2281464785337448,0.313557893037796,0.31201231479644775,0.12475880235433578
specialty,0.23895853757858276,0.23642583191394806,0.28149333596229553,0.23065297305583954,0.21993568539619446,0.21406343579292297,0.3128163814544678,0.28149333596229553,0.41036346554756165,0.28861701488494873,0.21990764141082764
drugs,0.27091342210769653,0.13498282432556152,0.19485467672348022,0.1500169038772583,0.2614356577396393,0.16380678117275238,0.18405058979988098,0.19485467672348022,0.45699259638786316,0.17445503175258636,0.15436270833015442
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.16690944135189056,0.2699389159679413,0.2760866582393646,0.5591574311256409,0.5934505462646484,0.2075025886297226,0.24857841432094574,0.4130953550338745
