,by,whom,is,european,law,applied,by,?
european,0.17922990024089813,0.2154897004365921,0.16083641350269318,0.9999998807907104,0.17164482176303864,0.20982736349105835,0.17922990024089813,0.14560863375663757
union,0.14484883844852448,0.15040598809719086,0.16997112333774567,0.3571677803993225,0.19371826946735382,0.15848392248153687,0.14484883844852448,0.07797172665596008
law,0.1977037936449051,0.18640609085559845,0.18597714602947235,0.17164482176303864,1.0000001192092896,0.3741767704486847,0.1977037936449051,0.1528988480567932
is,0.3899846076965332,0.15196239948272705,1.0,0.16083641350269318,0.18597714602947235,0.21050988137722015,0.3899846076965332,0.22961433231830597
applied,0.2536679208278656,0.1259966641664505,0.21050988137722015,0.20982736349105835,0.3741767704486847,0.9999999403953552,0.2536679208278656,0.15585725009441376
by,1.0000001192092896,0.28481900691986084,0.3899846076965332,0.17922990024089813,0.1977037936449051,0.2536679208278656,1.0000001192092896,0.17966607213020325
the,0.4408751428127289,0.23752936720848083,0.5823672413825989,0.3423081040382385,0.24548950791358948,0.22842662036418915,0.4408751428127289,0.22068053483963013
courts,0.19574788212776184,0.1898592859506607,0.19366668164730072,0.1762567013502121,0.4104453921318054,0.26233068108558655,0.19574788212776184,0.17759139835834503
of,0.3646814823150635,0.2070929855108261,0.4854315221309662,0.2507138252258301,0.2816956341266632,0.2825285494327545,0.3646814823150635,0.1826142966747284
member,0.14692413806915283,0.25317075848579407,0.2522773742675781,0.24138560891151428,0.17515966296195984,0.199668750166893,0.14692413806915283,0.06826172769069672
states,0.23827408254146576,0.16817618906497955,0.21939043700695038,0.25554242730140686,0.2508668601512909,0.2510360777378082,0.23827408254146576,0.16272737085819244
and,0.4289871156215668,0.3148667514324188,0.3859752118587494,0.24143946170806885,0.254730761051178,0.26963624358177185,0.4289871156215668,0.20544172823429108
the,0.4408751428127289,0.23752936720848083,0.5823672413825989,0.3423081040382385,0.24548950791358948,0.22842662036418915,0.4408751428127289,0.22068053483963013
court,0.21938012540340424,0.2558452785015106,0.20797641575336456,0.18487446010112762,0.413828045129776,0.24061492085456848,0.21938012540340424,0.17100423574447632
of,0.3646814823150635,0.2070929855108261,0.4854315221309662,0.2507138252258301,0.2816956341266632,0.2825285494327545,0.3646814823150635,0.1826142966747284
justice,0.13238877058029175,0.19802755117416382,0.18458157777786255,0.18444514274597168,0.357088178396225,0.16102533042430878,0.13238877058029175,0.19269752502441406
of,0.3646814823150635,0.2070929855108261,0.4854315221309662,0.2507138252258301,0.2816956341266632,0.2825285494327545,0.3646814823150635,0.1826142966747284
the,0.4408751428127289,0.23752936720848083,0.5823672413825989,0.3423081040382385,0.24548950791358948,0.22842662036418915,0.4408751428127289,0.22068053483963013
european,0.17922990024089813,0.2154897004365921,0.16083641350269318,0.9999998807907104,0.17164482176303864,0.20982736349105835,0.17922990024089813,0.14560863375663757
union,0.14484883844852448,0.15040598809719086,0.16997112333774567,0.3571677803993225,0.19371826946735382,0.15848392248153687,0.14484883844852448,0.07797172665596008
.,0.3936232924461365,0.26115289330482483,0.4569662809371948,0.2095622420310974,0.24482665956020355,0.2685256898403168,0.3936232924461365,0.4130953550338745
