,what,did,luther,do,during,lent,at,this,time,?
for,0.3017193675041199,0.318512886762619,0.12958186864852905,0.29510271549224854,0.3448435664176941,0.23968617618083954,0.34237727522850037,0.5082864165306091,0.3992156386375427,0.264628142118454
eight,0.15383057296276093,0.19307805597782135,0.1669929325580597,0.14984779059886932,0.3082936108112335,0.15896372497081757,0.24192112684249878,0.26912111043930054,0.278333842754364,0.11634626984596252
days,0.2191895991563797,0.2182302623987198,0.13727988302707672,0.18464083969593048,0.3143676519393921,0.2885768413543701,0.2978195548057556,0.30888450145721436,0.4134809374809265,0.2198754847049713
in,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.23402775824069977,0.4627237319946289,0.2781870663166046,0.4374977946281433,0.45205554366111755,0.3431483507156372,0.20430970191955566
lent,0.24107122421264648,0.18714214861392975,0.1721075177192688,0.18641595542430878,0.2945229411125183,0.9999998807907104,0.22905267775058746,0.29922083020210266,0.26664161682128906,0.1618482917547226
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.3283645510673523,0.3225448727607727,0.3103789985179901,0.38314947485923767,0.4316047728061676,0.3029961884021759,0.31091248989105225
beginning,0.3351518511772156,0.28616875410079956,0.16098742187023163,0.1801144778728485,0.49835196137428284,0.28550824522972107,0.3329997658729553,0.37674275040626526,0.38961243629455566,0.19413669407367706
on,0.34226128458976746,0.2670976221561432,0.19090485572814941,0.3025321364402771,0.3347817361354828,0.20918449759483337,0.4806317389011383,0.4193967580795288,0.30044233798980713,0.2714994251728058
invocavit,0.24955534934997559,0.13163354992866516,0.17343030869960785,0.31458184123039246,0.11165451258420944,0.14955294132232666,0.10686858743429184,0.3035617470741272,0.14601962268352509,0.3126608729362488
sunday,0.2246854603290558,0.15207065641880035,0.22743761539459229,0.13569964468479156,0.23214855790138245,0.4311215877532959,0.29715877771377563,0.20348545908927917,0.2897907495498657,0.23753786087036133
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.3283645510673523,0.3225448727607727,0.3103789985179901,0.38314947485923767,0.4316047728061676,0.3029961884021759,0.31091248989105225
9,-0.048040688037872314,0.038853127509355545,-0.05422545224428177,-0.049488265067338943,0.02464907430112362,0.06505746394395828,0.009178941138088703,0.021054649725556374,0.010600399225950241,-0.026682810857892036
march,0.20529508590698242,0.27992504835128784,0.21289081871509552,0.14290498197078705,0.18960237503051758,0.2406534105539322,0.26105815172195435,0.23897410929203033,0.26086631417274475,0.2802562415599823
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.3283645510673523,0.3225448727607727,0.3103789985179901,0.38314947485923767,0.4316047728061676,0.3029961884021759,0.31091248989105225
luther,0.2134782373905182,0.23667675256729126,1.0,0.10933273285627365,0.18200165033340454,0.1721075177192688,0.13834704458713531,0.17328955233097076,0.17623016238212585,0.1732746809720993
preached,0.2606910467147827,0.2960425317287445,0.34157779812812805,0.22808368504047394,0.22498869895935059,0.31050100922584534,0.22586999833583832,0.19378776848316193,0.1925976574420929,0.21524854004383087
eight,0.15383057296276093,0.19307805597782135,0.1669929325580597,0.14984779059886932,0.3082936108112335,0.15896372497081757,0.24192112684249878,0.26912111043930054,0.278333842754364,0.11634626984596252
sermons,0.27843937277793884,0.2170960009098053,0.35831841826438904,0.2677561938762665,0.22038321197032928,0.3202883005142212,0.26301711797714233,0.28964662551879883,0.254337877035141,0.227912038564682
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.3283645510673523,0.3225448727607727,0.3103789985179901,0.38314947485923767,0.4316047728061676,0.3029961884021759,0.31091248989105225
which,0.5261979103088379,0.2750149369239807,0.17501473426818848,0.31153854727745056,0.3590145409107208,0.29600879549980164,0.3286694884300232,0.6719430088996887,0.325231671333313,0.25814583897590637
became,0.1434093862771988,0.3632316589355469,0.18142570555210114,0.12161382287740707,0.37706515192985535,0.1909416764974594,0.23894885182380676,0.1946946084499359,0.3099048137664795,0.11374033987522125
known,0.20381177961826324,0.25943970680236816,0.12994661927223206,0.23082251846790314,0.27972859144210815,0.25199541449546814,0.19818158447742462,0.24229489266872406,0.23656317591667175,0.18314571678638458
as,0.31749409437179565,0.3596470057964325,0.20242992043495178,0.38329678773880005,0.29671990871429443,0.23494687676429749,0.28092536330223083,0.43993282318115234,0.3239102065563202,0.27043893933296204
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.30239659547805786,0.4838213622570038,0.28438815474510193,0.457212895154953,0.6274310946464539,0.43061500787734985,0.22068053483963013
``,0.008517155423760414,-0.029888948425650597,-0.013964727520942688,0.06628920882940292,0.007871326059103012,0.056257475167512894,-0.07642947137355804,0.09380315989255905,0.041467953473329544,0.0685480609536171
invocavit,0.24955534934997559,0.13163354992866516,0.17343030869960785,0.31458184123039246,0.11165451258420944,0.14955294132232666,0.10686858743429184,0.3035617470741272,0.14601962268352509,0.3126608729362488
sermons,0.27843937277793884,0.2170960009098053,0.35831841826438904,0.2677561938762665,0.22038321197032928,0.3202883005142212,0.26301711797714233,0.28964662551879883,0.254337877035141,0.227912038564682
'',0.08143015950918198,0.01978493109345436,-0.04572787508368492,-0.00043653504690155387,-0.08359146863222122,0.03279433399438858,0.04379578307271004,0.015337302349507809,-0.01899585872888565,0.018684765323996544
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.3613996207714081,0.3485563397407532,0.24337172508239746,0.4549728035926819,0.500583827495575,0.371569961309433,0.4130953550338745
