,in,latin,america,what,is,the,most,revered,skin,color,?
the,0.6662389636039734,0.24914836883544922,0.37090015411376953,0.42745697498321533,0.5823672413825989,1.0,0.47635307908058167,0.29630452394485474,0.2213820368051529,0.21895472705364227,0.22068053483963013
rhetoric,0.21091486513614655,0.3259223997592926,0.16487203538417816,0.35592612624168396,0.1807851493358612,0.1746336966753006,0.15407991409301758,0.18665167689323425,0.0763031542301178,0.16666114330291748,0.2396131157875061
of,0.5696388483047485,0.23412929475307465,0.28803038597106934,0.33290785551071167,0.4854315221309662,0.733189046382904,0.4178851246833801,0.2876946032047272,0.177443727850914,0.1876296103000641,0.1826142966747284
colonizers,0.2819015383720398,0.19862094521522522,0.37843969464302063,0.2689966559410095,0.20798251032829285,0.3527434766292572,0.305101603269577,0.19222064316272736,0.1389695405960083,0.12675459682941437,0.15892437100410461
being,0.33162933588027954,0.14946898818016052,0.20439445972442627,0.3760843276977539,0.4445112943649292,0.419739305973053,0.3906858563423157,0.23670725524425507,0.23849065601825714,0.22099389135837555,0.26743772625923157
racially,0.21157126128673553,0.1413666158914566,0.27140888571739197,0.22411014139652252,0.23390249907970428,0.21441863477230072,0.2691270709037781,0.149085134267807,0.1964777410030365,0.2548603117465973,0.1190582811832428
superior,0.18922103941440582,0.08306397497653961,0.21381589770317078,0.2175816148519516,0.15618346631526947,0.285393089056015,0.13835212588310242,0.15186840295791626,0.10892859846353531,0.16883033514022827,0.08769503235816956
appears,0.2565433084964752,0.2048816829919815,0.15696972608566284,0.2502545416355133,0.3818005919456482,0.3605367839336395,0.18925222754478455,0.2788698673248291,0.2188606858253479,0.18687772750854492,0.22075983881950378
to,0.45010748505592346,0.18086881935596466,0.2636699676513672,0.455847829580307,0.42745086550712585,0.535392165184021,0.321603000164032,0.1654365062713623,0.21441614627838135,0.2497486025094986,0.29463258385658264
have,0.36843645572662354,0.16897301375865936,0.21805447340011597,0.39808809757232666,0.3613572418689728,0.40389683842658997,0.44364631175994873,0.20754151046276093,0.26738372445106506,0.2422066181898117,0.32991164922714233
achieved,0.24532650411128998,0.12427856028079987,0.1916719675064087,0.1794850081205368,0.17253297567367554,0.2821090817451477,0.23950539529323578,0.1899949610233307,0.11575104296207428,0.1549837440252304,0.17008265852928162
its,0.3793783485889435,0.22262775897979736,0.2869555354118347,0.30393704771995544,0.4447362422943115,0.559237003326416,0.32324016094207764,0.18393529951572418,0.18006739020347595,0.1946939080953598,0.15103481709957123
purpose,0.2706536650657654,0.1374462991952896,0.1805715411901474,0.33113807439804077,0.25441038608551025,0.3061215281486511,0.22561876475811005,0.0803932473063469,0.18838848173618317,0.16056732833385468,0.21892647445201874
",",0.5201468467712402,0.2379935383796692,0.253568559885025,0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3636029064655304,0.2528083324432373,0.24590502679347992,0.20653429627418518,0.31091248989105225
for,0.4322226941585541,0.2160390317440033,0.243271604180336,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.3906237483024597,0.12160814553499222,0.17958858609199524,0.2378578633069992,0.264628142118454
example,0.30483278632164,0.19110821187496185,0.1843046247959137,0.3456268310546875,0.36737263202667236,0.3755223751068115,0.3754276633262634,0.13556580245494843,0.2531403601169586,0.24472039937973022,0.30374911427497864
throughout,0.46596065163612366,0.22056174278259277,0.368990421295166,0.2130906730890274,0.2639545500278473,0.4158564507961273,0.47078680992126465,0.22478614747524261,0.13553470373153687,0.15362001955509186,0.12665234506130219
latin,0.18954341113567352,1.0,0.3123096227645874,0.1759578436613083,0.1937478482723236,0.24914836883544922,0.22093720734119415,0.23632170259952545,0.12551823258399963,0.11975198984146118,0.1303461492061615
america,0.3098583221435547,0.3123096227645874,0.9999998807907104,0.2517423629760742,0.1998184472322464,0.37090015411376953,0.2642252743244171,0.18697549402713776,0.11309900879859924,0.1663532704114914,0.19333907961845398
``,0.04765888676047325,0.077037014067173,-0.07555023580789566,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.08567854017019272,-0.022992068901658058,0.11803385615348816,0.03322875499725342,0.0685480609536171
whiteness,0.16519251465797424,0.14402467012405396,0.19647696614265442,0.35321861505508423,0.2579023540019989,0.26472848653793335,0.23775090277194977,0.2552361488342285,0.29874730110168457,0.24307192862033844,0.22944046556949615
'',0.07432962208986282,-0.03235062584280968,-0.0384608618915081,0.08143015950918198,0.0793738141655922,0.041273195296525955,0.01990530639886856,0.06283729523420334,-0.054996706545352936,0.03426432982087135,0.018684765323996544
is,0.5394441485404968,0.1937478482723236,0.1998184472322464,0.28837618231773376,1.0,0.5823672413825989,0.41165053844451904,0.18281331658363342,0.1956855058670044,0.1656665951013565,0.22961433231830597
still,0.3424699008464813,0.2072724997997284,0.20905834436416626,0.4548931419849396,0.3574111759662628,0.40142056345939636,0.431209534406662,0.24324224889278412,0.21191880106925964,0.17868655920028687,0.3039587736129761
prized,0.20676469802856445,0.12354132533073425,0.2266010195016861,0.0935913473367691,0.14956307411193848,0.18572555482387543,0.2802697718143463,0.37793833017349243,0.2626763880252838,0.148665651679039,0.03785616531968117
today,0.3300545811653137,0.23007473349571228,0.21655970811843872,0.3814660608768463,0.3404538929462433,0.35740926861763,0.42132407426834106,0.2745955288410187,0.12399601191282272,0.14302976429462433,0.17338968813419342
and,0.4954058527946472,0.23776422441005707,0.2647855281829834,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.4309377074241638,0.2550666034221649,0.25818943977355957,0.21500243246555328,0.20544172823429108
various,0.266343355178833,0.19531743228435516,0.2266441285610199,0.26045072078704834,0.13601526618003845,0.3235042691230774,0.355729341506958,0.23959344625473022,0.23633722960948944,0.2017081081867218,0.12823495268821716
forms,0.26377561688423157,0.2518886625766754,0.1457013487815857,0.16334041953086853,0.35419854521751404,0.2950737178325653,0.2905651926994324,0.17395249009132385,0.21309949457645416,0.17840369045734406,0.1196754202246666
of,0.5696388483047485,0.23412929475307465,0.28803038597106934,0.33290785551071167,0.4854315221309662,0.733189046382904,0.4178851246833801,0.2876946032047272,0.177443727850914,0.1876296103000641,0.1826142966747284
blanqueamiento,0.2986045777797699,0.23071807622909546,0.21404403448104858,0.2136407196521759,0.3262791037559509,0.3682182729244232,0.22854149341583252,0.18750786781311035,0.19436179101467133,0.1898454874753952,0.25907039642333984
(,0.3087427020072937,0.2060166597366333,0.20632019639015198,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.20654040575027466,0.13960182666778564,0.19877766072750092,0.2203475683927536,0.40561532974243164
whitening,0.19555772840976715,0.1483258157968521,0.1901399791240692,0.26662740111351013,0.22768624126911163,0.28573277592658997,0.24992673099040985,0.22714857757091522,0.3466832935810089,0.25996100902557373,0.18046435713768005
),0.3326910734176636,0.21256890892982483,0.19718800485134125,0.26259949803352356,0.37732169032096863,0.3456730246543884,0.23620007932186127,0.14541320502758026,0.17369462549686432,0.219363734126091,0.42300865054130554
are,0.3841303884983063,0.14662785828113556,0.2022080272436142,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.48698675632476807,0.16432130336761475,0.24184688925743103,0.18541783094406128,0.24591213464736938
common,0.23149342834949493,0.27572304010391235,0.25098279118537903,0.19989867508411407,0.2952355444431305,0.2705984115600586,0.42714235186576843,0.2230907380580902,0.2778456211090088,0.1972692310810089,0.20434872806072235
.,0.5591574311256409,0.2097781002521515,0.29180291295051575,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.35404038429260254,0.2522169351577759,0.28410694003105164,0.2641010880470276,0.4130953550338745
