,what,are,some,other,factors,a,pharmacist,must,monitor,?
the,0.42745697498321533,0.40399202704429626,0.4566698372364044,0.44152235984802246,0.2769666314125061,0.5829201340675354,0.18885643780231476,0.2713140547275543,0.21356156468391418,0.22068053483963013
pharmacist,0.19447070360183716,0.17935334146022797,0.24628479778766632,0.20190773904323578,0.14888766407966614,0.24351514875888824,1.0,0.18975655734539032,0.1851019412279129,0.1397853046655655
must,0.30362528562545776,0.3923934996128082,0.3319004774093628,0.33371371030807495,0.318351149559021,0.3016769587993622,0.18975655734539032,1.0,0.18031013011932373,0.23707495629787445
also,0.42747777700424194,0.4565894305706024,0.6210381388664246,0.5326101183891296,0.28332462906837463,0.5149940252304077,0.2733668386936188,0.28744056820869446,0.24773579835891724,0.21848613023757935
monitor,0.2538383901119232,0.22486339509487152,0.22627012431621552,0.21027176082134247,0.19751723110675812,0.2592337429523468,0.1851019412279129,0.18031013011932373,1.0,0.167510524392128
for,0.3017193675041199,0.3895993232727051,0.4257155656814575,0.3273986279964447,0.2857717275619507,0.44038116931915283,0.1785099357366562,0.31100544333457947,0.20012032985687256,0.264628142118454
potential,0.27308183908462524,0.28343355655670166,0.3131651282310486,0.27144795656204224,0.38863956928253174,0.32849350571632385,0.1466837078332901,0.34936466813087463,0.2333289235830307,0.20122039318084717
drug,0.21731828153133392,0.18132726848125458,0.1861082911491394,0.24055102467536926,0.23427532613277435,0.22027458250522614,0.4047740399837494,0.1415291726589203,0.1954479068517685,0.12584024667739868
interactions,0.32324331998825073,0.34146612882614136,0.3337428569793701,0.35504817962646484,0.3376632034778595,0.2656041085720062,0.15977804362773895,0.23192967474460602,0.3371867537498474,0.21664206683635712
",",0.3087472915649414,0.4062570035457611,0.42400437593460083,0.4446498453617096,0.20595882833003998,0.427140474319458,0.2383713573217392,0.2231246829032898,0.22247396409511566,0.31091248989105225
adverse,0.2252710908651352,0.25669044256210327,0.25590190291404724,0.26951417326927185,0.3816628158092499,0.22884786128997803,0.2469811886548996,0.2014482468366623,0.2543043792247772,0.1555488556623459
drug,0.21731828153133392,0.18132726848125458,0.1861082911491394,0.24055102467536926,0.23427532613277435,0.22027458250522614,0.4047740399837494,0.1415291726589203,0.1954479068517685,0.12584024667739868
reactions,0.3074890077114105,0.28924426436424255,0.32005074620246887,0.3016003668308258,0.42177510261535645,0.2098129242658615,0.23514093458652496,0.27392035722732544,0.21387530863285065,0.20989809930324554
",",0.3087472915649414,0.4062570035457611,0.42400437593460083,0.4446498453617096,0.20595882833003998,0.427140474319458,0.2383713573217392,0.2231246829032898,0.22247396409511566,0.31091248989105225
and,0.31309178471565247,0.48576638102531433,0.5337774157524109,0.5504306554794312,0.2477942556142807,0.3739250600337982,0.24346593022346497,0.33253467082977295,0.17942065000534058,0.20544172823429108
assess,0.3918081521987915,0.3073055148124695,0.3683246076107025,0.26101571321487427,0.43281441926956177,0.2574458718299866,0.21005624532699585,0.3175976574420929,0.33363375067710876,0.30426618456840515
patient,0.3135989308357239,0.2341679036617279,0.2602582573890686,0.21667417883872986,0.28438082337379456,0.2571181356906891,0.3383829593658447,0.23670656979084015,0.24404558539390564,0.24355199933052063
drug,0.21731828153133392,0.18132726848125458,0.1861082911491394,0.24055102467536926,0.23427532613277435,0.22027458250522614,0.4047740399837494,0.1415291726589203,0.1954479068517685,0.12584024667739868
allergies,0.26931020617485046,0.384951651096344,0.4008152484893799,0.368703156709671,0.41346484422683716,0.25012585520744324,0.27016809582710266,0.2287789285182953,0.20248235762119293,0.26449331641197205
while,0.35511791706085205,0.34230953454971313,0.3921129107475281,0.34462770819664,0.22736531496047974,0.3733035624027252,0.2028844952583313,0.2922319769859314,0.26550570130348206,0.21076419949531555
designing,0.25521576404571533,0.15079154074192047,0.3017445206642151,0.2548031508922577,0.23779766261577606,0.29266878962516785,0.20747877657413483,0.16789628565311432,0.24436716735363007,0.1437348574399948
and,0.31309178471565247,0.48576638102531433,0.5337774157524109,0.5504306554794312,0.2477942556142807,0.3739250600337982,0.24346593022346497,0.33253467082977295,0.17942065000534058,0.20544172823429108
initiating,0.2366989403963089,0.21328255534172058,0.3098796010017395,0.2800954282283783,0.23355530202388763,0.2778148651123047,0.1179659441113472,0.24987691640853882,0.21055814623832703,0.19326087832450867
a,0.3320399522781372,0.265255331993103,0.34539633989334106,0.2806335389614105,0.19412465393543243,1.0,0.24351514875888824,0.3016769587993622,0.2592337429523468,0.23916715383529663
drug,0.21731828153133392,0.18132726848125458,0.1861082911491394,0.24055102467536926,0.23427532613277435,0.22027458250522614,0.4047740399837494,0.1415291726589203,0.1954479068517685,0.12584024667739868
therapy,0.23743373155593872,0.22108925879001617,0.25810667872428894,0.1906277984380722,0.30126386880874634,0.24302813410758972,0.34833836555480957,0.1699591875076294,0.1615743637084961,0.18962311744689941
plan,0.2947953939437866,0.15314653515815735,0.190469890832901,0.15617693960666656,0.10606767237186432,0.27156999707221985,0.15712767839431763,0.26257050037384033,0.14002752304077148,0.1961054503917694
.,0.3567904531955719,0.3452940285205841,0.40663889050483704,0.41511186957359314,0.21191899478435516,0.50484299659729,0.2583400309085846,0.27722811698913574,0.2258184403181076,0.4130953550338745
