,how,many,players,have,been,awarded,the,most,valuable,player,distinction,for,the,super,bowl,?
in,0.2601168751716614,0.41474202275276184,0.1695755422115326,0.36843645572662354,0.3515113592147827,0.25735601782798767,0.6662389636039734,0.41416558623313904,0.2207430899143219,0.1851271539926529,0.27763235569000244,0.4322226941585541,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.20430970191955566
honor,0.14198820292949677,0.22120507061481476,0.14742887020111084,0.16143038868904114,0.18551896512508392,0.5155015587806702,0.2633417248725891,0.15982599556446075,0.21579761803150177,0.1258830577135086,0.21438539028167725,0.26361149549484253,0.2633417248725891,0.15657560527324677,0.2031942456960678,0.1187526285648346
of,0.2480744868516922,0.37253960967063904,0.20305874943733215,0.3802283704280853,0.31685134768486023,0.2630610167980194,0.733189046382904,0.4178851246833801,0.2589573264122009,0.1627044975757599,0.30949485301971436,0.4185989499092102,0.733189046382904,0.14718765020370483,0.2243070751428604,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.2647981345653534,0.40389683842658997,0.3563927710056305,0.24971646070480347,1.0,0.47635307908058167,0.2574840486049652,0.19900773465633392,0.3135315477848053,0.4739971458911896,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
50th,0.09753132611513138,-0.010128241032361984,0.028589585795998573,-0.007681891787797213,0.04872051998972893,0.0834437683224678,0.19595111906528473,0.09370077401399612,0.038196366280317307,0.031903285533189774,0.06726107746362686,0.07924925535917282,0.19595111906528473,0.14578431844711304,0.10496746003627777,0.004919986240565777
super,0.11920704692602158,0.17302978038787842,0.2692553400993347,0.19903038442134857,0.16475224494934082,0.12568415701389313,0.21959073841571808,0.22041858732700348,0.23553255200386047,0.19942335784435272,0.10107452422380447,0.22938419878482819,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.1720007210969925,0.17932994663715363,0.21327023208141327,0.19536113739013672,0.17613008618354797,0.1685333251953125,0.21576224267482758,0.20814399421215057,0.2874554395675659,0.1651131808757782,0.1263991743326187,0.24430087208747864,0.21576224267482758,0.4848237931728363,1.0,0.21118052303791046
",",0.22659391164779663,0.40610817074775696,0.21334654092788696,0.3541618287563324,0.34873589873313904,0.2723027765750885,0.4933079481124878,0.3636029064655304,0.2679881155490875,0.25826331973075867,0.27985477447509766,0.4464869201183319,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.2647981345653534,0.40389683842658997,0.3563927710056305,0.24971646070480347,1.0,0.47635307908058167,0.2574840486049652,0.19900773465633392,0.3135315477848053,0.4739971458911896,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
pregame,0.2910177409648895,0.2810673415660858,0.4801754355430603,0.2824607789516449,0.23698484897613525,0.20049206912517548,0.314380943775177,0.24010014533996582,0.23362505435943604,0.43876826763153076,0.22583551704883575,0.34069517254829407,0.314380943775177,0.32141372561454773,0.3160421550273895,0.249310702085495
ceremony,0.14511556923389435,0.18210917711257935,0.10612627118825912,0.17563480138778687,0.2193102389574051,0.2868928909301758,0.27631378173828125,0.10869953036308289,0.08148038387298584,0.11151683330535889,0.21940527856349945,0.24987879395484924,0.27631378173828125,0.10298140347003937,0.25571146607398987,0.1873435080051422
featured,0.18270574510097504,0.2732047140598297,0.23667973279953003,0.2649300992488861,0.2982250452041626,0.28390559554100037,0.28660184144973755,0.2976846694946289,0.17020395398139954,0.19134566187858582,0.1866583377122879,0.30727413296699524,0.28660184144973755,0.24398969113826752,0.18793275952339172,0.2944096624851227
the,0.33890387415885925,0.4335206151008606,0.2647981345653534,0.40389683842658997,0.3563927710056305,0.24971646070480347,1.0,0.47635307908058167,0.2574840486049652,0.19900773465633392,0.3135315477848053,0.4739971458911896,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
on-field,0.16359537839889526,0.16253675520420074,0.1671765148639679,0.16821834444999695,0.22243145108222961,0.2070453017950058,0.2175901234149933,0.1510649174451828,0.18901856243610382,0.19890710711479187,0.1964472234249115,0.2638494372367859,0.2175901234149933,0.18980976939201355,0.16164544224739075,0.1776077151298523
introduction,0.24394704401493073,0.22555744647979736,0.06712378561496735,0.2342015951871872,0.2500004768371582,0.2241942286491394,0.2808631956577301,0.20203933119773865,0.14735554158687592,0.057508185505867004,0.3567618429660797,0.2745710015296936,0.2808631956577301,0.09809891134500504,0.04091186821460724,0.27021539211273193
of,0.2480744868516922,0.37253960967063904,0.20305874943733215,0.3802283704280853,0.31685134768486023,0.2630610167980194,0.733189046382904,0.4178851246833801,0.2589573264122009,0.1627044975757599,0.30949485301971436,0.4185989499092102,0.733189046382904,0.14718765020370483,0.2243070751428604,0.1826142966747284
39,0.07569380104541779,0.13422085344791412,0.07678128778934479,0.11408425122499466,0.05404265969991684,0.015519550070166588,0.12403792142868042,0.08464521169662476,0.11070610582828522,0.0648622214794159,0.038827329874038696,0.053668420761823654,0.12403792142868042,0.08757179975509644,0.17817457020282745,0.04514012485742569
of,0.2480744868516922,0.37253960967063904,0.20305874943733215,0.3802283704280853,0.31685134768486023,0.2630610167980194,0.733189046382904,0.4178851246833801,0.2589573264122009,0.1627044975757599,0.30949485301971436,0.4185989499092102,0.733189046382904,0.14718765020370483,0.2243070751428604,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.2647981345653534,0.40389683842658997,0.3563927710056305,0.24971646070480347,1.0,0.47635307908058167,0.2574840486049652,0.19900773465633392,0.3135315477848053,0.4739971458911896,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
43,-0.03132842853665352,-0.05990751087665558,-0.051779959350824356,-0.06695767492055893,-0.0716577097773552,-0.028834601864218712,0.04104308411478996,-0.04957922175526619,-0.07902049273252487,-0.011536692269146442,0.05803578346967697,-0.0399099700152874,0.04104308411478996,0.013937093317508698,-0.016381559893488884,0.06043510511517525
previous,0.22081239521503448,0.26836830377578735,0.13990208506584167,0.33139970898628235,0.37209823727607727,0.1434820145368576,0.34706559777259827,0.24392136931419373,0.2042316198348999,0.11211599409580231,0.2581864893436432,0.27794817090034485,0.34706559777259827,0.24849547445774078,0.15910620987415314,0.16724538803100586
super,0.11920704692602158,0.17302978038787842,0.2692553400993347,0.19903038442134857,0.16475224494934082,0.12568415701389313,0.21959073841571808,0.22041858732700348,0.23553255200386047,0.19942335784435272,0.10107452422380447,0.22938419878482819,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.1720007210969925,0.17932994663715363,0.21327023208141327,0.19536113739013672,0.17613008618354797,0.1685333251953125,0.21576224267482758,0.20814399421215057,0.2874554395675659,0.1651131808757782,0.1263991743326187,0.24430087208747864,0.21576224267482758,0.4848237931728363,1.0,0.21118052303791046
most,0.311336874961853,0.6236066222190857,0.20247578620910645,0.44364631175994873,0.33751797676086426,0.2286258339881897,0.47635307908058167,1.0,0.4131706655025482,0.14925122261047363,0.2773183584213257,0.3906237483024597,0.47635307908058167,0.22041858732700348,0.20814399421215057,0.2107497900724411
valuable,0.21866503357887268,0.3279257118701935,0.22369176149368286,0.3168410062789917,0.28480392694473267,0.276854544878006,0.2574840486049652,0.4131706655025482,1.0000001192092896,0.28421661257743835,0.2601124048233032,0.3648983836174011,0.2574840486049652,0.23553255200386047,0.2874554395675659,0.20664997398853302
players,0.19302120804786682,0.2428085058927536,1.0,0.2581782639026642,0.1580885648727417,0.15690775215625763,0.2647981345653534,0.20247578620910645,0.22369176149368286,0.666739284992218,0.11633604764938354,0.3009685277938843,0.2647981345653534,0.2692553400993347,0.21327023208141327,0.15925642848014832
.,0.3287222981452942,0.3974229395389557,0.21414920687675476,0.41614407300949097,0.33645182847976685,0.25280869007110596,0.5934505462646484,0.35404038429260254,0.2818049490451813,0.22491109371185303,0.216000497341156,0.4726039469242096,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4130953550338745
