,what,did,france,offer,that,was,rare,by,imperial,standards,?
full,0.20298334956169128,0.21422791481018066,0.12286372482776642,0.29899248480796814,0.29961732029914856,0.1574539840221405,0.13079781830310822,0.16102208197116852,0.20437973737716675,0.21288584172725677,0.168479785323143
citizenship,0.1877845823764801,0.2542807161808014,0.22786346077919006,0.1522480547428131,0.22248153388500214,0.22075155377388,0.06692250818014145,0.139387309551239,0.15482255816459656,0.24026083946228027,0.16738474369049072
rights,0.2386135458946228,0.2525300085544586,0.17844855785369873,0.1664283722639084,0.251168817281723,0.19272007048130035,0.09262742102146149,0.19225828349590302,0.07605277746915817,0.22221218049526215,0.21814769506454468
–,0.13008765876293182,0.2259434312582016,0.21934306621551514,0.13404659926891327,0.15484696626663208,0.30754852294921875,0.10278419405221939,0.22072714567184448,0.21163484454154968,0.0888972282409668,0.2714554965496063
‘,0.16325587034225464,0.12196547538042068,0.1568446159362793,0.0973944365978241,0.12162695825099945,0.22974365949630737,0.12387596815824509,0.12449610233306885,0.09819326549768448,0.0738907903432846,0.1448942869901657
’,-0.01733604073524475,0.04859831556677818,-0.019716279581189156,0.06196826696395874,0.026145601645112038,0.023636873811483383,-0.048671502619981766,-0.04605049267411232,-0.0649205818772316,-0.037096165120601654,0.045561522245407104
assimilation,0.3111937940120697,0.21202680468559265,0.197931170463562,0.2057940810918808,0.3177799880504608,0.17821037769317627,0.254947304725647,0.27248087525367737,0.17560133337974548,0.27925246953964233,0.16427330672740936
’,-0.01733604073524475,0.04859831556677818,-0.019716279581189156,0.06196826696395874,0.026145601645112038,0.023636873811483383,-0.048671502619981766,-0.04605049267411232,-0.0649205818772316,-0.037096165120601654,0.045561522245407104
’,-0.01733604073524475,0.04859831556677818,-0.019716279581189156,0.06196826696395874,0.026145601645112038,0.023636873811483383,-0.048671502619981766,-0.04605049267411232,-0.0649205818772316,-0.037096165120601654,0.045561522245407104
–,0.13008765876293182,0.2259434312582016,0.21934306621551514,0.13404659926891327,0.15484696626663208,0.30754852294921875,0.10278419405221939,0.22072714567184448,0.21163484454154968,0.0888972282409668,0.2714554965496063
were,0.22298263013362885,0.4162326455116272,0.24330811202526093,0.1780863255262375,0.35517072677612305,0.590133786201477,0.18973805010318756,0.4406847059726715,0.23541970551013947,0.2115061730146408,0.17890112102031708
offered,0.1662205457687378,0.40334975719451904,0.17899580299854279,0.7171011567115784,0.27693602442741394,0.39858749508857727,0.09538399428129196,0.19948285818099976,0.188643217086792,0.21375741064548492,0.22244536876678467
",",0.3087472915649414,0.3015086054801941,0.28250643610954285,0.2830800712108612,0.4137537479400635,0.45456063747406006,0.2636013925075531,0.3680937886238098,0.2180749922990799,0.2764625549316406,0.31091248989105225
although,0.24844598770141602,0.29252153635025024,0.18896937370300293,0.23865512013435364,0.4722958207130432,0.3711436688899994,0.2612777650356293,0.2373359203338623,0.13876096904277802,0.21454058587551117,0.15541206300258636
in,0.30808621644973755,0.2593238651752472,0.3812309503555298,0.1875079721212387,0.435920387506485,0.45514053106307983,0.20041552186012268,0.370934396982193,0.2295355498790741,0.17966534197330475,0.20430970191955566
reality,0.3121267557144165,0.19890759885311127,0.16449637711048126,0.1888933777809143,0.3472827672958374,0.19640132784843445,0.12017840147018433,0.21641705930233002,0.06213175132870674,0.1873680204153061,0.20780257880687714
assimilation,0.3111937940120697,0.21202680468559265,0.197931170463562,0.2057940810918808,0.3177799880504608,0.17821037769317627,0.254947304725647,0.27248087525367737,0.17560133337974548,0.27925246953964233,0.16427330672740936
was,0.22111038863658905,0.41399896144866943,0.2715669870376587,0.1559375524520874,0.33670201897621155,1.0000001192092896,0.14558935165405273,0.4752357602119446,0.2417704313993454,0.19591249525547028,0.18412111699581146
always,0.413568377494812,0.31176018714904785,0.15001270174980164,0.2488684505224228,0.5147446393966675,0.190224289894104,0.23909379541873932,0.22237588465213776,0.15501730144023895,0.2656732499599457,0.26136693358421326
on,0.34226128458976746,0.2670976221561432,0.2042606770992279,0.23681293427944183,0.42569106817245483,0.3909217119216919,0.18139831721782684,0.33887791633605957,0.14511078596115112,0.24386610090732574,0.2714994251728058
the,0.42745697498321533,0.34736719727516174,0.35517507791519165,0.21118608117103577,0.5473989248275757,0.48711544275283813,0.23127084970474243,0.4408751428127289,0.3074202835559845,0.2433546632528305,0.22068053483963013
distant,0.22702720761299133,0.20132535696029663,0.11037158221006393,0.16374050080776215,0.26675286889076233,0.14329680800437927,0.2310681939125061,0.14527104794979095,0.15923161804676056,0.06818226724863052,0.05932586267590523
horizon,0.23289769887924194,0.13290560245513916,0.14421720802783966,0.2052697241306305,0.29774725437164307,0.12597930431365967,0.12200019508600235,0.17773596942424774,0.11402212828397751,0.18635247647762299,0.1444198042154312
.,0.3567904531955719,0.35288307070732117,0.33719199895858765,0.23210087418556213,0.4460422694683075,0.40146201848983765,0.21547935903072357,0.3936232924461365,0.259955495595932,0.23661701381206512,0.4130953550338745
,what,did,france,offer,that,was,rare,by,imperial,standards,?
in,0.30808621644973755,0.2593238651752472,0.3812309503555298,0.1875079721212387,0.435920387506485,0.45514053106307983,0.20041552186012268,0.370934396982193,0.2295355498790741,0.17966534197330475,0.20430970191955566
1884,-0.09389782696962357,-0.019103914499282837,0.09963103383779526,-0.07243963330984116,-0.04312429949641228,-0.0050269500352442265,-0.04364358261227608,-0.02613055892288685,0.06894780695438385,-0.0681396871805191,-0.08445221930742264
the,0.42745697498321533,0.34736719727516174,0.35517507791519165,0.21118608117103577,0.5473989248275757,0.48711544275283813,0.23127084970474243,0.4408751428127289,0.3074202835559845,0.2433546632528305,0.22068053483963013
leading,0.197072371840477,0.20311816036701202,0.2003801167011261,0.27146604657173157,0.2121770828962326,0.27386704087257385,0.08874642848968506,0.2575812041759491,0.1275055855512619,0.20295090973377228,0.1360926628112793
