,there,are,other,categories,for,what,?
there,1.0,0.5433560013771057,0.5342466235160828,0.2775121033191681,0.3728419542312622,0.35085538029670715,0.29405656456947327
are,0.5433560013771057,1.0,0.5932393670082092,0.34090813994407654,0.3895993232727051,0.29724663496017456,0.24591213464736938
also,0.44705238938331604,0.4565894305706024,0.5326101183891296,0.22486157715320587,0.5373267531394958,0.42747777700424194,0.21848613023757935
categories,0.2775121033191681,0.34090813994407654,0.34158259630203247,1.0000001192092896,0.3038179576396942,0.27071893215179443,0.3382010757923126
for,0.3728419542312622,0.3895993232727051,0.3273986279964447,0.3038179576396942,0.9999999403953552,0.3017193675041199,0.264628142118454
construction,0.22777880728244781,0.18089833855628967,0.23197735846042633,0.13015244901180267,0.2193669229745865,0.20329850912094116,0.13494056463241577
service,0.1705930233001709,0.14771409332752228,0.19713094830513,0.16547071933746338,0.31237727403640747,0.16857224702835083,0.1676298975944519
firms,0.25509780645370483,0.29838991165161133,0.30999866127967834,0.17586998641490936,0.21972301602363586,0.19687598943710327,0.1337330937385559
(,0.22351126372814178,0.23263892531394958,0.25035592913627625,0.23118868470191956,0.3357032239437103,0.2411840260028839,0.40561532974243164
e.g.,-0.029545621946454048,-0.04146725311875343,-0.03125292435288429,-0.024443769827485085,-0.011424453929066658,0.04733210429549217,0.018727071583271027
",",0.4587128460407257,0.4062570035457611,0.4446498453617096,0.2938539683818817,0.4464869201183319,0.3087472915649414,0.31091248989105225
engineering,0.17259885370731354,0.18530334532260895,0.22762979567050934,0.11228210479021072,0.25135883688926697,0.1897483468055725,0.16555240750312805
",",0.4587128460407257,0.4062570035457611,0.4446498453617096,0.2938539683818817,0.4464869201183319,0.3087472915649414,0.31091248989105225
architecture,0.1999691128730774,0.15150071680545807,0.25322556495666504,0.14275366067886353,0.18863317370414734,0.23286667466163635,0.14343059062957764
),0.24042794108390808,0.2373749315738678,0.26200005412101746,0.22527344524860382,0.3639558255672455,0.26259949803352356,0.42300865054130554
and,0.4242868423461914,0.48576638102531433,0.5504306554794312,0.2893967628479004,0.5064792633056641,0.31309178471565247,0.20544172823429108
construction,0.22777880728244781,0.18089833855628967,0.23197735846042633,0.13015244901180267,0.2193669229745865,0.20329850912094116,0.13494056463241577
managers,0.16787509620189667,0.2623351514339447,0.23816658556461334,0.19893670082092285,0.2905394732952118,0.20850390195846558,0.16984312236309052
(,0.22351126372814178,0.23263892531394958,0.25035592913627625,0.23118868470191956,0.3357032239437103,0.2411840260028839,0.40561532974243164
firms,0.25509780645370483,0.29838991165161133,0.30999866127967834,0.17586998641490936,0.21972301602363586,0.19687598943710327,0.1337330937385559
engaged,0.15656664967536926,0.1064150258898735,0.16826145350933075,0.10248137265443802,0.12228717654943466,0.1265537589788437,0.09509497880935669
in,0.5361666083335876,0.3841303884983063,0.39989137649536133,0.1837518811225891,0.4322226941585541,0.30808621644973755,0.20430970191955566
managing,0.12804922461509705,0.15479539334774017,0.2556648850440979,0.16333147883415222,0.3616291582584381,0.19321861863136292,0.09971600025892258
construction,0.22777880728244781,0.18089833855628967,0.23197735846042633,0.13015244901180267,0.2193669229745865,0.20329850912094116,0.13494056463241577
projects,0.2853280007839203,0.31792762875556946,0.34674352407455444,0.26931601762771606,0.3048563301563263,0.28646913170814514,0.3193145990371704
without,0.2841615676879883,0.3006502687931061,0.2757754325866699,0.17786669731140137,0.4273005723953247,0.3181614279747009,0.2928665280342102
assuming,0.3116839528083801,0.27396196126937866,0.2633250951766968,0.2660977840423584,0.3484828770160675,0.44429823756217957,0.40639710426330566
direct,0.22613242268562317,0.18297041952610016,0.2817191481590271,0.1527484953403473,0.2851608693599701,0.26271191239356995,0.18476411700248718
financial,0.19645673036575317,0.1316729336977005,0.23077227175235748,0.16732655465602875,0.311439573764801,0.1900392472743988,0.06444920599460602
responsibility,0.1810840517282486,0.2390955537557602,0.21534951031208038,0.25935402512550354,0.31113919615745544,0.3360894024372101,0.20907385647296906
for,0.3728419542312622,0.3895993232727051,0.3273986279964447,0.3038179576396942,0.9999999403953552,0.3017193675041199,0.264628142118454
completion,0.23158180713653564,0.1457665115594864,0.13498803973197937,0.15558114647865295,0.31598472595214844,0.21335561573505402,0.08032544702291489
of,0.44397735595703125,0.39081433415412903,0.38583824038505554,0.18317048251628876,0.4185989499092102,0.33290785551071167,0.1826142966747284
the,0.47025805711746216,0.40399202704429626,0.44152235984802246,0.2485581487417221,0.4739971458911896,0.42745697498321533,0.22068053483963013
construction,0.22777880728244781,0.18089833855628967,0.23197735846042633,0.13015244901180267,0.2193669229745865,0.20329850912094116,0.13494056463241577
project,0.23085539042949677,0.19378727674484253,0.21385139226913452,0.19402416050434113,0.2228124439716339,0.27033838629722595,0.30569031834602356
),0.24042794108390808,0.2373749315738678,0.26200005412101746,0.22527344524860382,0.3639558255672455,0.26259949803352356,0.42300865054130554
.,0.43897318840026855,0.3452940285205841,0.41511186957359314,0.2311275452375412,0.4726039469242096,0.3567904531955719,0.4130953550338745
