,jules,ferry,thought,that,the,``,higher,races,'',have,a,duty,to,what,?
in,0.22381311655044556,0.18341699242591858,0.24524326622486115,0.435920387506485,0.6662389636039734,0.04765888676047325,0.23285751044750214,0.20279844105243683,0.07432962208986282,0.36843645572662354,0.539380669593811,0.19133710861206055,0.45010748505592346,0.30808621644973755,0.20430970191955566
1884,-0.12069453299045563,-0.013352425768971443,-0.012405612505972385,-0.04312429949641228,0.07194139063358307,0.17535580694675446,-0.013120368123054504,0.05159725248813629,-0.04702405259013176,-0.02223033271729946,-0.038599204272031784,-0.01353489886969328,0.0789077877998352,-0.09389782696962357,-0.08445221930742264
the,0.24960573017597198,0.20100507140159607,0.3509289622306824,0.5473989248275757,1.0,0.029072100296616554,0.3292480409145355,0.20953570306301117,0.041273195296525955,0.40389683842658997,0.5829201340675354,0.18581759929656982,0.535392165184021,0.42745697498321533,0.22068053483963013
leading,0.1968127340078354,0.1405259370803833,0.20687437057495117,0.2121770828962326,0.3809107840061188,0.13952958583831787,0.2602558135986328,0.1575348973274231,0.03937753662467003,0.16850294172763824,0.26281067728996277,0.13999980688095093,0.260200560092926,0.197072371840477,0.1360926628112793
exponent,0.06139585003256798,0.05971837416291237,0.16336724162101746,0.24385733902454376,0.2254427820444107,0.46481430530548096,0.2648914158344269,0.14082497358322144,0.02652791328728199,0.16995427012443542,0.2232729196548462,0.18080662190914154,0.25395411252975464,0.21892902255058289,0.21735398471355438
of,0.20252923667430878,0.1843179613351822,0.34673458337783813,0.41498205065727234,0.733189046382904,0.06780257821083069,0.3096220791339874,0.1723267138004303,0.13035868108272552,0.3802283704280853,0.5052502155303955,0.19598819315433502,0.41548454761505127,0.33290785551071167,0.1826142966747284
colonialism,0.24547815322875977,0.14198856055736542,0.28618332743644714,0.2405940741300583,0.25141018629074097,0.14298583567142487,0.13848111033439636,0.30366355180740356,-0.051073215901851654,0.24325884878635406,0.19192901253700256,0.18704037368297577,0.24242931604385376,0.27914220094680786,0.1519109606742859
",",0.21529078483581543,0.26097768545150757,0.2965437173843384,0.4137537479400635,0.4933079481124878,0.09681109338998795,0.251458078622818,0.24016427993774414,-0.037358131259679794,0.3541618287563324,0.427140474319458,0.21993570029735565,0.44245919585227966,0.3087472915649414,0.31091248989105225
jules,0.9999999403953552,0.22251379489898682,0.21426860988140106,0.18409810960292816,0.24960573017597198,0.06813762336969376,0.051984645426273346,0.23849545419216156,-0.013222851790487766,0.16176529228687286,0.18298768997192383,0.11340786516666412,0.13774819672107697,0.14681272208690643,0.12450698763132095
ferry,0.22251379489898682,1.0,0.1156478226184845,0.17985285818576813,0.20100507140159607,5.824716208735481e-05,0.11337180435657501,0.18549254536628723,-0.10045940428972244,0.12718072533607483,0.237418070435524,0.17975006997585297,0.20805752277374268,0.16865432262420654,0.11376336216926575
declared,0.11681796610355377,0.1386495977640152,0.25679391622543335,0.29322829842567444,0.260531485080719,0.027231771498918533,0.08307252079248428,0.15391209721565247,-0.05429988354444504,0.19572395086288452,0.17912326753139496,0.2727746069431305,0.19457092881202698,0.15646570920944214,0.17688149213790894
france,0.416359007358551,0.16342981159687042,0.19463254511356354,0.21517932415008545,0.35517507791519165,0.14728125929832458,0.1650952249765396,0.23084619641304016,-0.020874442532658577,0.16535663604736328,0.24802380800247192,0.17859676480293274,0.2670897841453552,0.17793065309524536,0.15069349110126495
had,0.21274614334106445,0.1751657873392105,0.49726027250289917,0.4407361149787903,0.3875846862792969,0.0518546998500824,0.20919585227966309,0.1862773895263672,0.024004416540265083,0.6263401508331299,0.34897568821907043,0.18355800211429596,0.37984350323677063,0.23849567770957947,0.20728366076946259
a,0.18298768997192383,0.237418070435524,0.3342154324054718,0.47537946701049805,0.5829201340675354,0.07272057235240936,0.2608921229839325,0.18472333252429962,0.04890415817499161,0.338716596364975,1.0,0.19311612844467163,0.45503583550453186,0.3320399522781372,0.23916715383529663
civilising,0.232742577791214,0.14606843888759613,0.33504894375801086,0.27117249369621277,0.3388010263442993,0.07832121849060059,0.17176274955272675,0.21645334362983704,-0.05301101505756378,0.3044551610946655,0.24147385358810425,0.22732584178447723,0.2836683988571167,0.29680296778678894,0.17916518449783325
