,how,did,luther,respond,after,being,asked,if,the,books,were,his,?
luther,0.13354721665382385,0.23667675256729126,1.0,0.1654936820268631,0.17198127508163452,0.17804069817066193,0.1481681615114212,0.17693482339382172,0.1759674996137619,0.2571197748184204,0.18652333319187164,0.27093374729156494,0.1732746809720993
confirmed,0.13679192960262299,0.23830153048038483,0.10101139545440674,0.24434667825698853,0.2401825189590454,0.23572996258735657,0.25874438881874084,0.21448226273059845,0.2951974868774414,0.07945805788040161,0.26162952184677124,0.23845379054546356,0.20580808818340302
he,0.2594625651836395,0.3292143940925598,0.2454872578382492,0.16625215113162994,0.3936046361923218,0.426932692527771,0.3250562250614166,0.2152462750673294,0.4571082592010498,0.214491605758667,0.31267037987709045,0.7171558737754822,0.2089974731206894
was,0.16678167879581451,0.41399896144866943,0.19185513257980347,0.1896735280752182,0.49306565523147583,0.5201660394668579,0.368498295545578,0.16164100170135498,0.48711544275283813,0.18330562114715576,0.590133786201477,0.4405253231525421,0.18412111699581146
their,0.3316696584224701,0.38078752160072327,0.1988239735364914,0.3236215114593506,0.30973172187805176,0.33179932832717896,0.23972657322883606,0.29658177495002747,0.516537070274353,0.18625350296497345,0.43277356028556824,0.5725893378257751,0.1898253709077835
author,0.0859091728925705,0.15258380770683289,0.23170004785060883,0.13793767988681793,0.14321303367614746,0.18127208948135376,0.21230681240558624,0.19036325812339783,0.199458509683609,0.5327587723731995,0.09182845056056976,0.27145451307296753,0.14162757992744446
",",0.22659391164779663,0.3015086054801941,0.23255878686904907,0.25066259503364563,0.38860568404197693,0.34499165415763855,0.2717181444168091,0.257730096578598,0.4933079481124878,0.258169561624527,0.36755475401878357,0.3378419280052185,0.31091248989105225
but,0.43101516366004944,0.49033689498901367,0.20694120228290558,0.36153116822242737,0.38354751467704773,0.5142694115638733,0.2864663898944855,0.5661133527755737,0.4859698414802551,0.23621602356433868,0.38291117548942566,0.38552024960517883,0.27921953797340393
requested,0.26184695959091187,0.3457925021648407,0.12649329006671906,0.4506686329841614,0.26697608828544617,0.2824389636516571,0.476130872964859,0.4201204776763916,0.2535228729248047,0.1934155970811844,0.18550555408000946,0.2633247375488281,0.3419589698314667
time,0.35346719622612,0.3567926585674286,0.17623016238212585,0.23079554736614227,0.40345117449760437,0.3508506119251251,0.27040231227874756,0.36530032753944397,0.43061500787734985,0.17199653387069702,0.3104150593280792,0.3553589880466461,0.27391523122787476
to,0.44169697165489197,0.4452643394470215,0.18029534816741943,0.33126938343048096,0.37890323996543884,0.4514104127883911,0.39673250913619995,0.4559597074985504,0.535392165184021,0.20019930601119995,0.31913647055625916,0.3715193271636963,0.29463258385658264
think,0.5059142112731934,0.3755078911781311,0.16532817482948303,0.4075056314468384,0.2643776834011078,0.39622941613197327,0.28437304496765137,0.5187872648239136,0.3102172613143921,0.2337065041065216,0.26015451550483704,0.24885986745357513,0.5312306880950928
about,0.44264400005340576,0.28723078966140747,0.203048437833786,0.2947112023830414,0.2603839039802551,0.276187002658844,0.294788658618927,0.30191555619239807,0.37995871901512146,0.2877427935600281,0.29814305901527405,0.24169853329658508,0.302409827709198
the,0.33890387415885925,0.34736719727516174,0.1759674996137619,0.24966585636138916,0.4565047025680542,0.419739305973053,0.25750473141670227,0.33724796772003174,1.0,0.23187310993671417,0.3906462490558624,0.4394008219242096,0.22068053483963013
answer,0.3717343211174011,0.2943282425403595,0.2413039356470108,0.5177980661392212,0.21559137105941772,0.24877534806728363,0.4518801271915436,0.4832538664340973,0.24840699136257172,0.2110399305820465,0.21417778730392456,0.18054059147834778,0.367276668548584
to,0.44169697165489197,0.4452643394470215,0.18029534816741943,0.33126938343048096,0.37890323996543884,0.4514104127883911,0.39673250913619995,0.4559597074985504,0.535392165184021,0.20019930601119995,0.31913647055625916,0.3715193271636963,0.29463258385658264
the,0.33890387415885925,0.34736719727516174,0.1759674996137619,0.24966585636138916,0.4565047025680542,0.419739305973053,0.25750473141670227,0.33724796772003174,1.0,0.23187310993671417,0.3906462490558624,0.4394008219242096,0.22068053483963013
second,0.16459402441978455,0.20727969706058502,0.094020314514637,0.1921979933977127,0.3736267685890198,0.2582560181617737,0.16640426218509674,0.260090172290802,0.4620301127433777,0.11866133660078049,0.17748267948627472,0.29419460892677307,0.17239587008953094
question,0.41628292202949524,0.2738208472728729,0.20709577202796936,0.4836379289627075,0.19035755097866058,0.3365410268306732,0.461405873298645,0.5066085457801819,0.28031662106513977,0.20369550585746765,0.15428149700164795,0.20993614196777344,0.48000848293304443
.,0.3287222981452942,0.35288307070732117,0.24907569587230682,0.2619034945964813,0.35870397090911865,0.35574623942375183,0.27467578649520874,0.421799898147583,0.5934505462646484,0.2393038123846054,0.3378238379955292,0.3119256794452667,0.4130953550338745
