,who,noted,the,different,current,uses,of,civil,disobedience,?
it,0.2868398427963257,0.17321886122226715,0.6251175999641418,0.30863916873931885,0.21736566722393036,0.2638168931007385,0.38761502504348755,0.17707513272762299,0.2648297846317291,0.25732165575027466
has,0.2558172643184662,0.269951730966568,0.4177538752555847,0.35839274525642395,0.23727068305015564,0.37186065316200256,0.3909035325050354,0.14805923402309418,0.11896127462387085,0.15994466841220856
been,0.3295723795890808,0.3696824014186859,0.3563927710056305,0.3274359405040741,0.24492745101451874,0.18315887451171875,0.31685134768486023,0.16754008829593658,0.20087917149066925,0.24354910850524902
argued,0.27725863456726074,0.37642163038253784,0.1919303685426712,0.20060127973556519,0.1429365575313568,0.1471245288848877,0.19172857701778412,0.22184301912784576,0.387824684381485,0.18905270099639893
that,0.45444270968437195,0.28664639592170715,0.5473989248275757,0.4608689844608307,0.2016455978155136,0.31664198637008667,0.41498205065727234,0.16867391765117645,0.3551425039768219,0.32716336846351624
the,0.3733934462070465,0.248806893825531,1.0,0.36412742733955383,0.3314409554004669,0.2830192744731903,0.733189046382904,0.2477465271949768,0.30963727831840515,0.22068053483963013
term,0.19649659097194672,0.14428725838661194,0.2740369141101837,0.2663106918334961,0.13717421889305115,0.26351243257522583,0.26047757267951965,0.15453830361366272,0.19347046315670013,0.1901002675294876
``,0.02397952415049076,0.02598639577627182,0.029072100296616554,0.07249068468809128,0.029208213090896606,0.07921067625284195,0.06780257821083069,0.06784805655479431,0.06214885041117668,0.0685480609536171
civil,0.14972704648971558,0.20653370022773743,0.2477465271949768,0.13609759509563446,0.1636456847190857,0.10526483505964279,0.24698495864868164,1.0,0.5442691445350647,0.1494513899087906
disobedience,0.34217217564582825,0.20898784697055817,0.30963727831840515,0.2160884588956833,0.10193347185850143,0.11448387056589127,0.31932318210601807,0.5442691445350647,1.0,0.19890835881233215
'',0.024401003494858742,0.048017147928476334,0.041273195296525955,0.037724949419498444,0.06705592572689056,0.026499738916754723,0.13035868108272552,-0.062313709408044815,0.003403886454179883,0.018684765323996544
has,0.2558172643184662,0.269951730966568,0.4177538752555847,0.35839274525642395,0.23727068305015564,0.37186065316200256,0.3909035325050354,0.14805923402309418,0.11896127462387085,0.15994466841220856
always,0.35447362065315247,0.28110262751579285,0.31570959091186523,0.32031795382499695,0.15720634162425995,0.2546682357788086,0.25258868932724,0.22498172521591187,0.29571831226348877,0.26136693358421326
suffered,0.18016760051250458,0.2809276878833771,0.2558774948120117,0.13802069425582886,0.07049750536680222,0.11253339052200317,0.2524636387825012,0.18557174503803253,0.2571471035480499,0.08963493257761002
from,0.27839982509613037,0.1903488039970398,0.40150508284568787,0.29131123423576355,0.20637577772140503,0.24393776059150696,0.4249346852302551,0.11420916765928268,0.1641564965248108,0.19969791173934937
ambiguity,0.13574370741844177,0.2644972801208496,0.23963160812854767,0.32774412631988525,0.2080739140510559,0.2886804938316345,0.240192711353302,0.1572445034980774,0.2044411599636078,0.3305346965789795
and,0.41279885172843933,0.3326333463191986,0.5171257257461548,0.39536112546920776,0.23919939994812012,0.2964407801628113,0.5116966962814331,0.25259146094322205,0.3041999638080597,0.20544172823429108
in,0.2792111933231354,0.2277849018573761,0.6662389636039734,0.29409363865852356,0.1955713927745819,0.2516363263130188,0.5696388483047485,0.26466667652130127,0.3054615259170532,0.20430970191955566
modern,0.16937296092510223,0.15103451907634735,0.3283970355987549,0.3287349343299866,0.18437142670154572,0.27035388350486755,0.3482828736305237,0.15365588665008545,0.17687927186489105,0.12475407868623734
times,0.24510560929775238,0.21481645107269287,0.29093852639198303,0.3256664574146271,0.2071133255958557,0.14515367150306702,0.24352745711803436,0.11522168666124344,0.14712707698345184,0.18880689144134521
",",0.3365725874900818,0.3183436393737793,0.4933079481124878,0.32220861315727234,0.29341426491737366,0.28387847542762756,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.31091248989105225
become,0.36563706398010254,0.15088386833667755,0.31731709837913513,0.1715525984764099,0.14224553108215332,0.16962328553199768,0.31678006052970886,0.17076370120048523,0.2244395911693573,0.19511328637599945
utterly,0.19342879951000214,0.300220251083374,0.24199363589286804,0.15207496285438538,0.12270188331604004,0.12383348494768143,0.2150173932313919,0.25180381536483765,0.3884568512439728,0.274373859167099
debased,0.24810855090618134,0.28181323409080505,0.3641456961631775,0.3332379162311554,0.2921735346317291,0.2880731225013733,0.35112839937210083,0.24097253382205963,0.23023422062397003,0.29474905133247375
.,0.3541337847709656,0.2764817476272583,0.5934505462646484,0.31511759757995605,0.29179835319519043,0.30030930042266846,0.5352458953857422,0.2541380822658539,0.2603943943977356,0.4130953550338745
,who,noted,the,different,current,uses,of,civil,disobedience,?
indeed,0.3184824585914612,0.3374473452568054,0.3078708052635193,0.23899737000465393,0.116277314722538,0.20488254725933075,0.31494295597076416,0.07131480425596237,0.2623243033885956,0.3642158806324005
",",0.3365725874900818,0.3183436393737793,0.4933079481124878,0.32220861315727234,0.29341426491737366,0.28387847542762756,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.31091248989105225
for,0.37110671401023865,0.3074313700199127,0.4739971458911896,0.34825223684310913,0.27481377124786377,0.39873167872428894,0.4185989499092102,0.1685788929462433,0.23370130360126495,0.264628142118454
vice,0.22284634411334991,0.1310957968235016,0.2412198781967163,0.1370624154806137,0.28739336133003235,0.15410374104976654,0.21141734719276428,0.2224077582359314,0.23930075764656067,0.1369185745716095
president,0.22565458714962006,0.08889995515346527,0.24330610036849976,0.07281494140625,0.23194746673107147,0.11040019989013672,0.21610750257968903,0.2570957541465759,0.25404196977615356,0.14148259162902832
agnew,0.2588537335395813,0.19221992790699005,0.2572665512561798,0.12017330527305603,0.22495119273662567,0.06787355244159698,0.22976326942443848,0.22436077892780304,0.260567843914032,0.23769177496433258
it,0.2868398427963257,0.17321886122226715,0.6251175999641418,0.30863916873931885,0.21736566722393036,0.2638168931007385,0.38761502504348755,0.17707513272762299,0.2648297846317291,0.25732165575027466
has,0.2558172643184662,0.269951730966568,0.4177538752555847,0.35839274525642395,0.23727068305015564,0.37186065316200256,0.3909035325050354,0.14805923402309418,0.11896127462387085,0.15994466841220856
become,0.36563706398010254,0.15088386833667755,0.31731709837913513,0.1715525984764099,0.14224553108215332,0.16962328553199768,0.31678006052970886,0.17076370120048523,0.2244395911693573,0.19511328637599945
a,0.36608949303627014,0.2248256653547287,0.5829201340675354,0.29175353050231934,0.1987239569425583,0.35566505789756775,0.5052502155303955,0.21693918108940125,0.25352153182029724,0.23916715383529663
code-word,0.23256650567054749,0.19620101153850555,0.3034053146839142,0.3488633930683136,0.16200199723243713,0.3576394319534302,0.2403171807527542,0.2086368054151535,0.29778173565864563,0.31435078382492065
describing,0.22381490468978882,0.34979239106178284,0.29138749837875366,0.3482876121997833,0.22887718677520752,0.29410332441329956,0.2975851893424988,0.05936732143163681,0.2434319108724594,0.20341216027736664
the,0.3733934462070465,0.248806893825531,1.0,0.36412742733955383,0.3314409554004669,0.2830192744731903,0.733189046382904,0.2477465271949768,0.30963727831840515,0.22068053483963013
activities,0.1925259530544281,0.2041335254907608,0.2626894414424896,0.24801965057849884,0.16194073855876923,0.2613224387168884,0.23520112037658691,0.18966788053512573,0.3213273584842682,0.11289679259061813
of,0.2827862501144409,0.23399871587753296,0.733189046382904,0.3747533857822418,0.31470298767089844,0.2738003432750702,1.0,0.24698495864868164,0.31932318210601807,0.1826142966747284
muggers,0.2513631284236908,0.16011258959770203,0.2264975905418396,0.269705593585968,0.03876589983701706,0.1918497085571289,0.19633729755878448,0.12254425138235092,0.25855904817581177,0.17581060528755188
",",0.3365725874900818,0.3183436393737793,0.4933079481124878,0.32220861315727234,0.29341426491737366,0.28387847542762756,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.31091248989105225
arsonists,0.36646491289138794,0.1655171513557434,0.22866518795490265,0.30533283948898315,0.07067988067865372,0.1680411547422409,0.19801722466945648,0.2833743989467621,0.4095745086669922,0.18881018459796906
",",0.3365725874900818,0.3183436393737793,0.4933079481124878,0.32220861315727234,0.29341426491737366,0.28387847542762756,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.31091248989105225
draft,0.2113700658082962,0.23529435694217682,0.2136591076850891,0.15535858273506165,0.19542832672595978,0.0910639762878418,0.1597527265548706,0.14474128186702728,0.1815602332353592,0.1941390335559845
evaders,0.3698168694972992,0.20163756608963013,0.3373728394508362,0.23936022818088531,0.15680783987045288,0.2349863499403,0.18951843678951263,0.16236600279808044,0.2835673689842224,0.29756230115890503
",",0.3365725874900818,0.3183436393737793,0.4933079481124878,0.32220861315727234,0.29341426491737366,0.28387847542762756,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.31091248989105225
campaign,0.18840548396110535,0.14953170716762543,0.2755736708641052,0.03315948694944382,0.0802474170923233,0.09930354356765747,0.23278115689754486,0.29422688484191895,0.3105100393295288,0.162482351064682
hecklers,0.26912933588027954,0.16763199865818024,0.3092356026172638,0.286251038312912,0.08327958732843399,0.2073255479335785,0.32336941361427307,0.20997512340545654,0.23161457479000092,0.2168487161397934
",",0.3365725874900818,0.3183436393737793,0.4933079481124878,0.32220861315727234,0.29341426491737366,0.28387847542762756,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.31091248989105225
campus,0.18178072571754456,0.16361628472805023,0.20087170600891113,0.11357662081718445,0.1834622472524643,0.14326393604278564,0.22980211675167084,0.15955428779125214,0.19437547028064728,0.06952692568302155
militants,0.2745186388492584,0.12827470898628235,0.25084343552589417,0.14991001784801483,0.15983814001083374,0.08344937860965729,0.24497023224830627,0.33235156536102295,0.41548991203308105,0.17739415168762207
",",0.3365725874900818,0.3183436393737793,0.4933079481124878,0.32220861315727234,0.29341426491737366,0.28387847542762756,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.31091248989105225
anti-war,0.22820904850959778,0.28395968675613403,0.3043503761291504,0.2737192213535309,0.20658090710639954,0.2263089269399643,0.2948860228061676,0.2542538344860077,0.3513261079788208,0.21516640484333038
demonstrators,0.30049392580986023,0.23879046738147736,0.2034951001405716,0.16131506860256195,0.14143352210521698,0.16380509734153748,0.14781120419502258,0.23160062730312347,0.3469274640083313,0.2206319272518158
",",0.3365725874900818,0.3183436393737793,0.4933079481124878,0.32220861315727234,0.29341426491737366,0.28387847542762756,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.31091248989105225
juvenile,0.1913643628358841,0.1101931631565094,0.223813995718956,0.1620742380619049,0.10270766168832779,0.063764788210392,0.18762069940567017,0.13236741721630096,0.2728765904903412,0.1817030906677246
delinquents,0.29827597737312317,0.3207116425037384,0.29025372862815857,0.1888030469417572,0.18109771609306335,0.10809319466352463,0.26852333545684814,0.22388875484466553,0.3990485966205597,0.19299890100955963
and,0.41279885172843933,0.3326333463191986,0.5171257257461548,0.39536112546920776,0.23919939994812012,0.2964407801628113,0.5116966962814331,0.25259146094322205,0.3041999638080597,0.20544172823429108
political,0.24357503652572632,0.21909089386463165,0.20477235317230225,0.18133103847503662,0.19855530560016632,0.11271882802248001,0.27319738268852234,0.33490484952926636,0.3612893521785736,0.17130474746227264
assassins,0.2901553213596344,0.10089405626058578,0.18279550969600677,0.11110951751470566,0.11295837163925171,0.09649070352315903,0.18195727467536926,0.22344624996185303,0.320488303899765,0.22511708736419678
